time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705516120,0.7843883350744558,2.022428358154605,0.4606517050214772,32.14298630285304,0.33331736756394204,7.650932564100188,0.7868098282061595,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.21983962416252403,109322240,44322816,11546624,45707264,43401216,15712256,39706624,10153984,46653440,2973696,8605696,58020.078970200266,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.2,1.133,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516121,0.7843883350744558,2.022428358154605,0.4606517050214772,32.14298630285304,0.33331736756394204,9.06808539250268,0.7868098282061595,3.5703607231974313,2.8641033794917083,0.29873344714621763,0.21479491437811266,109322240,44322816,11546624,45707264,43401216,15712256,39706624,10153984,46653440,2973696,8605696,58020.078970200266,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.2,1.133,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516122,0.7843883350744558,2.022428358154605,0.3538945936814218,32.41182576459726,0.33331736756394204,9.06808539250268,0.7868098282061595,3.6671969977271464,2.8641033794917083,0.29873344714621763,0.2097502045937013,109322240,44322816,11546624,45707264,43401216,15712256,39706624,10219520,46653440,2973696,8605696,58020.078970200266,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,16.133,26.4,1.067,80.2,1.133,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.0029970501474926256,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599410029498525,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516123,0.7207493440790639,1.4554363779594464,0.36169034425356883,32.41182576459726,0.33331736756394204,7.707003558777164,0.7868098282061595,3.6671969977271464,2.8845199568500486,0.29873344714621763,0.20470549480928998,109322240,44322816,11546624,45707264,43401216,15712256,39706624,10219520,46657536,2973696,8605696,69040.70821467206,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,14.933,26.4,1.067,80.2,1.333,13.667,13.267,1.2,149.867,19.667,8.533,0,,0.002997041420118343,0.003148214285714286,0.08684210526315789,0.0036636490250696384,0.003,0.05000000000000002,0.003418622149460072,0.001904437661422869,0.0073202614379084974,0.002973474801061008,0.004599408284023669,0.004866785714285715,0.21210526315789474,0.03384387351778659,0.0046,0.175609756097561,0.007111210966047128,0.004405682084996478,0.009568627450980392,0.004594694960212202
1705516124,0.7349092636101584,1.4891443960465272,0.3694860948257158,32.41182576459726,0.33331736756394204,8.949508794508656,0.7868098282061595,3.6671969977271464,2.8845199568500486,0.29873344714621763,0.1996607850248786,109322240,44322816,11546624,45707264,43401216,16244736,39706624,10219520,46657536,2973696,8605696,70397.08943197122,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,27.267,1.333,79.267,1.333,13.667,14.533,1.2,163.867,20.867,8.8,0,,0.0029970588235294117,0.0031086765994741456,0.07857142857142857,0.0036194814295725302,0.003,0.04881796690307329,0.003418622149460072,0.0018135514018691589,0.007296437659033079,0.0029731182795698927,0.004599411764705882,0.004795617879053462,0.203125,0.03225877192982458,0.0046,0.17291304347826086,0.007111210966047128,0.004380654205607477,0.009520356234096692,0.0045946236559139784
1705516125,0.8495951718656697,1.522852414133608,0.37728184539786275,32.41182576459726,0.33331736756394204,8.949508794508656,0.7868098282061595,3.683799259743026,2.8845199568500486,0.3004766496261388,0.3171744199380772,109322240,44322816,11546624,45707264,43401216,16244736,39706624,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29.133,1.333,79.267,1.333,13.667,14.533,1.2,163.867,20.867,8.8,0,,0.0029970588235294117,0.0030951557093425604,0.07857142857142857,0.0036194814295725302,0.003,0.04881796690307329,0.003418622149460072,0.0018135514018691589,0.007296437659033079,0.0029731182795698927,0.004599411764705882,0.00477128027681661,0.203125,0.03225877192982458,0.0046,0.17291304347826086,0.007111210966047128,0.004380654205607477,0.009520356234096692,0.0045946236559139784
1705516126,0.8495951718656697,1.5565604322206883,0.3850775959700097,32.41182576459726,0.33331736756394204,8.949508794508656,0.7868098282061593,3.683799259743026,2.8845199568500486,0.3004766496261388,0.3171744199380772,109322240,44322816,11546624,45707264,43401216,16244736,39706624,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29.133,1.333,79.267,1.333,13.667,14.533,1.2,163.867,20.867,8.8,0,,0.0029970588235294117,0.0030951557093425604,0.07857142857142857,0.0036194814295725302,0.003,0.04881796690307329,0.003418622149460072,0.0018135514018691589,0.007296437659033079,0.0029731182795698927,0.004599411764705882,0.00477128027681661,0.203125,0.03225877192982458,0.0046,0.17291304347826086,0.007111210966047128,0.004380654205607477,0.009520356234096692,0.0045946236559139784
1705516127,0.8495951718656697,1.590268450307769,0.3928733465421566,32.41182576459726,0.3450864951301045,8.949508794508656,0.6409528818672511,3.683799259743026,2.8845199568500486,0.3004766496261388,0.3171744199380772,109322240,44322816,11546624,45707264,43409408,16244736,39706624,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29.133,1.333,79.267,1.333,13.667,14.533,1.2,163.867,20.867,8.8,0,,0.0029970588235294117,0.0030951557093425604,0.07857142857142857,0.0036194814295725302,0.003,0.04881796690307329,0.003418622149460072,0.0018135514018691589,0.007296437659033079,0.0029731182795698927,0.004599411764705882,0.00477128027681661,0.203125,0.03225877192982458,0.0046,0.17291304347826086,0.007111210966047128,0.004380654205607477,0.009520356234096692,0.0045946236559139784
1705516128,0.8495951718656697,1.6239764683948494,0.4006690971143036,32.41182576459726,0.3450864951301045,8.949508794508656,0.6539506589393373,3.683799259743026,2.8845199568500486,0.3004766496261388,0.3171744199380772,109322240,44322816,11546624,45707264,43409408,16244736,39706624,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29.133,1.333,79.267,1.333,13.733,14.533,1.2,163.867,20.867,8.8,0,,0.0029970588235294117,0.0030951557093425604,0.07857142857142857,0.0036194814295725302,0.003,0.04749449339207048,0.003418622149460072,0.0018135514018691589,0.007296437659033079,0.0029731182795698927,0.004599411764705882,0.00477128027681661,0.203125,0.03225877192982458,0.0046,0.16796650717703354,0.007111210966047128,0.004380654205607477,0.009520356234096692,0.0045946236559139784
1705516129,0.8495951718656697,1.6576844864819307,0.4084648476864506,32.41182576459726,0.3450864951301045,8.949508794508656,0.7379051004690846,3.683799259743026,2.8845199568500486,0.3004766496261388,0.3171744199380772,109322240,44322816,11546624,45707264,43409408,16244736,40226816,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.333,1.267,13.733,14.533,1.133,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0036124301675977658,0.003,0.04749449339207048,0.003255327437912749,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.03168526785714285,0.0046,0.16796650717703354,0.00558346048440857,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516130,0.8495951718656697,1.691392504569011,0.4677450343288182,32.41182576459726,0.3450864951301045,8.949508794508656,0.8753063081985525,3.683799259743026,2.8845199568500486,0.2989614381520096,0.3171744199380772,109322240,44322816,11546624,45707264,43409408,16244736,40226816,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.333,1.267,13.733,14.533,1.133,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0036124301675977658,0.003,0.04749449339207048,0.003255327437912749,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.03168526785714285,0.0046,0.16796650717703354,0.00558346048440857,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516131,0.8495951718656697,2.022481085224839,0.4115753521647373,32.41182576459726,0.3450864951301045,8.949508794508656,0.8753063081985525,3.683799259743026,2.952109187477648,0.2989614381520096,0.3171744199380772,109322240,44322816,11546624,45707264,43409408,16244736,40226816,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.333,1.267,13.733,14.533,1.133,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0036124301675977658,0.003,0.04749449339207048,0.003255327437912749,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.03168526785714285,0.0046,0.16796650717703354,0.00558346048440857,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516132,0.8495951718656697,2.022481085224839,0.4037796015925903,32.41182576459726,0.35612366230677484,8.949508794508656,0.8753063081985525,3.683799259743026,2.952109187477648,0.2989614381520096,0.3171744199380772,109322240,44322816,11546624,45707264,43409408,16244736,40226816,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.067,1.267,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.0046,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516133,0.8495951718656697,2.230690856504321,0.506192273712946,32.41182576459726,0.35612366230677484,8.949508794508656,0.8753063081985525,3.683799259743026,2.952109187477648,0.2989614381520096,0.3250785973397848,109322240,44388352,11603968,45707264,43409408,16244736,40226816,10219520,46657536,2977792,8933376,81382.87303794954,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.067,1.267,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.0046,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516134,0.7332667129445515,2.230690856504321,0.506192273712946,31.65476182239635,0.35612366230677484,8.949508794508656,0.8753063081985525,3.683799259743026,2.952109187477648,0.2989614381520096,0.3250785973397848,109322240,44388352,11603968,45707264,43409408,16244736,40226816,10219520,46657536,2977792,8933376,70239.74921076452,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.067,1.267,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.0046,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516135,0.7191067934134568,2.230690856504321,0.506192273712946,32.40586710446695,0.35612366230677484,8.893820691086336,0.8753063081985525,3.683799259743026,2.952109187477648,0.2989614381520096,0.3250785973397848,109322240,44388352,11603968,45965312,43409408,15581184,40226816,10219520,46657536,2977792,8933376,68883.36799346536,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.067,1.267,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.0046,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516136,0.7049468738823623,2.230690856504321,0.506192273712946,32.40586710446695,0.35612366230677484,8.893820691086336,0.8753063081985525,1.9653775000000453,2.952109187477648,0.2989614381520096,0.3250785973397848,109322240,44388352,11603968,45965312,43409408,15581184,40226816,10219520,46657536,2977792,8933376,67526.9867761662,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.067,1.267,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.0046,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516137,0.6907869543512679,2.230690856504321,0.506192273712946,32.40586710446695,0.35612366230677484,8.998119638030115,0.8753063081985525,1.9653775000000453,2.952109187477648,0.29547812927865913,0.3250785973397848,109322240,44388352,11603968,45965312,43409408,15581184,40226816,10219520,46657536,2977792,8933376,66170.60555886704,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.533,29,1.267,79.067,1.267,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029970588235294117,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599411764705882,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.0046,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516138,0.6766270348201734,2.230690856504321,0.506192273712946,32.40586710446695,0.35612366230677484,8.998119638030115,0.8753063081985525,1.9653775000000453,2.952109187477648,0.29547812927865913,0.3143652782750533,109322240,44388352,11603968,45965312,43409408,15581184,40226816,10219520,46657536,2977792,8933376,64814.22434156789,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.733,29,1.267,79.067,1.133,13.733,14.533,1.267,164.733,21.6,8.667,0,,0.0029971014492753624,0.0030913793103448275,0.07125,0.0035728395061728393,0.003,0.04749449339207048,0.0033043478260869567,0.001823883360333256,0.0072484472049689445,0.002973262032085562,0.004599420289855072,0.00476448275862069,0.1953571428571429,0.02907828282828272,0.004600000000000001,0.16796650717703354,0.006214285714285712,0.00438106919694515,0.009514285714285715,0.004594652406417112
1705516139,0.7149129066106938,2.230690856504321,0.506192273712946,32.40586710446695,0.35612366230677484,8.998119638030115,0.8753063081985525,1.9653775000000453,2.9406717568327188,0.29547812927865913,0.3143652782750533,109223936,44388352,11603968,45965312,43409408,15581184,40226816,10219520,46411776,2977792,8933376,42980.0629590766,0,0,0,0,0,0,4,4,9,4,3,34,3,4,4,4,2,15.067,27.733,1.267,77.133,1.133,13.733,13.533,1.267,155.133,20.667,8.333,0,,0.0029971428571428575,0.0030676818950930622,0.06842105263157895,0.003520138888888889,0.003,0.0466123949579832,0.0033043478260869567,0.001739732348869405,0.007250911300121506,0.002958333333333333,0.004599428571428572,0.004721827411167513,0.19428571428571434,0.02671465968586377,0.004600000000000001,0.16234848484848483,0.006214285714285712,0.004355329949238581,0.00950850546780073,0.004591666666666667
