time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705736284,11.593331246086414,1.4019138313609463,0.1778301189684475,0.2059303882195448,4.3332793767084885,18.68825613387102,0.46645374291250996,0.09019103701860606,1.0993330136088593,0.7260054901194244,0.00011230783393169206,0.3280985195050861,9.215332769913365,1.215276460778864,1.2126114135914503,194363392,69599232,4833280,430235648,92921856,311992320,36454400,2809856,271699968,89169920,4730880,2863104,288944128,5742592,35164160,1653648.9151873768,0,,911332.8070049523,44811.01075268818,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,5.267,4.333,24.467,1.133,1.067,1,13.067,0.018609148644836246,0.0030112359550561797,0.03246989306788832,0.05807819828161578,0.0027006177552367163,0.007725017184728151,0.005145357900143556,0.0456667318762978,0.004620224719101124,0.08871425606693774,0.24082728455851773,0.004594073845036082,0.015681953553931337,0.009167044686483425
1705736285,11.593331246086414,1.4019138313609463,0.1778301189684475,0.2059303882195448,5.058450394515584,11.383400646203519,0.46645374291250996,0.09019103701860606,1.121843262264773,0.7408223822716214,0.00011230783393169206,0.3280985195050861,9.215332769913365,1.215276460778864,1.2126114135914503,194363392,69599232,4833280,430235648,92921856,311992320,36454400,2809856,271699968,89169920,4730880,2863104,288944128,5742592,35164160,1653648.9151873768,0,,911332.8070049523,45728.573476702506,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,4.2,25.533,1.133,1.067,1,14.8,0.017311290219159364,0.003021978021978022,0.03318319464285715,0.053493145488894764,0.002700903128531487,0.007724009760592302,0.005111271873004528,0.03172931416392566,0.004639560439560439,0.08810816633064517,0.19188704671224838,0.004594197577215942,0.01568902337367876,0.009162758751172648
1705736286,11.593331246086414,1.5093598072537966,0.19573922374309713,0.2059303882195448,5.058450394515584,11.383400646203519,0.46645374291250996,0.09019103701860606,1.0416285265579561,0.7556392744238184,0.00011230783393169206,0.3280985195050861,9.215332769913365,1.0925953156181072,1.2126114135914503,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2809856,271958016,89169920,4730880,2863104,288944128,5885952,35164160,1771062.2553026716,0,,911332.8070049523,32128.48686064762,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,4.2,25.533,1.133,1.067,1,14.8,0.01724934014362402,0.003021978021978022,0.03324212321428571,0.053447799040312625,0.002701176828927575,0.007723041669220345,0.005108532921213453,0.03121051857586129,0.004639560439560439,0.0884075614919355,0.19246730687293132,0.004594316248259299,0.01569578571972207,0.009164371190309953
1705736287,11.593331246086414,1.5093598072537966,0.19573922374309713,0.2059303882195448,5.058450394515584,11.383400646203519,0.46645374291250996,0.09019103701860606,1.2361383258476566,0.8890135291318195,0.00011230783393169206,0.3280985195050861,9.215332769913365,1.0925953156181072,1.2126114135914503,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2809856,271958016,89169920,4730880,2863104,288944128,5885952,35164160,1771062.2553026716,0,,911332.8070049523,38128.03984082288,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,4.2,25.533,1.133,1.067,1,14.8,0.017188116341348675,0.003021978021978022,0.03328571428571429,0.05340436578254062,0.00270143955827253,0.007722110651220886,0.005105820540911894,0.03066692399584045,0.004639560439560439,0.08862903225806451,0.19303502534231023,0.004594430162473279,0.015702260223681267,0.009165967986634639
1705736288,11.593331246086414,1.5093598072537968,0.19573922374309713,0.2059303882195448,5.058450394515584,11.383400646203519,0.46645374291250996,0.09019103701860606,1.2361383258476566,0.7575654704036041,0.00011230783393169206,0.3280985195050861,9.215332769913365,1.0925953156181072,1.2126114135914503,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2809856,271958016,89169920,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,911332.8070049523,38128.03984082288,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,4.2,25.533,1.133,1.067,1,14.8,0.01712760611503777,0.003021978021978022,0.03328571428571429,0.05336272713917123,0.0027016919632534895,0.007721214616999569,0.005103134347298008,0.030096708756955668,0.004639560439560439,0.08862903225806451,0.1935906043856179,0.004594539600248551,0.015708464880747713,0.009167549366682121
1705736289,11.593331246086414,1.5093598072537968,0.19573922374309713,0.15404500000000043,5.058450394515584,11.383400646203519,0.46645374291250996,0.09019103701860606,1.2361383258476566,0.742748578251407,0.00014770349622029885,0.32383800533256457,5.720633886255924,1.0925953156181072,1.2126114135914503,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2809856,271958016,89169920,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,911332.8070049523,38128.03984082288,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,4.2,25.533,1.133,1.067,1,14.8,0.017067797061660048,0.003021978021978022,0.03328571428571429,0.0533227741343481,0.0027019346407117944,0.007720351631102563,0.005100473962964394,0.02949786829426574,0.004639560439560439,0.08862903225806451,0.1941344292469296,0.004594644820363639,0.015714416216712775,0.009169115552634633
1705736290,9.816137973457177,1.5093598072537968,0.19573922374309713,0.18572960562762525,5.058450394515584,11.383400646203519,0.46645374291250996,0.09019103701860606,1.2361383258476566,0.8797052784669348,0.00015113447174225703,0.32383800533256457,5.720633886255924,1.0925953156181072,1.2126114135914503,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2809856,271958016,89329664,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,911332.8070049523,38128.03984082288,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,4.2,25.533,1.133,1.067,1,14.8,0.01700867706397308,0.003021978021978022,0.03328571428571429,0.05328440644040596,0.002702168142354752,0.0077195198982610465,0.005097839017721338,0.028868191599768413,0.004639560439560439,0.08862903225806451,0.19466686904001756,0.004594746062027851,0.015720129434947435,0.009170666762425329
1705736291,9.622915786022403,1.5093598072537968,0.19573922374309713,0.2200660172660537,5.058450394515584,11.383400646203519,0.3969560223330704,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.00015456544726421517,0.32383800533256457,5.720633886255924,1.0925953156181072,1.2126114135914503,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2981888,271958016,89329664,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,775551.813201273,38128.03984082288,0,,1222440.0080661427,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,3.8,25.533,1.133,1.467,1,14.8,0.016964485606824654,0.003021276595744681,0.03328571428571429,0.05855171506324626,0.002743109173048709,0.007809738988007222,0.0052064529603295445,0.02773360167172547,0.004638297872340425,0.08862903225806451,0.3291201791018108,0.004611090220834422,0.019610102674237302,0.009204403774188453
1705736292,9.429693598587631,1.5093598072537968,0.19573922374309713,0.2200660172660537,4.395919854093906,11.383400646203519,0.3891817932845285,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.00015799642278617332,0.32383800533256457,5.720633886255924,1.0925953156181072,0.9361904228416842,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2981888,271958016,89329664,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,760362.9330845235,38128.03984082288,0,,981366.7286841599,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,8.467,3.8,24.467,1.133,1.467,1,14.8,0.016906364881773234,0.003021276595744681,0.03284182305630026,0.05781870181665521,0.0027398222177053666,0.00777791120837321,0.005204876429595076,0.02707737329379143,0.004638297872340425,0.08598393574297188,0.3119294857647318,0.004609975514239723,0.01854227153736318,0.009204447902323883
1705736293,5.081532500000012,1.5093598072537968,0.19573922374309713,0.2200660172660537,4.311612347518647,11.383400646203519,0.38140756423598665,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.0001614273983081315,0.32383800533256457,5.720633886255924,1.0925953156181072,1.1280875088214535,194363392,69775360,4833280,430235648,92921856,311992320,36454400,2981888,271958016,89329664,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,745174.0529677744,38128.03984082288,0,,1182523.8981202284,12,6,4,3,10,22,8,4,3,11,1,3,6,12,7,9,3.8,24.467,1.667,2,1.533,16.4,0.01684071607477566,0.003021276595744681,0.03284182305630026,0.06150647343547205,0.002724669693622939,0.008030558233961095,0.005193661971830985,0.02650221647226056,0.004638297872340425,0.08598393574297188,0.3478202488542214,0.004585838753221255,0.020098638978532327,0.00920774647887324
1705736294,5.081532500000012,1.5093598072537968,0.19573922374309713,0.2200660172660537,4.227304840943386,11.829041371952421,0.26068499999999994,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.00016485837383008967,0.32303473491773316,5.720633886255924,1.0925953156181072,1.1280875088214535,194363392,69775360,4833280,430235648,92921856,312102912,36454400,2981888,271958016,89329664,4730880,2863104,288944128,5885952,35164160,1771062.2553026718,0,,563200,38128.03984082288,0,,1182523.8981202284,12,6,4,3,10,25,8,4,3,11,1,3,6,12,7,9,3.8,24.467,1.667,2,2,16.4,0.0168069218047887,0.003021276595744681,0.03284182305630026,0.060788895617084615,0.0027188377862986733,0.008052898691105842,0.005193661971830985,0.026436416666666716,0.004638297872340425,0.08598393574297188,0.3354180596648257,0.004584777215034141,0.020032121040376976,0.00920774647887324
1705736295,5.081532500000012,1.5093598072537968,0.19573922374309713,0.2200660172660537,4.142997334368126,11.829041371952421,0.3645250231357855,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.00016828934935204782,0.32303473491773316,4.5672951961012,1.0925953156181072,1.1280875088214535,194363392,69775360,4833280,430235648,92921856,312102912,36536320,2981888,271958016,89329664,4730880,2863104,287080448,5885952,35164160,1771062.2553026718,0,,635164.3453740038,38128.03984082288,0,,1182523.8981202284,12,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9,3.8,24.467,1.667,2,2,16.4,0.01677354169140053,0.003021276595744681,0.03284182305630026,0.060096901014952846,0.0027179487179487182,0.008009867793796298,0.005193661971830985,0.026383386363636397,0.004638297872340425,0.08598393574297188,0.3312777358985282,0.004584615384615385,0.019757370305477258,0.00920774647887324
1705736296,5.081532500000012,1.5093598072537968,0.18335763149041157,0.2200660172660537,5.430805737186248,11.829041371952421,0.4312048668353956,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.000171720324874006,0.32303473491773316,4.5672951961012,1.0925953156181072,1.1719766199210486,194363392,69775360,4882432,430235648,93884416,312102912,36536320,2981888,271958016,89329664,4730880,2863104,287080448,5885952,35069952,1771062.2553026718,0,,751350.2217475097,38128.03984082288,0,,1232793.1779023358,12,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9,3.8,24.467,1.667,2,2,16.4,0.01674009105074808,0.003021276595744681,0.03284182305630026,0.0594291454443459,0.0027179487179487182,0.007978362502851919,0.005193661971830985,0.02633035606060608,0.004638297872340425,0.08598393574297188,0.3327228664368391,0.004584615384615385,0.019536462830677448,0.00920774647887324
1705736297,8.446564901931245,1.5093598072537968,0.18335763149041157,0.2200660172660537,5.430805737186248,11.829041371952421,0.4312048668353956,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.00017515130039596414,0.32303473491773316,4.5672951961012,1.0925953156181072,1.1719766199210486,195825664,69775360,4882432,430235648,93884416,312102912,36536320,2981888,271958016,89329664,4730880,2863104,287080448,5885952,35069952,1771062.2553026718,0,,751350.2217475097,38128.03984082288,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9,3.8,24.467,1.667,2,2,16.4,0.016706569659074383,0.003021276595744681,0.03284182305630026,0.058784377267281404,0.0027179487179487182,0.007947260998739979,0.005193661971830985,0.026277325757575763,0.004638297872340425,0.08598393574297188,0.33413709599820385,0.004584615384615385,0.01934100333360436,0.00920774647887324
1705736298,8.446564901931245,1.5093598072537968,0.18335763149041157,0.2200660172660537,5.430805737186248,11.829041371952421,0.4312048668353956,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.0002058585313174897,0.32303473491773316,4.5672951961012,1.0925953156181072,1.1719766199210486,195825664,69775360,4882432,430235648,93884416,312102912,36536320,2981888,271958016,89329664,4730880,2863104,287080448,5885952,35069952,1771062.2553026718,0,,751350.2217475097,38128.03984082288,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9,3.8,24.467,1.667,2,2,16.4,0.01667297729167494,0.003021276595744681,0.03284182305630026,0.058161429562526054,0.0027179487179487182,0.007939189134992837,0.005193661971830985,0.026224295454545476,0.004638297872340425,0.08598393574297188,0.335521405223573,0.004584615384615385,0.019316511513963748,0.00920774647887324
1705736299,8.446564901931245,1.4911918805812772,0.18335763149041157,0.2200660172660537,5.430805737186248,11.829041371952421,0.4312048668353956,0.08495651324147367,1.2361383258476566,0.8797052784669348,0.0002058585313174897,0.32303473491773316,4.5672951961012,0.7037369374734036,1.1719766199210486,195825664,69775360,4882432,430235648,93884416,312102912,36536320,2981888,271958016,89329664,4730880,2863104,287080448,5885952,35069952,2078571.1931986688,0,,751350.2217475097,38128.03984082288,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9,3.8,24.467,1.667,2,2,19.733,0.01663776996314845,0.003021276595744681,0.03284182305630026,0.057559213077325304,0.0027179487179487182,0.007932646228899208,0.005099255583126552,0.026212121212121218,0.004638297872340425,0.08598393574297188,0.33687673369411625,0.004584615384615385,0.019304108243766712,0.00916873449131514
1705736300,8.446564901931245,1.5608795256490882,0.18335763149041157,0.2200660172660537,5.3027066929133895,11.829041371952421,0.4312048668353956,0.05441727053811246,1.2361383258476566,0.8797052784669348,0.00017291430435564743,0.3184586133249989,4.5672951961012,0.837690653766042,1.1719766199210486,195825664,69689344,4882432,430235648,93884416,312102912,36536320,2981888,271958016,89329664,4730880,2863104,287080448,5885952,35069952,1904303.2970981942,0,,751350.2217475097,38128.03984082288,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9.333,3.733,24.133,2.267,2,2,21.133,0.015813062541970218,0.003021505376344086,0.031549202127659576,0.048105004543984226,0.0027179487179487182,0.007926078739633413,0.004960297766749379,0.02380362735526977,0.0046387096774193545,0.08291836734693875,0.18221706677425875,0.004584615384615385,0.019291650719011427,0.009147368421052631
1705736301,8.446564901931245,1.5608795256490882,0.18335763149041157,0.2200660172660537,5.3027066929133895,11.829041371952421,0.4312048668353956,0.059324797689675746,1.2361383258476566,0.8797052784669348,0.00016948332883368929,0.3184586133249989,4.5672951961012,0.837690653766042,1.1719766199210486,195825664,69689344,4882432,430235648,93884416,312102912,36536320,3088384,271958016,89329664,4730880,2863104,287080448,5885952,35069952,1904303.2970981942,0,,751350.2217475097,38128.03984082288,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9.333,3.733,24.133,2.267,2,2,21.133,0.015758245670901536,0.003021505376344086,0.031549202127659576,0.047691922088316956,0.0027179487179487182,0.007919486528387908,0.004960297766749379,0.023732810164190675,0.0046387096774193545,0.08291836734693875,0.18000000000000002,0.004584615384615385,0.01927913858293605,0.009147368421052631
1705736302,8.446564901931245,1.5608795256490882,0.16993274053807567,0.2200660172660537,5.3027066929133895,11.829041371952421,0.4312048668353956,0.06051040838748157,1.0452751346192068,0.8701663749298976,0.00012595758739597875,0.3184586133249989,4.5672951961012,0.837690653766042,1.1719766199210486,195825664,69689344,4882432,430235648,93884416,312102912,36536320,3088384,271958016,89419776,4730880,2863104,287080448,5885952,35069952,1904303.2970981942,0,,751350.2217475097,32240.964578178053,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9.333,3.733,24.133,2.267,2,2,21.133,0.01572083027386298,0.003021505376344086,0.031549202127659576,0.04736587590869843,0.0027179487179487182,0.007912869455308159,0.004960297766749379,0.023684045020656935,0.0046387096774193545,0.08291836734693875,0.18000000000000002,0.004584615384615385,0.019266571475643913,0.009147368421052631
1705736303,8.446564901931245,1.5608795256490882,0.16993274053807567,0.2200660172660537,5.3027066929133895,9.433596245724134,0.4312048668353956,0.0711366418683492,1.0320584115914508,0.703222510920653,0.00012595758739597875,0.3184586133249989,3.556889560308501,0.7014751727082355,1.1719766199210486,195825664,69689344,4882432,430235648,93884416,312102912,36536320,3088384,271011840,89419776,4730880,2863104,287080448,5885952,35069952,1904303.2970981942,0,,751350.2217475097,64806.9884887316,0,,1232793.1779023358,10,6,4,3,10,25,8,4,3,11,1,3,7,12,7,9.333,3.733,24.133,2.267,2,2,21.133,0.015707475263580743,0.003021505376344086,0.031549202127659576,0.047155650832313954,0.0027179487179487182,0.007906227379482742,0.004960297766749379,0.02368215103738054,0.0046387096774193545,0.08291836734693875,0.18000000000000002,0.004584615384615385,0.019253949034069025,0.009147368421052631
