time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705490941,0.5097123870659224,2.6568092926355042,0.41378484783996083,30.095676729813327,0.31180684778563406,4.381249999999757,0.6666410256410245,4.006689288407381,3.0611090869343047,0.30821462264151234,0.30773388642719907,107528192,43343872,11862016,44515328,43483136,15908864,39505920,10555392,47038464,2973696,8847360,60788.880337694434,0,0,0,4,4,9,4,3,27,3,4,4,4,2,15.067,27.8,1.067,88.942,1.133,14.933,14.6,1.267,163.333,19.933,9.6,,0,0,0.003,0.003098275862068966,0.127,0.00375625,0.0031999999999999997,0.04945652173913044,0.0034210526315789475,0.0019501706484641639,0.007478684531059683,0.002949438202247191,0.0046139737991266385,0.004776896551724137,0.235,0.04373348017621149,0.004959999999999999,0.18648601398601394,0.007125000000000001,0.004394402730375427,0.009578562728380025,0.004598876404494382
1705490942,0.49970025991743494,2.6568092926355042,0.41378484783996083,29.50165477686202,0.31180684778563406,8.624751468072303,0.6666410256410245,4.006689288407381,3.0611090869343047,0.30821462264151234,0.30773388642719907,107528192,43343872,11862016,44515328,43483136,15896576,39505920,10555392,47038464,2973696,8847360,59594.82264045336,0,0,0,4,4,9,4,3,27,3,4,4,4,2,15.067,27.8,1.067,88.942,1.133,14.933,14.6,1.267,153.2,19.933,9.6,,0,0,0.003,0.003098275862068966,0.127,0.00375625,0.0031904761904761906,0.04945652173913044,0.0034210526315789475,0.0019912663755458516,0.007478684531059683,0.002949438202247191,0.0046139737991266385,0.004776896551724137,0.235,0.04373348017621149,0.004942857142857143,0.18648601398601394,0.007125000000000001,0.00440524017467249,0.009578562728380025,0.004598876404494382
1705490943,0.4896881327689474,2.6568092926355042,0.41378484783996083,28.90763282391071,0.31180684778563406,8.624751468072303,0.724021560815549,4.006689288407381,3.0611090869343047,0.30821462264151234,0.30810069486772707,107528192,43343872,11862016,44515328,43483136,15896576,39505920,10555392,47038464,2973696,8843264,58400.764943212285,0,0,0,4,4,9,4,3,27,3,4,4,4,2,15.067,27.8,1.067,88.942,1.133,14.933,14.6,1.267,153.2,19.933,9.6,,0,0,0.003,0.003098275862068966,0.127,0.00375625,0.0031904761904761906,0.04945652173913044,0.0034210526315789475,0.0019912663755458516,0.007478684531059683,0.002949438202247191,0.0046139737991266385,0.004776896551724137,0.235,0.04373348017621149,0.004942857142857143,0.18648601398601394,0.007125000000000001,0.00440524017467249,0.009578562728380025,0.004598876404494382
1705490944,0.6304725658103332,2.6568092926355042,0.41378484783996083,28.313610870959398,0.31180684778563406,8.624751468072303,0.792198724404163,4.006689288407381,3.0611090869343047,0.30821462264151234,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,27.8,1.067,88.942,1.133,14.933,14.6,1.267,153.2,19.933,9.6,,0,0,0.003008771929824561,0.003098275862068966,0.127,0.00375625,0.0031904761904761906,0.04945652173913044,0.0034210526315789475,0.0019912663755458516,0.007478684531059683,0.002949438202247191,0.004629824561403509,0.004776896551724137,0.235,0.04373348017621149,0.004942857142857143,0.18648601398601394,0.007125000000000001,0.00440524017467249,0.009578562728380025,0.004598876404494382
1705490945,0.6304725658103332,2.6568092926355042,0.41378484783996083,27.719588918008093,0.31180684778563406,8.624751468072303,0.792198724404163,4.006689288407381,3.0611090869343047,0.30821462264151234,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,26.4,1.267,86.675,1.133,13.6,13.467,1.267,148.267,19.4,8.867,,0,0,0.0030208023774145622,0.003130052724077329,0.139,0.0038245866283249464,0.0031904761904761906,0.055623100303951366,0.0034210526315789475,0.0020024075289997805,0.007546758104738155,0.0029497206703910615,0.004651708766716197,0.004834094903339192,0.26499999999999985,0.0454756637168142,0.004942857142857143,0.2173234200743495,0.007125000000000001,0.0044291967607791635,0.009708852867830426,0.004598882681564246
1705490946,0.6304725658103332,2.6568092926355042,0.41378484783996083,27.125566965056784,0.31180684778563406,8.624751468072303,0.792198724404163,4.006689288407381,3.0611090869343047,0.30821462264151234,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,26.4,1.267,86.675,1.133,13.6,13.467,1.267,148.267,19.4,8.867,,0,0,0.0030208023774145622,0.003130052724077329,0.139,0.0038245866283249464,0.0031904761904761906,0.055623100303951366,0.0034210526315789475,0.0020024075289997805,0.007546758104738155,0.0029497206703910615,0.004651708766716197,0.004834094903339192,0.26499999999999985,0.0454756637168142,0.004942857142857143,0.2173234200743495,0.007125000000000001,0.0044291967607791635,0.009708852867830426,0.004598882681564246
1705490947,0.6304725658103332,2.6568092926355042,0.41378484783996083,26.53154501210547,0.2652233647063108,8.624751468072303,0.792198724404163,4.022367060985607,3.0611090869343047,0.30821462264151234,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,26.4,1.267,86.675,1.133,13.6,13.467,1.267,148.8,19.933,8.867,,0,0,0.0030208023774145622,0.003130052724077329,0.139,0.0038245866283249464,0.0031904761904761906,0.055623100303951366,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029497206703910615,0.004651708766716197,0.004834094903339192,0.26499999999999985,0.0454756637168142,0.004942857142857143,0.2173234200743495,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.004598882681564246
1705490948,0.6304725658103332,2.6568092926355042,0.41378484783996083,25.937523059154167,0.27061298804925543,8.624751468072303,0.792198724404163,4.022367060985607,2.6127841519103847,0.30821462264151234,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,26.4,1.267,86.675,1.133,13.6,13.467,1.267,148.8,19.933,8.867,,0,0,0.0030208023774145622,0.003130052724077329,0.139,0.0038245866283249464,0.0031904761904761906,0.055623100303951366,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029497206703910615,0.004651708766716197,0.004834094903339192,0.26499999999999985,0.0454756637168142,0.004942857142857143,0.2173234200743495,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.004598882681564246
1705490949,0.6304725658103332,2.557460235354986,0.41378484783996083,25.343501106202854,0.2760026113922003,8.624751468072303,0.792198724404163,4.022367060985607,2.561765667128146,0.30821462264151234,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.933,1.267,83.867,1.133,13.6,13.467,1.267,148.8,19.933,8.867,,0,0,0.0030208023774145622,0.003171735241502683,0.139,0.0038585043988269797,0.0031904761904761906,0.05562310030395137,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029497206703910615,0.004651708766716197,0.00490912343470483,0.26499999999999985,0.04724654377880196,0.004942857142857143,0.21732342007434943,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.004598882681564246
1705490950,0.6304725658103332,2.557460235354986,0.41378484783996083,24.749479153251553,0.28139223473514496,8.624751468072303,0.792198724404163,4.022367060985607,2.510747182345908,0.2635680222484301,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.933,1.267,83.867,1.133,13.6,13.467,1.267,148.8,19.933,8.867,,0,0,0.0030208023774145622,0.003171735241502683,0.139,0.0038585043988269797,0.0031904761904761906,0.05562310030395137,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029497206703910615,0.004651708766716197,0.00490912343470483,0.26499999999999985,0.04724654377880196,0.004942857142857143,0.21732342007434943,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.004598882681564246
1705490951,0.6304725658103332,2.557460235354986,0.3330554240263845,24.155457200300244,0.3233774005766845,8.624751468072303,0.792198724404163,4.022367060985607,2.459728697563669,0.2584311118710716,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.933,1.267,83.867,1.133,13.6,13.467,1.267,148.8,19.933,8.867,,0,0,0.0030208023774145622,0.003171735241502683,0.139,0.0038585043988269797,0.0031904761904761906,0.05562310030395137,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029497206703910615,0.004651708766716197,0.00490912343470483,0.26499999999999985,0.04724654377880196,0.004942857142857143,0.21732342007434943,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.004598882681564246
1705490952,0.6304725658103332,2.557460235354986,0.32615900989571844,23.561435247348932,0.3233774005766845,8.624751468072303,0.792198724404163,4.022367060985607,2.452396535276619,0.2505662561310505,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47038464,2973696,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.933,1.267,83.867,1.133,13.6,13.467,1.267,148.8,19.933,7.667,,0,0,0.0030208023774145622,0.003171735241502683,0.139,0.0038585043988269797,0.0031904761904761906,0.05562310030395137,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029398907103825134,0.004651708766716197,0.00490912343470483,0.26499999999999985,0.04724654377880196,0.004942857142857143,0.21732342007434943,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.0045967213114754095
1705490953,0.6304725658103332,2.557460235354986,0.28793681833022794,22.967413294397623,0.3233774005766845,8.624751468072303,0.792198724404163,4.022367060985607,2.925956223297631,0.3002306115476592,0.30810069486772707,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47083520,3104768,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.933,1.267,83.867,1.133,13.6,13.467,1.267,148.8,19.933,7.667,,0,0,0.0030208023774145622,0.003171735241502683,0.139,0.0038585043988269797,0.0031904761904761906,0.05562310030395137,0.0034210526315789475,0.0020067729954118415,0.007597607052896725,0.0029398907103825134,0.004651708766716197,0.00490912343470483,0.26499999999999985,0.04724654377880196,0.004942857142857143,0.21732342007434943,0.007125000000000001,0.004434214551015949,0.009816750629722922,0.0045967213114754095
1705490954,0.6304725658103332,2.557460235354986,0.28179082278427275,22.373391341446315,0.3233774005766845,8.624751468072303,0.792198724404163,4.022367060985607,2.925956223297631,0.3002306115476592,0.29319327502111897,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47083520,3104768,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.667,1.133,83.133,1,13.6,13.467,1.133,148.2,19.933,7.4,,0,0,0.0030208023774145622,0.003172043010752688,0.1340909090909091,0.003857142857142857,0.003142857142857143,0.05562310030395137,0.003368421052631579,0.0020074268239405856,0.007597607052896725,0.002939560439560439,0.004651708766716197,0.004909677419354839,0.3083333333333333,0.047465437788018476,0.004857142857142858,0.21732342007434943,0.006785714285714286,0.004435037134119705,0.009816750629722922,0.004596703296703296
1705490955,0.6304725658103332,2.557460235354986,0.27564482723831757,21.779369388495002,0.2792148269045953,8.624751468072303,0.792198724404163,4.022367060985607,2.925956223297631,0.3002306115476592,0.29319327502111897,107753472,43343872,11862016,44515328,43483136,15896576,39276544,10555392,47083520,3104768,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.667,1.133,83.133,1,13.6,13.467,1.067,148.2,19.933,7.4,,0,0,0.0030208023774145622,0.003172043010752688,0.1340909090909091,0.003857142857142857,0.003142857142857143,0.05562310030395137,0.0033499999999999997,0.0020074268239405856,0.007597607052896725,0.002939560439560439,0.004651708766716197,0.004909677419354839,0.3083333333333333,0.047465437788018476,0.004857142857142858,0.21732342007434943,0.0066428571428571405,0.004435037134119705,0.009816750629722922,0.004596703296703296
1705490956,0.6304725658103332,2.557460235354986,0.26949883169236244,21.38797918781896,0.2738252035616506,8.624751468072303,0.8001114275102205,3.30973769668099,2.925956223297631,0.3002306115476592,0.29319327502111897,107753472,43343872,11862016,44515328,43483136,15896576,39342080,10555392,47083520,3104768,8843264,77944.81446241675,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.667,1.133,83.133,1,13.6,13.467,1.067,148.2,19.933,7.4,,0,0,0.0030208023774145622,0.003172043010752688,0.1340909090909091,0.003857142857142857,0.003142857142857143,0.05562310030395137,0.0033499999999999997,0.0020074268239405856,0.007597607052896725,0.002939560439560439,0.004651708766716197,0.004909677419354839,0.3083333333333333,0.047465437788018476,0.004857142857142858,0.21732342007434943,0.0066428571428571405,0.004435037134119705,0.009816750629722922,0.004596703296703296
1705490957,0.6419349628513041,2.557460235354986,0.2633528361464072,20.783798984773227,0.26843558021870584,8.624751468072303,0.8001114275102205,3.982684531686622,2.925956223297631,0.3002306115476592,0.29319327502111897,107753472,43343872,11862016,44515328,43483136,15896576,39342080,10387456,47083520,3104768,8843264,88209.32486271129,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.667,1.133,83.133,1.133,13.6,13.467,1.067,144.8,19.933,7.4,,0,0,0.0030208023774145622,0.003172043010752688,0.1340909090909091,0.003857142857142857,0.0030952380952380953,0.05562310030395137,0.0033499999999999997,0.002112371808858826,0.007597607052896725,0.002939560439560439,0.004651708766716197,0.004909677419354839,0.3083333333333333,0.047465437788018476,0.004771428571428571,0.21732342007434943,0.0066428571428571405,0.004456687759109753,0.009816750629722922,0.004596703296703296
1705490958,0.6419349628513041,2.463315933730206,0.5113454069571093,33.34331361457764,0.2630459568757611,8.474143232992724,0.8001114275102205,3.982684531686622,2.925956223297631,0.3002306115476592,0.2931932750211189,107753472,43388928,11665408,45035520,43483136,15622144,39342080,10387456,47083520,3104768,8843264,88209.32486271129,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.8,25.667,1.133,83.133,1.133,13.6,13.467,1.067,144.8,19.933,7.4,,0,0,0.0030208023774145622,0.003172043010752688,0.1340909090909091,0.003857142857142857,0.0030952380952380953,0.05562310030395137,0.0033499999999999997,0.002112371808858826,0.007597607052896725,0.002939560439560439,0.004651708766716197,0.004909677419354839,0.3083333333333333,0.047465437788018476,0.004771428571428571,0.21732342007434943,0.0066428571428571405,0.004456687759109753,0.009816750629722922,0.004596703296703296
1705490959,0.6419349628513041,2.463315933730206,0.5113454069571093,33.34331361457764,0.3283342862939668,8.409752496943772,0.763383127350891,3.982684531686622,2.925956223297631,0.3002306115476592,0.29319327502111897,107753472,43388928,11665408,45035520,43479040,15622144,39342080,10387456,47083520,3104768,8843264,88209.32486271129,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.6,25.667,1.133,83.133,1.133,13.6,13.467,1.067,144.8,19.933,7.4,,0,0,0.003021148036253776,0.003172043010752688,0.1340909090909091,0.003857142857142857,0.0030952380952380953,0.05562310030395137,0.0033499999999999997,0.002112371808858826,0.007597607052896725,0.002939560439560439,0.004652567975830815,0.004909677419354839,0.3083333333333333,0.047465437788018476,0.004771428571428571,0.21732342007434943,0.0066428571428571405,0.004456687759109753,0.009816750629722922,0.004596703296703296
1705490960,0.6419349628513041,2.463315933730206,0.5113454069571093,33.34331361457764,0.3283342862939668,8.409752496943772,0.763383127350891,3.982684531686622,2.925956223297631,0.3002306115476592,0.2976109150964634,107753472,43388928,11665408,45035520,43479040,15622144,39342080,10387456,47083520,3104768,8847360,88209.32486271129,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.133,25.067,1.133,84.2,1.133,13.467,13.467,1.067,136.6,18.6,7.133,,0,0,0.003015267175572519,0.003169064748201439,0.11125,0.0039039039039039042,0.0030952380952380953,0.05327102803738318,0.0033499999999999997,0.0021022300728637663,0.00760178117048346,0.002934065934065934,0.0046421374045801525,0.004904316546762591,0.2958333333333336,0.04990430622009576,0.004771428571428571,0.22097560975609754,0.0066428571428571405,0.004455773901523514,0.009825699745547074,0.004586813186813187
1705490961,0.6419349628513041,2.2168775591071403,0.5113454069571093,33.34331361457764,0.3283342862939668,8.409752496943772,0.763383127350891,3.982684531686622,2.925956223297631,0.3002306115476592,0.2976109150964634,107753472,43388928,11665408,45035520,43479040,15622144,39342080,10387456,47083520,3104768,8847360,88209.32486271129,0,0,0,4,4,9,4,3,27,3,4,4,4,2,14.133,25.067,1.133,84.2,1.133,13.467,13.467,1.067,136.6,18.6,7.133,,0,0,0.003015267175572519,0.003169064748201439,0.11125,0.0039039039039039042,0.0030952380952380953,0.05327102803738318,0.0033499999999999997,0.0021022300728637663,0.00760178117048346,0.002934065934065934,0.0046421374045801525,0.004904316546762591,0.2958333333333336,0.04990430622009576,0.004771428571428571,0.22097560975609754,0.0066428571428571405,0.004455773901523514,0.009825699745547074,0.004586813186813187
