time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,catalogue_error,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705601602,1.3740294682895786,5.022401255679141,0.17012828229636623,0.20366409053270743,4.381674438239967,0.8493768081102795,0.3855105512046489,0.0684299220245051,0.2923007280546244,0.6525744920104021,0.00010329268071689016,0.21219455978033563,0.2820620201415952,0.7704919030804822,0.9692337245040655,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98693120,4575232,2883584,306032640,8417280,66019328,2011846.6291396406,0,834496.5514663277,30902.7122863933,0,0,1652305.1131601005,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,8.2,3.8,24.2,2.067,1.933,2,18.533,,0,0,0.019014778325123154,0.003,0.02791576673866091,0.033203125,0.0014999999999999996,0.003,0.003306547619047619,0.041388888888888885,0.0046,0.056747967479674755,0.046640625,0.004366666666666667,0.0046,0.006301020408163271
1705601603,1.3740294682895786,5.133915385461696,0.17012828229636623,0.20366409053270743,4.381674438239968,0.748311111111093,0.3855105512046489,0.0684299220245051,0.2923007280546244,0.7786626930027619,0.00010329268071689016,0.21647896718866716,0.2820620201415951,0.7704919030804822,0.9692337245040655,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98693120,4575232,2883584,306032640,8417280,66019328,2056516.362735854,0,834496.5514663277,30902.7122863933,0,0,1652305.1131601005,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,8.333,3.8,24.2,2.2,2.067,2.133,18.933,,0,0,0.018787878787878787,0.003,0.02791576673866091,0.03103448275862069,0.0015599999999999995,0.003,0.0032802919708029192,0.04133333333333334,0.0046,0.056747967479674755,0.04620689655172414,0.004376,0.0046,0.0059728260869565215
1705601604,1.3740294682895786,5.2454295152442505,0.17012828229636623,0.20366409053270743,4.381674438239968,0.8493440353608878,0.3855105512046489,0.0684299220245051,0.2923007280546244,0.7786626930027619,0.0002121640735502177,0.22076337459699868,0.2820620201415951,0.7704919030804822,0.9790687238225664,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98693120,4575232,2883584,306032640,8417280,66019328,2101186.0963320667,0,834496.5514663277,30902.7122863933,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,8.333,3.8,24.2,2.2,2.067,2.133,18.933,,0,0,0.018787878787878787,0.003,0.02791576673866091,0.03103448275862069,0.0015599999999999995,0.003,0.0032802919708029192,0.04133333333333334,0.0046,0.056747967479674755,0.04620689655172414,0.004376,0.0046,0.0059728260869565215
1705601605,1.3740294682895786,5.356943645026805,0.17457651553375245,0.20723786992813495,4.352343256095203,0.8329576606650245,0.3855105512046489,0.0684299220245051,0.2923007280546244,0.7786626930027619,0.0002121640735502177,0.2570644444998901,0.2230099434277059,0.7704919030804822,0.9790687238225664,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98693120,4575232,2883584,306032640,8417280,66019328,2145855.82992828,0,834496.5514663277,30902.7122863933,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,8.333,3.8,24.2,2.2,2.067,2.133,18.933,,0,0,0.018787878787878787,0.003,0.02791576673866091,0.03103448275862069,0.0015599999999999995,0.003,0.0032802919708029192,0.04133333333333334,0.0046,0.056747967479674755,0.04620689655172414,0.004376,0.0046,0.0059728260869565215
1705601606,1.3740294682895786,5.468457774809359,0.17457651553375245,0.20723786992813495,4.352343256095203,0.816571285969161,0.39313685470923154,0.0684299220245051,0.2828758394196432,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.2359359709118364,0.7704919030804822,0.9790687238225664,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98697216,4575232,2883584,306024448,8417280,66019328,2190525.563524493,0,947451.4926388549,40154.89436792314,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,8.333,3.8,24.2,2.2,2.067,2.133,18.933,,0,0,0.018787878787878787,0.003,0.02791576673866091,0.03103448275862069,0.0015599999999999995,0.003,0.0032802919708029192,0.04133333333333334,0.0046,0.056747967479674755,0.04620689655172414,0.004376,0.0046,0.0059728260869565215
1705601607,1.3740294682895786,6.690847786953276,0.17457651553375245,0.20723786992813495,4.352343256095203,0.8001849112732977,0.39313685470923154,0.0684299220245051,0.2828758394196432,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.24071939410107956,0.7704919030804822,0.9790687238225664,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,40154.89436792314,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,8.333,3.8,24.2,2.2,2.067,2.133,18.933,,0,0,0.018787878787878787,0.003,0.02791576673866091,0.03103448275862069,0.0015599999999999995,0.003,0.0032802919708029192,0.04133333333333334,0.0046,0.056747967479674755,0.04620689655172414,0.004376,0.0046,0.0059728260869565215
1705601608,1.3740294682895786,6.690847786953276,0.17457651553375245,0.20723786992813495,4.352343256095203,0.7837985365774344,0.39313685470923154,0.0684299220245051,0.2828758394196432,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.24550281729032283,0.7704919030804822,0.9790687238225664,214122496,100335616,6430720,430956544,99328000,329613312,49623040,4595712,268873728,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,40154.89436792314,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.8,3.8,24.2,2.2,2.067,2.267,18.933,,0,0,0.01864795918367347,0.003,0.02791576673866091,0.03103448275862069,0.0015599999999999995,0.003,0.0032802919708029192,0.041722222222222244,0.0046,0.056747967479674755,0.04620689655172414,0.004376,0.0046,0.0059728260869565215
1705601609,1.447360014198386,6.690847786953276,0.17457651553375245,0.20723786992813495,4.137120013154381,0.767412161881571,0.39313685470923154,0.0684299220245051,0.2828758394196432,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.2870053913545934,0.7704919030804822,0.9790687238225664,214122496,100335616,6430720,430956544,99565568,329613312,49623040,4595712,268873728,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,40154.89436792314,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,4,24.667,2.2,2.067,2.267,18.4,,0,0,0.018662500000000002,0.003,0.02804054054054053,0.028537735849056604,0.00156,0.003,0.0032457627118644065,0.04205056179775282,0.0046,0.05419491525423727,0.04570754716981132,0.004376,0.0046,0.005451807228915661
1705601610,1.354804639546171,6.690847786953276,0.17457651553375245,0.20723786992813495,4.137120013154381,0.7510257871857078,0.39313685470923154,0.0684299220245051,0.2828758394196432,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.2870053913545934,0.7704919030804822,0.9790687238225664,214110208,100335616,6430720,430956544,99565568,329613312,49623040,4595712,268873728,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,40154.89436792314,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,4,24.667,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02804054054054053,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05419491525423727,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601611,1.354804639546171,6.690847786953276,0.17457651553375245,0.20723786992813495,4.137120013154381,0.7346394124898444,0.39313685470923154,0.07318316115087815,0.2828758394196432,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.2870053913545934,0.7704919030804822,0.9790687238225664,214110208,100335616,6430720,430956544,99565568,329613312,49623040,4595712,268873728,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,40154.89436792314,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,4,24.667,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02804054054054053,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05419491525423727,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601612,1.354804639546171,6.690847786953276,0.17457651553375245,0.20723786992813495,4.137120013154381,0.718253037793981,0.39313685470923154,0.07318316115087815,0.28819897920889004,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.2870053913545934,0.7907271825686182,0.9790687238225664,214110208,100335616,6430720,430956544,99565568,329613312,49623040,4595712,268869632,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,30743.826465510767,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,3.933,24.667,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02804054054054053,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05419491525423727,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601613,1.354804639546171,6.690847786953276,0.17457651553375245,0.20723786992813495,4.137120013154381,0.7018666630981176,0.39313685470923154,0.07318316115087815,0.28819897920889004,0.8076545632973546,0.0002121640735502177,0.2570644444998901,0.2870053913545934,0.7907271825686182,0.9790687238225664,214110208,100335616,6430720,430956544,99565568,329613312,49623040,4595712,268869632,98697216,4575232,2883584,306024448,8417280,66019328,2680184.0157727804,0,947451.4926388549,30743.826465510767,0,0,1829352.9361483888,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,3.933,24.333,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02784323770491803,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05032110091743124,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601614,1.354804639546171,6.690847786953276,0.17457651553375245,0.20723786992813495,4.137120013154381,0.6854802884022543,0.39313685470923154,0.07318316115087815,0.28819897920889004,0.8076545632973547,0.00013738250180766808,0.25420197224251256,0.2870053913545934,0.7839112139701133,1.0063939699145592,214110208,100335616,6430720,430956544,99565568,329613312,49623040,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66019328,2680184.0157727804,0,947451.4926388549,30743.826465510767,0,0,2129243.9650410996,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,3.933,24.333,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02784323770491803,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05032110091743124,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601615,1.354804639546171,6.100614615558006,0.16798423019807537,0.20723786992813495,4.137120013154381,0.669093913706391,0.39313685470923154,0.07318316115087815,0.28819897920889004,0.8076545632973547,0.00013738250180766808,0.25420197224251256,0.2870053913545934,0.7839112139701133,1.0063939699145592,214110208,100225024,6422528,430956544,99565568,329613312,49623040,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66019328,2257327.2418102473,0,947451.4926388549,30743.826465510767,0,0,2129243.9650410996,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,3.933,24.333,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02784323770491803,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05032110091743124,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601616,1.354804639546171,6.100614615558006,0.16798423019807537,0.20723786992813495,4.137120013154381,0.6670397777813786,0.3846990298606172,0.07318316115087815,0.28819897920889004,0.8076545632973547,0.00013738250180766808,0.25420197224251256,0.2870053913545934,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430956544,99565568,329613312,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,30743.826465510767,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,3.933,24.333,2.2,2.067,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02784323770491803,0.028537735849056604,0.00156,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05032110091743124,0.04570754716981132,0.004376,0.0046,0.004993522267206478
1705601617,1.354804639546171,6.100614615558006,0.12461361481188712,0.20723786992813495,4.137120013154381,0.6503017480140187,0.3846990298606172,0.07318316115087815,0.28819897920889004,0.8076545632973547,0.00013738250180766808,0.25420197224251256,0.2870053913545934,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430956544,99565568,329613312,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,30743.826465510767,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.267,3.933,24.333,2.2,2.133,2.267,18.933,,0,0,0.018662500000000002,0.003,0.02784323770491803,0.028537735849056604,0.0015490196078431374,0.003,0.0032186234817813764,0.04205056179775282,0.0046,0.05032110091743124,0.04570754716981132,0.004372549019607844,0.0046,0.004993522267206478
1705601618,1.354804639546171,6.100614615558006,0.12735712395819831,0.1991619047619052,4.137120013154381,0.6335637182466589,0.3846990298606172,0.07318316115087815,0.292266033254174,0.8076545632973547,0.00013738250180766808,0.25420197224251256,0.2870053913545934,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430960640,99565568,329613312,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,19458.432304038004,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.2,3.933,24.333,2.133,2.067,2.2,18.733,,0,0,0.0183160621761658,0.003,0.02784323770491803,0.025,0.0016181818181818179,0.003,0.003207171314741036,0.04196629213483146,0.0046,0.05032110091743124,0.045,0.004323636363636365,0.0046,0.004972908366533865
1705601619,1.354804639546171,6.100614615558006,0.1301006331045095,0.1991619047619052,4.137120013154381,0.9345903922023795,0.3846990298606172,0.07318316115087815,0.292266033254174,0.8076545632973547,0.00013738250180766808,0.25420197224251256,0.2870053913545934,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430960640,99565568,329601024,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,19458.432304038004,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.2,3.933,24.333,2.133,2.067,2.2,18.733,,0,0,0.0183160621761658,0.003,0.02784323770491803,0.025,0.0016181818181818179,0.003,0.003207171314741036,0.04196629213483146,0.0046,0.05032110091743124,0.045,0.004323636363636365,0.0046,0.004972908366533865
1705601620,1.354804639546171,6.100614615558006,0.1328441422508207,0.1991619047619052,4.137120013154381,0.9345903922023795,0.3846990298606172,0.07318316115087815,0.292266033254174,0.8258321798167567,0.00013738250180766808,0.25444522183888346,0.2870053913545934,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430960640,99565568,329601024,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,19458.432304038004,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.2,3.933,24.333,2.133,2.067,2.2,18.733,,0,0,0.0183160621761658,0.003,0.02784323770491803,0.025,0.0016181818181818179,0.003,0.003207171314741036,0.04196629213483146,0.0046,0.05032110091743124,0.045,0.004323636363636365,0.0046,0.004972908366533865
1705601621,1.354804639546171,6.100614615558006,0.13558765139713186,0.1991619047619052,3.2117625070226334,0.9345903922023795,0.3846990298606172,0.07928700762860194,0.292266033254174,0.8258321798167567,0.00013738250180766808,0.25444522183888346,0.24430696149301198,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430960640,99565568,329601024,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,19458.432304038004,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.2,3.933,24.333,2.133,2.067,2.2,18.733,,0,0,0.0183160621761658,0.003,0.02784323770491803,0.025,0.0016181818181818179,0.003,0.003207171314741036,0.04196629213483146,0.0046,0.05032110091743124,0.045,0.004323636363636365,0.0046,0.004972908366533865
1705601622,1.3252469708108152,6.100614615558006,0.16461054877867135,0.1991619047619052,3.2775079295178005,0.9345903922023795,0.3846990298606172,0.07928700762860194,0.292266033254174,0.8258321798167567,0.00013738250180766808,0.25444522183888346,0.2395235383037688,0.7839112139701133,0.9706921879453635,214110208,100225024,6422528,430960640,99565568,329601024,49635328,4595712,268869632,98697216,4575232,2883584,306024448,8445952,66039808,2257327.2418102473,0,859804.4592371263,19458.432304038004,0,0,1724291.258304282,12,7,6,4,8,18,5,5,3,11,1,3,6,17,8,7.2,3.933,24.333,2.133,2.067,2.2,18.733,,0,0,0.0183160621761658,0.003,0.02784323770491803,0.025,0.0016181818181818179,0.003,0.003207171314741036,0.04196629213483146,0.0046,0.05032110091743124,0.045,0.004323636363636365,0.0046,0.004972908366533865
