time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705737349,0.7092426314642005,1.8222953144147402,0.5729950730400194,35.143399040592996,0.3443311024755416,9.150359314538182,1.1080037753657594,4.292406475772581,3.3497448635221616,0.2906923354503434,0.3421312295380167,109613056,44437504,11829248,44777472,43753472,15454208,38219776,11014144,45678592,2961408,8953856,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,25.733,1.333,75.533,1.2,14.067,12.933,1.333,148.2,18.6,9,0,0,0.0030426179604261796,0.003243093922651934,0.14891304347826087,0.004133558748943365,0.003,0.05728527607361963,0.0031818181818181815,0.0024144634525660965,0.007621506682867557,0.0029255319148936173,0.004676712328767124,0.005408,0.22978260869565215,0.04858465608465608,0.0046,0.20070093457943924,0.004927272727272727,0.004537013996889581,0.009786755771567434,0.004602127659574468
1705737350,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.3443311024755416,9.150359314538182,1.1080037753657594,4.292406475772581,3.1512765827798424,0.2965381784064634,0.3421312295380167,109613056,44437504,11829248,44777472,43753472,15454208,38219776,11014144,45641728,2961408,8953856,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,25.2,1.333,75.533,1.2,14.067,12.933,1.333,148.2,18.6,9,0,0,0.0030426179604261796,0.003245421245421245,0.14891304347826087,0.004133558748943365,0.003,0.05728527607361963,0.0031818181818181815,0.0024144634525660965,0.007621506682867557,0.0029255319148936173,0.004676712328767124,0.00544881889763779,0.22978260869565215,0.04858465608465608,0.0046,0.20070093457943924,0.004927272727272727,0.004537013996889581,0.009786755771567434,0.004602127659574468
1705737351,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.3443311024755416,9.150359314538182,1.1080037753657594,4.292406475772581,3.1512765827798424,0.3023840213625834,0.31599169084447337,109613056,44437504,11829248,44777472,43753472,15454208,38219776,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,25.2,1.333,75.533,1.2,14.067,12.933,1.333,141.533,18.6,9,0,0,0.0030426179604261796,0.003245421245421245,0.14891304347826087,0.004133558748943365,0.003,0.05728527607361963,0.0031818181818181815,0.0023559455728653124,0.007621506682867557,0.0029255319148936173,0.004676712328767124,0.00544881889763779,0.22978260869565215,0.04858465608465608,0.0046,0.20070093457943924,0.004927272727272727,0.004526089528692565,0.009786755771567434,0.004602127659574468
1705737352,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.3443311024755416,9.150359314538182,1.1080037753657594,4.561732901152235,3.1512765827798424,0.35075057736720183,0.31599169084447337,109613056,44437504,11829248,44777472,43753472,15454208,38219776,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,25.2,1.333,75.533,1.2,14.067,12.933,1.333,141.533,18.6,9,0,0,0.0030426179604261796,0.003245421245421245,0.14891304347826087,0.004133558748943365,0.003,0.05728527607361963,0.0031818181818181815,0.0023559455728653124,0.007621506682867557,0.0029255319148936173,0.004676712328767124,0.00544881889763779,0.22978260869565215,0.04858465608465608,0.0046,0.20070093457943924,0.004927272727272727,0.004526089528692565,0.009786755771567434,0.004602127659574468
1705737353,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.3443311024755416,9.150359314538182,1.1080037753657594,4.561732901152235,3.1512765827798424,0.35075057736720183,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15454208,38219776,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,25.2,1.333,75.533,1.2,14.067,12.933,1.333,141.533,18.6,7.2,0,0,0.0030426179604261796,0.003245421245421245,0.14891304347826087,0.004133558748943365,0.003,0.05728527607361963,0.0031818181818181815,0.0023559455728653124,0.007621506682867557,0.002909814323607427,0.004676712328767124,0.00544881889763779,0.22978260869565215,0.04858465608465608,0.0046,0.20070093457943924,0.004927272727272727,0.004526089528692565,0.009786755771567434,0.00459893899204244
1705737354,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.2784786997316316,9.150359314538182,1.1080037753657594,4.561732901152235,3.1512765827798424,0.35075057736720183,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15454208,38219776,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,25.2,1.333,75.533,1.2,14.067,12.933,1.333,141.533,18.6,7.2,0,0,0.0030426179604261796,0.003245421245421245,0.14891304347826087,0.004133558748943365,0.003,0.05728527607361963,0.0031818181818181815,0.0023559455728653124,0.007621506682867557,0.002909814323607427,0.004676712328767124,0.00544881889763779,0.22978260869565215,0.04858465608465608,0.0046,0.20070093457943924,0.004927272727272727,0.004526089528692565,0.009786755771567434,0.00459893899204244
1705737355,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.2840733002392014,9.150359314538182,0.9185931062204911,4.561732901152235,3.1512765827798424,0.35075057736720183,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15454208,38670336,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,24.533,1,73.267,0.867,14.067,12.933,1,139.6,18.6,6.533,0,0,0.0030426179604261796,0.0032481617647058822,0.1436046511627907,0.0041252115059221646,0.003,0.05728527607361963,0.003188679245283019,0.0023545454545454546,0.007621506682867557,0.0029088471849865955,0.004676712328767124,0.005496093749999997,0.22872093023255818,0.04821808510638296,0.004600000000000001,0.20070093457943924,0.004939622641509434,0.004525928853754941,0.009786755771567434,0.004598927613941019
1705737356,0.7092426314642005,2.2822607984101255,0.6253562437931719,35.143399040592996,0.28966790074677123,9.150359314538182,0.9185931062204911,4.561732901152235,3.1512765827798424,0.35075057736720183,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15454208,38670336,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,14.133,24.533,1,73.267,0.867,14.067,12.933,1,139.6,18.6,6.533,0,0,0.0030426179604261796,0.0032481617647058822,0.1436046511627907,0.0041252115059221646,0.003,0.05728527607361963,0.003188679245283019,0.0023545454545454546,0.007621506682867557,0.0029088471849865955,0.004676712328767124,0.005496093749999997,0.22872093023255818,0.04821808510638296,0.004600000000000001,0.20070093457943924,0.004939622641509434,0.004525928853754941,0.009786755771567434,0.004598927613941019
1705737357,0.7092426314642005,2.2822607984101255,0.6253562437931719,27.787313345221843,0.3356760304541897,8.863681289439693,0.9185931062204911,4.561732901152235,3.1512765827798424,0.35075057736720183,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15826944,38670336,11014144,45641728,2961408,8851456,64950.149650155596,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,14.067,13.467,1,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05564024390243902,0.003188679245283019,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19694533762057875,0.004939622641509434,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737358,0.7694984868136705,2.2822607984101255,0.6253562437931719,28.350502152210634,0.3356760304541897,8.863681289439693,0.9185931062204911,4.561732901152235,3.1512765827798424,0.35075057736720183,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15826944,38670336,11014144,45641728,2961408,8851456,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,14.067,13.467,1,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05564024390243902,0.003188679245283019,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19694533762057875,0.004939622641509434,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737359,0.7694984868136705,2.278180008382171,0.6253562437931719,33.79132841932762,0.3356760304541897,8.863681289439693,0.9185931062204911,4.561732901152235,3.1512765827798424,0.3358127937086355,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15826944,38670336,11014144,45641728,2965504,8851456,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,14.067,13.467,1,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05564024390243902,0.003188679245283019,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19694533762057875,0.004939622641509434,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737360,0.7694984868136705,2.278180008382171,0.6253562437931719,33.79132841932762,0.3356760304541897,8.863681289439693,0.9185931062204911,4.3031248785417855,3.1512765827798424,0.3358127937086355,0.33017338156417325,109613056,44437504,11829248,44777472,43753472,15826944,38670336,11345920,45641728,2965504,8851456,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,14.067,13.467,1,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05564024390243902,0.003188679245283019,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19694533762057875,0.004939622641509434,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737361,0.7694984868136705,2.278180008382171,0.5779912585853207,33.79132841932762,0.3356760304541897,8.863681289439693,0.9185931062204911,4.3031248785417855,3.119115533443848,0.3358127937086355,0.31909629017826224,109613056,44437504,11862016,44777472,43753472,15826944,38670336,11345920,45641728,2965504,8916992,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,14.067,13.467,0.867,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05564024390243902,0.003244897959183674,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19694533762057875,0.005416666666666673,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737362,0.7694984868136705,2.278180008382171,0.5779912585853207,32.51118776244686,0.3356760304541897,8.863681289439693,0.9185931062204911,4.3031248785417855,3.119115533443848,0.3358127937086354,0.31909629017826224,109613056,44437504,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,12.4,13.467,0.867,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05378086419753085,0.003244897959183674,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19342715231788082,0.005416666666666673,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737363,0.7694984868136705,2.278180008382171,0.5779912585853207,32.51118776244686,0.3312508506873372,8.863681289439693,0.9185931062204911,4.3031248785417855,2.733800794545751,0.3358127937086354,0.23542333182992492,109613056,44437504,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,75,0.867,12.4,13.467,0.867,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.00404033264033264,0.003,0.05378086419753085,0.003244897959183674,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.047732240437158555,0.004600000000000001,0.19342715231788082,0.005416666666666673,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737364,0.7694984868136705,2.278180008382171,0.4554518738858611,32.51118776244686,0.3312508506873372,8.863681289439693,0.9185931062204911,4.3031248785417855,2.6818155356550206,0.3358127937086354,0.2401188232585423,109613056,44437504,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25,0.933,78.533,0.867,12.4,13.467,0.867,140.4,19.067,6.267,0,0,0.0030339506172839506,0.003260869565217391,0.1375,0.003972568578553615,0.003,0.05378086419753085,0.003244897959183674,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005701492537313435,0.2275,0.045969696969696924,0.0046,0.19342715231788082,0.005416666666666673,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737365,0.7694984868136705,2.278180008382171,0.5282728138506966,32.51118776244686,0.3312508506873372,7.104053494967866,0.7614228830959067,4.3031248785417855,2.62983027676429,0.3358127937086354,0.2817294857170451,109613056,44437504,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25.267,0.933,78.533,0.867,12.4,13.467,0.867,140.4,19.067,6.267,0,0,0.0030339506172839506,0.0032583732057416266,0.1375,0.003972568578553615,0.003,0.05378086419753085,0.003244897959183674,0.0023505052506439467,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005669291338582675,0.2275,0.045969696969696924,0.0046,0.19342715231788082,0.005416666666666673,0.004521458292054685,0.009759191176470589,0.004589361702127659
1705737366,0.7694984868136705,2.278180008382171,0.5282728138506966,32.51118776244686,0.3312508506873372,7.248800810417812,0.7614228830959067,4.3031248785417855,2.577845017873559,0.3290728942077077,0.2817294857170451,109613056,44437504,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,59028.6784839314,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25.267,0.933,78.533,0.867,12.4,13.467,0.867,139.533,19.067,6.267,0,0,0.0030339506172839506,0.0032583732057416266,0.1375,0.003972568578553615,0.003,0.05378086419753085,0.003244897959183674,0.002295668549905838,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005669291338582675,0.2275,0.045969696969696924,0.0046,0.19342715231788082,0.005416666666666673,0.004514040594266584,0.009759191176470589,0.004589361702127659
1705737367,0.734500097955993,2.278180008382171,0.5282728138506966,32.51118776244686,0.3312508506873372,8.684838926996719,0.7614228830959067,4.3031248785417855,2.525859758982828,0.3290728942077077,0.2817294857170451,109608960,44437504,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,44580.857223709696,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25.267,0.933,78.533,0.867,12.4,13.467,0.867,139.533,19.067,6.267,0,0,0.0030339506172839506,0.0032583732057416266,0.1375,0.003972568578553615,0.003,0.05378086419753085,0.003244897959183674,0.002295668549905838,0.0075949754901960785,0.002904255319148936,0.00466604938271605,0.005669291338582675,0.2275,0.045969696969696924,0.0046,0.19342715231788082,0.005416666666666673,0.004514040594266584,0.009759191176470589,0.004589361702127659
1705737368,0.734500097955993,2.2071369073992364,0.5282728138506966,32.51118776244686,0.3312508506873372,8.684838926996719,0.7614228830959067,3.3384534441106353,2.473874500092097,0.3290728942077077,0.2817294857170451,109608960,44441600,11862016,44916736,43753472,15826944,38670336,11345920,45641728,2965504,8916992,44580.857223709696,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25.267,0.933,78.533,0.867,12.4,13.467,0.867,139.533,19.067,6.533,0,0,0.0030339506172839506,0.0032583732057416266,0.1375,0.003972568578553615,0.003,0.05378086419753085,0.003244897959183674,0.002295668549905838,0.0075949754901960785,0.0028895348837209307,0.00466604938271605,0.005669291338582675,0.2275,0.045969696969696924,0.0046,0.19342715231788082,0.005416666666666673,0.004514040594266584,0.009759191176470589,0.004587209302325581
1705737369,0.734500097955993,2.2071369073992364,0.5282728138506966,32.51118776244686,0.3312508506873372,8.472128954585106,0.7614228830959067,4.054350358697677,2.4218892412013666,0.3290728942077077,0.2817294857170451,109608960,44441600,11862016,44916736,43753472,16261120,38670336,11345920,45641728,2965504,8916992,44580.857223709696,0,0,0,0,0,0,0,4,4,9,3,3,25,3,3,4,4,3,15.4,25.267,0.933,78.533,0.867,12.4,13.467,0.867,139.533,19.067,6.533,0,0,0.0030339506172839506,0.0032583732057416266,0.1375,0.003972568578553615,0.003,0.05378086419753085,0.003244897959183674,0.002295668549905838,0.0075949754901960785,0.0028895348837209307,0.00466604938271605,0.005669291338582675,0.2275,0.045969696969696924,0.0046,0.19342715231788082,0.005416666666666673,0.004514040594266584,0.009759191176470589,0.004587209302325581
