time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705636234,0.15241018697915915,0.3295799733319358,0.0014670701830234976,0.0691709844559571,2.7760214395332676,0.14108081216357338,0.34268307949095517,0.03453689635654452,0.12816252572095033,0.7335140148391598,0.00012162147339976262,0.16293529220045264,0.11806960261208362,0.07148791138565184,0.623039698191681,209891328,206295040,8806400,432431104,256790528,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,598817.1194598089,,0,393106.6138118089,25158.932465219128,0,0,1778077.0433817117,22,20,9,3,22,9,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636235,0.15241018697915915,0.33781196097650856,0.0014670701830234976,0.0691709844559571,2.8404958040093184,0.14108081216357335,0.34268307949095517,0.03453689635654452,0.10640533494824747,0.7335140148391598,0.00014818258418803352,0.16293529220045264,0.11806960261208362,0.07148791138565184,0.684200601396449,209891328,206295040,8806400,432431104,256790528,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,613773.8993846227,,0,393106.6138118089,20887.889192592367,0,0,1586545.0282860203,22,20,9,3,22,9,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636236,0.15241018697915915,0.34604394862108123,0.0014670701830234976,0.0691709844559571,2.904970168485369,0.14108081216357335,0.34268307949095517,0.03453689635654452,0.10426929285289831,0.7335140148391598,0.00014818258418803352,0.16293529220045264,0.11806960261208362,0.07148791138565184,0.54412568306018,209891328,206295040,8806400,432431104,256790528,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,628730.6793094366,,0,393106.6138118089,20468.573651505376,0,0,119251.09737525754,22,20,9,3,22,9,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636237,0.15241018697915915,0.35427593626565396,0.0014670701830234976,0.0691709844559571,2.8615905751346054,0.11650277117452686,0.34268307949095517,0.03453689635654452,0.10213325075754914,0.7286263707706315,0.00014818258418803352,0.1790473801990847,0.08201520338754018,0.07148791138565184,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,643687.4592342504,,0,393106.6138118089,20049.258110418396,0,0,119251.09737525754,22,20,9,3,22,9,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636238,0.15241018697915915,0.3625079239102267,0.0014670701830234976,0.0691709844559571,2.923700032409261,0.14526568352042016,0.34268307949095517,0.03453689635654452,0.09999720866219995,0.7286263707706315,0.00014818258418803352,0.1790473801990847,0.08397099643115678,0.07148791138565184,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,658644.2391590641,,0,393106.6138118089,19629.942569331408,0,0,119251.09737525754,22,20,9,3,22,7,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636239,0.15241018697915915,0.37073991155479935,0.0013834439083232784,0.0691709844559571,2.9858094896839167,0.14526568352042016,0.34268307949095517,0.04045093694197817,0.09786116656685079,0.7286263707706315,0.00014818258418803352,0.1790473801990847,0.08592678947477336,0.07148791138565184,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,673601.0190838779,,0,393106.6138118089,19210.627028244424,0,0,119251.09737525754,22,20,9,3,22,7,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636240,0.15241018697915915,0.3789718991993722,0.0013834439083232784,0.0691709844559571,3.0479189469585717,0.14526568352042016,0.34268307949095517,0.04045093694197817,0.09572512447150162,0.6305127820220839,0.00014818258418803352,0.1790473801990847,0.08788258251838996,0.07148791138565184,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268283904,98447360,4575232,3059712,306655232,8613888,193232896,688557.7990086919,,0,393106.6138118089,18791.311487157436,0,0,119251.09737525754,22,20,9,3,22,7,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636241,0.15241018697915915,0.38720388684394486,0.0013834439083232784,0.0691709844559571,3.110028404233227,0.14526568352042016,0.34268307949095517,0.04045093694197817,0.13027357556905733,0.6183690091759066,0.00014818258418803352,0.1790473801990847,0.07439250000004449,0.07148791138565184,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98447360,4575232,3059712,306655232,8613888,193232896,703514.5789335057,,0,393106.6138118089,21716.386257599323,0,0,119251.09737525754,22,20,9,3,22,7,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636242,0.15241018697915915,0.3954358744885176,0.0013834439083232784,0.0691709844559571,3.1721378615078835,0.14526568352042016,0.31950006030639483,0.04045093694197817,0.13027357556905733,0.6062252363297295,0.00014818258418803352,0.1790473801990847,0.07439250000004449,0.06793192927403606,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98447360,4575232,3059712,306655232,8613888,193232896,718471.3588583195,,0,160559.64298637075,21716.386257599323,0,0,119251.09737525754,22,20,9,3,22,7,5,5,3,11,1,3,5,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636243,0.15241018697915915,0.40366786213309025,0.0013834439083232784,0.0691709844559571,3.2342473187825385,0.14526568352042016,0.31950006030639483,0.04045093694197817,0.13027357556905733,0.5940814634835522,0.00014818258418803352,0.1790473801990847,0.09512682631772508,0.06793192927403606,0.54412568306018,209891328,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98447360,4575232,3059712,306647040,8613888,193232896,733428.1387831334,,0,160559.64298637075,21716.386257599323,0,0,119251.09737525754,22,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,11.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027083333333333334,NaN,NaN,NaN,NaN,NaN,NaN,0.048083333333333346,NaN,NaN,NaN,NaN
1705636244,0.1576598550960572,0.41189984977766303,0.0013834439083232784,0.045365000000003874,3.2963567760571943,0.14526568352042016,0.31950006030639483,0.04045093694197817,0.13027357556905733,0.711680669289869,0.00014818258418803352,0.1790473801990847,0.0970932791148281,0.06793192927403606,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98451456,4575232,3059712,306647040,8613888,193232896,748384.9187079472,,0,160559.64298637075,21716.386257599323,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,16.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027500000000000004,NaN,NaN,NaN,NaN,NaN,NaN,0.04692857142857144,NaN,NaN,NaN,NaN
1705636245,0.1576598550960572,0.3437925000002906,0.0013834439083232784,0.05791237191708746,3.35846623333185,0.14526568352042016,0.31950006030639483,0.04045093694197817,0.131536621367103,0.711680669289869,0.00014818258418803352,0.18459946081263062,0.0990597319119311,0.06793192927403606,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98451456,4575232,3059712,306647040,8613888,193232896,624640,,0,160559.64298637075,10423.983305339238,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,16.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027500000000000004,NaN,NaN,NaN,NaN,NaN,NaN,0.04692857142857144,NaN,NaN,NaN,NaN
1705636246,0.1576598550960572,0.4093479336078455,0.0009732914535058645,0.05909569797910353,3.4205756906065052,0.14526568352042016,0.31950006030639483,0.04045093694197817,0.131536621367103,0.711680669289869,0.00014818258418803352,0.18459946081263062,0.1010261847090341,0.06793192927403606,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98451456,4575232,3059712,306647040,8613888,193232896,743748.3169312549,,0,160559.64298637075,10423.983305339238,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,16.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027500000000000004,NaN,NaN,NaN,NaN,NaN,NaN,0.04692857142857144,NaN,NaN,NaN,NaN
1705636247,0.1576598550960572,0.4011159459632728,0.0011856755943424572,0.060279024041119615,3.4826851478811607,0.14764704211734267,0.31950006030639483,0.04045093694197817,0.131536621367103,0.711680669289869,0.0001219548842141857,0.18459946081263062,0.11798716782618038,0.06804769762690266,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98451456,4575232,3059712,306647040,8622080,193232896,728791.5370064412,,0,160559.64298637075,10423.983305339238,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,16.933,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027500000000000004,NaN,NaN,NaN,NaN,NaN,NaN,0.04692857142857144,NaN,NaN,NaN,NaN
1705636248,0.1576598550960572,0.39288395831870004,0.0011856755943424572,0.07099956372096458,3.544794605155816,0.14764704211734267,0.26559507513170094,0.04045093694197817,0.131536621367103,0.7125500046515106,0.00011948517447771847,0.18459946081263062,0.11798716782618038,0.06804769762690266,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98451456,4575232,3059712,306647040,8622080,193232896,713834.7570816274,,0,133470.55522052024,10423.983305339238,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636249,0.1556192009088953,0.3846519706741273,0.0011856755943424572,0.07099956372096458,3.6069040624304716,0.14764704211734267,0.2602700741265943,0.04045093694197817,0.13153662136710303,0.7125500046515106,0.00011701546474125124,0.18459946081263062,0.11798716782618038,0.06804769762690266,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4751360,268288000,98451456,4575232,3059712,306647040,8622080,193232896,698877.9771568135,,0,130794.56117074737,10423.98330533924,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636250,0.1556192009088953,0.3764199830295546,0.0011856755943424572,0.07099956372096458,3.669013519705127,0.14764704211734267,0.2549450731214878,0.03998316793491727,0.13153662136710303,0.7125500046515106,0.00011454575500478403,0.18459946081263062,0.11798716782618038,0.06804769762690266,0.54412568306018,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4755456,268288000,98451456,4575232,3059712,306647040,8622080,193232896,683921.1972319996,,0,128118.56712097453,10423.98330533924,0,0,119251.09737525754,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636251,0.1556192009088953,0.36818799538498187,0.0011856755943424572,0.07099956372096458,3.7265674364793306,0.14764704211734267,0.24962007211638115,0.03998316793491727,0.13153662136710303,0.7125500046515106,0.0001120760452683168,0.18459946081263062,0.11798716782618038,0.06804769762690266,0.38666750000004413,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4755456,268288000,98451456,4575232,3059712,306647040,8622080,193232896,668964.4173071858,,0,125442.5730712017,10423.98330533924,0,0,133120,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636252,0.1556192009088953,0.35995600774040915,0.0011856755943424572,0.07099956372096458,1.7877353239694855,0.14764704211734267,0.2442950711112746,0.03998316793491727,0.13153662136710303,0.7125500046515106,0.00010960633553184957,0.15845094718852148,0.11798716782618038,0.06804769762690266,0.45868891616580676,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4755456,268288000,98451456,4575232,3059712,306647040,8622080,193232896,654007.637382372,,0,122766.57902142886,10423.98330533924,0,0,157915.1817000012,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636253,0.1556192009088953,0.3517240200958365,0.0011856755943424572,0.07099956372096458,1.7877353239694855,0.14764704211734267,0.238970070106168,0.03657907180953163,0.13153662136710303,0.7125500046515107,0.00010713662579538236,0.2000035071721599,0.11798716782618038,0.06804769762690266,0.5632126627297025,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4755456,268288000,98451456,4575232,2924544,306647040,8622080,193236992,639050.8574575582,,0,120090.58497165599,10423.98330533924,0,0,188834.49320541808,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636254,0.1556192009088953,0.34349203245126375,0.0013252186195293182,0.07099956372096458,1.489056893614467,0.14764704211734267,0.23364506910106145,0.03731680098888353,0.13153662136710303,0.7125500046515107,0,0.2000035071721599,0.11798716782618038,0.06804769762690266,0.5632126627297025,209743872,206295040,8806400,432431104,246751232,331091968,108285952,4755456,268288000,98451456,4575232,2924544,306647040,8622080,193236992,624094.0775327444,,0,117414.59092188315,10423.98330533924,0,0,188834.49320541808,21,20,9,3,22,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636255,0.1556192009088953,0.33526004480669097,0.0013252186195293182,0.07099956372096458,2.430756548818465,0.14764704211734267,0.22832006809595484,0.03805453016823543,0.13153662136710303,0.7125500046515107,0,0.2000035071721599,0.11798716782618038,0.06804769762690266,0.5632126627297025,209743872,206295040,8806400,432431104,252178432,331091968,108285952,4755456,268288000,98451456,4575232,2924544,306647040,8622080,193236992,609137.2976079305,,0,114738.5968721103,10423.98330533924,0,0,188834.49320541808,21,20,9,3,23,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636256,0.1556192009088953,0.32702805716211825,0.0013252186195293182,0.07099956372096458,2.430756548818465,0.14764704211734267,0.2229950670908483,0.044263750761113906,0.13153662136710303,0.7125500046515107,0,0.20970279720277135,0.11798716782618038,0.07236774663465374,0.5632126627297025,209743872,206295040,8806400,432431104,252178432,331091968,108285952,4755456,268288000,98451456,4575232,2924544,306647040,8622080,193236992,594180.5176831166,,0,112062.60282233747,10423.98330533924,0,0,188834.49320541808,21,20,9,3,23,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636257,0.1556192009088953,0.3187960695175456,0.0013252186195293182,0.07099956372096458,2.430756548818465,0.12159410633972875,0.2238985893243378,0.044263750761113906,0.13153662136710303,0.7125500046515107,0,0.20970279720277135,0.10198778012681749,0.07236774663465374,0.5632126627297025,209743872,206295040,8806400,432431104,252178432,331091968,108285952,4755456,268288000,98451456,4575232,2924544,306647040,8622080,193236992,579223.7377583028,,0,133018.49471156302,10423.98330533924,0,0,188834.49320541808,21,20,9,3,23,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
1705636258,0.1556192009088953,0.31056408187297285,0.0013252186195293182,0.07099956372096458,2.430756548818465,0.11913332230443971,0.21861441035204895,0.044263750761113906,0.13191530829195075,0.7125500046515107,0,0.20970279720277135,0.10002132732971447,0.07236774663465374,0.5632126627297025,209743872,206295040,8806400,432431104,252178432,331091968,108285952,4755456,268283904,98451456,4575232,2924544,306647040,8622080,193236992,564266.957833489,,0,129879.15589392469,14514.528703047483,0,0,188834.49320541808,21,20,9,3,23,7,5,5,3,11,1,3,4,18,9,0,0,20,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.027522935779816515,NaN,NaN,NaN,NaN,NaN,NaN,0.046697247706422015,NaN,NaN,NaN,NaN
