time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705689347,0.7758678259361574,2.217821116341751,0.38382958964537195,33.24019518441634,0.3330752670365012,8.38972419076831,0.6028333518374822,2.559059064043687,2.9090887156643976,0.2528148542068205,0.2738550417851817,110137344,44621824,11599872,46063616,43958272,16326656,46325760,10612736,45633536,2953216,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,25,1.133,81.067,1.067,13.467,13.2,1.133,133.733,17.8,7.4,,0,0,0.003006125574272588,0.0031989949748743723,0.11875,0.0044181271907861785,0.003,0.06190828402366863,0.0032941176470588232,0.0019377306427451396,0.007519352468877464,0.002945392491467577,0.004611026033690658,0.00495819095477387,0.24175000000000002,0.05155072463768117,0.0046,0.21095330739299614,0.006833333333333328,0.004406331258800405,0.00958644905659241,0.0046546075085324235
1705689348,0.7758678259361574,2.217821116341751,0.383829589645372,23.15818068127125,0.3330752670365012,8.38972419076831,0.6028333518374822,2.621599456874404,2.9090887156643976,0.24793589116600742,0.2738550417851817,110137344,44621824,11599872,46063616,43958272,16326656,46325760,10612736,45633536,2953216,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,25,1.133,78.733,1.067,12.6,13.2,1.133,133.733,17.8,7.4,,0,0,0.003006125574272588,0.0031989949748743723,0.11875,0.004445904954499493,0.003,0.0594776692470196,0.0032941176470588232,0.0019377306427451396,0.007519352468877464,0.002945392491467577,0.004611026033690658,0.00495819095477387,0.24175000000000002,0.05046783625731001,0.0046,0.20753016351440584,0.006833333333333328,0.004406331258800405,0.00958644905659241,0.0046546075085324235
1705689349,0.7758678259361574,2.217821116341751,0.383829589645372,23.700263408781215,0.3330752670365012,8.598065976571876,0.6028333518374822,2.684139849705121,2.9090887156643976,0.2430569281251945,0.2738550417851817,110137344,44621824,11599872,46063616,43958272,16621568,46325760,10612736,45633536,2953216,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,25,1.133,78.733,1.067,12.6,13.2,1.133,133.733,17.8,7.4,,0,0,0.003006125574272588,0.0031989949748743723,0.11875,0.004445904954499493,0.003,0.0594776692470196,0.0032941176470588232,0.0019377306427451396,0.007519352468877464,0.002945392491467577,0.004611026033690658,0.00495819095477387,0.24175000000000002,0.05046783625731001,0.0046,0.20753016351440584,0.006833333333333328,0.004406331258800405,0.00958644905659241,0.0046546075085324235
1705689350,0.7758678259361574,2.217821116341751,0.383829589645372,24.24234613629118,0.3330752670365012,8.598065976571876,0.6028333518374822,2.7466802425358376,2.9090887156643976,0.23817796508438152,0.2738550417851817,110137344,44621824,11599872,46063616,43958272,16621568,46325760,10612736,45633536,2953216,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.533,1.133,78.733,1.067,12.6,13.2,1.133,133.733,17.8,7.4,,0,0,0.003006125574272588,0.0031832669322709164,0.11875,0.004445904954499493,0.003,0.0594776692470196,0.0032941176470588232,0.0019377306427451396,0.007519352468877464,0.002945392491467577,0.004611026033690658,0.00492988047808765,0.24175000000000002,0.05046783625731001,0.0046,0.20753016351440584,0.006833333333333328,0.004406331258800405,0.00958644905659241,0.0046546075085324235
1705689351,0.7758678259361574,2.217821116341751,0.383829589645372,24.784428863801143,0.3330752670365012,8.598065976571876,0.6028333518374822,2.8092206353665548,2.9090887156643976,0.2332990020435685,0.2738550417851817,110137344,44621824,11599872,46063616,43958272,16621568,46325760,10612736,45633536,2953216,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.533,1.133,78.733,1.067,12.6,13.2,1.133,133.733,17.8,7,,0,0,0.003006125574272588,0.0031832669322709164,0.11875,0.004445904954499493,0.003,0.0594776692470196,0.0032941176470588232,0.0019377306427451396,0.007519352468877464,0.0029536423841059604,0.004611026033690658,0.00492988047808765,0.24175000000000002,0.05046783625731001,0.0046,0.20753016351440584,0.006833333333333328,0.004406331258800405,0.00958644905659241,0.004654304635761589
1705689352,0.7758678259361574,2.2178211163417516,0.35366687775615346,26.6098196310953,0.3330752670365012,8.598065976571876,0.6028333518374822,2.8717610281972714,2.923685398597952,0.2284200390027555,0.2738550417851817,110137344,44621824,11599872,46002176,43958272,16621568,46325760,10612736,45633536,2953216,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.533,1.133,78.733,1.2,12.6,13.2,1.133,133.733,17.8,7,,0,0,0.003006125574272588,0.0031832669322709164,0.11875,0.004445904954499493,0.003,0.0594776692470196,0.0032941176470588232,0.0019377306427451396,0.007519352468877464,0.0029536423841059604,0.004611026033690658,0.00492988047808765,0.24175000000000002,0.05046783625731001,0.0046,0.20753016351440584,0.006833333333333328,0.004406331258800405,0.00958644905659241,0.004654304635761589
1705689353,0.7758678259361574,2.2178211163417516,0.36064909734563383,27.180664096864675,0.3330752670365012,8.598065976571876,0.7227091798656388,2.934301421027988,2.923685398597952,0.290774465721087,0.2738550417851817,110137344,44621824,11599872,46002176,43958272,16621568,45862912,10612736,45633536,2949120,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.267,133.2,17.8,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.004446572580645161,0.003,0.0594776692470196,0.00327027027027027,0.0019398952115878979,0.007519352468877464,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017341,0.0046,0.20753016351440584,0.006333333333333334,0.004406725894417214,0.00958644905659241,0.004653074433656958
1705689354,0.7758678259361574,2.2178211163417516,0.3676313169351142,27.751508562634054,0.3363588297497229,8.598065976571876,0.7227091798656388,2.996841813858705,2.923685398597952,0.290774465721087,0.2738550417851817,110137344,44621824,11599872,46002176,43958272,16621568,45862912,10612736,45633536,2949120,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.267,133.2,17.8,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.004446572580645161,0.003,0.0594776692470196,0.00327027027027027,0.0019398952115878979,0.007519352468877464,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017341,0.0046,0.20753016351440584,0.006333333333333334,0.004406725894417214,0.00958644905659241,0.004653074433656958
1705689355,0.7758678259361574,2.2178211163417516,0.418933175368821,28.322353028403434,0.3363588297497229,8.598065976571876,0.7227091798656388,3.059382206689422,2.923685398597952,0.2902342802988494,0.28546838195322766,110137344,44621824,11599872,46002176,43958272,16621568,45862912,10612736,45633536,2949120,9039872,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.333,133.2,17.8,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.00444657258064516,0.003,0.0594776692470196,0.0033,0.0019398952115878979,0.007519352468877464,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017332,0.0046,0.20753016351440584,0.006750000000000001,0.004406725894417214,0.00958644905659241,0.004653074433656958
1705689356,0.7758678259361574,2.2178211163417516,0.3673729748103034,28.893197494172814,0.3363588297497229,8.598065976571876,0.7227091798656388,3.1219225995201385,2.923685398597952,0.2902342802988494,0.3187747322187026,110137344,44621824,11599872,46002176,43958272,16621568,45862912,10612736,45633536,2949120,9035776,44404.93484529824,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.333,133.2,17.8,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.00444657258064516,0.003,0.0594776692470196,0.0033,0.0019398952115878979,0.007519352468877464,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017332,0.0046,0.20753016351440584,0.006750000000000001,0.004406725894417214,0.00958644905659241,0.004653074433656958
1705689357,0.8440873276428564,2.2178211163417516,0.3603907552208231,29.464041959942193,0.3363588297497229,8.598065976571876,0.7227091798656388,3.160340800369784,2.923685398597952,0.2902342802988494,0.3187747322187026,110137344,44621824,11599872,46002176,43958272,16621568,45862912,10563584,45633536,2949120,9035776,53788.57518056468,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.333,133.2,17.8,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.00444657258064516,0.003,0.0594776692470196,0.0033,0.0019398952115878979,0.007519352468877464,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017332,0.0046,0.20753016351440584,0.006750000000000001,0.004406725894417214,0.00958644905659241,0.004653074433656958
1705689358,0.8440873276428564,2.1133259271017004,0.35340853563134267,34.250667946162736,0.3363588297497229,8.598065976571876,0.7227091798656388,3.7078695350447206,2.923685398597952,0.2902342802988494,0.3187747322187026,110137344,44654592,11599872,46002176,43958272,16621568,45862912,10563584,45633536,2949120,9035776,53788.57518056468,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.333,139.867,18.267,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.00444657258064516,0.003,0.0594776692470196,0.0033,0.0018402366863905326,0.007522068095838588,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017332,0.0046,0.20753016351440584,0.006750000000000001,0.0043861589915101615,0.00959016393442623,0.004653074433656958
1705689359,0.8440873276428564,2.1133259271017004,0.34642631604186236,34.250667946162736,0.3363588297497229,8.598065976571876,0.7227091798656388,3.7078695350447206,2.923685398597952,0.2902342802988494,0.3187747322187026,110137344,44654592,11599872,46002176,43958272,16621568,45862912,10563584,45633536,2949120,9035776,53788.57518056468,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,15.533,24.667,1.267,78.2,1.333,12.6,13.2,1.333,139.867,18.267,7.133,,0,0,0.003006125574272588,0.0031841584158415837,0.11956521739130434,0.00444657258064516,0.003,0.0594776692470196,0.0033,0.0018402366863905326,0.007522068095838588,0.0029546925566343043,0.004611026033690658,0.004931485148514851,0.2343478260869565,0.05088150289017332,0.0046,0.20753016351440584,0.006750000000000001,0.0043861589915101615,0.00959016393442623,0.004653074433656958
1705689360,0.7042501936966897,2.1133259271017004,0.339444096452382,34.250667946162736,0.3412653609831193,8.598065976571876,0.7227091798656388,3.7078695350447206,2.923685398597952,0.2902342802988494,0.3187747322187026,110137344,44654592,11599872,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,44877.60122565113,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,14.533,24.667,1.267,78.2,1.333,12.6,13.2,1.333,139.867,18.267,7.133,,0,0,0.0030061068702290075,0.0031841584158415837,0.11956521739130434,0.00444657258064516,0.003,0.0594776692470196,0.0033,0.0018402366863905326,0.007522068095838588,0.0029546925566343043,0.0046109923664122135,0.004931485148514851,0.2343478260869565,0.05088150289017332,0.0046,0.20753016351440584,0.006750000000000001,0.0043861589915101615,0.00959016393442623,0.004653074433656958
1705689361,0.6901820715693089,1.9585958386609272,0.33246187686290163,34.250667946162736,0.3412653609831193,8.598065976571876,0.7227091798656388,3.7078695350447206,2.923685398597952,0.2902342802988494,0.3187747322187026,110137344,44654592,11599872,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,43981.12497264172,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,13.667,24.467,1.067,77.933,1.333,12.6,12.667,1.333,140.267,18.133,7.933,,0,0,0.003012158054711246,0.0031660231660231657,0.13482142857142856,0.0044779559118236474,0.003,0.06062694253052288,0.0033,0.0018828784119106702,0.007509157509157509,0.002956386292834892,0.004621884498480244,0.004898841698841699,0.23553571428571426,0.05402964959568732,0.0046,0.21316658573201688,0.006750000000000001,0.004396426799007445,0.009565323565323566,0.004651090342679128
1705689362,0.6761139494419279,1.9585958386609272,0.32547965727342126,34.250667946162736,0.3412653609831193,8.598065976571876,0.7227091798656388,3.7078695350447206,2.467257501135165,0.2902342802988494,0.3187747322187026,110137344,44654592,11599872,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,43084.64871963231,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,13.667,24.467,1.067,77.933,1.333,12.6,12.667,1.333,140.267,18.133,7.933,,0,0,0.003012158054711246,0.0031660231660231657,0.13482142857142856,0.0044779559118236474,0.003,0.06062694253052288,0.0033,0.0018828784119106702,0.007509157509157509,0.002956386292834892,0.004621884498480244,0.004898841698841699,0.23553571428571426,0.05402964959568732,0.0046,0.21316658573201688,0.006750000000000001,0.004396426799007445,0.009565323565323566,0.004651090342679128
1705689363,0.662045827314547,1.9585958386609272,0.44100107466166527,34.250667946162736,0.3412653609831193,8.740412512037524,0.7227091798656388,3.7078695350447206,2.4185294111585316,0.2902342802988494,0.3187747322187026,110137344,44654592,11800576,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,42188.1724666229,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,13.667,24.467,1.067,82,1.333,13.933,12.667,1.333,140.267,18.133,7.933,,0,0,0.003012158054711246,0.0031660231660231657,0.13482142857142856,0.0044671280276816615,0.003,0.06004983388704319,0.0033,0.0018828784119106702,0.007509157509157509,0.002956386292834892,0.004621884498480244,0.004898841698841699,0.23553571428571426,0.056620253164556975,0.0046,0.21740282685512366,0.006750000000000001,0.004396426799007445,0.009565323565323566,0.004651090342679128
1705689364,0.647977705187166,1.9585958386609272,0.44100107466166527,34.250667946162736,0.3412653609831193,8.740412512037524,0.7227091798656388,3.7078695350447206,1.8609699999998957,0.29069958703716303,0.3187747322187026,110137344,44654592,11800576,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,41291.69621361348,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,13.667,24.467,1.067,82,1.333,13.933,12.667,1.333,140.267,18.133,7.933,,0,0,0.003012158054711246,0.0031660231660231657,0.13482142857142856,0.0044671280276816615,0.003,0.06004983388704319,0.0033,0.0018828784119106702,0.007509157509157509,0.002956386292834892,0.004621884498480244,0.004898841698841699,0.23553571428571426,0.056620253164556975,0.0046,0.21740282685512366,0.006750000000000001,0.004396426799007445,0.009565323565323566,0.004651090342679128
1705689365,0.633909583059785,1.9585958386609272,0.44100107466166527,34.250667946162736,0.3412653609831193,8.740412512037524,0.8270758122744033,3.7078695350447206,1.8609699999998957,0.29069958703716303,0.3187747322187026,110137344,44654592,11800576,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,40395.21996060407,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,13.667,26.6,1.067,82,1.333,13.933,12.667,1.333,140.267,18.133,7.933,,0,0,0.003012158054711246,0.0031591562799616487,0.13482142857142856,0.0044671280276816615,0.003,0.06004983388704319,0.0033,0.0018828784119106702,0.007509157509157509,0.002956386292834892,0.004621884498480244,0.004886481303930967,0.23553571428571426,0.056620253164556975,0.0046,0.21740282685512366,0.006750000000000001,0.004396426799007445,0.009565323565323566,0.004651090342679128
1705689366,0.6198414609324041,1.9585958386609272,0.44100107466166527,34.250667946162736,0.3412653609831193,8.740412512037524,0.8270758122744035,3.7078695350447206,1.8609699999998957,0.29069958703716303,0.3187747322187026,110137344,44654592,11800576,46002176,43962368,16621568,45862912,10563584,45633536,2949120,9035776,39498.74370759466,0,0,0,0,0,0,0,0,4,4,9,4,3,27,3,3,4,4,2,13.667,26.6,1.067,82,1.333,13.933,12.667,1.333,140.267,18.133,9.733,,0,0,0.003012158054711246,0.0031591562799616487,0.13482142857142856,0.0044671280276816615,0.003,0.06004983388704319,0.0033,0.0018828784119106702,0.007509157509157509,0.0029701492537313433,0.004621884498480244,0.004886481303930967,0.23553571428571426,0.056620253164556975,0.0046,0.21740282685512366,0.006750000000000001,0.004396426799007445,0.009565323565323566,0.00465134328358209
