time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705706236,1.3459386136337725,2.480772302352504,7.1044339672617545,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.40692893123083623,0.09615891472868249,0.930695171112442,0.7849184005630696,0.0001569972465098366,0.30879446332263105,0.4605941687741766,0.89064012251148,1.0471985775356583,209903616,80953344,6393856,430612480,108322816,319709184,41148416,4452352,278163456,92766208,4669440,2891776,299163648,7958528,46862336,904824.2499035865,6332341791.598242,0,672798.9487516426,35131.65794665065,0,0,1611561.3059433282,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.267,19.8,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.0030652173913043477,0.003458100558659218,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004717391304347826,0.007317073170731709
1705706237,1.3459386136337725,4.0084812535965515,7.1044339672617545,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.40692893123083623,0.08436501298929878,0.930695171112442,0.7849184005630696,0.0001569972465098366,0.30879446332263105,0.4605941687741766,0.89064012251148,0.9231699394863444,209903616,81350656,6393856,430612480,108322816,319709184,41148416,4452352,278163456,92766208,4669440,2891776,299163648,7958528,46862336,2248258.1559027927,6332341791.598242,0,672798.9487516426,35131.65794665065,0,0,1517941.5182016292,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.267,19.933,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.0030652173913043477,0.003482954545454545,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004717391304347826,0.007429411764705882
1705706238,1.3459386136337725,4.0084812535965515,7.1044339672617545,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.40692893123083623,0.10204930758243892,0.930695171112442,0.7849184005630696,0.0001569972465098366,0.30879446332263105,0.4605941687741766,0.89064012251148,1.0689614321442644,209903616,81350656,6393856,430612480,108322816,319709184,41148416,4452352,278163456,92766208,4669440,2891776,299163648,7958528,46862336,2248258.1559027927,6332341791.598242,0,672798.9487516426,35131.65794665065,0,0,1757662.2350927996,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.267,19.933,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.0030652173913043477,0.003482954545454545,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004717391304347826,0.007429411764705882
1705706239,1.3459386136337725,4.0084812535965515,7.1044339672617545,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.40692893123083623,0.10204930758243892,0.930695171112442,0.7849184005630696,0.0001569972465098366,0.30879446332263105,0.4605941687741766,0.89064012251148,1.0689614321442644,209903616,81350656,6393856,430612480,108322816,319709184,41148416,4452352,278163456,92766208,4669440,2891776,299163648,7958528,46862336,2248258.1559027927,6332341791.598242,0,672798.9487516426,35131.65794665065,0,0,1757662.2350927996,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.267,19.933,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.0030652173913043477,0.003482954545454545,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004717391304347826,0.007429411764705882
1705706240,1.3459386136337725,4.0084812535965515,5.406458899728213,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.433396308965078,0.10204930758243892,0.930695171112442,0.7929374822594448,0.00010903296150298173,0.30879446332263105,0.4605941687741766,0.89064012251148,1.0689614321442644,209903616,81350656,6389760,430612480,108322816,319709184,41181184,4452352,278163456,92766208,4669440,2891776,299163648,7958528,46862336,2248258.1559027927,4779130657.284504,0,977487.8689046218,35131.65794665065,0,0,1757662.2350927996,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.4,19.933,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.003061855670103093,0.003482954545454545,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004711340206185567,0.007429411764705882
1705706241,1.3459386136337725,4.0084812535965515,5.406458899728213,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.433396308965078,0.10204930758243892,0.930695171112442,0.7929374822594448,0.0001412613552397152,0.3063499689708332,0.4605941687741766,0.89064012251148,1.0689614321442644,209903616,81350656,6389760,430612480,108322816,319709184,41181184,4452352,278163456,92766208,4669440,2891776,299163648,7958528,46862336,2248258.1559027927,4779130657.284504,0,977487.8689046218,35131.65794665065,0,0,1757662.2350927996,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.4,19.933,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.003061855670103093,0.003482954545454545,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004711340206185567,0.007429411764705882
1705706242,1.3459386136337725,4.0084812535965515,5.406458899728213,0.2447614006195355,4.9222016094058985,1.1943829953029363,0.433396308965078,0.10235160416120334,0.930695171112442,0.7929374822594448,0.0001412613552397152,0.3063499689708332,0.4365830958059546,0.89064012251148,1.0714216536862837,209903616,81350656,6389760,430612480,108322816,319709184,41181184,4464640,278163456,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,35131.65794665065,0,0,1570235.2608853555,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.267,24.6,2.267,2.333,2.4,19.933,0.015632411067193673,0.0030855614973262033,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.003061855670103093,0.003482954545454545,0.024833992094861656,0.004754010695187166,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004711340206185567,0.007429411764705882
1705706243,1.3459386136337725,4.0084812535965515,5.406458899728213,0.23663828011878102,4.198528590565244,0.940012989884614,0.433396308965078,0.10235160416120334,0.930695171112442,0.7929374822594448,0.0001412613552397152,0.3063499689708332,0.4365830958059546,0.734765400104258,1.0714216536862837,209903616,81350656,6389760,430612480,108322816,319709184,41181184,4464640,278163456,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,35131.65794665065,0,0,1570235.2608853555,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.2,24.6,2.267,2.333,2.4,19.933,0.015632411067193673,0.003086021505376344,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.003061855670103093,0.003482954545454545,0.024833992094861656,0.00475483870967742,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004711340206185567,0.007429411764705882
1705706244,1.1896134263231646,4.0084812535965515,5.406458899728213,0.23663828011878102,4.116491897075146,0.9591595145814485,0.433396308965078,0.10235160416120334,1.1429877322534845,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.8830607324384161,1.071421653686284,209903616,81350656,6389760,430612480,108322816,319709184,41181184,4464640,278163456,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,48785.13577894235,0,0,1570235.260885356,10,7,5,4,8,15,6,5,3,11,1,3,5,17,8,8.2,4.2,24.6,2.267,2.333,2.4,19.933,0.015632411067193673,0.003086021505376344,0.030404509283819624,0.03709239130434783,0.0023866666666666667,0.003061855670103093,0.003482954545454545,0.024833992094861656,0.00475483870967742,0.07920370370370369,0.04741847826086956,0.004477333333333334,0.004711340206185567,0.007429411764705882
1705706245,1.3447074210015664,4.0084812535965515,5.406458899728213,0.2305992666717598,4.034455203585049,0.8091799999999695,0.433396308965078,0.10235160416120334,1.1429877322534845,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.8830607324384161,1.071421653686284,209932288,81350656,6389760,430743552,108322816,319709184,41181184,4464640,278163456,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,48785.13577894235,0,0,1570235.260885356,11,7,5,4,8,15,6,5,3,11,1,3,5,17,8,7.467,3.933,24.333,2.467,2.333,2.4,19.8,0.015443548387096773,0.0030425531914893616,0.030962059620596206,0.03711340206185566,0.0023866666666666667,0.003061855670103093,0.003582723279648609,0.024588709677419354,0.004676595744680851,0.08035842293906809,0.04742268041237114,0.004477333333333334,0.004711340206185567,0.007783919597989949
1705706246,1.3447074210015664,4.0084812535965515,5.406458899728213,0.2305992666717598,4.256309799751361,0.9605189178349238,0.433396308965078,0.10235160416120334,1.1429877322534845,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.8830607324384161,1.071421653686284,209932288,81350656,6389760,430743552,108322816,319709184,41181184,4464640,278163456,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,48785.13577894235,0,0,1570235.260885356,11,7,5,4,8,15,6,5,3,11,1,3,5,17,8,7.467,3.933,24.333,2.467,2.333,2.4,19.8,0.015443548387096773,0.0030425531914893616,0.030962059620596206,0.03711340206185566,0.0023866666666666667,0.003061855670103093,0.003582723279648609,0.024588709677419354,0.004676595744680851,0.08035842293906809,0.04742268041237114,0.004477333333333334,0.004711340206185567,0.007783919597989949
1705706247,1.3447074210015664,4.0084812535965515,5.406458899728213,0.2305992666717598,5.179027309977884,1.4016310473622624,0.433396308965078,0.10235160416120334,1.1429877322534845,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.8830607324384161,1.071421653686284,209932288,81350656,6389760,430743552,100384768,319868928,41181184,4464640,278163456,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,48785.13577894235,0,0,1570235.260885356,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.467,3.933,24.333,2.467,2.467,2.4,19.8,0.01535282258064516,0.0030425531914893616,0.030962059620596206,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.003601459854014598,0.02457056451612903,0.004676595744680851,0.08035842293906809,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007837378640776698
1705706248,1.3447074210015664,4.0084812535965515,5.406458899728213,0.2305992666717598,5.179027309977884,1.4016310473622624,0.433396308965078,0.10235160416120334,0.9976967560502509,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.8830607324384161,1.071421653686284,209932288,81350656,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,64894.838990771175,0,0,1570235.260885356,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.467,3.933,24.333,2.467,2.467,2.4,19.8,0.01535282258064516,0.0030425531914893616,0.030962059620596206,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.003601459854014598,0.02457056451612903,0.004676595744680851,0.08035842293906809,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007837378640776698
1705706249,1.3447074210015664,4.0084812535965515,5.406458899728213,0.2305992666717598,5.179027309977884,1.4016310473622624,0.433396308965078,0.10235160416120334,0.9976967560502509,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.737561759090313,1.071421653686284,209932288,81350656,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,4779130657.284504,0,977487.8689046218,64894.838990771175,0,0,1570235.260885356,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.467,3.933,24.2,2.467,2.467,2.4,19.8,0.01535282258064516,0.0030425531914893616,0.031482712765957446,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.003601459854014598,0.02457056451612903,0.004676595744680851,0.08072438162544171,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007837378640776698
1705706250,1.3447074210015664,4.0084812535965515,0.5986422124569518,0.2305992666717598,5.179027309977884,1.4016310473622624,0.4442658207430499,0.10235160416120334,0.9976967560502509,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.4365830958059546,0.7228440802163394,1.071421653686284,209932288,81350656,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46903296,2248258.1559027927,237118.12225350633,0,1068100.4355072854,64894.838990771175,0,0,1570235.260885356,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.467,3.933,24.2,2.467,2.467,2.4,19.8,0.01535282258064516,0.0030425531914893616,0.031482712765957446,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.003601459854014598,0.02457056451612903,0.004676595744680851,0.08072438162544171,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007837378640776698
1705706251,1.3447074210015664,4.066594652984034,0.5986422124569518,0.2305992666717598,5.179027309977884,1.4016310473622624,0.4442658207430499,0.10235160416120334,0.9976967560502509,0.7878011555652477,0.0001412613552397152,0.3063499689708333,0.46854945248507895,0.9106795923242277,1.071421653686284,209932288,81350656,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46903296,2682365.6494734,237118.12225350633,0,1068100.4355072854,64894.838990771175,0,0,1570235.260885356,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.6,3.933,24.2,2.467,2.467,2.4,19.8,0.015343749999999998,0.0030425531914893616,0.031482712765957446,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.003601459854014598,0.02461875,0.004676595744680851,0.08072438162544171,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007837378640776698
1705706252,1.3447074210015664,3.9038996216784883,0.5986422124569518,0.2305992666717598,5.179027309977884,1.4016310473622624,0.4442658207430499,0.10235160416120334,0.9976967560502509,0.7878011555652477,0.0001412613552397152,0.2493579857549377,0.46854945248507895,0.9106795923242277,0.9167249915832234,209932288,81387520,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46903296,2246468.626178058,237118.12225350633,0,1068100.4355072854,64894.838990771175,0,0,1468682.8849223624,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.6,3.933,24.2,2.467,2.467,2.4,18.267,0.015343749999999998,0.0030425531914893616,0.031482712765957446,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.0036513761467889907,0.02461875,0.004676595744680851,0.08072438162544171,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007964788732394366
1705706253,1.3447074210015664,3.9038996216784883,0.5986422124569518,0.2314914891772371,5.179027309977884,1.4016310473622624,0.4442658207430499,0.10235160416120334,0.9976967560502509,0.7878011555652477,0.0001412613552397152,0.2544671261981174,0.46854945248507895,0.9106795923242277,0.9346572704010049,209932288,81387520,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46903296,2246468.626178058,237118.12225350633,0,1068100.4355072854,64894.838990771175,0,0,1497412.145310308,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.6,3.933,24.2,2.467,2.467,2.4,18.267,0.015343749999999998,0.0030425531914893616,0.031482712765957446,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.0036513761467889907,0.02461875,0.004676595744680851,0.08072438162544171,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007964788732394366
1705706254,1.3447074210015664,3.9038996216784883,0.5986422124569518,0.2314914891772371,5.179027309977884,1.4016310473622624,0.3821327775686857,0.10235160416120334,0.9976967560502509,0.7878011555652477,0,0.25957626664129707,0.46854945248507895,0.9106795923242277,1.0486384378648066,209932288,81387520,6389760,430743552,100384768,319868928,41181184,4464640,278171648,92766208,4669440,2891776,299163648,7958528,46956544,2246468.626178058,237118.12225350633,0,918720.6557102831,64894.838990771175,0,0,1582239.2019526688,11,7,5,4,9,15,6,5,3,11,1,3,5,17,8,7.6,3.933,24.2,2.467,2.467,2.4,18.267,0.015343749999999998,0.0030425531914893616,0.031482712765957446,0.03725247524752475,0.002487804878048781,0.0030396039603960397,0.0036513761467889907,0.02461875,0.004676595744680851,0.08072438162544171,0.04745049504950495,0.0044975609756097564,0.004671287128712871,0.007964788732394366
