time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705820173,1.1731738197424668,4.291639170398328,31.31201166861167,0.1877805109615065,3.8112533692722756,1.510163567733827,0.38519896000137577,0.06766596219959481,0.2544198487859541,0.8822979025320369,0.0001821125050586943,0.2884523306576563,0.3557537988731382,0.7942229095327642,1.0037069429494205,215040000,87445504,6283264,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52416512,0,2244449.681828895,0,0,,888640.9421974275,36769.20799270221,0,0,1579906.7097237173,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.067,3.6,23.333,2.067,1.8,1.867,19.667,0,,0,0.016544117647058824,0.003180645161290323,0.029166666666666664,0.03621323529411765,0.0020163934426229504,0.003119047619047619,0.0034047619047619052,0.03577586206896552,0.004925161290322581,0.06958677685950408,0.04959558823529412,0.004403278688524591,0.0048142857142857145,0.007243902439024394
1705820174,1.1731738197424668,4.291639170398328,31.31201166861167,0.1877805109615065,3.8112533692722756,1.510163567733827,0.3835082492608361,0.07879384131044363,0.2964153114051427,0.8822979025320369,0.0001821125050586943,0.2884523306576563,0.3557537988731382,0.7942229095327642,1.0292813428921215,215040000,87445504,6283264,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,42838.466767766564,0,0,1525525.4415107537,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.067,3.6,23.333,2.067,1.8,1.867,19.667,0,,0,0.016544117647058824,0.003180645161290323,0.029166666666666664,0.03621323529411765,0.0020163934426229504,0.003119047619047619,0.0034047619047619052,0.03577586206896552,0.004925161290322581,0.06958677685950408,0.04959558823529412,0.004403278688524591,0.0048142857142857145,0.007243902439024394
1705820175,1.1731738197424668,4.291639170398328,31.31201166861167,0.1877805109615065,3.8112533692722756,1.510163567733827,0.3835082492608361,0.07879384131044363,0.2964153114051427,0.8822979025320369,0.0001821125050586943,0.2884523306576563,0.3557537988731382,0.7942229095327642,1.0292813428921215,215040000,87445504,6283264,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,42838.466767766564,0,0,1525525.4415107537,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.067,3.6,23.333,2.067,1.8,1.867,19.667,0,,0,0.016544117647058824,0.003180645161290323,0.029166666666666664,0.03621323529411765,0.0020163934426229504,0.003119047619047619,0.0034047619047619052,0.03577586206896552,0.004925161290322581,0.06958677685950408,0.04959558823529412,0.004403278688524591,0.0048142857142857145,0.007243902439024394
1705820176,1.1731738197424668,4.291639170398328,31.31201166861167,0.1877805109615065,2.112263333333336,1.510163567733827,0.3835082492608361,0.07879384131044363,0.2964153114051427,0.8822979025320369,0.0001821125050586943,0.2884523306576563,0.3557537988731382,0.7942229095327642,0.8243264616643428,215040000,87445504,6283264,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,42838.466767766564,0,0,961739.950866368,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.333,3.6,23.333,2.067,1.8,1.867,19.667,0,,0,0.016310096153846154,0.003180645161290323,0.029166666666666664,0.03621323529411765,0.0020163934426229504,0.003119047619047619,0.0034047619047619052,0.033842592592592605,0.004925161290322581,0.06958677685950408,0.04959558823529412,0.004403278688524591,0.0048142857142857145,0.007243902439024394
1705820177,1.1731738197424668,4.291639170398328,31.31201166861167,0.1877805109615065,2.112263333333336,1.510163567733827,0.3835082492608361,0.07879384131044363,0.2964153114051427,0.8822979025320369,0.0001821125050586943,0.2884523306576563,0.3557537988731382,0.7942229095327642,0.8406591910294416,215040000,87445504,6283264,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,42838.466767766564,0,0,980795.3119006228,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.333,3.6,23.333,2.067,2.067,1.867,19.667,0,,0,0.016310096153846154,0.003180645161290323,0.029166666666666664,0.03621323529411765,0.0017999999999999997,0.003119047619047619,0.0034047619047619052,0.033842592592592605,0.004925161290322581,0.06958677685950408,0.04959558823529412,0.004359999999999999,0.0048142857142857145,0.007243902439024394
1705820178,1.1731738197424668,4.291639170398328,26.711581332011086,0.1877805109615065,2.112263333333336,1.510163567733827,0.3835082492608361,0.07879384131044363,0.2964153114051427,0.8822979025320369,0.00013650546337516198,0.2884523306576563,0.3557537988731382,0.7942229095327642,0.9799637619059304,215040000,87445504,6283264,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,42838.466767766564,0,0,1143321.6620552875,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.333,3.6,23.333,2.067,2.067,2.067,19.667,0,,0,0.016310096153846154,0.003180645161290323,0.029166666666666664,0.03621323529411765,0.0017999999999999997,0.0031204819277108435,0.0034047619047619052,0.033842592592592605,0.004925161290322581,0.06958677685950408,0.04959558823529412,0.004359999999999999,0.004816867469879519,0.007243902439024394
1705820179,1.1731738197424668,4.291639170398328,22.592369208024014,0.1877805109615065,2.112263333333336,1.510163567733827,0.3835082492608361,0.07879384131044363,0.2964153114051427,0.8822979025320369,0.00013347025495751707,0.24477103271839856,0.3557537988731382,0.7942229095327642,0.9799637619059304,215040000,87445504,6279168,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,42838.466767766564,0,0,1143321.6620552875,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.6,3.6,24.533,2.333,2.333,2.333,20.467,0,,0,0.01665492957746479,0.003180645161290323,0.029252049180327866,0.03579545454545455,0.0017058823529411762,0.003048780487804878,0.0033903903903903907,0.034027777777777796,0.004925161290322581,0.061008403361344575,0.04897727272727272,0.0043411764705882355,0.00468780487804878,0.007135593220338989
1705820180,0.9807178107787133,4.291639170398328,0.13742818071917004,0.1877805109615065,2.722733930869818,1.510163567733827,0.3835082492608361,0.07879384131044363,0.3098251018776741,0.8822979025320371,0.00008392077878483341,0.2967645712929859,0.3557537988731382,0.7942229095327642,0.9799637619059304,215040000,87445504,6279168,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2244449.681828895,0,0,,702588.755727086,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.6,3.6,24.533,2.333,2.333,2.333,20.467,0,,0,0.01665492957746479,0.003180645161290323,0.029252049180327866,0.03579545454545455,0.0017058823529411762,0.003048780487804878,0.0033903903903903907,0.034027777777777796,0.004925161290322581,0.061008403361344575,0.04897727272727272,0.0043411764705882355,0.00468780487804878,0.007135593220338989
1705820181,0.8315974999999299,4.32241751793672,0.1402386974916072,0.14900653097393854,2.6577971584481093,1.510163567733827,0.3835082492608361,0.07879384131044363,0.3098251018776741,0.8822979025320371,0.00008392077878483341,0.29967724708012944,0.3557537988731382,0.7942229095327642,0.9799637619059304,215040000,87445504,6279168,432193536,107376640,334954496,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2632854.132771451,0,0,,702588.755727086,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,15,5,5,3,11,1,3,6,18,8,8.6,3.6,24.533,2.333,2.333,2.333,20.467,0,,0,0.01665492957746479,0.003180645161290323,0.029252049180327866,0.03579545454545455,0.0017058823529411762,0.003048780487804878,0.0033903903903903907,0.034027777777777796,0.004925161290322581,0.061008403361344575,0.04897727272727272,0.0043411764705882355,0.00468780487804878,0.007135593220338989
1705820182,0.8315974999999299,4.32241751793672,0.14304921426404435,0.15209265450613044,4.1607885763976045,1.4824955758235596,0.3835082492608361,0.07879384131044363,0.3098251018776741,0.8822979025320371,0.00008392077878483341,0.29967724708012944,0.3557537988731382,0.7942229095327642,0.9799637619059304,215040000,87445504,6279168,432193536,99573760,334921728,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2632854.132771451,0,0,,702588.755727086,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,8.6,3.6,24.533,2.333,2.333,2.333,20.467,0,,0,0.01665492957746479,0.003180645161290323,0.029252049180327866,0.03579545454545455,0.0017058823529411762,0.003048780487804878,0.0033903903903903907,0.034027777777777796,0.004925161290322581,0.061008403361344575,0.04897727272727272,0.0043411764705882355,0.00468780487804878,0.007135593220338989
1705820183,0.9909585188625086,4.32241751793672,0.1686310063462294,0.16664138596065484,4.1607885763976045,1.55083126356538,0.3835082492608361,0.07879384131044363,0.3098251018776741,0.8822979025320371,0.00008392077878483341,0.29967724708012944,0.3557537988731382,0.7942229095327642,0.9799637619059304,215040000,87445504,6279168,432185344,99573760,334921728,43532288,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2632854.132771451,0,0,,702588.755727086,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,8.6,3.6,24.533,2.333,2.333,2.333,20.467,0,,0,0.01665492957746479,0.003180645161290323,0.029252049180327866,0.03579545454545455,0.0017058823529411762,0.003048780487804878,0.0033903903903903907,0.034027777777777796,0.004925161290322581,0.061008403361344575,0.04897727272727272,0.0043411764705882355,0.00468780487804878,0.007135593220338989
1705820184,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40111794597485867,0.06787345264837899,0.3098251018776741,0.8822979025320371,0.00008392077878483341,0.29967724708012944,0.3557537988731382,0.7600101540023902,0.9799637619059304,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2632854.132771451,0,0,,956719.2654007311,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.2,26.467,2.4,2.333,2.333,21.467,0,,0,0.016769911504424778,0.0030337078651685397,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.003338686131386862,0.03392857142857145,0.004660674157303372,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006602678571428573
1705820185,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40111794597485867,0.0665602219598716,0.3098251018776741,0.8822979025320371,0.00008392077878483341,0.29967724708012944,0.27549865720464045,0.7600101540023902,0.9799637619059304,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2632854.132771451,0,0,,956719.2654007311,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.2,26.467,2.4,2.333,2.333,21.467,0,,0,0.016769911504424778,0.0030337078651685397,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.003338686131386862,0.03392857142857145,0.004660674157303372,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006602678571428573
1705820186,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40111794597485867,0.0652469912713642,0.3098251018776741,0.8822979025320371,0,0.29967724708012944,0.28118992570687185,0.6363216681474764,0.9799637619059304,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298852352,8278016,52498432,0,2632854.132771451,0,0,,956719.2654007311,31945.717238286506,0,0,1143321.6620552875,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.2,26.467,2.4,2.333,2.333,21.467,0,,0,0.016769911504424778,0.0030337078651685397,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.003338686131386862,0.03392857142857145,0.004660674157303372,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006602678571428573
1705820187,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.4023007770836535,0.0639337605828568,0.3098251018776741,0.6145324999999957,0,0.29967724708012944,0.30934456427497153,0.6236548322474366,1.0053557681733185,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298856448,8278016,52695040,0,2632854.132771451,0,0,,1040174.7168469705,31945.717238286506,0,0,1644165.841856373,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.2,26.467,2.4,2.333,2.333,21.467,0,,0,0.016769911504424778,0.0030337078651685397,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.003338686131386862,0.03392857142857145,0.004660674157303372,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006602678571428573
1705820188,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40230077708365347,0.0782514986192498,0.3002431549352812,0.6145324999999957,0,0.29967724708012944,0.366886660447752,0.8039117976828221,1.0053557681733185,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298856448,8269824,52695040,0,2632854.132771451,0,0,,1040174.7168469705,20749.22114434791,0,0,1644165.841856373,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.6,26.467,2.4,2.333,2.333,19.733,0,,0,0.016769911504424778,0.0030108695652173913,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.0033347763347763354,0.03392857142857145,0.004619565217391305,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006566964285714289
1705820189,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40230077708365347,0.07627641114626872,0.3002431549352812,0.6145324999999957,0,0.29967724708012944,0.366886660447752,0.8039117976828221,1.0053557681733185,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298856448,8269824,52695040,0,2632854.132771451,0,0,,1040174.7168469705,20749.22114434791,0,0,1644165.841856373,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.6,26.467,2.4,2.333,2.333,19.733,0,,0,0.016769911504424778,0.0030108695652173913,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.0033347763347763354,0.03392857142857145,0.004619565217391305,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006566964285714289
1705820190,1.262561663532791,4.32241751793672,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40230077708365347,0.07627641114626872,0.3002431549352812,0.7346367935666198,0,0.29967724708012944,0.366886660447752,0.8039117976828221,1.0053557681733185,215052288,87445504,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298856448,8269824,52695040,0,2632854.132771451,0,0,,1040174.7168469705,20749.22114434791,0,0,1644165.841856373,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.4,4.6,26.467,2.4,2.333,2.333,19.733,0,,0,0.016769911504424778,0.0030108695652173913,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.0033347763347763354,0.03392857142857145,0.004619565217391305,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006566964285714289
1705820191,1.262561663532791,4.558285714285728,0.1686310063462294,0.19753797073306184,4.1607885763976045,1.55083126356538,0.40230077708365347,0.07627641114626872,0.3002431549352812,0.7194979149422265,0,0.29967724708012944,0.366886660447752,0.8039117976828221,1.0053557681733185,215052288,87625728,6279168,432185344,99573760,334921728,43569152,4550656,271568896,98430976,4538368,2891776,298856448,8269824,52695040,0,2340571.4285714286,0,0,,1040174.7168469705,20749.22114434791,0,0,1644165.841856373,12,8,7,4,9,17,5,5,3,11,1,3,6,18,8,9.2,4.6,26.467,2.4,2.333,2.333,19.733,0,,0,0.016946721311475406,0.0030108695652173913,0.02925977653631285,0.03461538461538461,0.0017058823529411762,0.003048780487804878,0.0033347763347763354,0.033898305084745756,0.004619565217391305,0.0499487895716946,0.04753846153846154,0.0043411764705882355,0.00468780487804878,0.006566964285714289
