time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705488512,0.7973962153439828,1.80507621410844,0.37065305980436175,31.559931872829385,0.2973898716614654,7.634053916581989,0.7574635826102615,3.0634754436509497,2.803080393532139,0.2856807884905799,0.20638923991499986,106778624,43257856,11550720,45162496,43438080,16306176,38633472,10276864,46542848,2977792,8732672,260368.6861278177,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,22.333,0.733,76.467,1,11.333,11.667,0.867,129.733,15.733,6.267,0,0,0.0030060698027314114,0.0030702479338842975,0.08,0.003507971820541342,0.003,0.045094235033259426,0.0034,0.0019393858477970629,0.00750354609929078,0.002985185185185185,0.004615781487101669,0.0047264462809917356,0.212,0.030700636942675125,0.0046,0.16645251396648053,0.007000000000000002,0.0043964218958611485,0.009585815602836879,0.004597037037037037
1705488513,0.7973962153439828,1.80507621410844,0.3783783515414913,31.559931872829385,0.2973898716614654,7.634053916581989,0.7574635826102615,3.123226479532109,2.803080393532139,0.2856807884905799,0.20223275458549966,106778624,43257856,11550720,45162496,43438080,16306176,38633472,10276864,46542848,2977792,8732672,260368.6861278177,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,22.333,0.733,76.467,1,11.333,11.667,0.867,129.733,15.733,6.267,0,0,0.0030060698027314114,0.0030702479338842975,0.08,0.003507971820541342,0.003,0.045094235033259426,0.0034,0.0019393858477970629,0.00750354609929078,0.002985185185185185,0.004615781487101669,0.0047264462809917356,0.212,0.030700636942675125,0.0046,0.16645251396648053,0.007000000000000002,0.0043964218958611485,0.009585815602836879,0.004597037037037037
1705488514,0.7973962153439828,1.80507621410844,0.3861036432786209,31.559931872829385,0.2973898716614654,7.634053916581989,0.7574635826102615,3.5850621528695474,2.803080393532139,0.2856807884905799,0.2640453118076554,106778624,43257856,11550720,45162496,43438080,16306176,38633472,10276864,46542848,2977792,8773632,260368.6861278177,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15,22.333,0.733,76.467,1,11.333,11.667,0.867,129.733,15.733,6.267,0,0,0.002990783410138249,0.0030702479338842975,0.08,0.003507971820541342,0.003,0.045094235033259426,0.0034,0.0019393858477970629,0.00750354609929078,0.002985185185185185,0.004612903225806452,0.0047264462809917356,0.212,0.030700636942675125,0.0046,0.16645251396648053,0.007000000000000002,0.0043964218958611485,0.009585815602836879,0.004597037037037037
1705488515,0.9039361702127493,1.80507621410844,0.3938289350157504,31.559931872829385,0.2973898716614654,7.634053916581989,0.7574635826102615,3.5850621528695474,2.803080393532139,0.29112880376268313,0.2640453118076554,106778624,43257856,11550720,45162496,43438080,16306176,38633472,10276864,46542848,2977792,8773632,296306.3829787234,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,24.6,1.067,79.933,1,13.933,13.867,0.867,142.533,17.6,7.067,0,0,0.0029879518072289156,0.0030532019704433496,0.08541666666666665,0.003570484581497797,0.003,0.04582405345211582,0.0034,0.0019962092494313875,0.007493234100135318,0.0029860139860139858,0.00460722891566265,0.004695763546798029,0.2144736842105263,0.03394508670520227,0.0046,0.17211267605633804,0.007000000000000002,0.004407328784432652,0.00956359945872801,0.004597202797202798
1705488516,0.751543352068531,1.80507621410844,0.40155422675288,31.559931872829385,0.2973898716614654,7.634053916581989,0.7574635826102615,3.5850621528695474,2.803080393532139,0.29112880376268313,0.2640453118076554,106889216,43257856,11550720,45162496,43438080,16306176,38633472,10276864,46542848,2977792,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,24.6,1.067,79.933,1,13.933,13.867,0.867,142.533,17.6,7.067,0,0,0.0029879518072289156,0.0030532019704433496,0.08541666666666665,0.003570484581497797,0.003,0.04582405345211582,0.0034,0.0019962092494313875,0.007493234100135318,0.0029860139860139858,0.00460722891566265,0.004695763546798029,0.2144736842105263,0.03394508670520227,0.0046,0.17211267605633804,0.007000000000000002,0.004407328784432652,0.00956359945872801,0.004597202797202798
1705488517,0.751543352068531,1.80507621410844,0.46351750422777327,32.25759537278771,0.2973898716614654,7.634053916581989,0.7574635826102615,3.5850621528695474,2.803080393532139,0.29112880376268313,0.2640453118076554,106889216,43257856,11550720,44707840,43438080,16306176,38633472,10276864,46542848,2977792,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,24.6,1.067,79.933,1,13.933,13.867,0.867,144.4,19.467,7.067,0,0,0.0029879518072289156,0.0030532019704433496,0.08541666666666665,0.003570484581497797,0.003,0.04582405345211582,0.0034,0.0020032638714536782,0.007483660130718954,0.0029860139860139858,0.00460722891566265,0.004695763546798029,0.2144736842105263,0.03394508670520227,0.0046,0.17211267605633804,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004597202797202798
1705488518,0.751543352068531,1.80507621410844,0.46351750422777327,32.25759537278771,0.2973898716614654,7.634053916581989,0.7574635826102615,3.5850621528695474,2.803080393532139,0.2930637049455211,0.2640453118076554,106889216,43257856,11550720,44707840,43438080,16306176,38633472,10276864,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,24.6,1.067,79.933,1,13.933,13.867,0.867,144.4,19.467,7.067,0,0,0.0029879518072289156,0.0030532019704433496,0.08541666666666665,0.003570484581497797,0.003,0.04582405345211582,0.0034,0.0020032638714536782,0.007483660130718954,0.0029860139860139858,0.00460722891566265,0.004695763546798029,0.2144736842105263,0.03394508670520227,0.0046,0.17211267605633804,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004597202797202798
1705488519,0.751543352068531,1.5434454591752058,0.46351750422777327,32.25759537278771,0.2973898716614654,5.990309623854452,0.7574635826102615,3.1155783469393206,2.812769571259448,0.2930637049455211,0.2640453118076554,106889216,43257856,11550720,44707840,43438080,16306176,38633472,10276864,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.867,1.067,86,1,13.933,13.867,0.867,144.4,19.467,7.067,0,0,0.0029879518072289156,0.003048918156161806,0.08541666666666665,0.0035558330360328217,0.003,0.04582405345211581,0.0034,0.0020032638714536782,0.007483660130718954,0.0029860139860139858,0.00460722891566265,0.004688052681091252,0.2144736842105263,0.030862068965517322,0.0046,0.17211267605633798,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004597202797202798
1705488520,0.751543352068531,1.513360855606732,0.46351750422777327,32.25759537278771,0.24356230489074016,6.115974962757915,0.7574635826102615,3.055827311058161,2.812769571259448,0.2930637049455211,0.26404531180765545,106889216,43257856,11550720,44707840,43438080,16306176,38633472,10276864,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.867,1.067,86,1,13.933,13.867,0.867,144.4,19.467,7.067,0,0,0.0029879518072289156,0.003048918156161806,0.08541666666666665,0.0035558330360328217,0.003,0.04582405345211581,0.0034,0.0020032638714536782,0.007483660130718954,0.0029860139860139858,0.00460722891566265,0.004688052681091252,0.2144736842105263,0.030862068965517322,0.0046,0.17211267605633798,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004597202797202798
1705488521,0.751543352068531,1.8609047969839976,0.46351750422777327,32.25759537278771,0.30257562693768575,6.241640301661377,0.7574635826102615,3.7498037079474904,2.812769571259448,0.2930637049455211,0.26404531180765545,106889216,43282432,11550720,44707840,43442176,16306176,38633472,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.867,1.067,86,1,13.933,13.867,0.867,144.4,19.467,7.067,0,0,0.0029879518072289156,0.003048918156161806,0.08541666666666665,0.0035558330360328217,0.003,0.04582405345211581,0.0034,0.0020032638714536782,0.007483660130718954,0.0029860139860139858,0.00460722891566265,0.004688052681091252,0.2144736842105263,0.030862068965517322,0.0046,0.17211267605633798,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004597202797202798
1705488522,0.751543352068531,1.8609047969839976,0.46351750422777327,26.20760636339111,0.30257562693768575,6.367305640564841,0.7574635826102615,3.7498037079474904,2.812769571259448,0.2930637049455211,0.2603926577165313,106889216,43282432,11550720,44707840,43442176,16306176,38633472,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.867,1.067,86,1,13.933,13.867,0.867,144.4,19.467,7.8,0,0,0.0029879518072289156,0.003048918156161806,0.08541666666666665,0.0035558330360328217,0.003,0.04582405345211581,0.0034,0.0020032638714536782,0.007483660130718954,0.002966996699669967,0.00460722891566265,0.004688052681091252,0.2144736842105263,0.030862068965517322,0.0046,0.17211267605633798,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004593399339933994
1705488523,0.751543352068531,1.8609047969839976,0.46351750422777327,26.74179772701939,0.30257562693768575,7.539920334207779,0.7574635826102615,3.7498037079474904,2.812769571259448,0.2930637049455211,0.2603926577165313,106889216,43282432,11550720,44707840,43442176,16306176,38633472,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.867,1.067,86,1,13.933,13.867,0.867,144.4,19.467,7.8,0,0,0.0029879518072289156,0.003048918156161806,0.08541666666666665,0.0035558330360328217,0.003,0.04582405345211581,0.0034,0.0020032638714536782,0.007483660130718954,0.002966996699669967,0.00460722891566265,0.004688052681091252,0.2144736842105263,0.030862068965517322,0.0046,0.17211267605633798,0.007000000000000002,0.0044094903339191565,0.00955424836601307,0.004593399339933994
1705488524,0.751543352068531,1.8609047969839976,0.45948490566037786,27.275989090647673,0.30257562693768575,7.539920334207779,0.7019665736167704,3.7498037079474904,2.812769571259448,0.2930637049455211,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.733,1,85.667,0.933,13.933,13.867,0.8,144.133,19.467,7.667,0,0,0.0029879518072289156,0.003047438330170778,0.09444444444444443,0.00354987486592778,0.003,0.04582405345211581,0.003466666666666667,0.002000503524672709,0.007483660130718954,0.0029658703071672354,0.00460722891566265,0.004685388994307401,0.21842105263157893,0.03054913294797691,0.0046,0.17211267605633798,0.007357142857142857,0.004408962739174219,0.00955424836601307,0.004593174061433448
1705488525,0.751543352068531,1.8609047969839976,0.45948490566037786,27.810180454275944,0.30257562693768575,7.539920334207779,0.7019665736167704,3.7498037079474904,2.812769571259448,0.2930637049455211,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.733,1,85.667,0.933,13.933,13.867,0.8,144.133,19.467,7.667,0,0,0.0029879518072289156,0.003047438330170778,0.09444444444444443,0.00354987486592778,0.003,0.04582405345211581,0.0035384615384615385,0.002000503524672709,0.007483660130718954,0.0029658703071672354,0.00460722891566265,0.004685388994307401,0.21842105263157893,0.03054913294797691,0.0046,0.17211267605633798,0.007642857142857144,0.004408962739174219,0.00955424836601307,0.004593174061433448
1705488526,0.751543352068531,1.8609047969839976,0.45948490566037786,32.05148181769658,0.28206885967156575,7.539920334207779,0.7019665736167704,3.7498037079474904,2.413043762188244,0.2930637049455211,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.733,1,85.667,0.933,13.933,13.867,0.8,144.133,19.467,7.667,0,0,0.0029879518072289156,0.003047438330170778,0.09444444444444443,0.00354987486592778,0.003,0.04582405345211581,0.0035384615384615385,0.002000503524672709,0.007483660130718954,0.0029658703071672354,0.00460722891566265,0.004685388994307401,0.21842105263157893,0.03054913294797691,0.0046,0.17211267605633798,0.007642857142857144,0.004408962739174219,0.00955424836601307,0.004593174061433448
1705488527,0.751543352068531,1.8609047969839976,0.45948490566037786,32.05148181769658,0.28206885967156575,6.364917999125675,0.7019665736167704,3.7498037079474904,2.36616426933392,0.2930637049455211,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.733,1,85.667,0.8,13.933,13.867,0.8,148.2,19.467,7.667,0,0,0.0029879518072289156,0.003047438330170778,0.09444444444444443,0.00354987486592778,0.003,0.04582405345211581,0.0035384615384615385,0.001965084149711128,0.007483660130718954,0.0029658703071672354,0.00460722891566265,0.004685388994307401,0.21842105263157893,0.03054913294797691,0.0046,0.17211267605633798,0.007642857142857144,0.004401055011303693,0.00955424836601307,0.004593174061433448
1705488528,0.751543352068531,1.8609047969839976,0.45948490566037786,32.05148181769658,0.28206885967156575,6.2392526602222125,0.41393441018341387,3.648256010836442,2.319284776479596,0.2930637049455211,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.733,1,85.667,0.8,13.933,13.867,0.8,148.2,19.467,7.667,0,0,0.0029879518072289156,0.003047438330170778,0.09444444444444443,0.00354987486592778,0.003,0.04582405345211581,0.0035384615384615385,0.001965084149711128,0.007483660130718954,0.0029658703071672354,0.00460722891566265,0.004685388994307401,0.21842105263157893,0.03054913294797691,0.0046,0.17211267605633798,0.007642857142857144,0.004401055011303693,0.00955424836601307,0.004593174061433448
1705488529,0.751543352068531,1.8609047969839976,0.45948490566037786,32.05148181769658,0.28206885967156575,6.113587321318749,0.4267206214421104,3.648256010836442,2.2724052836252717,0.2930637049455211,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46542848,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.6,26.733,1,85.667,0.8,13.933,13.867,0.8,148.2,19.467,7.667,0,0,0.002985052316890882,0.003047438330170778,0.09444444444444443,0.00354987486592778,0.003,0.04582405345211581,0.0035384615384615385,0.001965084149711128,0.007483660130718954,0.0029658703071672354,0.0046065769805680125,0.004685388994307401,0.21842105263157893,0.03054913294797691,0.0046,0.17211267605633798,0.007642857142857144,0.004401055011303693,0.00955424836601307,0.004593174061433448
1705488530,0.751543352068531,1.8609047969839976,0.45948490566037786,32.05148181769658,0.28206885967156575,5.987921982415285,0.43950683270080704,3.648256010836442,2.834165450628877,0.23692949915350256,0.2603926577165313,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10670080,46551040,2973696,8773632,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.667,0.867,84.667,0.8,14.133,13.867,0.8,150.333,19.667,7.8,0,0,0.0029850968703427714,0.003037453183520599,0.09642857142857142,0.003540656205420827,0.003,0.045484581497797355,0.0035384615384615385,0.0019695304695304693,0.007480443285528031,0.0029661016949152543,0.00460655737704918,0.00466741573033708,0.21911764705882353,0.02832402234636861,0.0046,0.16094240837696344,0.007642857142857144,0.0043995004995005,0.009548239895697521,0.004593220338983051
1705488531,0.751543352068531,1.8609047969839976,0.38982667296645235,27.7129576260956,0.28206885967156575,5.862256643511823,0.45229304395950365,3.7670545174339645,2.834165450628877,0.24182180539879988,0.27579949339032694,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10244096,46551040,2973696,8912896,254749.8387542615,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.667,0.867,84.667,0.8,14.133,13.867,0.8,150.333,19.667,7.8,0,0,0.0029850968703427714,0.003037453183520599,0.09642857142857142,0.003540656205420827,0.003,0.045484581497797355,0.0035384615384615385,0.0019695304695304693,0.007480443285528031,0.0029661016949152543,0.00460655737704918,0.00466741573033708,0.21911764705882353,0.02832402234636861,0.0046,0.16094240837696344,0.007642857142857144,0.0043995004995005,0.009548239895697521,0.004593220338983051
1705488532,0.44432733653071416,1.8609047969839976,0.38982667296645235,27.178766262467324,0.28206885967156575,5.73659130460836,0.46507925521820026,3.7670545174339645,2.834165450628877,0.24671411164409715,0.27579949339032694,106889216,43282432,11575296,44707840,43442176,16306176,38526976,10244096,46551040,2973696,8912896,159877.4340431231,0,0,0,4,4,9,4,3,25,3,4,4,4,2,15.467,26.667,0.867,84.667,0.8,14.133,13.867,0.8,150.733,20.067,7.8,0,0,0.0029850968703427714,0.003037453183520599,0.09642857142857142,0.003540656205420827,0.003,0.045484581497797355,0.0035384615384615385,0.001973349937733499,0.007471116816431322,0.0029661016949152543,0.00460655737704918,0.00466741573033708,0.21911764705882353,0.02832402234636861,0.0046,0.16094240837696344,0.007642857142857144,0.0044018430884184305,0.009540436456996149,0.004593220338983051
