time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705388231,0.5304965954156688,2.2924120245929487,0.3878135605287479,15.791935840435368,0.29207671613295644,6.4600595491284665,0.5272985165776904,3.313581370882881,2.5331431983855546,0.26234880140752453,0.246612542519405,116543488,43741184,12025856,41299968,43634688,17465344,40767488,10870784,45887488,3031040,9261056,91946.22502681265,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,25.467,0.867,82.128,0.667,13.333,13.6,0.867,141.4,18.067,8.067,0,0,0,0,0.0029769736842105267,0.003264583494946791,0.29166722224444536,0.05838383729274223,0.003,0.17230941704035874,0.003551743639377352,0.0020373035240483714,0.0074728629579375845,0.0028707501443396414,0.004642763157894737,0.006129633425026464,0.7875047917465292,0.09504680968371033,0.0046,0.5479591836734695,0.007687564063033859,0.004435007310380869,0.009689959294436907,0.0045959200297160515
1705388232,0.5304965954156688,2.2924120245929487,0.3878135605287479,18.745728135730303,0.29207671613295644,6.388774508734995,0.5272985165776904,3.313581370882881,2.5331431983855546,0.26234880140752453,0.246612542519405,116543488,43741184,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,91946.22502681265,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.067,18.067,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020382226469182994,0.0074728629579375845,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.004435164835164837,0.009689959294436907,0.004596026490066225
1705388233,0.5304965954156688,2.2924120245929487,0.3878135605287479,18.55261901662111,0.29207671613295644,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.26234880140752453,0.246612542519405,116543488,43741184,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,91946.22502681265,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.067,18.067,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020382226469182994,0.0074728629579375845,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.004435164835164837,0.009689959294436907,0.004596026490066225
1705388234,0.5304965954156688,2.1496153459878187,0.3878135605287479,18.55261901662111,0.21952194437076894,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.26234880140752453,0.246612542519405,116543488,43798528,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,91946.22502681265,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.067,18.067,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020382226469182994,0.0074728629579375845,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.004435164835164837,0.009689959294436907,0.004596026490066225
1705388235,0.5304965954156688,2.1496153459878187,0.3878135605287479,18.55261901662111,0.18358000000006314,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.26234880140752453,0.246612542519405,116543488,43798528,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,91946.22502681265,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.067,18.067,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020382226469182994,0.0074728629579375845,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.004435164835164837,0.009689959294436907,0.004596026490066225
1705388236,0.5806881391570292,2.1496153459878187,0.3878135605287479,18.55261901662111,0.18358000000006314,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.26234880140752453,0.19376666804251985,116543488,43798528,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.067,18.067,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020382226469182994,0.0074728629579375845,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.004435164835164837,0.009689959294436907,0.004596026490066225
1705388237,0.5806881391570292,2.1496153459878187,0.3878135605287479,18.55261901662111,0.2590021821398369,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.26234880140752453,0.19775460068142983,116543488,43798528,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.067,18.067,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020382226469182994,0.0074728629579375845,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.004435164835164837,0.009689959294436907,0.004596026490066225
1705388238,0.5806881391570292,2.1496153459878187,0.3878135605287479,18.552619016621108,0.30514422744357556,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.25794843049329413,0.23927595833460125,116543488,43798528,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1,13.333,13.6,1.2,142.133,18.133,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020359195402298853,0.0075170299727520444,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.00443477011494253,0.009715940054495914,0.004596026490066225
1705388239,0.5806881391570292,2.1496153459878187,0.3274557661319,18.552619016621108,0.30514422744357556,6.388774508734995,0.5417291806532242,3.313581370882881,2.5331431983855546,0.25794843049329413,0.23927595833460125,116543488,43798528,12025856,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1.133,13.333,13.6,1.2,142.133,18.133,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020359195402298853,0.0075170299727520444,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.00443477011494253,0.009715940054495914,0.004596026490066225
1705388240,0.5806881391570292,2.1496153459878187,0.408813207032854,18.552619016621108,0.30514422744357556,6.388774508734995,0.5417291806532242,3.260646439182993,2.5331431983855546,0.25794843049329413,0.23927595833460125,116543488,43798528,11636736,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1.133,13.333,13.6,1.2,142.133,18.133,8.733,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020359195402298853,0.0075170299727520444,0.0028741721854304634,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.00443477011494253,0.009715940054495914,0.004596026490066225
1705388241,0.5806881391570292,2.1496153459878187,0.38005171357934897,18.552619016621108,0.30514422744357556,6.388774508734995,0.5417291806532242,3.260646439182993,2.5331431983855546,0.25794843049329413,0.23927595833460125,116543488,43798528,11636736,41361408,43634688,17276928,40767488,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.6,26.133,1.2,83.128,1.133,13.333,13.6,1.2,142.133,18.133,8.067,0,0,0,0,0.0029769736842105267,0.0032650103519668737,0.28472222222222215,0.058365444360794654,0.003,0.17230941704035874,0.0034848484848484847,0.0020359195402298853,0.0075170299727520444,0.0028745874587458742,0.004642763157894737,0.00614814814814815,0.6500000000000002,0.0951073258050802,0.0046,0.5479591836734695,0.007437500000000002,0.00443477011494253,0.009715940054495914,0.004596039603960395
1705388242,0.5806881391570292,2.1496153459878187,0.38005171357934897,18.552619016621108,0.30514422744357556,6.388774508734995,0.5917816277348493,3.260646439182993,1.7213196651356775,0.25794843049329413,0.23927595833460125,116543488,43798528,11636736,41361408,43634688,17276928,40222720,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,24.6,0.867,83.747,1.133,13.333,11.933,1.2,134.333,16.733,7.467,0,0,0,0,0.0029671592775041052,0.0032710084033613445,0.29411764705882354,0.05761509635974304,0.003,0.17833723653395783,0.0034848484848484847,0.0020134375763498657,0.007510416666666667,0.0028741721854304634,0.004614449917898194,0.006514492753623188,0.6999999999999996,0.09471359743040685,0.0046,0.6087378640776698,0.007437500000000002,0.004426142193989738,0.009702083333333335,0.004596026490066225
1705388243,0.5806881391570292,2.1496153459878187,0.38005171357934897,18.552619016621108,0.30514422744357556,6.388774508734995,0.5917816277348493,3.260646439182993,1.76334868846919,0.25794843049329413,0.23927595833460125,116543488,43798528,11636736,41361408,43634688,17276928,40222720,10870784,45887488,3031040,9261056,70465.44967982415,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,24.6,0.867,83.747,1.133,13.333,11.933,0.8,134.333,16.733,7.467,0,0,0,0,0.0029671592775041052,0.0032710084033613445,0.29411764705882354,0.05761509635974304,0.003,0.17833723653395783,0.0035517241379310347,0.0020134375763498657,0.007510416666666667,0.0028741721854304634,0.004614449917898194,0.006514492753623188,0.6999999999999996,0.09471359743040685,0.0046,0.6087378640776698,0.007687500000000001,0.004426142193989738,0.009702083333333335,0.004596026490066225
1705388244,0.5998377530122476,2.1496153459878187,0.38005171357934897,18.552619016621108,0.30514422744357556,6.388774508734995,0.5917816277348493,3.260646439182993,1.805377711802703,0.25794843049329413,0.23927595833460125,116543488,43798528,11636736,41361408,43634688,17276928,40222720,10870784,45887488,3031040,9261056,54472.431311008855,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,24.6,0.867,83.747,1.133,12,11.933,0.8,129.2,16.733,7.467,0,0,0,0,0.0029671592775041052,0.0032710084033613445,0.29411764705882354,0.05761509635974304,0.003,0.18435207823960878,0.0035517241379310347,0.0020346706290242694,0.007510416666666667,0.0028741721854304634,0.004614449917898194,0.006514492753623188,0.6999999999999996,0.09471359743040685,0.0046,0.6644859813084116,0.007687500000000001,0.004430708271421496,0.009702083333333335,0.004596026490066225
1705388245,0.5998377530122476,2.105042218097179,0.38005171357934897,18.552619016621108,0.30514422744357556,6.578170125193146,0.5917816277348493,3.260646439182993,1.8474067351362156,0.257976094701769,0.23927595833460125,116543488,43798528,11636736,41361408,43634688,17571840,40222720,10870784,45887488,3035136,9261056,54472.431311008855,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,23.4,0.867,83.747,1.133,12,11.933,0.8,129.2,16.733,7.467,0,0,0,0,0.0029671592775041052,0.0032584745762711865,0.29411764705882354,0.05761509635974304,0.003,0.18435207823960878,0.0035517241379310347,0.0020346706290242694,0.007510416666666667,0.0028741721854304634,0.004614449917898194,0.006241935483870966,0.6999999999999996,0.09471359743040685,0.0046,0.6644859813084116,0.007687500000000001,0.004430708271421496,0.009702083333333335,0.004596026490066225
1705388246,0.5998377530122476,2.1070748880842225,0.38005171357934897,18.373006996937136,0.30514422744357556,4.801594684825773,0.5917816277348493,3.260646439182993,1.889435758469728,0.257976094701769,0.23951033602044558,116543488,43659264,11636736,41361408,43634688,17571840,40222720,10870784,45887488,3035136,9261056,54472.431311008855,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,23.4,0.867,83.747,1.133,12,11.933,0.8,129.2,16.733,7.467,0,0,0,0,0.0029671592775041052,0.0032584745762711865,0.29411764705882354,0.05761509635974304,0.003,0.18435207823960878,0.0035517241379310347,0.0020346706290242694,0.007510416666666667,0.0028741721854304634,0.004614449917898194,0.006241935483870966,0.6999999999999996,0.09471359743040685,0.0046,0.6644859813084116,0.007687500000000001,0.004430708271421496,0.009702083333333335,0.004596026490066225
1705388247,0.5998377530122476,2.1070748880842225,0.38005171357934897,18.373006996937136,0.30514422744357556,4.913659723623009,0.5917816277348493,3.260646439182993,1.9314647818032402,0.257976094701769,0.23951033602044558,116543488,43659264,11636736,41361408,43634688,17571840,40222720,10870784,45887488,3035136,9261056,54472.431311008855,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,23.133,0.733,83.214,1,12,11.933,0.667,128.8,16.733,7.2,0,0,0,0,0.0029671592775041052,0.0032478813559322036,0.2734375,0.05752963362068965,0.0031176470588235292,0.18435207823960878,0.0038333333333333336,0.002031793343268753,0.007510416666666667,0.0028590604026845633,0.004614449917898194,0.005923728813559329,0.4921875,0.09469558189655171,0.004811764705882353,0.6644859813084116,0.0083,0.004430203676105315,0.009702083333333335,0.004571812080536913
1705388248,0.5998377530122476,2.1070748880842225,0.38005171357934897,18.373006996937136,0.30514422744357556,5.025724762420245,0.5917816277348493,2.6974376969482807,1.9734938051367528,0.257976094701769,0.23951033602044558,116543488,43659264,11636736,41361408,43634688,17571840,40222720,10870784,45887488,3035136,9261056,54472.431311008855,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,23.133,0.733,83.214,1,12,11.933,0.667,128.8,16.733,7.2,0,0,0,0,0.0029671592775041052,0.0032478813559322036,0.2734375,0.05752963362068965,0.0031176470588235292,0.18435207823960878,0.0038333333333333336,0.002031793343268753,0.007510416666666667,0.0028590604026845633,0.004614449917898194,0.005923728813559329,0.4921875,0.09469558189655171,0.004811764705882353,0.6644859813084116,0.0083,0.004430203676105315,0.009702083333333335,0.004571812080536913
1705388249,0.5998377530122476,2.1070748880842225,0.38005171357934897,18.373006996937136,0.30514422744357556,5.1377898012174805,0.6185512946574698,3.301288832031929,2.015522828470266,0.257976094701769,0.23951033602044558,116543488,43659264,11636736,41361408,43634688,17571840,40222720,10657792,45887488,3035136,9261056,54472.431311008855,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,23.133,0.733,83.214,1,12,11.933,0.667,128.8,16.733,7.2,0,0,0,0,0.0029671592775041052,0.0032478813559322036,0.2734375,0.05752963362068965,0.0031176470588235292,0.18435207823960878,0.0038333333333333336,0.002031793343268753,0.007510416666666667,0.0028590604026845633,0.004614449917898194,0.005923728813559329,0.4921875,0.09469558189655171,0.004811764705882353,0.6644859813084116,0.0083,0.004430203676105315,0.009702083333333335,0.004571812080536913
1705388250,0.6178662463759813,2.1070748880842225,0.38005171357934897,18.373006996937136,0.29979928315414595,5.249854840014716,0.6185512946574698,3.301288832031929,2.521741400010759,0.257976094701769,0.23951033602044558,116543488,43659264,11636736,41361408,43634688,17571840,40222720,10657792,45887488,3035136,9261056,71729.61298231276,0,0,0,0,0,4,4,9,3,3,44,3,3,4,4,3,13.733,23.133,0.733,83.214,1,12,11.933,0.667,128.8,16.733,7.2,0,0,0,0,0.0029671592775041052,0.0032478813559322036,0.2734375,0.05752963362068965,0.0031176470588235292,0.18435207823960878,0.0038333333333333336,0.002031793343268753,0.007510416666666667,0.0028590604026845633,0.004614449917898194,0.005923728813559329,0.4921875,0.09469558189655171,0.004811764705882353,0.6644859813084116,0.0083,0.004430203676105315,0.009702083333333335,0.004571812080536913
