time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,istio-init_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,istio-init_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705727963,17.660450505050505,1.4529460561789975,0.1668180162680588,0.19060534270076018,4.923961350520707,25.244634464751957,0.2838017344429097,0.07348714523063223,7.205746771938484,1.5652795168299323,0,0.2795806524513652,3.2239955822619613,0.6104095417610559,0.8574223579586492,221298688,69570560,4878336,430563328,101445632,2723840,315609088,36405248,2981888,243200000,93052928,4644864,2871296,293625856,5517312,34770944,,1670603.9587989952,0,704902.5535976999,101060.94251171971,0,,906952.8033863278,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,5.4,4,23.667,2.133,1.733,1.867,15.067,0.01766203003641171,0.003060240963855422,0.02981087912796698,0.058581897192709974,0.0028915786289049044,0.008229006268937886,0.0033324081435190975,0.04225924171312292,0.00470843373493976,0.08805678866432809,0.36133356085743706,0.004844667189001274,0.022787660234032458,0.006568375368774475
1705727964,17.660450505050505,1.4529460561789975,0.1668180162680588,0.19060534270076018,4.923961350520707,25.244634464751957,0.2905616145008592,0.0796600122785105,7.205746771938484,1.5652795168299323,0,0.2741472245985593,3.294224172182822,0.6242442047506485,0.8393533870779596,221298688,69570560,4878336,430563328,101445632,2723840,315609088,36405248,2981888,243200000,93052928,4644864,2871296,293625856,5517312,34770944,,1670603.9587989952,0,721692.6437788483,101060.94251171971,0,,887840.0479952004,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,5.4,4,23.667,2.133,1.733,1.867,15.067,0.017589136519603293,0.003060240963855422,0.029929044117647064,0.058271095094490265,0.0028901004061188135,0.008267166107005956,0.0033326290902449445,0.0420706959177803,0.00470843373493976,0.08839569905213272,0.35431327199915097,0.004842062054433599,0.02379354672155813,0.0065702806027125695
1705727965,6.8314530514809295,1.4529460561789975,0.08975000000000002,0.19060534270076018,4.923961350520707,25.244634464751957,0.29732149455880874,0.0796600122785105,7.205746771938484,1.5652795168299323,0,0.2687137967457533,3.364452762103684,0.6380788677402411,0.8212844161972698,221298688,69570560,4878336,430563328,101445632,2723840,315609088,36405248,2981888,243200000,93052928,4644864,2871296,293625856,5517312,34770944,,1670603.9587989952,0,738482.7339599967,101060.94251171971,0,,868727.2926040728,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,4.733,4,23.667,1.467,1.067,1.2,13.067,0.017751289995047544,0.003060240963855422,0.02999031862745099,0.05530293112786431,0.0028376912443677828,0.008150483881343288,0.0033110212668426976,0.04246730061104913,0.00470843373493976,0.08873337677725124,0.38658687817829207,0.004816673356379414,0.023767381133338452,0.006348332017384615
1705727966,6.991967458907686,1.4529460561789975,0.08975000000000002,0.19060534270076018,4.923961350520707,25.244634464751957,0.30408137461675827,0.0796600122785105,7.205746771938484,1.5652795168299323,0,0.25565471518345834,3.434681352024545,0.6519135307298337,0.80321544531658,221298688,69570560,4878336,430563328,101445632,2723840,315609088,36405248,2981888,243200000,93052928,4644864,2871296,293625856,5517312,34770944,,1670603.9587989952,0,755272.8241411452,101060.94251171971,0,,849614.537212945,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,4.733,4,23.667,1.467,1.067,1.2,13.067,0.017682177026662273,0.003060240963855422,0.02999226006191951,0.054948851712341124,0.002835998139715836,0.008138437336983387,0.0033125788794766933,0.04228954635548378,0.00470843373493976,0.0887440758293839,0.37998411965041057,0.004813841450596882,0.023445371965710903,0.006364861547202329
1705727967,7.152481866334442,1.4529460561789975,0.08975000000000002,0.19060534270076018,4.923961350520707,25.244634464751957,0.3108412546747078,0.0796600122785105,7.205746771938484,1.3398401344185014,0,0.31896815866837813,3.504909941945406,0.6657481937194263,0.7851464744358904,221298688,69570560,4878336,430563328,101445632,2723840,315609088,36405248,2981888,243200000,93052928,4644864,2871296,293625856,5517312,34770944,,1670603.9587989952,0,772062.9143222936,101060.94251171971,0,,830501.7818218177,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,6.267,4,23.667,1.467,1.067,1.2,13.067,0.017224981659273206,0.003060240963855422,0.02999226006191951,0.05460818074125053,0.002834369176122003,0.008126921467329755,0.003314119372633455,0.037841560427133845,0.00470843373493976,0.0887440758293839,0.3734177948589202,0.00481111682786573,0.023135371317461163,0.006381041488410701
1705727968,5.991119999999999,1.4529460561789975,0.08975000000000002,0.19060534270076018,4.923961350520707,25.244634464751957,0.3176011347326574,0.0796600122785105,7.205746771938484,1.3609194178203774,0,0.31896815866837813,3.575138531866267,0.6795828567090189,0.7670775035552005,221298688,69570560,4878336,430563328,101445632,2723840,315609088,36405248,2981888,243200000,93208576,4644864,2871296,293625856,5517312,34770944,,1670603.9587989952,0,788853.0045034422,101060.94251171971,0,,811389.0264306902,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,6.267,4,23.667,1.467,1.067,1.2,13.067,0.017137830758288796,0.003060240963855422,0.02999226006191951,0.054280170731766435,0.0028328007764927376,0.008115901962154629,0.003315643027006704,0.03737471067515771,0.00470843373493976,0.0887440758293839,0.36688760307384954,0.004808493505099276,0.02283671974361396,0.00639688281531149
1705727969,5.991119999999999,1.4529460561789975,0.08975000000000002,0.191452103298311,4.923961350520707,25.244634464751957,0.3243610147906069,0.0796600122785105,7.205746771938484,1.3609194178203774,0,0.3189681586683781,3.645367121787128,0.631340234712994,0.7490085326745108,221298688,69570560,4878336,430559232,101445632,2723840,315609088,36405248,2981888,243200000,93208576,4644864,2871296,293625856,5529600,34770944,,1670603.9587989952,0,805643.0946845905,101060.94251171971,0,,792276.2710395626,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,6.267,4,23.667,1.467,1.067,1.2,13.067,0.017043577738200737,0.003060240963855422,0.02999226006191951,0.0539641287475282,0.0028312896248687968,0.0081053474065555,0.0033171501171871164,0.03681030578604361,0.00470843373493976,0.0887440758293839,0.3603932468658502,0.004805965935986995,0.022548805215591848,0.006412396047622203
1705727970,5.991119999999999,1.4529460561789975,0.08975000000000002,0.191452103298311,4.923961350520707,25.244634464751957,0.3311208948485564,0.0796600122785105,7.205746771938484,1.3609194178203774,0,0.3189681586683781,3.1828533333333233,0.6440931658966604,0.7309395617938212,221298688,69570560,4878336,430559232,101445632,2723840,315609088,36405248,2981888,243200000,93208576,4644864,2871296,293625856,5529600,34770944,,1670603.9587989952,0,822433.184865739,101060.94251171971,0,,773163.5156484352,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.867,24.467,0.933,1.067,1.2,13.4,0.016233880078645884,0.003047337278106509,0.02931415929203541,0.051063535784170215,0.002829832643023239,0.008095228981856602,0.0032993869172115607,0.02480383146961271,0.004685207100591717,0.0858928571428572,0.3820885996284063,0.004803528971852064,0.022271058934715295,0.0062220932153299055
1705727971,5.991119999999999,1.4529460561789975,0.08975000000000002,0.191452103298311,4.923961350520707,4.339550000000022,0.337880774906506,0.0796600122785105,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.6107444269561437,0.6568460970803267,0.7128705909131314,221298688,69570560,4878336,430559232,101445632,2723840,315609088,36405248,2981888,243200000,93208576,4644864,2871296,293625856,5529600,34770944,,1670603.9587989952,0,839223.2750468875,47364.92151137579,0,,754050.7602573076,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.867,24.467,0.933,1.067,1.2,13.4,0.016161070382828213,0.003047337278106509,0.02931415929203541,0.05006008540534572,0.0028284269695317637,0.008085520202837492,0.0033010224982562134,0.024736283997267912,0.004685207100591717,0.0858928571428572,0.3560601223076358,0.004801177826644184,0.022002951581568793,0.0062408890239368815
1705727972,5.991119999999999,1.4529460561789975,0.08975000000000002,0.191452103298311,4.923961350520707,5.12458205194846,0.34464065496445545,0.0796600122785105,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.5405158370352825,0.7651758710199805,1.0084253311058677,221298688,69570560,4878336,430559232,101445632,2723840,317685760,36405248,2981888,243200000,93208576,4644864,2871296,293625856,5529600,34971648,,1670603.9587989952,0,856013.3652280357,47364.92151137579,0,,1220412.310765892,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.867,24.467,0.933,1.067,1.2,13.4,0.01606723170956603,0.003047337278106509,0.02931415929203541,0.04973981398459267,0.002827069941015947,0.008076196686243433,0.0033028015258872254,0.024630645393653394,0.004685207100591717,0.0858928571428572,0.32270603315253915,0.00479890804556681,0.021743989949193323,0.0062488668123270785
1705727973,5.991119999999999,1.4529460561789975,0.08975000000000002,0.191452103298311,4.923961350520707,5.2493375611616075,0.40113677950594717,0.0796600122785105,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.470287247114421,0.7651758710199805,0.9783542602779995,221298688,69570560,4878336,430559232,101445632,2723840,317685760,36454400,2981888,243200000,93208576,4644864,2871296,293625856,5529600,34971648,,1670603.9587989952,0,805709.0576395241,47364.92151137579,0,,1126645.1098139673,14,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,24.467,0.933,1.067,1.2,14.467,0.015969238049778015,0.0030346820809248553,0.02931415929203541,0.04941457777447083,0.0028113279754257135,0.008067235946317445,0.003309208095960376,0.024517290188675343,0.00466242774566474,0.0858928571428572,0.2810826618320381,0.004770739497131149,0.0214937139150483,0.0063099458415258715
1705727974,8.58562522506302,0.8446615918298434,0.08975000000000002,0.191452103298311,4.923961350520707,5.374093070374755,0.40113677950594717,0.07834453626565197,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.40005865719356,0.7651758710199805,0.9783542602779995,201097216,69570560,4878336,430559232,101445632,2723840,317685760,36454400,3055616,243200000,93208576,4644864,2871296,293625856,5529600,34971648,,1445714.3895402371,0,805709.0576395241,47364.92151137579,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,23.933,0.933,1.067,1.133,14.467,0.0158778116691513,0.0030346820809248553,0.02851002865329514,0.04896030698682551,0.0027795014367366184,0.008068431175038639,0.0033080800605900604,0.024419569723893805,0.00466242774566474,0.08239130434782618,0.24204697068591505,0.004716306041186939,0.02165015811416878,0.0062940209301142434
1705727975,8.58562522506302,0.6620899999999988,0.08975000000000002,0.191452103298311,4.923961350520707,5.498848579587904,0.40113677950594717,0.06274011983009695,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.3298300672726997,0.7651758710199805,0.9783542602779995,201097216,69570560,4878336,430559232,101445632,2723840,317685760,36454400,3055616,243200000,93208576,4644864,2871296,293625856,5529600,34971648,,1133226.6666666667,0,805709.0576395241,47364.92151137579,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,23.933,0.933,1.067,1.133,14.467,0.015806629420162147,0.0030346820809248553,0.02851002865329514,0.048522632218733944,0.002757492816423517,0.008059173569340978,0.0033042836041358935,0.024371743884517162,0.00466242774566474,0.08239130434782618,0.22630424648245476,0.004682162948303936,0.021410769943447146,0.0062376237623762406
1705727976,8.58562522506302,0.6620899999999988,0.08975000000000002,0.191452103298311,3.0700100000000017,5.623604088801051,0.40113677950594717,0.06398480706840887,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.259601477351838,0.7651758710199805,0.9783542602779995,201097216,69570560,4878336,430559232,101445632,2723840,317685760,36454400,3055616,243200000,93208576,4644864,2871296,293625856,5529600,34971648,,1133226.6666666667,0,805709.0576395241,47364.92151137579,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,23.933,0.933,1.2,1.133,14.467,0.01575279905217792,0.0030346820809248553,0.02851002865329514,0.048100660323490474,0.00277771604766799,0.008050123500268892,0.0033042836041358935,0.024367945968827427,0.00466242774566474,0.08239130434782618,0.21114360522083167,0.00468253086395257,0.021175145471411697,0.0062376237623762406
1705727977,8.58562522506302,1.1846936023131185,0.16683804627249357,0.15347367450212254,3.6474404388078043,5.748359598014198,0.40113677950594717,0.07468123429871544,1.517790754820619,0.8933384832098903,0,0.3189681586683781,3.2675897109003045,0.7651758710199805,0.9783542602779995,201097216,69640192,4980736,430559232,101445632,2723840,317685760,36454400,3055616,243200000,93208576,4644864,2871296,293818368,5529600,34971648,,1488989.3345824266,0,805709.0576395241,47364.92151137579,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,23.933,0.933,1.2,1.133,14.467,0.01569834531213274,0.0030346820809248553,0.02851002865329514,0.047693561113510696,0.002771328584435472,0.008019315541718672,0.0033042836041358935,0.02436410407211696,0.00466242774566474,0.08239130434782618,0.19659230374341732,0.004681618369205067,0.020285158357892998,0.0062376237623762406
1705727978,8.58562522506302,1.2107341151760211,0.16683804627249357,0.18502693437806128,3.574935361107176,5.873115107227346,0.40113677950594717,0.07468123429871544,1.253739432378847,0.8933384832098903,0,0.3098088486045052,3.267589710900304,0.7651758710199805,0.9783542602779995,201097216,69640192,4980736,430559232,101445632,2723840,317685760,36454400,3055616,243200000,93208576,4644864,2871296,293818368,5529600,34971648,,1521718.5110076324,0,805709.0576395241,39124.80664527382,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,23.933,0.933,1.2,1.133,14.467,0.015643257308706627,0.0030346820809248553,0.02851002865329514,0.04730056190881046,0.0027649042966610598,0.00798967706049423,0.0033042836041358935,0.02436021742596604,0.00466242774566474,0.08239130434782618,0.18518642248636724,0.004680700613808723,0.01942342944055863,0.0062376237623762406
1705727979,8.58562522506302,1.2367746280389242,0.16683804627249357,0.15874806878214484,4.64503836426765,5.997870616440493,0.40113677950594717,0.07468123429871544,1.4405920129918064,0.8933384832098903,0,0.3098088486045052,3.267589710900304,0.7651758710199805,0.9783542602779995,201097216,69640192,4980736,430559232,108711936,2723840,317685760,36454400,3055616,242876416,93208576,4644864,2871296,293818368,5529600,34971648,,1554447.6874328386,0,805709.0576395241,60470.95297851922,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.134,3.6,23.933,0.933,1.2,1.133,14.467,0.015617563056953415,0.0030346820809248553,0.02851002865329514,0.0469209426422878,0.002758442864976871,0.007972183338358382,0.0033042836041358935,0.024357367332668047,0.00466242774566474,0.08239130434782618,0.1775784722861713,0.004679777552139553,0.018839135580666782,0.0062376237623762406
1705727980,8.58562522506302,1.262815140901827,0.16683804627249357,0.18763992645860916,4.64503836426765,6.122626125653641,0.40113677950594717,0.07468123429871544,1.4405920129918064,0.8933384832098903,0,0.3214845080013622,3.267589710900304,0.7651758710199805,0.9783542602779995,201097216,69640192,4980736,430559232,108711936,2723840,317685760,36454400,3055616,242876416,93208576,4644864,2871296,293818368,5529600,34971648,,1587176.8638580444,0,805709.0576395241,60470.95297851922,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.934,3.6,23.933,1.733,2,1.933,16.867,0.015595045799043368,0.0030346820809248553,0.02851002865329514,0.04354386003284641,0.0026209320899699628,0.007568509885996776,0.003254545454545455,0.02441411760715352,0.00466242774566474,0.08239130434782618,0.14363636363636362,0.004524186417993993,0.009815379871281163,0.005571428571428574
1705727981,8.58562522506302,1.5624307717741714,0.16683804627249357,0.18763992645860916,4.64503836426765,6.247381634866788,0.40113677950594717,0.07468123429871544,1.4405920129918064,0.8933384832098903,0.00011718750000000632,0.3214845080013622,3.267589710900304,0.7651758710199805,0.9783542602779995,201097216,69640192,4980736,430559232,108711936,2723840,317685760,36454400,3055616,242876416,93208576,4644864,2871296,293818368,5529600,34971648,,1963750.5855123578,0,805709.0576395241,60470.95297851922,0,,1126645.1098139673,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,8.934,3.6,23.933,1.733,2,1.933,16.867,0.01558536884004027,0.0030346820809248553,0.02851002865329514,0.04339622641509434,0.002612942193416784,0.0075392340416179605,0.003254545454545455,0.02441351478019923,0.00466242774566474,0.08239130434782618,0.14363636363636362,0.004522588438683357,0.00976449959684232,0.005571428571428574
1705727982,8.58562522506302,1.5624307717741714,0.16683804627249357,0.18763992645860916,4.64503836426765,7.4853305527888505,0.40113677950594717,0.07468123429871544,1.4405920129918064,0.8933384832098903,0.00011718750000000632,0.3214845080013622,3.267589710900304,0.7651758710199805,1.0143977983658683,201097216,69640192,4980736,430559232,108711936,2723840,317685760,36454400,3055616,242876416,93208576,4644864,2871296,293818368,5529600,34979840,,1963750.5855123578,0,805709.0576395241,60470.95297851922,0,,1134238.1457044205,10,6,5,4,9,0,19,7,4,3,11,1,3,6,10,5,10.133,3.6,23.933,1.733,2,1.933,16.867,0.015882811332573424,0.0030346820809248553,0.02851002865329514,0.04339622641509434,0.002604898449249509,0.0075105158300941164,0.003254545454545455,0.02427206635935962,0.00466242774566474,0.08239130434782618,0.14363636363636362,0.0045209796898499025,0.009714588466532335,0.005571428571428574
