time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705611044,1.0578950000001444,12.791741904417902,0.17586467448265558,0.20738157234658014,4.245069837592042,1.0499388994377534,0.37481262841104124,0.07860862875068077,0.3111136552276794,0.7709126614298416,0.00013096688151183889,0.2662688579188458,0.2725839947653979,1.039327533965392,1.1575014766685903,216748032,127877120,6299648,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8720384,100745216,2919022.511135187,0,592644.0373875047,23446.578322218724,0,24360.16890351486,2177436.503248671,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4,23.667,2.4,2.533,2.333,19.667,0,0,0,0,,0.0375,0.003056179775280899,0.036979166666666674,0.03885542168674699,0.0022941176470588232,0.003,0.004841491841491841,0.09335227272727274,0.004701123595505618,0.09130990415335462,0.04993975903614458,0.004458823529411765,0.0046,0.009017994858611825
1705611045,1.0578950000001444,12.791741904417902,0.17586467448265558,0.20738157234658014,4.245069837592042,1.114740305404888,0.37481262841104124,0.07860862875068077,0.3111136552276794,0.7709126614298416,0.00012815094959481508,0.2662688579188458,0.2725839947653979,1.0914023241205875,1.1575014766685903,216748032,127877120,6299648,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8720384,100745216,2919022.511135187,0,592644.0373875047,23446.578322218724,0,24360.16890351486,2177436.503248671,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.003056179775280899,0.036979166666666674,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004701123595505618,0.09130990415335462,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611046,1.0578950000001444,12.791741904417902,0.18282218282042773,0.20738157234658014,4.245069837592042,1.114740305404888,0.37481262841104124,0.07860862875068077,0.3111136552276794,0.7709126614298416,0.0001253350176777913,0.2662688579188458,0.2725839947653979,1.0914023241205875,1.1575014766685903,216748032,127877120,6311936,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8720384,100745216,2919022.511135187,0,592644.0373875047,23446.578322218724,0,24360.16890351486,2177436.503248671,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.003056179775280899,0.036979166666666674,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004701123595505618,0.09130990415335462,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611047,1.4654159132008657,12.791741904417902,0.18282218282042773,0.20738157234658008,4.245069837592042,1.114740305404888,0.37481262841104124,0.07860862875068077,0.3111136552276794,0.6523848397350036,0.00012251908576076754,0.2662688579188458,0.2725839947653979,1.0914023241205875,1.1575014766685903,216752128,127877120,6311936,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8720384,100745216,2919022.511135187,0,592644.0373875047,23446.578322218724,0,24360.16890351486,2177436.503248671,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4.133,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.0030558659217877096,0.036979166666666674,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004700558659217878,0.09130990415335462,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611048,1.4654159132008657,12.791741904417902,0.18282218282042773,0.1758555409304376,4.245069837592042,1.114740305404888,0.37481262841104124,0.07860862875068077,0.3111136552276794,0.6395362953778395,0.00011970315384374372,0.2662688579188458,0.2725839947653979,1.0599726391180186,1.1575014766685903,216752128,127877120,6311936,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8736768,100745216,2919022.511135187,0,592644.0373875047,23446.578322218724,0,24360.16890351486,2177436.503248671,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4.133,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004700558659217878,0.09011326860841425,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611049,1.4654159132008657,11.64928024657897,0.18277015309914665,0.17239918139132795,4.245069837592042,1.114740305404888,0.3099840991694966,0.07860862875068077,0.3111136552276794,0.7721554578968118,0.00011688722192671994,0.2662688579188458,0.2725839947653979,1.0599726391180186,1.0174344473941508,216752128,127905792,6311936,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8736768,100745216,2427855.304159328,0,490138.84307086846,23446.578322218724,0,24360.16890351486,2321825.9270644123,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4.133,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004700558659217878,0.09011326860841425,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611050,1.4654159132008657,7.2549631687281995,0.18277015309914665,0.16894282185221826,4.245069837592042,1.114740305404888,0.3037372220293125,0.07860862875068077,0.3111136552276794,0.7721554578968118,0.00011407129000969612,0.2662688579188458,0.2725839947653979,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,100765696,331468800,64794624,4829184,267444224,98451456,4575232,2879488,307040256,8736768,100798464,952620.226336795,0,480261.4424477433,23446.578322218724,0,24360.16890351486,2126230.9444541796,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4.133,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004700558659217878,0.09011326860841425,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611051,1.4654159132008657,7.431638780885595,0.18277015309914665,0.20170608356242337,4.245069837592042,1.114740305404888,0.2974903448891285,0.08139350280804425,0.3111136552276794,0.7721554578968118,0,0.2662688579188458,0.2725839947653979,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,100765696,331468800,64794624,4825088,267444224,98451456,4575232,2879488,307040256,8736768,100798464,975818.795058278,0,470384.04182461835,23446.578322218724,0,24360.16890351486,2126230.9444541796,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4.133,23.667,2.4,2.533,2.333,19.2,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03885542168674699,0.0022941176470588232,0.003,0.004818181818181819,0.09335227272727274,0.004700558659217878,0.09011326860841425,0.04993975903614458,0.004458823529411765,0.0046,0.009
1705611052,1.4654159132008657,7.608314393042989,0.18277015309914665,0.20170608356242337,4.245069837592042,1.114740305404888,0.29124346774894455,0.08139350280804425,0.3111136552276794,0.7721554578968118,0,0.2662688579188458,0.2725839947653979,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,100765696,331468800,64794624,4825088,267444224,98451456,4575232,2879488,307040256,8736768,100798464,999017.363779761,0,460506.64120149333,23446.578322218724,0,24360.16890351486,2126230.9444541796,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.667,4.133,23.667,2.4,2.267,2.333,19.2,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03885542168674699,0.0022647058823529412,0.003,0.004818181818181819,0.09335227272727274,0.004700558659217878,0.09011326860841425,0.04993975903614458,0.004452941176470588,0.0046,0.009
1705611053,1.4654159132008657,7.784990005200383,0.18277015309914665,0.20170608356242337,3.3370022458788147,1.114740305404888,0.2849965906087605,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.2662688579188458,0.2725839947653979,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,100765696,331468800,64794624,4825088,267444224,98451456,4575232,2879488,307040256,8736768,100798464,1022215.932501244,0,450629.2405783681,16152.056469103672,0,24360.16890351486,2126230.9444541796,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.067,4.133,23.667,1.8,1.667,1.733,17.4,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03855421686746988,0.0022424242424242424,0.003,0.004782312925170068,0.09346590909090911,0.004700558659217878,0.09011326860841425,0.04939759036144578,0.004448484848484849,0.0046,0.008979434447300772
1705611054,1.4654159132008657,7.961665617357777,0.18277015309914665,0.20170608356242337,2.8057900000000298,1.114740305404888,0.27874971346857647,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.27388375728294234,0.2725839947653979,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,100765696,331468800,64794624,4825088,267444224,98451456,4575232,2879488,307040256,8736768,100798464,1045414.5012227268,0,440751.83995524305,16152.056469103672,0,34923.973284069914,2126230.9444541796,14,10,7,4,8,21,6,5,3,11,1,3,6,17,8,7.067,4.133,23.667,1.8,1.667,1.733,17.4,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03855421686746988,0.0022424242424242424,0.003,0.004782312925170068,0.09346590909090911,0.004700558659217878,0.09011326860841425,0.04939759036144578,0.004448484848484849,0.0046,0.008979434447300772
1705611055,1.4654159132008657,8.138341229515172,0.18277015309914665,0.20170608356242337,3.35798149190075,1.0727994165349923,0.27250283632839245,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.27388375728294234,0.22084641679228056,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64794624,4825088,267444224,98451456,4575232,2879488,307040256,8736768,100798464,1068613.06994421,0,430874.43933211797,16152.056469103672,0,34923.973284069914,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.067,4.133,23.667,1.8,1.667,1.733,17.4,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03855421686746988,0.0022424242424242424,0.003,0.004782312925170068,0.09346590909090911,0.004700558659217878,0.09011326860841425,0.04939759036144578,0.004448484848484849,0.0046,0.008979434447300772
1705611056,1.4654159132008657,8.315016841672566,0.18277015309914665,0.20170608356242337,3.4250224592265988,1.0727994165349923,0.2812880814055707,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.2696695464362976,0.21630335021285726,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64794624,4825088,267444224,98451456,4575232,2883584,307040256,8736768,100798464,1091811.6386656929,0,421502.24134146876,16152.056469103672,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.067,4.133,23.667,1.8,1.667,1.733,17.4,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03855421686746988,0.0022424242424242424,0.003,0.004782312925170068,0.09346590909090911,0.004700558659217878,0.09011326860841425,0.04939759036144578,0.004448484848484849,0.0046,0.008979434447300772
1705611057,1.4654159132008657,8.49169245382996,0.18277015309914665,0.20170608356242337,4.022458039550895,1.0727994165349923,0.27508869009995024,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.2696695464362976,0.21176028363343397,1.0599726391180186,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64794624,4825088,267444224,98451456,4575232,2883584,307040256,8736768,100798464,1115010.2073871756,0,412212.628652532,16152.056469103672,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.067,4.133,23.667,1.8,1.667,1.733,17.4,0,0,0,0,,0.0375,0.0030558659217877096,0.03626093294460641,0.03855421686746988,0.0022424242424242424,0.003,0.004782312925170068,0.09346590909090911,0.004700558659217878,0.09011326860841425,0.04939759036144578,0.004448484848484849,0.0046,0.008979434447300772
1705611058,1.4654159132008657,8.668368065987355,0.18277015309914665,0.20170608356242337,4.022458039550895,1.1440099146240763,0.26888929879432977,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.2696695464362976,0.2072172170540107,1.088292407412403,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64794624,4825088,267444224,98451456,4575232,2883584,307040256,8736768,100798464,1138208.7761086586,0,402923.01596359536,16152.056469103672,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.267,4.133,23.667,1.8,1.667,1.6,17.4,0,0,0,0,,0.0369186046511628,0.0030558659217877096,0.03626093294460641,0.03855421686746988,0.0022424242424242424,0.003,0.004782312925170068,0.09365168539325845,0.004700558659217878,0.09011326860841425,0.04939759036144578,0.004448484848484849,0.0046,0.008979434447300772
1705611059,1.4654159132008657,8.84504367814475,0.18277015309914665,0.20170608356242342,4.022458039550895,1.1440099146240763,0.2626899074887093,0.08139350280804425,0.29725738396624035,0.7721554578968118,0,0.2696695464362976,0.2638120660235325,1.026570804663968,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64794624,4825088,267444224,98451456,4575232,2883584,307044352,8720384,100798464,1161407.3448301416,0,393633.40327465866,16152.056469103672,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.333,3.8,24.067,1.733,1.667,1.6,17.533,0,0,0,0,,0.0353483606557377,0.0030578034682080925,0.03496428571428571,0.03824404761904762,0.0022424242424242424,0.003,0.004668903803131992,0.091,0.004704046242774567,0.08812714776632302,0.04883928571428571,0.004448484848484848,0.0046,0.00893243243243243
1705611060,1.4654159132008655,10.60053672944366,0.18277015309914665,0.20170608356242342,4.022458039550895,1.1440099146240763,0.39313926161777213,0.08649505742529902,0.29725738396624035,0.7721554578968118,0,0.2696695464362976,0.27264776348535724,1.026570804663968,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64892928,4825088,267444224,98451456,4575232,2883584,307044352,8720384,100798464,1391914.1232889765,0,846152.6798574785,16152.056469103672,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.333,3.8,24.067,1.733,1.667,1.6,16.867,0,0,0,0,,0.0353483606557377,0.0030578034682080925,0.03496428571428571,0.03824404761904762,0.0022424242424242424,0.003,0.0045584415584415585,0.091,0.004704046242774567,0.08812714776632302,0.04883928571428571,0.004448484848484848,0.0046,0.008879888268156427
1705611061,1.4654159132008655,10.60053672944366,0.18277015309914665,0.20170608356242342,4.022458039550895,1.1440099146240763,0.39313926161777213,0.08649505742529902,0.29725738396624024,0.614195712047133,0,0.2696695464362976,0.27264776348535724,1.026570804663968,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64892928,4825088,267444224,98451456,4575232,2883584,307044352,8720384,100798464,1391914.1232889765,0,846152.6798574785,16152.056469103669,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.333,3.8,24.067,1.733,1.667,1.6,16.867,0,0,0,0,,0.0353483606557377,0.0030578034682080925,0.03496428571428571,0.03824404761904762,0.0022424242424242424,0.003,0.0045584415584415585,0.091,0.004704046242774567,0.08812714776632302,0.04883928571428571,0.004448484848484848,0.0046,0.008879888268156427
1705611062,1.400355093370547,10.60053672944366,0.18277015309914665,0.20170608356242342,4.022458039550895,1.1440099146240763,0.39313926161777213,0.08649505742529902,0.29725738396624024,0.627018637979649,0,0.2696695464362976,0.27264776348535724,1.026570804663968,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64892928,4825088,267444224,98451456,4575232,2883584,307044352,8720384,100798464,1391914.1232889765,0,846152.6798574785,16152.056469103669,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.333,3.933,24.067,1.733,1.667,1.6,16.867,0,0,0,0,,0.0353483606557377,0.003059171597633136,0.03496428571428571,0.03824404761904762,0.0022424242424242424,0.003,0.0045584415584415585,0.091,0.004706508875739645,0.08812714776632302,0.04883928571428571,0.004448484848484848,0.0046,0.008879888268156427
1705611063,1.400355093370547,10.60053672944366,0.18277015309914665,0.19943929207303016,4.022458039550895,1.1440099146240763,0.39313926161777213,0.08649505742529902,0.3088201744920942,0.639841563912165,0,0.2696695464362976,0.27264776348535724,1.026570804663968,1.1545120028035931,216752128,127905792,6311936,432451584,104382464,331485184,64892928,4825088,267444224,98451456,4575232,2883584,307044352,8720384,100798464,1391914.1232889765,0,846152.6798574785,25255.109905354995,0,26539.956803455727,2126230.9444541796,14,10,7,4,9,16,6,5,3,11,1,3,6,17,8,7.333,3.933,25.6,1.733,1.667,1.6,16.867,0,0,0,0,,0.0353483606557377,0.003059171597633136,0.034106648199445984,0.03824404761904762,0.0022424242424242424,0.003,0.0045584415584415585,0.091,0.004706508875739645,0.0858480565371025,0.04883928571428571,0.004448484848484848,0.0046,0.008879888268156427
