time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705661914,12.23274750227066,2.6081681808578034,0.198533207932283,0.1907082178920605,4.889208442397528,0.9656156089235359,0.3841253631082055,0.10171623494297036,0.46523553008595964,0.8511036534735736,0.00015483412442571402,0.3284445905951974,0.43708627125674004,1.1326627663235624,0.8640995551330821,409944064,76214272,6094848,430698496,110383104,329191424,39301120,4407296,265768960,96030720,4718592,3006464,302759936,7675904,40640512,,1817367.420240862,0,873783.5875090777,75112.89398280802,0,31082.892773126252,1230895.8348723517,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.733,3.6,23.667,2.667,2.667,2.8,20.733,0,0,0,0,0,0.020289256198347105,0.0031366459627329194,0.031782334384858044,0.03762626262626263,0.002849462365591398,0.0032444444444444443,0.005914760914760914,0.04454022988505746,0.0048459627329192545,0.08325423728813561,0.047727272727272736,0.00456989247311828,0.0055,0.009457380457380458
1705661915,12.23274750227066,2.6081681808578034,0.19210608512933997,0.1907082178920605,4.889208442397528,1.9624212768946034,0.3841253631082055,0.10171623494297036,0.46523553008595964,0.9023788359788341,0.00015483412442571402,0.3284445905951974,0.43708627125674004,1.1326627663235624,0.846137894803551,409944064,76214272,6094848,430698496,110383104,329416704,39301120,4407296,265768960,96034816,4718592,3006464,302759936,7675904,40640512,,1817367.420240862,0,873783.5875090777,75112.89398280802,0,31082.892773126252,1205309.7403585007,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.733,3.6,23.667,2.667,2.667,2.8,20.733,0,0,0,0,0,0.020289256198347105,0.0031366459627329194,0.031782334384858044,0.03762626262626263,0.002849462365591398,0.0032444444444444443,0.005914760914760914,0.04454022988505746,0.0048459627329192545,0.08325423728813561,0.047727272727272736,0.00456989247311828,0.0055,0.009457380457380458
1705661916,12.23274750227066,2.6081681808578034,0.19210608512933997,0.1907082178920605,4.889208442397528,1.9624212768946034,0.3841253631082055,0.10171623494297036,0.46523553008595964,0.9023788359788341,0.00015483412442571402,0.3284445905951974,0.43708627125674004,1.0449054443690589,0.8281762344740198,409944064,76214272,6094848,430698496,110383104,329416704,39301120,4407296,265768960,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,873783.5875090777,75112.89398280802,0,31082.892773126252,1179723.6458446493,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.733,3.6,23.667,2.667,2.667,2.8,20.733,0,0,0,0,0,0.020289256198347105,0.0031366459627329194,0.031782334384858044,0.03762626262626263,0.002849462365591398,0.0032444444444444443,0.005914760914760914,0.04454022988505746,0.0048459627329192545,0.08325423728813561,0.047727272727272736,0.00456989247311828,0.0055,0.009457380457380458
1705661917,12.23274750227066,2.6081681808578034,0.19162845984038016,0.1907082178920605,4.889208442397528,1.9624212768946034,0.37739868152854533,0.10171623494297036,0.46523553008595964,0.9023788359788341,0.00015483412442571402,0.2848262366180702,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,110383104,329416704,39309312,4407296,265768960,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,797282.2593973228,75112.89398280802,0,26954.998271486267,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.733,3.6,23.667,2.667,2.667,2.8,20.733,0,0,0,0,0,0.020289256198347105,0.0031366459627329194,0.031782334384858044,0.03762626262626263,0.002849462365591398,0.0032444444444444443,0.005914760914760914,0.04454022988505746,0.0048459627329192545,0.08325423728813561,0.047727272727272736,0.00456989247311828,0.0055,0.009457380457380458
1705661918,12.23274750227066,2.6081681808578034,0.19162845984038016,0.1907082178920605,4.071753162530505,1.9624212768946034,0.37739868152854533,0.10171623494297036,0.46523553008595964,0.9023788359788341,0.00015483412442571402,0.2793521601081502,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,110383104,329416704,39309312,4407296,265768960,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,797282.2593973228,75112.89398280802,0,26436.950058600825,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.733,3.6,23.667,2.667,2.667,2.8,20.733,0,0,0,0,0,0.020289256198347105,0.0031366459627329194,0.031782334384858044,0.03762626262626263,0.002849462365591398,0.0032444444444444443,0.005914760914760914,0.04454022988505746,0.0048459627329192545,0.08325423728813561,0.047727272727272736,0.00456989247311828,0.0055,0.009457380457380458
1705661919,12.23274750227066,2.6081681808578034,0.19162845984038016,0.1907082178920605,3.9902663551572135,1.9624212768946034,0.37739868152854533,0.10171623494297036,0.46523553008595964,0.9023788359788341,0.00015483412442571402,0.2738780835982303,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,110383104,329416704,39309312,4407296,265768960,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,797282.2593973228,75112.89398280802,0,25918.90184571539,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,8.467,4.267,24.8,2.333,2.333,2.8,20.533,0,0,0,0,0,0.019776264591439684,0.00308235294117647,0.03162202380952381,0.0375,0.0028279569892473116,0.0032444444444444443,0.005769230769230769,0.042406249999999986,0.004748235294117647,0.08217241379310346,0.0475,0.004565591397849462,0.0055,0.009435897435897435
1705661920,12.23274750227066,2.6081681808578034,0.19162845984038016,0.19396130994482863,4.876070320995601,1.9624212768946034,0.37739868152854533,0.10171623494297036,0.46523553008595964,0.9023788359788341,0.00015483412442571402,0.2684040070883103,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4407296,265768960,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,797282.2593973228,75112.89398280802,0,25400.85363282995,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,8.467,4.267,24.8,2.333,2.333,2.8,20.533,0,0,0,0,0,0.019776264591439684,0.00308235294117647,0.03162202380952381,0.0375,0.0028279569892473116,0.0032444444444444443,0.005769230769230769,0.042406249999999986,0.004748235294117647,0.08217241379310346,0.0475,0.004565591397849462,0.0055,0.009435897435897435
1705661921,12.23274750227066,2.6081681808578034,0.19162845984038016,0.19396130994482863,4.876070320995601,1.9624212768946034,0.37739868152854533,0.10171623494297036,0.5120790829381429,0.9023788359788341,0.00015483412442571402,0.26292993057839037,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4407296,265437184,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,797282.2593973228,55897.10347651053,0,24882.805419944514,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,8.467,4.267,24.8,2.333,2.333,2.8,20.533,0,0,0,0,0,0.019776264591439684,0.00308235294117647,0.03162202380952381,0.0375,0.0028279569892473116,0.0032444444444444443,0.005769230769230769,0.042406249999999986,0.004748235294117647,0.08217241379310346,0.0475,0.004565591397849462,0.0055,0.009435897435897435
1705661922,12.23274750227066,2.6081681808578034,0.19162845984038016,0.19396130994482863,4.876070320995601,1.9624212768946034,0.37739868152854533,0.10171623494297036,0.4040283013438341,0.9023788359788341,0.00010972999226493236,0.25745585406847044,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4407296,265437184,96034816,4718592,3006464,302759936,7663616,40640512,,1817367.420240862,0,797282.2593973228,33062.78657838125,0,24364.75720705908,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,8.467,4.267,25.8,2.333,2.333,2.8,19.867,0,0,0,0,0,0.019776264591439684,0.00308235294117647,0.03183701657458564,0.0375,0.0028279569892473116,0.0032444444444444443,0.005604026845637584,0.042406249999999986,0.004748235294117647,0.08159863945578232,0.0475,0.004565591397849462,0.0055,0.009398210290827741
1705661923,12.23274750227066,2.6804940992257946,0.19162845984038016,0.19396130994482863,4.8760703209956,1.9624212768946034,0.324861725134927,0.0990048834423662,0.4124187547844509,0.9023788359788341,0.00010972999226493236,0.3216731929991558,0.43708627125674004,1.0449054443690589,0.4312333333333385,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40640512,,1959694.9575202249,0,743548.0414632056,33749.40127957981,0,0,546133.3333333333,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.933,4.267,25.8,1.8,1.8,2.267,18.267,0,0,0,0,0,0.01985714285714286,0.00308235294117647,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0031363636363636364,0.005437062937062937,0.042804878048780484,0.004748235294117647,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.004845454545454546,0.009292540792540795
1705661924,12.23274750227066,2.6804940992257946,0.19162845984038016,0.20371049015116843,4.8760703209956,1.9624212768946034,0.37713955281418693,0.0990048834423662,0.4208092082250678,0.9023788359788341,0.00010972999226493236,0.3216731929991558,0.43708627125674004,1.0449054443690589,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1959694.9575202249,0,863202.2616294012,34436.01598077837,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.933,4.267,25.8,1.8,1.8,2.267,18.267,0,0,0,0,0,0.01985714285714286,0.00308235294117647,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0031363636363636364,0.005437062937062937,0.042804878048780484,0.004748235294117647,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.004845454545454546,0.009292540792540795
1705661925,12.23274750227066,2.6804940992257946,0.19162845984038016,0.20371049015116843,4.8760703209956,1.9624212768946034,0.37713955281418693,0.0990048834423662,0.4291996616656846,0.9023788359788341,0.00010972999226493236,0.3216731929991558,0.41687233102635174,1.0449054443690589,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1959694.9575202249,0,863202.2616294012,35122.63068197692,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,7.933,4.267,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.01985714285714286,0.00308235294117647,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.042804878048780484,0.004748235294117647,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661926,12.23274750227066,2.6804940992257946,0.19162845984038016,0.20371049015116843,4.8760703209956,1.9624212768946034,0.37713955281418693,0.0990048834423662,0.5034272064370077,0.9023788359788341,0.00010972999226493236,0.3216731929991558,0.41687233102635174,1.0449054443690589,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1959694.9575202249,0,863202.2616294012,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661927,12.23274750227066,2.6804940992257946,0.19162845984038016,0.20371049015116843,4.8760703209956,1.9624212768946034,0.37713955281418693,0.0990048834423662,0.5034272064370077,0.9023788359788341,0.00013641039402477426,0.3216731929991558,0.41687233102635174,1.0449054443690589,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1959694.9575202249,0,863202.2616294012,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661928,12.23274750227066,2.6804940992257946,0.19162845984038016,0.2037104901511685,4.8760703209956,1.9624212768946034,0.37713955281418693,0.0990048834423662,0.5034272064370077,0.6661417804971015,0.00013641039402477426,0.3216731929991558,0.41687233102635174,1.0449054443690589,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329416704,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1959694.9575202249,0,863202.2616294012,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661929,12.23274750227066,2.6804940992257946,0.19162845984038016,0.2037104901511685,4.8760703209956,1.7703048007883864,0.37713955281418693,0.09383504650024463,0.5034272064370077,0.6825278228678269,0.00013641039402477426,0.3216731929991558,0.41687233102635174,0.8325365082916742,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329035776,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1959694.9575202249,0,863202.2616294012,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661930,7.460954999999993,2.1751204429930118,0.18382577687213525,0.2037104901511685,4.8760703209956,1.7703048007883864,0.37713955281418693,0.09383504650024463,0.5034272064370077,0.6989138652385523,0.00013641039402477426,0.3216731929991558,0.41687233102635174,0.8495035896901828,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329035776,39309312,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1590218.9694667556,0,863202.2616294012,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661931,7.460954999999993,2.1304455413392485,0.18382577687213525,0.20183092956351203,4.6646734206407805,1.7703048007883864,0.37679499336241246,0.09383504650024463,0.5034272064370077,0.7152999076092778,0.00013641039402477426,0.3216731929991558,0.3460787243778474,0.7179874999999926,1.1214039949197585,409944064,76214272,6103040,430698496,98611200,329035776,39321600,4411392,265437184,96034816,4718592,2883584,302759936,7663616,40910848,,1557557.3868414185,0,838930.4001517163,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
1705661932,8.848627151827941,2.085770639685485,0.18382577687213525,0.20183092956351203,4.586700161939939,1.9351130684348536,0.37679499336241246,0.09383504650024463,0.5034272064370077,0.7316859499800034,0.00013641039402477426,0.3216731929991558,0.3391308521940749,1.053667755065525,1.1214039949197585,409944064,76214272,6103040,430698496,99389440,329035776,39321600,4411392,265437184,96034816,4718592,2883584,302759936,7688192,40910848,,1524895.8042160815,0,838930.4001517163,41196.882071913504,0,0,1617402.147558019,29,8,6,4,10,13,5,4,3,11,1,3,6,15,8,9.4,4.667,25.8,1.8,1.8,1.733,18.267,0,0,0,0,0,0.019382352941176472,0.0030790960451977404,0.03183701657458564,0.03777472527472527,0.002813953488372093,0.0030930232558139537,0.005437062937062937,0.04137195121951219,0.004742372881355933,0.08159863945578232,0.04799450549450549,0.004562790697674418,0.0047674418604651166,0.009292540792540795
