time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705495407,0.6745699342561023,2.359986650309253,0.4858552183970611,31.637984964054056,0.2970097660838213,7.962561985839808,0.625373973681215,3.795423557205499,2.842336591528685,0.29692984293193975,0.20245321605447758,109514752,43601920,11710464,45072384,43569152,16932864,39743488,10838016,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,23.2,0.8,82.8,0.867,12.733,12.867,0.867,129.867,16.333,6.333,0,0,0,0.003,0.0031692015209125474,0.11607142857142859,0.0037942293090356873,0.003113207547169812,0.047293187347931885,0.0034583333333333337,0.0020238322211630125,0.007493654822335026,0.002957186544342508,0.0046095952023988,0.004904562737642585,0.22321428571428573,0.04562211981566826,0.004803773584905661,0.1931352459016394,0.007318181818181822,0.004414680648236417,0.009559644670050762,0.004611009174311926
1705495408,0.6745699342561023,2.7669091198156273,0.4858552183970611,32.0348776153149,0.2970097660838213,7.962561985839808,0.625373973681215,3.795423557205499,2.842336591528685,0.2892425706692398,0.20715056094373335,109514752,43610112,11710464,45006848,43569152,16932864,39743488,10838016,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,23.2,0.8,82.8,0.867,12.733,12.867,0.867,129.867,16.333,6.333,0,0,0,0.003,0.0031692015209125474,0.11607142857142859,0.0037942293090356873,0.003113207547169812,0.047293187347931885,0.0034583333333333337,0.0020238322211630125,0.007493654822335026,0.002957186544342508,0.0046095952023988,0.004904562737642585,0.22321428571428573,0.04562211981566826,0.004803773584905661,0.1931352459016394,0.007318181818181822,0.004414680648236417,0.009559644670050762,0.004611009174311926
1705495409,0.6745699342561023,2.7669091198156273,0.4858552183970611,32.0348776153149,0.2970097660838213,7.962561985839808,0.625373973681215,3.795423557205499,2.842336591528685,0.2892425706692398,0.21184790583298907,109514752,43610112,11710464,45006848,43569152,16932864,39743488,10838016,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,22.933,0.667,82,0.733,12.733,12.867,0.733,129.2,16.333,6.067,0,0,0,0.003,0.0031686046511627906,0.128125,0.0037943098808150707,0.003045454545454545,0.047293187347931885,0.0033999999999999994,0.0020156212448930537,0.007493654822335026,0.0029477124183006536,0.0046095952023988,0.004903488372093024,0.225625,0.045439814814814836,0.004681818181818182,0.1931352459016394,0.006999999999999999,0.004413121845710165,0.009559644670050762,0.0046
1705495410,0.6745699342561023,2.7669091198156273,0.4858552183970611,32.0348776153149,0.2970097660838213,7.837729097243113,0.625373973681215,3.795423557205499,2.842336591528685,0.2892425706692398,0.21654525072224481,109514752,43610112,11710464,45006848,43569152,17358848,39743488,10838016,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,22.933,0.667,82,0.733,12.733,12.867,0.733,129.2,16.333,6.067,0,0,0,0.003,0.0031686046511627906,0.128125,0.0037943098808150707,0.003045454545454545,0.047293187347931885,0.0034516129032258064,0.0020156212448930537,0.007493654822335026,0.0029477124183006536,0.0046095952023988,0.004903488372093024,0.225625,0.045439814814814836,0.004681818181818182,0.1931352459016394,0.007285714285714287,0.004413121845710165,0.009559644670050762,0.0046
1705495411,0.6745699342561023,2.7669091198156273,0.4608578996250455,32.0348776153149,0.2950465883925825,7.837729097243113,0.625373973681215,3.860191830209804,2.842336591528685,0.2892425706692398,0.22124259561150053,109514752,43610112,11747328,45006848,43565056,17358848,39743488,10461184,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,22.933,0.667,82,0.733,12.733,12.867,0.733,129.2,16.333,6.067,0,0,0,0.003,0.0031686046511627906,0.128125,0.0037943098808150707,0.003045454545454545,0.047293187347931885,0.0034516129032258064,0.0020156212448930537,0.007493654822335026,0.0029477124183006536,0.0046095952023988,0.004903488372093024,0.225625,0.045439814814814836,0.004681818181818182,0.1931352459016394,0.007285714285714287,0.004413121845710165,0.009559644670050762,0.0046
1705495412,0.6745699342561023,2.7669091198156273,0.4608578996250455,32.0348776153149,0.2950465883925825,7.837729097243113,0.625373973681215,2.562925944998557,2.842336591528685,0.2892425706692398,0.22593994050075628,109514752,43610112,11747328,45006848,43565056,17358848,39743488,10461184,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,22.933,0.667,82,0.733,12.733,12.867,0.733,137.667,16.333,6.067,0,0,0,0.003,0.0031686046511627906,0.128125,0.0037943098808150707,0.003,0.047293187347931885,0.0034516129032258064,0.0020161796667471626,0.007493654822335026,0.0029477124183006536,0.0046095952023988,0.004903488372093024,0.225625,0.045439814814814836,0.0046,0.1931352459016394,0.007285714285714287,0.004413281815986476,0.009559644670050762,0.0046
1705495413,0.6745699342561023,2.7669091198156273,0.3823668218932072,32.0348776153149,0.2950465883925825,7.837729097243113,0.625373973681215,2.6286521065874826,2.842336591528685,0.2908984367240768,0.230637285390012,109514752,43610112,11747328,45006848,43565056,17358848,39743488,10461184,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,14.733,22.933,0.667,82,0.733,12.733,12.867,0.733,137.667,16.333,6.067,0,0,0,0.003,0.0031686046511627906,0.128125,0.0037943098808150707,0.003,0.047293187347931885,0.0034516129032258064,0.0020161796667471626,0.007493654822335026,0.0029477124183006536,0.0046095952023988,0.004903488372093024,0.225625,0.045439814814814836,0.0046,0.1931352459016394,0.007285714285714287,0.004413281815986476,0.009559644670050762,0.0046
1705495414,0.6745699342561023,2.7669091198156273,0.3823668218932072,32.0348776153149,0.2950465883925825,7.837729097243113,0.625373973681215,2.6943782681764077,2.842336591528685,0.2908984367240768,0.23533463027926774,109514752,43610112,11747328,45006848,43565056,17358848,39743488,10461184,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,15.867,22.933,0.667,82,0.733,12.733,12.867,0.733,137.667,16.333,6.067,0,0,0,0.002997045790251108,0.0031686046511627906,0.128125,0.0037943098808150707,0.003,0.047293187347931885,0.0034516129032258064,0.0020161796667471626,0.007493654822335026,0.0029477124183006536,0.0046088626292466765,0.004903488372093024,0.225625,0.045439814814814836,0.0046,0.1931352459016394,0.007285714285714287,0.004413281815986476,0.009559644670050762,0.0046
1705495415,0.6745699342561023,2.7669091198156273,0.3823668218932072,32.0348776153149,0.2950465883925825,7.837729097243113,0.625373973681215,2.760104429765333,2.842336591528685,0.2908984367240768,0.24003197516852345,109514752,43610112,11747328,45006848,43565056,17358848,39743488,10461184,48087040,2973696,8765440,77430.73788569387,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,25.067,0.8,80.333,0.733,14.267,14.267,0.733,152.6,18.8,6.8,0,0,0,0.0029971223021582737,0.0031282527881040887,0.09999999999999999,0.0037964804896710013,0.003,0.045432692307692306,0.0034516129032258064,0.002049241540256709,0.007496913580246913,0.0029485530546623792,0.00460863309352518,0.004830855018587361,0.22,0.045977722772277116,0.0046,0.179147465437788,0.007285714285714287,0.00441955659276546,0.009563580246913582,0.0046
1705495416,0.6084574412698569,2.7669091198156273,0.3823668218932072,32.0348776153149,0.2950465883925825,7.837729097243113,0.6309695075722327,2.8258305913542587,2.842336591528685,0.2908984367240768,0.2447293200577792,109514752,43610112,11747328,45006848,43565056,17358848,40255488,10461184,48087040,2973696,8765440,45811.37139440703,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,25.067,0.8,80.333,0.733,14.267,14.267,0.733,152.6,18.8,6.8,0,0,0,0.0029971223021582737,0.0031282527881040887,0.09999999999999999,0.0037964804896710013,0.003,0.045432692307692306,0.0034516129032258064,0.002049241540256709,0.007496913580246913,0.0029485530546623792,0.00460863309352518,0.004830855018587361,0.22,0.045977722772277116,0.0046,0.179147465437788,0.007285714285714287,0.00441955659276546,0.009563580246913582,0.0046
1705495417,0.6207313478882419,2.7669091198156273,0.3823668218932072,32.0348776153149,0.2950465883925825,7.86030307932915,0.6309695075722327,2.891556752943184,2.842336591528685,0.2908984367240768,0.2818406933553442,109514752,43610112,11747328,45006848,43565056,17358848,40255488,10461184,48087040,2973696,8765440,46735.48614166301,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,25.067,0.8,80.333,0.733,14.267,14.267,0.733,155.133,21.333,6.8,0,0,0,0.0029971223021582737,0.0031282527881040887,0.09999999999999999,0.0037964804896710013,0.003,0.045432692307692306,0.0034516129032258064,0.0020550267007197584,0.007490963855421686,0.0029485530546623792,0.00460863309352518,0.004830855018587361,0.22,0.045977722772277116,0.0046,0.179147465437788,0.007285714285714287,0.004422149988390992,0.00956566265060241,0.0046
1705495418,0.7364343971031031,2.956927064463044,0.3823668218932072,32.0348776153149,0.2950465883925825,7.86030307932915,0.6309695075722327,2.9572829145321093,2.842336591528685,0.2908984367240768,0.2921830435425675,109514752,43610112,11747328,45006848,43565056,17358848,40255488,10461184,48087040,2973696,8822784,55446.88483535822,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,25.067,0.8,80.333,0.733,14.267,14.267,0.733,155.133,21.333,6.8,0,0,0,0.0029971223021582737,0.0031282527881040887,0.09999999999999999,0.0037964804896710013,0.003,0.045432692307692306,0.0034516129032258064,0.0020550267007197584,0.007490963855421686,0.0029485530546623792,0.00460863309352518,0.004830855018587361,0.22,0.045977722772277116,0.0046,0.179147465437788,0.007285714285714287,0.004422149988390992,0.00956566265060241,0.0046
1705495419,0.7364343971031031,2.956927064463044,0.3823668218932072,32.1166405111532,0.2950465883925825,7.86030307932915,0.6309695075722327,3.0230090761210353,2.842336591528685,0.2908984367240768,0.2921830435425675,109514752,43610112,11747328,45006848,43565056,17358848,40255488,10461184,48087040,2973696,8822784,55446.88483535822,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,28,0.8,80.467,0.733,14.267,14.267,0.733,155.133,21.333,6.8,0,0,0,0.0029971223021582737,0.0031225225225225226,0.09999999999999999,0.0038046153846153846,0.003,0.045432692307692306,0.0034516129032258064,0.0020550267007197584,0.007490963855421686,0.0029485530546623792,0.00460863309352518,0.00482054054054054,0.22,0.04652173913043476,0.0046,0.1791474654377879,0.007285714285714287,0.004422149988390992,0.00956566265060241,0.0046
1705495420,0.622903829359696,2.956927064463044,0.3823668218932072,32.1166405111532,0.2950465883925825,7.86030307932915,0.6309695075722327,3.0887352377099604,2.8368702428416293,0.2908984367240768,0.2921830435425675,109514752,43610112,11747328,45006848,43565056,17358848,40255488,10461184,48087040,2973696,8822784,46899.05445192731,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,28,0.8,80.467,0.733,14.267,14.267,0.733,155.133,21.333,6.8,0,0,0,0.0029971223021582737,0.0031225225225225226,0.09999999999999999,0.0038046153846153846,0.003,0.045432692307692306,0.0034516129032258064,0.0020550267007197584,0.007490963855421686,0.0029485530546623792,0.00460863309352518,0.00482054054054054,0.22,0.04652173913043476,0.0046,0.1791474654377879,0.007285714285714287,0.004422149988390992,0.00956566265060241,0.0046
1705495421,0.6106299227413109,2.956927064463044,0.3823668218932072,32.1166405111532,0.2950465883925825,7.86030307932915,0.6309695075722327,3.1544613992988864,2.8368702428416293,0.2908984367240768,0.2921830435425675,109514752,43610112,11747328,45006848,43565056,17358848,40255488,10461184,48087040,2973696,8822784,45974.939704671335,0,,0,0,4,4,9,4,3,44,3,4,4,4,2,16.667,28,0.8,80.467,0.733,14.267,14.267,0.733,155.133,21.333,6.8,0,0,0,0.0029971223021582737,0.0031225225225225226,0.09999999999999999,0.0038046153846153846,0.003,0.045432692307692306,0.0034516129032258064,0.0020550267007197584,0.007490963855421686,0.0029485530546623792,0.00460863309352518,0.00482054054054054,0.22,0.04652173913043476,0.0046,0.1791474654377879,0.007285714285714287,0.004422149988390992,0.00956566265060241,0.0046
