time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,frontend-check_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,frontend-check_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1708488431,1.8548071825369379,5.932155605740512,1.2685621493698043,11.609974639740711,0.22879213172726262,0.6960533333333333,0.39315654764402314,0.24180202521182056,0.818475624545234,0.1769379158997593,0.06517568831511002,82784256,33476608,10502144,28413952,43315200,9740288,2854912,26009600,7417856,41775104,2932736,7032832,264361.6163013161,,0,0,,4,4,9,3,3,13,0,3,4,4,4,3,8.133,10.867,0.667,43.933,0.533,5.467,6.8,0.533,52.067,7.733,2.067,0.733,0.467,0.007142114851706303,0.004244636924903159,0.12821529639559132,0.004468971895867104,0.003178653311339126,0.08473392804378718,0.008425199397241926,0.0020257722048059533,0.007538825290284897,0.003104378504290826,0.009838845759198118,0.044211754901276934,0.22564305927911824,0.05609800686897957,0.004921575960410426,0.21861072639975948,0.04597049981210072,0.004430515228124244,0.009648271676116241,0.004787881307723487
1708488432,1.8548071825369379,5.932155605740512,1.28685149658601,11.84396491647968,0.22879213172726262,1.8012814006559927,0.39315654764402314,0.24180202521182056,0.818475624545234,0.18415163585910577,0.07701554472401531,82784256,33476608,10502144,28413952,43315200,11583488,2854912,26009600,7417856,41775104,2932736,7032832,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,10.867,0.667,43.933,0.533,5.467,6.8,0.533,52.067,7.733,2.067,0.733,0.467,0.0071417514861730124,0.004243716480393883,0.12865445558603728,0.00446768995748322,0.003169565291115344,0.08452142590840597,0.0083900362994634,0.0020222723714521393,0.00753817628805677,0.0030990375203645898,0.009836825710285874,0.04420775653199341,0.22573089111720746,0.056102409769171614,0.00490521752400762,0.21852506398389376,0.04502942375299336,0.004429366209345955,0.009646979361845045,0.004778267536656262
1708488433,1.8548071825369379,5.932155605740512,1.28685149658601,12.07795519321865,0.22879213172726262,1.8355354867133646,0.39315654764402314,0.24180202521182056,0.818475624545234,0.18415163585910577,0.07701554472401531,82784256,33476608,10502144,28413952,43315200,11583488,2854912,26009600,7417856,41775104,2932736,7032832,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,43.933,0.533,5.467,6.8,0.533,52.067,7.733,2.067,0.733,0.467,0.0071414100470278035,0.004104661327171836,0.12905394724957095,0.004466491310423142,0.0031613571209586767,0.08432546712671532,0.008358690195120628,0.0020190011432442735,0.007537580302838806,0.003094216518982273,0.009834927556193963,0.043745429851217224,0.22581078944991417,0.05610652874619746,0.004890442817725618,0.21844630809676152,0.044179594705967946,0.004428292243171307,0.009645792616762794,0.004769589734168091
1708488434,1.8548071825369379,5.932155605740512,1.28685149658601,12.311945469957616,0.22879213172726262,1.8697895727707363,0.39315654764402314,0.24180202521182056,0.818475624545234,0.18415163585910577,0.07701554472401531,82784256,33476608,10502144,28413952,43315200,11583488,2854912,26009600,7417856,41775104,2932736,7032832,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,43.933,0.533,5.467,6.8,0.533,52.067,7.733,4,0.733,0.467,0.007141088607756124,0.004104387445585268,0.12941891366346903,0.004465368092574173,0.0031539069273507996,0.08414419222171093,0.008330571571983835,0.0020159368302208494,0.007537031093123884,0.0027574185943715925,0.009833140586898253,0.04379522178277665,0.22588378273269383,0.05611039040560691,0.00487703246923144,0.21837365584701368,0.04340835529661996,0.00442728620864037,0.009644699012578226,0.004637209102964223
1708488435,1.8548071825369379,5.932155605740512,1.28685149658601,12.545935746696582,0.22879213172726262,1.9040436588281078,0.39315654764402314,0.24180202521182056,0.818475624545234,0.18415163585910577,0.10285413624259084,82784256,33476608,10502144,28413952,43315200,11583488,2854912,26009600,7417856,41775104,2932736,7135232,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,5.467,6.8,0.533,66.133,7.733,4,0.733,0.467,0.00714078546111355,0.004104130648163615,0.12975364509982604,0.0043725024994031745,0.0031471143519857985,0.08397601032666219,0.008305206369800974,0.0016879438706830445,0.00753652336013132,0.002753033409927058,0.009831455311357576,0.043841618923231934,0.2259507290199652,0.05303080178670526,0.004864805833574438,0.21830642415005053,0.04270528572059928,0.0043600182511870965,0.009643687998187503,0.0046324582322622996
1708488436,1.8548071825369379,5.932155605740512,1.28685149658601,10.863311666666666,0.22879213172726262,1.9382977448854792,0.39315654764402314,1.0518132884139395,0.818475624545234,0.18415163585910577,0.10285413624259084,82784256,33476608,10502144,28413952,43315200,11583488,2854912,26009600,8425472,41775104,2932736,7135232,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,5.467,6.8,0.533,66.133,7.733,4,0.067,0.467,0.007140499088793057,0.004103889384742764,0.13006174926417946,0.004371517481678905,0.0031408960046589614,0.08381955237313023,0.00828220903638358,0.0016845535424255282,0.007536052576294738,0.002749027413519544,0.009829863288885682,0.04388495701031627,0.22601234985283591,0.05302567879535842,0.00485361280838613,0.21824402818486102,0.04206173022389642,0.00435900908864439,0.009642750558153713,0.004628118170582981
1708488437,1.8548071825369379,5.932155605740512,1.28685149658601,10.863311666666666,0.22879213172726262,1.9725518309428507,0.39315654764402314,1.070201428646263,0.818475624545234,0.18415163585910577,0.10285413624259084,82784256,33476608,10502144,28413952,43315200,11583488,2854912,26009600,8425472,41775104,2932736,7135232,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,5.467,6.8,0.533,66.133,7.733,4,0.067,0.467,0.007140228135991994,0.00410366228719556,0.13034628184530642,0.004370589638548695,0.003135182022593422,0.083673633739031,0.008261262792927378,0.0016813599234675105,0.00753561484987957,0.002745353460712903,0.009828356987762127,0.043925528922965855,0.2260692563690613,0.05302084940238222,0.004843327640668161,0.2181859643380521,0.04147043894912093,0.004358058478442867,0.009641878943128856,0.004624137842054024
1708488438,1.8548071825369379,5.83571515924457,1.28685149658601,10.863311666666666,0.22879213172726262,2.0068059170002224,0.5703421282470854,1.0885895688785867,1.204815493877895,0.18415163585910577,0.10285413624259084,82784256,33325056,10502144,28413952,43315200,11583488,2854912,26009600,8425472,42131456,2932736,7135232,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,5.467,6.8,0.533,68.8,10.4,4,0.067,0.467,0.007139971389979654,0.004103448143472957,0.13060984820573282,0.004369714132426693,0.003129913434348246,0.0835372241990504,0.008242104954214603,0.0017297376589878804,0.0075394853432599355,0.002741971911356717,0.009826929666083447,0.04396359130876839,0.22612196964114656,0.05301628907169613,0.004833844181826842,0.21813179658124984,0.04092529363561868,0.004366604020737407,0.00961966928018746,0.004620474300881101
1708488439,1.8548071825369379,5.83571515924457,1.524110472128194,19.465579522730913,0.22879213172726262,2.041060003057594,0.5837692094497854,1.103288413939418,1.204815493877895,0.18415163585910577,0.10285413624259084,82784256,33325056,10502144,33497088,43315200,11583488,2854912,26009600,8425472,42131456,2932736,7135232,264361.6163013161,,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,5.467,6.8,0.533,68.8,10.4,4,0.067,0.467,0.007139727761949984,0.0041032458759641685,0.13085468339137232,0.004368886656506258,0.0031250401170375493,0.083409423564413,0.00822451585498168,0.0017272290168871746,0.007539163986208628,0.0027388491935978854,0.009825575270877416,0.04399937001850566,0.22617093667827448,0.05301197592710483,0.004825072210667589,0.21808114550171934,0.04042109512900442,0.004365831280731793,0.009619052800280031,0.004617091175610443
1708488440,1.8548071825369379,5.83571515924457,1.2623626031883302,19.833684974946802,0.22879213172726262,2.0552451634422946,0.5971962906524854,1.103288413939418,1.204815493877895,0.18415163585910577,0.10285413624259084,82784256,33325056,10870784,33497088,43315200,11583488,2854912,26009600,8425472,42131456,2932736,7135232,264361.6163013161,0,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,10.067,6.8,0.533,68.8,10.4,4,0.067,0.467,0.00713949627158662,0.00410305452336002,0.1310827156681079,0.004368103363907176,0.0031205191966993807,0.0854765336934049,0.008208310389584849,0.001724855105623035,0.007538862953103232,0.002735956685479412,0.009824288352295804,0.04403306459099771,0.2262165431336216,0.053007890401370716,0.004816934554058886,0.23609166118554037,0.03995339703912836,0.00436510004202578,0.00961847530910567,0.004613957457462678
1708488441,3.5254924406849075,6.75712754310738,1.2847507669488971,20.201790427162695,0.22879213172726262,2.0552451634422946,0.6106233718551852,1.103288413939418,1.204815493877895,0.18415163585910577,0.10285413624259084,89890816,33325056,10870784,33497088,43315200,11583488,2854912,26009600,8425472,42131456,2932736,7135232,68993.29335299578,0,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.533,10.067,6.8,0.533,68.8,10.4,4,0.067,0.467,0.007139276033878783,0.004102873225375285,0.13129561741092163,0.004367360807877366,0.0031163137835710656,0.08537824926078695,0.008193331472686331,0.0017226053551185924,0.007538580374988657,0.002733269835094627,0.009823063990320348,0.04406485197638978,0.22625912348218435,0.053004014939417365,0.004809364810427919,0.23606471397005707,0.03951837426206028,0.004364407048706031,0.009617933221327585,0.004611046547115582
1708488442,3.616945496559068,6.75712754310738,1.3071389307094639,20.56989587937859,0.22879213172726262,2.0552451634422946,0.6240504530578852,1.103288413939418,1.204815493877895,0.18415163585910577,0.10285413624259084,89890816,33325056,10870784,33497088,43315200,11583488,2854912,26009600,8425472,42131456,2932736,7135232,70783.01425528427,0,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,8.133,14.067,0.667,54.467,0.8,10.067,6.8,0.533,68.8,10.4,4,0.067,0,0.0071390662478141775,0.004102701209817667,0.13149484618842722,0.004366655891087888,0.003096015055160649,0.08528566231319042,0.008179444930627723,0.0017204702727955685,0.007538314605249036,0.0027307674619701985,0.00982189773190346,0.044094889644602515,0.22629896923768544,0.053000333746166035,0.004772827099289168,0.23603936221170116,0.03911271812873392,0.004363749376762389,0.009617423378136614,0.004608335497828489
1708488443,3.708398552433229,6.75712754310738,1.3295270944700308,20.938001331594485,0.24998952404232275,2.0552451634422946,0.637477534260585,1.103288413939418,1.204815493877895,0.18415163585910577,0.10285413624259084,89890816,33325056,10870784,33497088,43335680,11583488,2854912,26009600,8425472,42131456,2932736,7135232,72572.73515757278,0,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,11.267,14.067,0.667,54.467,0.8,10.067,6.8,0.867,68.8,10.4,4,0.067,0,0.006665095522754459,0.004102537781593385,0.13168167817808477,0.004365985822447879,0.003092893349145846,0.08519829138641435,0.007892460592412958,0.0017184413096879684,0.007538064187499565,0.0027284311975727294,0.009910612521222835,0.04412331819422144,0.22633633563561698,0.052996832571365955,0.004767208028462523,0.23601546829169925,0.021917150000000045,0.004363124392846703,0.009616942985656086,0.004605804409292015
1708488444,3.799851608307389,6.75712754310738,1.3432898256340127,21.306106783810375,0.24998952404232275,2.4644505653642392,0.8056248721619964,1.103288413939418,1.204815493877895,0.1618737915948785,0.10285413624259084,89890816,33325056,10870784,33497088,43335680,11583488,2854912,26009600,8425472,42131456,2932736,7135232,74362.45605986127,0,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,11.267,14.067,0.667,54.467,0.8,10.067,6.8,0.867,68.8,10.4,4,0.067,0,0.006665338021490644,0.004102382313319267,0.1318572355319534,0.00436534808016967,0.0030899682412108527,0.085115707778029,0.00788350493889168,0.0017165107460352135,0.007537827828886277,0.0027262450336544724,0.009909528143225923,0.044150263553050566,0.22637144710639068,0.05299349852523895,0.004761942834179535,0.23599290997630198,0.021367149999999963,0.004362529719031954,0.009616489563721055,0.00460343593830973
1708488445,3.8913046641815483,6.75712754310738,1.3432898256340127,21.674212236026268,0.24998952404232275,2.5191988907339002,1.3242358133989498,1.103288413939418,1.204815493877895,0.16540053055640005,0.10285413624259084,89890816,33325056,10870784,33497088,43335680,11583488,2854912,25681920,8425472,42131456,2932736,7135232,76152.17696214975,0,0,0,,4,4,9,3,3,14,0,3,4,4,4,3,11.267,14.067,0.667,54.467,0.8,10.067,6.8,0.867,68.8,10.4,4,0.067,0,0.006665569800178819,0.004102234237273955,0.1320225089332787,0.0043647403800535925,0.0030872217263505563,0.08503752851265836,0.007875129596630488,0.0017146715931264916,0.007537604377760101,0.002724194954943316,0.009908491701908488,0.04417583884299495,0.22640450178665575,0.052990319919907825,0.004756999107431001,0.23597157832528687,0.020817149999999996,0.0043619632025772535,0.009616060903049008,0.004601214900857677
1708488446,3.9827577200557096,6.75712754310738,1.3432898256340127,22.042317688242157,0.22209995092327792,3.5883390059835567,1.3242358133989498,1.3665317064130884,1.204815493877895,0.16892726951792164,0.10285413624259084,89890816,33325056,10870784,33497088,43335680,12759040,2854912,25681920,8425472,42131456,2932736,7135232,77941.89786443824,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,18.733,1.2,69.667,1.067,10.067,11.533,1.133,89.2,13.4,4.933,0.067,0,0.00668125799850927,0.004301185208186231,0.1375176747057535,0.0047657064977044816,0.003156292744321994,0.09725124275423076,0.00807623729590667,0.002062015583784217,0.007655395069292759,0.002761932206556303,0.010833249636987887,0.03720751780020884,0.2275035349411507,0.06806463335841334,0.004881326939779589,0.3239050707473537,0.021924273329933696,0.004474832970927737,0.009823354225271239,0.004627474056347871
1708488447,4.07421077592987,6.75712754310738,1.3432898256340127,22.08632713295353,0.22679074992055925,3.666241146374103,1.3242358133989498,1.3979255142076301,1.204815493877895,0.2116043376912941,0.10285413624259084,89890816,33325056,10870784,33497088,43335680,12759040,2854912,25681920,8425472,42131456,2932736,7135232,79731.61876672674,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,18.733,1.2,69.667,1.067,10.067,11.533,1.133,89.2,13.4,4.933,0.067,0,0.0066814466433751125,0.004300945167568465,0.13763802138727207,0.0047649543179366025,0.0031542794669413765,0.0972659639230829,0.008069553735239387,0.0020605304419088785,0.007655893746035435,0.0027603802604543723,0.010813533676747018,0.03722985060264519,0.22752760427745444,0.06806503235053876,0.004877703040494478,0.3245936539547241,0.02176323666572674,0.0044743659605196075,0.009824203322834403,0.004625753333200345
1708488448,4.1656638318040295,6.75712754310738,1.3432898256340127,22.08632713295353,0.23148154891784062,3.744143286764649,1.3242358133989498,1.4293193220021716,1.204815493877895,0.2116043376912941,0.11930085863361586,89890816,33325056,10870784,33497088,43335680,12759040,2854912,25681920,8425472,42131456,2932736,7135232,81521.33966901523,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,24,1.2,69.667,1.067,10.067,11.533,1.133,89.2,13.4,4.933,0.067,0,0.006681627442367826,0.004061093788091408,0.13775158325972978,0.004764235209027712,0.0031523798073384143,0.09727994993066887,0.008063265872853652,0.002059110377539414,0.0076563666791769,0.0027589173834313614,0.010794608277698023,0.026783041641520806,0.22755031665194594,0.06806541393473213,0.004874283653209146,0.32524346472200444,0.02160903764091459,0.004473919414063831,0.00982500858673302,0.004624131365560908
1708488449,4.2571168876781895,6.75712754310738,1.3432898256340127,25.607846225104215,0.236172347915122,3.8220454271551954,1.3242358133989498,1.7368114507124828,1.204815493877895,0.2116043376912941,0.14136638411401167,89890816,33325056,10870784,36106240,43335680,12759040,2854912,25681920,9359360,42131456,2932736,7135232,83311.06057130372,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,24,1.2,69.667,1.067,10.067,11.533,1.133,89.2,13.4,6.2,0.067,0,0.006681800874989108,0.004060564492904129,0.1378589183557838,0.004763547036868094,0.003150584411555552,0.09729325450530664,0.008057339578287604,0.002057751204931776,0.007656815812031268,0.002789968118714379,0.010776426825089308,0.0267841825083558,0.22757178367115677,0.06806577922592742,0.004871051940799993,0.32585768814883004,0.021461249818098667,0.00447349201533193,0.009825773325850655,0.0046234507348194
1708488450,4.3485699435523495,6.75712754310738,1.6326482658103318,25.607846225104215,0.24086314691240332,3.899947567545742,1.32423581339895,1.7751474606371138,1.1960681912283129,0.16776344566061951,0.14136638411401167,89890816,33325056,10870784,36106240,43335680,12759040,2854912,25681920,9359360,42131456,2932736,7135232,85100.78147359221,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,24,1.2,85.067,1.067,10.067,11.533,1.133,116.4,13.4,6.2,0.067,0,0.006681967382447657,0.004060057910712228,0.13796052514542897,0.0056724322842173725,0.0031488849250036,0.09730592626427206,0.00805174453655362,0.0017972801812217818,0.007657242897119508,0.002788920822733292,0.010758946298324794,0.02678527276222585,0.22759210502908575,0.07744321113802774,0.0048679928650064794,0.32643916976482173,0.02131948149807545,0.004416412514303012,0.009826500524207131,0.004622121807205588
1708488451,4.44002299942651,6.75712754310738,1.6691218658818796,25.607846225104215,0.2455539459096847,3.9778497079362882,1.32423581339895,1.8134834705617446,1.2308290262321144,0.16423670669909796,0.1196472062746952,89890816,33325056,10870784,36106240,43335680,12759040,2854912,25681920,9359360,42131456,2932736,7135232,86890.50237588071,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,24,1.2,85.067,1.067,10.067,11.533,1.133,116.4,13.4,6.2,0,0,0.006682127371406952,0.004059572610242554,0.13805685027636752,0.005672024911742841,0.0031472738624692908,0.09731800930743185,0.008046453729465058,0.0017957495054185047,0.00765764951902341,0.0027879296629344675,0.010742126931112666,0.02678631569810345,0.22761137005527354,0.07745273147226668,0.004865092952444723,0.3269904596075893,0.021183372253158486,0.004415969821896541,0.009827192879872007,0.004620864111530109
1708488452,4.415990389138895,6.75712754310738,1.705595465953427,25.607846225104215,0.28144793983688166,4.055751848326834,1.32423581339895,1.851819480486375,1.2655898612359162,0.1607099677375764,0.117291099872795,91299840,33325056,10870784,36106240,43335680,12759040,2854912,25681920,9359360,42131456,2932736,7135232,96740.73099132229,0,0,0,,4,4,9,3,3,20,0,3,4,4,4,3,14.267,24,1.2,85.067,1.067,10.067,11.533,1.133,116.4,13.4,6.2,0,0,0.0066822812173013115,0.004059107278004641,0.138148295137892,0.0056716338573739285,0.003145744497898817,0.0973295437300169,0.008041442999333253,0.001794280742861706,0.007658037114031364,0.0027869902436843132,0.010725931909461162,0.026787314331025377,0.22762965902757842,0.07746186121189817,0.004862340096217871,0.32751384960860913,0.021052589867522464,0.004415545035648916,0.009827852838415453,0.004619672070115817
