time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,istio-init_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,istio-init_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705789923,9.317271223113144,1.5009762218724738,0.19681257599444155,0.22865035741748094,5.782409865386425,22.184448432877996,0.460649219741656,0.07227170986318122,10.207703298598284,1.607442753560883,0.005587157364281895,0.3167068865352819,9.064692345418198,1.1408621707806779,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2752512,252014592,89890816,4014080,3964928,295038976,5677056,35139584,0,1724888.3406355013,0,741641.1558276712,121084.91611854258,82171.2091250394,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,4.933,3.8,23.667,1.467,0.933,0.933,11.933,0.018142719754449067,0.003325,0.030052549174003542,0.047588686956866785,0.0025096775363578246,0.007790249594922468,0.0035529291919681617,0.04341120363507143,0.006681818181818182,0.0876062667506807,0.19803418737755918,0.004538206432950927,0.023694314595743976,0.008107661453292782
1705789924,9.317271223113144,1.5009762218724738,0.19681257599444155,0.22865035741748094,5.782409865386425,22.184448432877996,0.460649219741656,0.08564394064575831,10.207703298598284,1.607442753560883,0.005587157364281895,0.3167068865352819,9.064692345418198,1.1408621707806779,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2752512,252014592,89890816,4014080,3964928,295038976,5677056,35139584,0,1724888.3406355013,0,741641.1558276712,121084.91611854258,82171.2091250394,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,4.933,3.8,23.667,1.467,0.933,0.933,11.933,0.01811369714064149,0.003325,0.030096501851684297,0.047572599478590515,0.0025094863809040813,0.007787315342736473,0.003561122795047643,0.04324016839463763,0.006681818181818182,0.087709814511461,0.197519968941377,0.004537451760712394,0.023186838949156418,0.00815542884637748
1705789925,9.317271223113144,1.5009762218724738,0.19681257599444155,0.22865035741748094,5.782409865386425,22.184448432877996,0.460649219741656,0.08564394064575831,1.6057069501373846,1.607442753560883,0.005587157364281895,0.3167068865352819,9.064692345418198,1.1408621707806779,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2752512,252194816,89890816,4014080,3964928,295038976,5677056,35139584,0,1724888.3406355013,0,741641.1558276712,36899.23877302824,82171.2091250394,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,6.933,3.333,23.6,1,0.933,0.933,12.733,0.017391338451221074,0.0033439490445859874,0.03017944540525787,0.04657527235555091,0.0025093026307697447,0.007784506842306857,0.003606572835895632,0.038006126935376944,0.00672,0.08623271104595165,0.19973858592119295,0.004536726324307127,0.022713944991639267,0.008290279095760859
1705789926,9.317271223113144,1.5009762218724738,0.19681257599444155,0.21392730339943916,5.782409865386425,22.184448432877996,0.460649219741656,0.08564394064575831,1.6057069501373846,1.3174399877840801,0.005587157364281895,0.3167068865352819,9.064692345418198,1.049349266662995,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2752512,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1724888.3406355013,0,741641.1558276712,36899.23877302824,67346.49585876822,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,6.933,3.333,23.6,1,0.933,0.933,12.733,0.017326810902403643,0.0033439490445859874,0.030224609299915273,0.046558399713715684,0.0025091258638110727,0.007781816179305028,0.0036098034050073193,0.03764677205084765,0.00672,0.08609930883771802,0.19915646485171037,0.004536028457132597,0.022272214365010583,0.008299870963482666
1705789927,9.317271223113144,1.5009762218724738,0.19681257599444155,0.21392730339943916,5.427899795940283,22.184448432877996,0.460649219741656,0.07245013473952655,1.6057069501373846,1.2906492752247323,0.005587157364281895,0.3167068865352819,3.50290364772562,1.049349266662995,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2752512,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1724888.3406355013,0,741641.1558276712,36899.23877302824,65976.97570668424,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,0.933,0.933,12.733,0.016868255298397913,0.0033439490445859874,0.030219204009986074,0.04654221637100908,0.0025089556893720037,0.007779236089885678,0.0036130032070742003,0.03072829844294494,0.00672,0.08574444559418916,0.1985980946163733,0.004535356616898074,0.021858664873804418,0.008309269078548037
1705789928,9.317271223113144,1.5009762218724738,0.19681257599444155,0.21392730339943916,5.4278997959402835,22.184448432877996,0.460649219741656,0.07454553114401871,1.6057069501373846,1.2638585626653842,0.005587157364281895,0.31399349646665575,3.50290364772562,1.049349266662995,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1724888.3406355013,0,741641.1558276712,36899.23877302824,64607.45555460025,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,0.933,0.933,12.733,0.01680515143034105,0.0033439490445859874,0.030214723926380367,0.04652668093300289,0.0025087917454020736,0.007776759895202838,0.003616172679538448,0.03023512063342574,0.00672,0.085703125,0.1980620507064458,0.004534709374246303,0.021470683070894267,0.008318479252870013
1705789929,9.317271223113144,1.3716870951062994,0.19681257599444155,0.21392730339943916,5.4278997959402835,22.184448432877996,0.460649219741656,0.07454553114401871,1.6057069501373846,1.237067850106036,0.005587157364281895,0.31399349646665575,3.50290364772562,1.049349266662995,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1694260.7743544516,0,741641.1558276712,36899.23877302824,63237.935402516254,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,0.933,0.933,12.733,0.016742671486152903,0.0033439490445859874,0.030214723926380367,0.046511755254698244,0.002508633695885191,0.007774381443680475,0.003619312251588683,0.029721149004590098,0.00672,0.085703125,0.19754702029776036,0.0045340854026024455,0.021105968971864293,0.008327507068212985
1705789930,9.317271223113144,1.3716870951062994,0.19681257599444155,0.21392730339943916,5.4278997959402835,22.184448432877996,0.31202021389005263,0.07454553114401871,1.6057069501373846,1.210277137546688,0.007260796340202597,0.31399349646665575,3.50290364772562,1.049349266662995,1.0705760363580201,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1694260.7743544516,0,582280.7764278733,36899.23877302824,61868.415250432285,0,,1183788.9116861913,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,0.933,0.933,12.733,0.01668080625801437,0.0033439490445859874,0.030214723926380367,0.04649740412781551,0.002508481228540865,0.00777209505998708,0.0036224223443537167,0.029185040142929213,0.00672,0.085703125,0.19705179151573743,0.004533483469098625,0.020762490426432457,0.008336357887473247
1705789931,9.317271223113144,1.3716870951062994,0.19681257599444155,0.21392730339943916,5.4278997959402835,22.184448432877996,0.31929969068565844,0.07454553114401871,1.6057069501373846,1.18348642498734,0.008729235632698097,0.31399349646665575,3.50290364772562,1.049349266662995,0.9976089393064562,184832000,69513216,4894720,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1694260.7743544516,0,595865.4713028907,36899.23877302824,60498.89509834828,0,,1029460.3131474372,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,0.933,0.933,12.733,0.016619546718403766,0.0033439490445859874,0.030214723926380367,0.046483595003514795,0.002508334052764764,0.0077698954998231835,0.0036255033710908663,0.028625332363789027,0.00672,0.085703125,0.19657524391525433,0.004532902426443378,0.020438445234603152,0.008345036865302457
1705789932,7.904932106019055,1.3716870951062994,0.18778830313014827,0.21392730339943916,5.4278997959402835,22.184448432877996,0.32657916748126425,0.07454553114401871,1.6057069501373846,0.6162335141483899,0.008729235632698097,0.31399349646665575,3.50290364772562,0.8188745184684805,0.9976089393064562,184832000,69513216,5025792,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1694260.7743544516,0,609450.1661779082,36899.23877302824,112798.51963854987,0,,1029460.3131474372,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,0.933,0.933,12.733,0.01655888401570533,0.0033439490445859874,0.030214723926380367,0.0464702977459504,0.002508191897780058,0.007767777909763613,0.003628555737369006,0.028040432403049913,0.00672,0.085703125,0.19611634001793027,0.004532341205623222,0.020132229516106524,0.008353548958118306
1705789933,7.904932106019055,1.5257844801757716,0.19324483435299553,0.21392730339943916,5.4278997959402835,,0.33385864427687006,0.07454553114401871,1.6057069501373846,0.6021356094070572,0.008729235632698097,0.31237673155904117,3.50290364772562,0.8353748261278614,0.8350444059425555,184832000,69562368,5025792,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1734449.2160191752,0,623034.8610529256,36899.23877302824,110217.96738308671,0,,861705.465702091,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,1.133,0.933,12.733,0.016498809469945478,0.0033439490445859874,0.030214723926380367,0.04645748441273184,0.0024983014366415537,0.007765737791507275,0.0036315798412465453,0.027428600270430394,0.00672,0.085703125,0.19567411777230212,0.004532548968734284,0.019842411161135422,0.008361898933543206
1705789934,7.904932106019055,1.5257844801757716,0.19324483435299553,0.21392730339943916,5.4278997959402835,,0.34113812107247593,0.07454553114401871,1.6057069501373846,0.5880377046657247,0.008729235632698097,0.31237673155904117,3.50290364772562,0.8518751337872422,0.8184175902874479,184832000,69562368,5025792,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295038976,5689344,35139584,0,1734449.2160191752,0,636619.555927943,36899.23877302824,107637.41512762358,0,,844547.7938163003,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,1.133,0.933,12.733,0.01642034270763313,0.0033439490445859874,0.030214723926380367,0.0464451290589254,0.002476315093277089,0.007763770969980172,0.00362911857639261,0.026427411509219085,0.00672,0.085703125,0.1952476838215608,0.004501996412402217,0.019567707434880142,0.00832548827032221
1705789935,7.904932106019055,1.5257844801757716,0.19324483435299553,0.22789723884824759,5.4278997959402835,,0.34841759786808174,0.07454553114401871,1.6057069501373846,0.573939799924392,0.008729235632698097,0.31237673155904117,2.7428051001821543,0.990018459562856,0.8017907746323404,184832000,69562368,5025792,430612480,90308608,4923392,311365632,36433920,2875392,252194816,89890816,4014080,3964928,295268352,5689344,35139584,0,1734449.2160191752,0,650204.2508029606,36899.23877302824,105056.8628721604,0,,827390.1219305098,10,6,5,4,8,0,16,6,3,3,11,1,3,6,12,7,9,3.333,23.6,1,1.133,0.933,12.733,0.016359622235175522,0.0033439490445859874,0.030214723926380367,0.046433207561703056,0.0024617211168427087,0.007918635943521294,0.0036223153247376618,0.02575395023373855,0.00672,0.085703125,0.19483620747971236,0.004492344223368542,0.021307218530762752,0.008296421537246747
1705789936,7.791077441077442,1.5257844801757716,0.19324483435299553,0.22789723884824759,5.4278997959402835,6.692663374786637,0.35964578601620445,0.07454553114401871,1.6057069501373846,0.90582668162859,0.008729235632698097,0.31237673155904117,2.7428051001821543,0.990018459562856,1.0152590113075077,186310656,69562368,5025792,430612480,90308608,4923392,312389632,36499456,2875392,252194816,89976832,4014080,3964928,295268352,5689344,35172352,0,1734449.2160191752,0,633385.7719130426,36899.23877302824,60705.89231648705,0,,1203869.861615708,9,6,5,4,8,0,15,6,3,3,11,1,3,6,12,7,9,3.333,24.867,1,1.133,0.933,12.733,0.016319589482274053,0.0033439490445859874,0.02986526946107785,0.04642169746314497,0.002452054794520548,0.007897287027543736,0.0036210045662100456,0.025141206693940862,0.00672,0.0834,0.1944389153306922,0.00449041095890411,0.02110335914837197,0.008293296089385472
1705789937,7.791077441077442,1.5257844801757716,0.19324483435299553,0.22789723884824759,5.4278997959402835,6.692663374786637,0.3670615962734952,0.07454553114401871,1.6057069501373846,0.90582668162859,0.008729235632698097,0.31237673155904117,2.7428051001821543,0.990018459562856,1.0152590113075077,186310656,69562368,5025792,430612480,90308608,4923392,312389632,36499456,2875392,252194816,89976832,4014080,3964928,295268352,5689344,35172352,0,1734449.2160191752,0,646446.0353355735,36899.23877302824,60705.89231648705,0,,1203869.861615708,9,6,5,4,8,0,15,6,3,3,11,1,3,6,12,7,9.4,3.333,24.867,1.4,1.533,1.333,16.8,0.016150867966004904,0.0033439490445859874,0.02986526946107785,0.04340888535533151,0.0023846153846153848,0.007704029887520699,0.0035900000000000003,0.025020218166733325,0.00672,0.0834,0.12084443486162232,0.004476923076923077,0.012861359594834908,0.008103125000000003
1705789938,7.791077441077442,1.5257844801757716,0.19324483435299553,0.22585511941535466,5.4278997959402835,6.692663374786637,0.374477406530786,0.07454553114401871,1.6057069501373846,0.90582668162859,0.008729235632698097,0.31237673155904117,2.7428051001821543,0.990018459562856,1.0152590113075077,186310656,69562368,5025792,430616576,90308608,4923392,312389632,36499456,2875392,252194816,89976832,4014080,3964928,295268352,5689344,35172352,0,1734449.2160191752,0,659506.2987581043,36899.23877302824,60705.89231648705,0,,1203869.861615708,9,6,5,4,8,0,15,6,3,3,11,1,3,6,12,7,9.4,3.933,24.867,1.4,1.533,1.8,16.8,0.016118391219577623,0.0033439490445859874,0.02986526946107785,0.043095085741859177,0.0023846153846153848,0.007390278770550394,0.0035900000000000003,0.02497498138371712,0.00672,0.0834,0.10803042275780322,0.004476923076923077,0.009745471947274688,0.008103125000000003
1705789939,7.791077441077442,1.5257844801757716,0.19324483435299553,0.22585511941535466,5.47086041996901,6.692663374786637,0.38189321678807664,0.07454553114401871,1.6057069501373846,0.90582668162859,0.008729235632698097,0.31237673155904117,2.7428051001821543,0.990018459562856,1.0152590113075077,186310656,69562368,5025792,430616576,100745216,4923392,312389632,36499456,2875392,252194816,89976832,4014080,3964928,295268352,5689344,35172352,0,1734449.2160191752,0,672566.5621806349,36899.23877302824,60705.89231648705,0,,1203869.861615708,9,6,5,4,8,0,15,6,3,3,11,1,3,6,12,7,9.4,3.933,24.867,1.4,1.533,1.8,16.8,0.016096735225753146,0.0033439490445859874,0.02986526946107785,0.04282923622652743,0.0023846153846153848,0.007363844366036054,0.0035900000000000003,0.024974920380917618,0.00672,0.0834,0.09945943608372257,0.004476923076923077,0.009704856637082888,0.008103125000000003
1705789940,7.791077441077442,1.5257844801757716,0.19324483435299553,0.22585511941535466,5.47086041996901,6.692663374786637,0.4449486154374434,0.04642178997229644,1.6057069501373846,0.90582668162859,0.008729235632698097,0.31237673155904117,2.7428051001821543,0.8614948131526613,1.0152590113075077,186310656,69562368,5025792,430616576,100745216,4923392,312389632,36499456,2875392,252194816,89976832,4014080,3964928,295268352,5689344,35172352,0,1734449.2160191752,0,783615.8053518431,36899.23877302824,60705.89231648705,0,,1203869.861615708,9,6,5,4,8,0,15,6,3,3,11,1,3,6,12,7,8.667,4.2,24.933,1.867,1.533,1.8,17.467,0.01584621404634685,0.003289308176100629,0.029065349544072944,0.04038461538461539,0.0023846153846153848,0.0073377263858464695,0.0035704347826086957,0.024408019273791087,0.006142857142857149,0.08157370517928288,0.0791666666666667,0.004476923076923077,0.009664727499072311,0.007983443708609272
1705789941,7.791077441077442,1.5257844801757716,0.19324483435299553,0.22585511941535466,5.47086041996901,6.692663374786637,0.4449486154374434,0.0551597902443851,0.8898865636277844,0.90582668162859,0.007185579426500848,0.31237673155904117,2.7428051001821543,0.8449945054932804,1.0152590113075077,186310656,69562368,5025792,430616576,100745216,4923392,312389632,36499456,2875392,252858368,89976832,4014080,3964928,295268352,5689344,35172352,0,1734449.2160191752,0,783615.8053518431,34151.52665963393,60705.89231648705,0,,1203869.861615708,9,6,5,4,8,0,15,6,3,3,11,1,3,6,12,7,8.667,4.2,24.933,1.867,1.533,1.8,17.467,0.015830117198387415,0.003289308176100629,0.029065349544072944,0.04038461538461539,0.0023846153846153848,0.007316931237121269,0.0035704347826086957,0.02437575567566416,0.006142857142857149,0.08157370517928288,0.0791666666666667,0.004476923076923077,0.009635102648248491,0.007983443708609272
