time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1708472270,5.277204973741118,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,3.158849043266685,1.5048665724131836,0.22922241952829953,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86134784,5922816,16265216,102811.24497991969,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15,0.333,59.733,0.4,14.2,9,0.2,79.333,11.267,2.8,0,0,0,0.005682813866115528,0.0037689406759963996,0.13493116547973727,0.004809159200639585,0.003115092016066845,0.0812615149730388,0.009430647556181289,0.0019232391733677303,0.007220057245225061,0.0029421915288853125,0.009423637575129202,0.039165272358834456,0.364987603407222,0.07634926377454639,0.0048071656289203225,0.29544990926158227,0.023588177420677224,0.00445756366247502,0.009779086196150233,0.0046208777667593745
1708472271,5.277204973741118,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,3.2178759630787592,1.596931979660669,0.22922241952829953,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86183936,5922816,16265216,102811.24497991969,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15,0.333,59.733,0.4,18,9,0.2,79.333,11.267,2.8,0,0,0,0.005674933329823886,0.003768339785706119,0.13498683483405388,0.004808750395660549,0.003112291839003447,0.07772932718819887,0.009424692249268691,0.0019263217014814432,0.007229506273970813,0.002941851655893965,0.00942379257258957,0.03905500446405576,0.3652274959867743,0.07636628446183463,0.004802125310206205,0.24976933195472323,0.023534659357511523,0.004458217178339009,0.009779932567319438,0.004620255004316056
1708472272,3.394068891234242,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,3.276902882890833,1.596931979660669,0.22922241952829953,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86183936,5922816,16265216,96073.89551451188,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15,0.333,59.733,0.4,18,9,0.2,79.333,11.267,2.8,0,0,0,0.005667381211149472,0.003767760317091604,0.13504014254048724,0.004808355937022358,0.003109624681631654,0.07778952997736352,0.009418999713195226,0.0019293768763392403,0.007238564085206474,0.0029411421659233323,0.009423941110604194,0.03894815372522954,0.3654561621077755,0.07638268959370191,0.004797324426936977,0.24976827241919713,0.02348353640116806,0.0044588618541915185,0.009780743896239289,0.0046197812491475
1708472273,3.470428902961008,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,3.335929802702907,1.3230194150634305,0.22922241952829953,0.1725822605466937,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86183936,5922816,16265216,98235.37308707123,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15.667,0.667,60.467,0.733,18,9,0.533,79.733,11.267,5.333,0,0,0,0.005660137399175787,0.0037540807777707583,0.049999999999999996,0.004805806996878191,0.003092247234889134,0.07771868567326663,0.008514879525946581,0.0019402999482357056,0.007247254482492346,0.002962467934287012,0.009424083584722418,0.037985288854734824,0.3633777164898498,0.07636967621096692,0.00476604502280044,0.24845103866393695,0.021941048320334625,0.004464511842099423,0.009781522315049262,0.0046201007027065425
1708472274,3.5467889146877747,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,3.394956722514981,1.3501208424607367,0.22922241952829953,0.1972471496873851,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86183936,5922816,15998976,100396.85065963061,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15.667,0.667,60.467,0.733,18,9,0.533,79.733,11.267,5.333,0,0,0,0.005653183392151001,0.003739410097159786,0.05,0.004803853100225066,0.0030901678022800427,0.07770930940547009,0.008511008770059558,0.001954853524764558,0.007257904041248984,0.0029626804618982498,0.009424220358843919,0.03473549780390854,0.3635569236248465,0.07657212016448918,0.004762302044104077,0.2486311791685325,0.02187834207496482,0.00446804834556578,0.009790911551999666,0.004619847373560385
1708472275,3.6231489264145407,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,5.7745826475429105,0.512979024079359,3.4539836423270547,1.3772222698580427,0.22922241952829953,0.1972471496873851,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86183936,5922816,15998976,102558.32823218998,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15.667,0.667,60.467,0.733,18,9,0.533,79.733,11.267,5.333,0,0,0,0.005646502139698686,0.003738298577350688,0.049999999999999996,0.004784001715995153,0.0030881800519086573,0.07836593853913945,0.008507299625624538,0.0019668615576951035,0.007261925553545313,0.002962888482958443,0.009424351768322136,0.03434922175561214,0.36372832639653596,0.07700881347867448,0.004758724093435584,0.2488292766259071,0.02181825393511753,0.004470230322609035,0.009791582556166155,0.004619599416143207
1708472276,3.6995089381413075,6.806465567637085,0.17900136798905608,30.26608081685857,0.2280546845603914,4.5630789564953735,0.512979024079359,3.5130105621391285,1.4043236972553492,0.22922241952829953,0.1972471496873851,194969600,74362880,18829312,74952704,86794240,29515776,50761728,23445504,86183936,5922816,15998976,104719.80580474935,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,15.667,0.667,60.467,0.733,18,9,0.533,79.733,11.267,5.333,0,0,0,0.005640077903238215,0.0037381504854101404,0.05,0.004781613008118442,0.0030862780511513805,0.07911892183867038,0.008503742178234018,0.001976893545569084,0.0072658710568393545,0.0029605490362027325,0.009424478122709619,0.034152544744685966,0.3638924237534783,0.07714486110609009,0.004755300492072485,0.24993836419990836,0.021760623287391114,0.0044755332097857125,0.009792240877950132,0.0046147790758096704
1708472277,3.775868949868074,6.806465567637085,0.17900136798905608,31.534118623507617,0.19745418028903114,4.657936588452786,0.512979024079359,3.541615188724439,1.6260856438383735,0.23672823607329463,0.1972471496873851,194969600,74362880,18829312,76050432,86794240,29515776,50761728,23445504,86183936,5926912,15998976,106881.2833773087,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,18.933,0.667,60.467,0.733,18,9,0.533,79.733,11.267,5.333,0,0,0,0.005633896132209275,0.0036521555335007846,0.05,0.004781796160798773,0.003084456368432462,0.07903441231929603,0.008491457099967955,0.001976965242025711,0.00726501110473022,0.002954870463393199,0.009424599708192464,0.017505647054932804,0.36404967299999397,0.07715187217854705,0.004752021463178432,0.2516567694106729,0.02156160501948086,0.004475562221896268,0.009787953947379083,0.004604249166873858
1708472278,3.6890696021507496,6.806465567637085,0.14542016012103634,31.534118623507617,0.19365326887969128,4.752794220410199,0.512979024079359,3.541615188724439,1.6260856438383735,0.23672823607329463,0.1972471496873851,196243456,74362880,18829312,76050432,86794240,29515776,50761728,23445504,86183936,5926912,15998976,105094.15200010435,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,10.4,18.933,0.667,60.467,0.733,9.267,9,0.8,79.733,11.267,5.333,0,,0,0.005627943354051556,0.0036503775878962055,0.05,0.004782918209988605,0.0030827100214218953,0.08072435098730332,0.008144028883315765,0.0019770369209287323,0.0072647648220030515,0.0029548732937295617,0.009424716789754229,0.01655164255319157,0.36420049405210325,0.07718877438943682,0.004748878038559412,0.2827566518464904,0.019985441644237836,0.004475591226903721,0.009787934852866411,0.004604194889334275
1708472279,3.7622056901109953,6.806465567637085,0.19317795472846025,31.534118623507617,0.24027715610620742,5.6914579174447795,0.512979024079359,3.541615188724439,1.6260856438383735,0.23672823607329463,0.1972471496873851,196243456,74362880,18939904,76050432,86794240,29515776,50761728,23445504,86183936,5926912,15998976,107177.65162838623,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,12.667,18.933,0.667,60.467,0.733,9.267,9,0.8,79.733,11.267,5.333,0,,0,0.005208227869398411,0.003649457541234973,0.05,0.004782992492017106,0.003081034431529957,0.08050124859465535,0.008145733530238087,0.001976716120479892,0.007264518494916912,0.0029548761007760806,0.009314423185884237,0.016521855319148782,0.3643452731819821,0.07719229251429058,0.004745861976753923,0.28154735909160966,0.01949393811909588,0.004475525812812546,0.009787915754914547,0.00460414105842551
1708472280,4.388165277614745,6.806465567637085,0.19317795472846025,31.534118623507617,0.24027715610620742,5.6914579174447795,0.512979024079359,3.541615188724439,1.6260856438383735,0.23672823607329463,0.1891475219945393,196243456,74362880,18939904,76050432,86794240,29515776,50761728,23445504,86183936,5926912,15998976,125009.9776969128,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,12.667,18.933,0.667,67.067,0.733,9.267,9,0.8,79.733,11.267,5.333,0,,0,0.005200989379615908,0.003649234275580821,0.05,0.004764156124067035,0.003079425383823167,0.08039659655054351,0.008147407751163151,0.0019768331522896773,0.007264272123459819,0.0029547927793320597,0.00931413084318387,0.01649206808510634,0.3644843663212465,0.07703603237962954,0.004742965690881702,0.2803455165194302,0.019312274468439455,0.0044755657202543144,0.009787896653522565,0.00460409546923367
1708472281,4.388165277614745,5.559974840017146,0.19317795472846025,31.534118623507617,0.24027715610620742,5.6914579174447795,0.512979024079359,3.541615188724439,1.6260856438383735,0.23672823607329463,0.1891475219945393,196243456,74362880,18939904,76050432,86794240,29515776,50761728,23445504,86183936,5926912,15998976,125009.9776969128,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,12.667,18.933,0.667,67.067,0.733,9.267,9,0.8,96.933,11.267,5.333,0,,0,0.00519400325463715,0.003649011283839513,0.05,0.004764230170101948,0.003077878991622816,0.08029407248157247,0.00814905235348925,0.0018434406326538007,0.007264025707619782,0.002954705361993045,0.009313848692804062,0.016462280851063937,0.3646181019825352,0.07703950325295529,0.00474018218492107,0.279158313454804,0.01930799978097793,0.004447844983546592,0.009787877548689537,0.004604050478862038
1708472282,4.388165277614745,5.446533747223195,0.19317795472846025,31.534118623507617,0.24027715610620742,5.6914579174447795,0.7328578715342293,3.541615188724439,1.6260856438383735,0.23672823607329463,0.1891475219945393,196243456,74362880,18939904,76050432,86794240,29515776,51331072,23445504,86183936,5926912,15998976,125009.9776969128,0,0,0,,8,9,18,8,6,74,6,9,8,8,6,12.667,18.933,0.667,67.067,0.733,9.267,9,0.8,96.933,11.267,5.333,0,,0,0.0051872565228065284,0.0036487885655072834,0.1108906393711806,0.00476430419687361,0.003076391665160053,0.08019361213620735,0.008150668116297829,0.0018434024462437519,0.007263779247384803,0.002954618309969067,0.009313576210855299,0.0164324936170215,0.3670365060776157,0.07704347872351744,0.004737504997288095,0.2779854840336986,0.019303840544482254,0.004447857908908221,0.009787858440414528,0.004604005676504128
