time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705682614,2.0235555555554026,2.5661168604508293,0.18935884596535377,0.20918946199656738,4.032362236135951,1.5214513619702867,0.42713429014217297,0.08544359168091606,1.618967208334438,0.8596721185447166,0.00012599748005039752,0.29063889436449925,0.8233879369185028,0.8719632659360996,0.5096970439664662,212938752,76984320,5996544,430694400,98209792,334303232,38670336,4538368,264949760,93904896,4784128,2838528,300834816,7741440,40906752,0,1298847.1276517292,0,919973.9460503559,43432.388728362,0,26913.726263223605,740498.1080200278,10,6,7,4,7,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682615,2.289023748643869,2.5661168604508293,0.19699793499574925,0.20918946199656738,4.846930957683755,1.5214513619702867,0.42713429014217297,0.08544359168091606,1.6189672083344382,0.8596721185447166,0.00012599748005039752,0.2897799846189852,0.8233879369185028,0.8719632659360996,0.42995000000000344,212938752,76984320,6004736,430694400,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40906752,0,1298847.1276517292,0,919973.9460503559,43432.388728362006,0,20543.685424816933,624640,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682616,2.2449260421507677,2.5661168604508298,0.19699793499574925,0.20918946199656738,4.846930957683755,1.5214513619702867,0.42713429014217297,0.08544359168091606,1.6189672083344382,0.8753232370774426,0.00012599748005039752,0.2759309929045133,0.8233879369185028,0.8719632659360996,0.42995000000000344,212938752,76984320,6004736,430694400,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40906752,0,1298847.1276517294,0,919973.9460503559,43432.388728362006,0,0,624640,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682617,2.2008283356576674,2.5661168604508298,0.1622084873438533,0.20918946199656738,4.846930957683755,1.5214513619702867,0.42713429014217297,0.08858027250366209,1.6189672083344382,0.8753232370774426,0.00012599748005039752,0.2759309929045133,0.9857749165474713,0.8719632659360996,0.6027040080838261,212938752,76984320,6004736,430694400,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1298847.1276517294,0,919973.9460503559,43432.388728362006,0,0,872428.184614281,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682618,2.1567306291645667,2.5661168604508298,0.16545499457593743,0.20918946199656738,4.846930957683755,1.5214513619702867,0.42713429014217297,0.08858027250366209,1.6189672083344382,0.8753232370774426,0.00012599748005039752,0.2759309929045133,0.9857749165474713,0.8719632659360996,0.6165327278535513,212938752,76984320,6004736,430694400,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1298847.1276517294,0,919973.9460503559,43432.388728362006,0,0,892445.5807530556,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682619,2.112632922671466,2.5661168604508298,0.19479043392505,0.20918946199656738,4.792729306487704,1.5214513619702867,0.42787386286001655,0.08858027250366209,1.6189672083344382,0.8489237366518163,0.00010008819823603411,0.2759309929045133,0.9857749165474713,0.8719632659360996,0.6303614476232766,212938752,76984320,6004736,430694400,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1298847.1276517294,0,677487.3251591097,43432.388728362006,0,0,912462.97689183,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682620,2.068535216178365,2.5661168604508298,0.19479043392505,0.2149261628745959,4.792729306487704,1.5214513619702867,0.42787386286001655,0.08535870243293849,1.6189672083344382,0.8489237366518163,0,0.2759309929045133,0.9857749165474713,0.8719632659360996,0.6441901673930021,212938752,76984320,6004736,430690304,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1298847.1276517294,0,677487.3251591097,43432.388728362006,0,0,932480.3730306047,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003186046511627907,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004934883720930232,0.004879034307496823
1705682621,2.0244375096852645,2.5661168604508298,0.19479043392505,0.2149261628745959,4.792729306487704,1.5214513619702867,0.42787386286001655,0.08535870243293849,1.6189672083344382,0.8489237366518163,0,0.2759309929045133,0.9857749165474713,0.8719632659360996,0.6580188871627275,212938752,76984320,6004736,430690304,99528704,334303232,38670336,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1298847.1276517294,0,677487.3251591097,43432.388728362006,0,0,952497.7691693791,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,7.467,3.533,22.4,2.067,2,2.067,16.867,0.011212121212121213,0.0030446927374301676,0.027347161572052404,0.02192622950819672,0.002314285714285714,0.003175824175824176,0.003155019059720457,0.022484848484848486,0.004680446927374302,0.06071942446043166,0.04433823529411764,0.004508571428571428,0.004916483516483517,0.004879034307496823
1705682622,1.980339803192164,2.5661168604508298,0.19479043392505,0.2149261628745959,4.792729306487704,1.5214513619702867,0.43718347593120427,0.08535870243293849,1.6189672083344382,0.8489237366518163,0,0.2759309929045133,0.9857749165474713,0.8719632659360996,0.6718476069324529,212938752,76984320,6004736,430690304,99528704,334303232,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1298847.1276517294,0,991167.5741076831,43432.388728362006,0,0,972515.1653081538,10,6,7,4,6,15,7,4,3,11,1,3,6,17,8,8.867,4.333,25.133,2,2,2.067,18.267,0.010765306122448979,0.0030555555555555553,0.027521231422505305,0.021904761904761906,0.002314285714285714,0.003175824175824176,0.0031604010025062658,0.02239795918367347,0.004699999999999999,0.05967153284671528,0.0442857142857143,0.004508571428571428,0.004916483516483517,0.004888721804511278
1705682623,1.9362420966990632,2.207338082847853,0.19479043392505,0.2149261628745959,4.792729306487704,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.6189672083344382,0.8489237366518163,0,0.2759309929045133,0.9857749165474713,0.642477067062817,0.6856763267021782,212938752,76984320,6004736,430690304,99528704,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,0,1117250.2596625779,0,991167.5741076831,43432.388728362006,0,0,992532.5614469282,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,8.867,4.333,26.533,2,2,2.067,19.933,0.010765306122448979,0.0030555555555555553,0.02769916142557652,0.021904761904761906,0.002147058823529412,0.003175824175824176,0.0031836477987421384,0.02239795918367347,0.004699999999999999,0.05996402877697838,0.0442857142857143,0.004476470588235294,0.004916483516483517,0.004930566037735849
1705682624,3.0855536483693395,2.164569468507006,0.19479043392505,0.2149261628745959,4.792729306487704,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.6189672083344382,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.9857749165474713,0.6279443459638822,0.6995050464719036,212963328,76984320,6004736,430690304,99528704,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7741440,40951808,129134.409920482,1095602.8075350493,0,991167.5741076831,43432.388728362006,0,0,1012549.9575857029,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.467,4.333,26.533,2,2,2.067,19.933,0.01064720812182741,0.0030555555555555553,0.02769916142557652,0.021904761904761906,0.002147058823529412,0.003175824175824176,0.0031836477987421384,0.02237309644670051,0.004699999999999999,0.05996402877697838,0.0442857142857143,0.004476470588235294,0.004916483516483517,0.004930566037735849
1705682625,3.0855536483693395,2.1218008541661586,0.19479043392505,0.2149261628745959,4.792729306487704,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.6189672083344382,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.9857749165474713,0.8624353707769671,0.7133337662416288,212963328,76984320,6004736,430690304,99528704,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7770112,40951808,129134.409920482,1073955.3554075202,0,991167.5741076831,43432.388728362006,0,0,1032567.3537244773,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.467,4.333,26.533,2,2,2.067,19.933,0.01064720812182741,0.0030555555555555553,0.02769916142557652,0.021904761904761906,0.002147058823529412,0.003175824175824176,0.0031836477987421384,0.02237309644670051,0.004699999999999999,0.05996402877697838,0.0442857142857143,0.004476470588235294,0.004916483516483517,0.004930566037735849
1705682626,3.0855536483693395,2.6944207338060187,0.19479043392505,0.2149261628745959,4.792729306487704,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.2718728213407688,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.9857749165474713,0.8624353707769671,0.8297231861835225,212963328,77205504,6004736,430690304,99528704,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7770112,40951808,129134.409920482,1903214.7036552625,0,991167.5741076831,52603.383113785625,0,0,1201043.7683264737,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.467,4.333,26.533,2,2,2.067,19.933,0.01064720812182741,0.0030555555555555553,0.02769916142557652,0.021904761904761906,0.002147058823529412,0.003175824175824176,0.0031836477987421384,0.02237309644670051,0.004699999999999999,0.05996402877697838,0.0442857142857143,0.004476470588235294,0.004916483516483517,0.004930566037735849
1705682627,2.7563583120261614,2.6944207338060187,0.19479043392505,0.2149261628745959,4.735056333465323,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.2718728213407688,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.9857749165474713,0.8624353707769671,0.8297231861835225,212963328,77205504,6004736,430690304,99434496,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7770112,40951808,161122.40215039664,1903214.7036552625,0,991167.5741076831,52603.383113785625,0,0,1201043.7683264737,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.333,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.0030555555555555553,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004699999999999999,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
1705682628,2.7563583120261614,2.732409771876062,0.19479043392505,0.2149261628745959,4.735056333465323,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.2718728213407688,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.9857749165474713,0.8624353707769671,0.8297231861835225,212963328,77205504,6004736,430690304,99434496,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7770112,40951808,161122.40215039664,1961184.882533197,0,991167.5741076831,52603.383113785625,0,0,1201043.7683264737,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.467,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.003054644808743169,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004698360655737705,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
1705682629,2.7563583120261614,2.732409771876062,0.19479043392505,0.2149261628745959,4.735056333465323,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.2718728213407688,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.9857749165474713,0.8543553664921479,0.8297231861835225,212963328,77205504,6004736,430690304,99434496,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7770112,40951808,161122.40215039664,1961184.882533197,0,991167.5741076831,52603.383113785625,0,0,1201043.7683264737,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.467,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.003054644808743169,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004698360655737705,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
1705682630,2.7563583120261614,2.732409771876062,0.16594846367521424,0.20850011502185334,4.735056333465323,1.5412120612950948,0.43718347593120427,0.08535870243293849,1.2718728213407688,0.8489237366518163,0.00009104358711734452,0.2759309929045133,0.41687157726764723,0.8543553664921479,0.8588001597125173,212963328,77205504,6004736,430694400,99434496,334508032,38686720,4538368,264949760,93904896,4784128,2834432,300834816,7770112,41074688,161122.40215039664,1961184.882533197,0,991167.5741076831,52603.383113785625,0,0,1488265.1227789978,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.467,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.003054644808743169,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004698360655737705,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
1705682631,2.7563583120261614,2.732409771876062,0.16270195644313007,0.20850011502185334,4.735056333465323,1.5412120612950948,0.43718347593120427,0.09292185921185588,0.9443477860627887,0.8489237366518163,0.00009104358711734452,0.23465018341603744,0.41687157726764723,0.8543553664921479,0.8588001597125173,212963328,77205504,6004736,430694400,99434496,334508032,38686720,4542464,264949760,93904896,4784128,2834432,300834816,7770112,41074688,161122.40215039664,1961184.882533197,0,991167.5741076831,65985.45521494982,0,0,1488265.1227789978,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.467,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.003054644808743169,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004698360655737705,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
1705682632,2.7563583120261614,2.732409771876062,0.1594554492110459,0.20850011502185334,4.790467424562796,1.2153048791575891,0.43718347593120427,0.07509174248989012,0.9443477860627887,0.6368789155429271,0.00009104358711734452,0.19190250000000075,0.41687157726764723,0.8543553664921479,0.8588001597125173,212963328,77205504,6004736,430694400,99434496,334508032,38686720,4542464,264949760,93904896,4784128,2834432,300834816,7770112,41074688,161122.40215039664,1961184.882533197,0,991167.5741076831,65985.45521494982,0,0,1488265.1227789978,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.467,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.003054644808743169,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004698360655737705,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
1705682633,2.7563583120261614,2.732409771876062,0.15620894197896174,0.20850011502185334,4.790467424562796,1.4542213242150936,0.43718347593120427,0.07659147771037925,0.9443477860627887,0.6635925917143545,0.00009104358711734452,0.19190250000000075,0.41687157726764723,0.8543553664921479,0.8588001597125173,212963328,77205504,6004736,430694400,99434496,334508032,38686720,4542464,264949760,93908992,4784128,2834432,300834816,7770112,41074688,161122.40215039664,1961184.882533197,0,991167.5741076831,65985.45521494982,0,0,1488265.1227789978,10,6,7,4,6,16,7,4,3,11,1,3,6,17,8,9.733,4.467,26.533,2.267,2.267,2.333,20.733,0.010837563451776649,0.003054644808743169,0.02769916142557652,0.020795454545454548,0.0020793650793650793,0.003186046511627907,0.0031843790012804096,0.022411167512690355,0.004698360655737705,0.05996402877697838,0.04241071428571429,0.004466666666666666,0.004934883720930232,0.004931882202304738
