time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705604721,1.4161287010801593,8.65704122583009,0.17427466150870358,0.20665519572297708,4.604647738427838,1.0314229892543114,0.39098305487369667,0.08170291078544019,0.317409543786058,0.755589423430049,0.0001387247598006435,0.2795430561418349,0.28613058471333425,0.6245648040153123,1.042813695673499,216428544,107364352,6004736,432451584,99594240,329613312,53473280,4485120,267735040,98693120,4575232,2883584,306806784,8437760,76222464,3125671.8959017387,0,859482.1442711222,58578.44305668112,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.333,3.733,24.067,2,1.8,2.067,17.467,0,0,0,0,0.023434065934065936,0.003032258064516129,0.033353365384615384,0.03778089887640449,0.0016785714285714286,0.003,0.0033494318181818182,0.06218750000000004,0.004658064516129033,0.0817004048582996,0.048005617977528094,0.0043357142857142865,0.0046,0.006638211382113823
1705604722,1.4161287010801593,7.099206657241967,0.17427466150870358,0.20665519572297708,4.604647738427838,1.0314229892543114,0.39098305487369667,0.0821682641107585,0.317409543786058,0.7958240136509233,0.0001387247598006435,0.2795430561418349,0.2768279087473228,0.6101911318249571,1.042813695673499,216428544,107364352,6004736,432451584,99594240,329613312,53473280,4485120,267735040,98828288,4575232,2883584,306806784,8437760,76222464,2563207.238234221,0,859482.1442711222,58578.44305668112,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.333,3.733,24.067,2,2.267,2.067,17.467,0,0,0,0,0.023434065934065936,0.003032258064516129,0.033353365384615384,0.03778089887640449,0.001714285714285714,0.003,0.0033494318181818182,0.06218750000000004,0.004658064516129033,0.0817004048582996,0.048005617977528094,0.004342857142857143,0.0046,0.006638211382113823
1705604723,1.4161287010801593,7.997010723860595,0.17427466150870358,0.20665519572297708,4.537003829048445,1.0314229892543114,0.39098305487369667,0.0821682641107585,0.317409543786058,0.7958240136509233,0.0001387247598006435,0.2795430561418349,0.2768279087473228,0.8552555233206949,1.042813695673499,216428544,107397120,6004736,432451584,99594240,329613312,53473280,4485120,267735040,98828288,4575232,2883584,306806784,8445952,76222464,2462933.741861356,0,859482.1442711222,58578.44305668112,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.467,3.733,24.067,2.133,2.4,2.2,17.867,0,0,0,0,0.02332880434782609,0.003032258064516129,0.033353365384615384,0.0375,0.001779661016949152,0.003,0.0033417366946778713,0.06171875000000004,0.004658064516129033,0.0817004048582996,0.04794444444444444,0.004355932203389831,0.0046,0.006573770491803279
1705604724,1.4161287010801593,7.997010723860595,0.17427466150870358,0.20665519572297708,4.537003829048445,1.0314229892543114,0.39098305487369667,0.0821682641107585,0.31956521739130533,0.7958240136509233,0.0001387247598006435,0.2795430561418349,0.2768279087473228,0.8552555233206949,1.042813695673499,216428544,107397120,6004736,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306806784,8445952,76222464,2462933.741861356,0,859482.1442711222,43577.55869210582,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.467,3.733,24.067,2.133,2.4,2.2,17.867,0,0,0,0,0.02332880434782609,0.003032258064516129,0.033353365384615384,0.0375,0.001779661016949152,0.003,0.0033417366946778713,0.06171875000000004,0.004658064516129033,0.0817004048582996,0.04794444444444444,0.004355932203389831,0.0046,0.006573770491803279
1705604725,1.4161287010801593,7.997010723860595,0.17427466150870358,0.20665519572297708,4.537003829048445,1.0314229892543114,0.39098305487369667,0.0821682641107585,0.31956521739130533,0.7958240136509233,0.0001387247598006435,0.2795430561418349,0.2768279087473228,0.8552555233206949,1.042813695673499,216428544,107397120,6004736,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306806784,8445952,76222464,2462933.741861356,0,859482.1442711222,43577.55869210582,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.467,3.733,24.067,2.133,2.4,2.2,17.867,0,0,0,0,0.02332880434782609,0.003032258064516129,0.033353365384615384,0.0375,0.001779661016949152,0.003,0.0033417366946778713,0.06171875000000004,0.004658064516129033,0.0817004048582996,0.04794444444444444,0.004355932203389831,0.0046,0.006573770491803279
1705604726,1.4161287010801593,7.997010723860595,0.17427466150870358,0.20665519572297708,4.537003829048445,1.0314229892543114,0.39098305487369667,0.0821682641107585,0.31956521739130533,0.7958240136509233,0.0001387247598006435,0.2795430561418349,0.2768279087473228,0.8552555233206949,1.042813695673499,216428544,107397120,6004736,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306806784,8445952,76222464,2462933.741861356,0,859482.1442711222,43577.55869210582,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.467,3.733,24.067,2.133,2.4,2.2,17.867,0,0,0,0,0.02332880434782609,0.003032258064516129,0.033353365384615384,0.0375,0.001779661016949152,0.003,0.0033417366946778713,0.06171875000000004,0.004658064516129033,0.0817004048582996,0.04794444444444444,0.004355932203389831,0.0046,0.006573770491803279
1705604727,1.4161287010801593,7.997010723860595,0.18191119517247603,0.20665519572297708,4.537003829048445,1.0314229892543114,0.30183113437132336,0.0821682641107585,0.19794364051050206,0.7958240136509233,0.0001387247598006435,0.2795430561418349,0.2768279087473228,0.8552555233206949,1.042813695673499,216428544,107397120,6033408,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306806784,8445952,76222464,2462933.741861356,0,533771.5556718565,18894.82991216577,0,32418.742085268037,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,7.467,3.733,24.067,2.133,2.4,2.2,17.867,0,0,0,0,0.02332880434782609,0.003032258064516129,0.033353365384615384,0.0375,0.001779661016949152,0.003,0.0033417366946778713,0.06171875000000004,0.004658064516129033,0.0817004048582996,0.04794444444444444,0.004355932203389831,0.0046,0.006573770491803279
1705604728,1.4161287010801593,7.997010723860595,0.18191119517247603,0.20665519572297708,4.537003829048445,1.0314229892543114,0.3081445366130261,0.0821682641107585,0.20314939583636213,0.7958240136509233,0.0001387247598006435,0.27757834706902507,0.2768279087473228,0.8552555233206949,1.042813695673499,216428544,107397120,6033408,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306806784,8445952,76222464,2462933.741861356,0,544936.4560163984,19391.74843499782,0,21967.570659849473,1832410.4777788678,12,7,7,4,7,17,5,5,3,11,1,3,5,18,9,8.267,3.733,24.067,2.133,2.4,2.067,17.867,0,0,0,0,0.023046875,0.003032258064516129,0.033353365384615384,0.0375,0.001779661016949152,0.003,0.0033417366946778713,0.07193548387096778,0.004658064516129033,0.0817004048582996,0.04794444444444444,0.004355932203389831,0.0046,0.006573770491803279
1705604729,1.4521484495409565,7.997010723860595,0.18191119517247603,0.20665519572297708,4.537003829048445,1.0314229892543114,0.3144579388547288,0.08216826411075849,0.20835515116222214,0.7958240136509233,0.00010288065843621114,0.2775783470690251,0.2838266880149942,0.8552555233206949,1.0502901301518202,216428544,107397120,6033408,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306823168,8445952,76222464,2462933.741861356,0,556101.3563609401,19888.666957829864,0,21967.570659849476,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.733,2.2,2.4,2.067,19,0,0,0,0,0.022761194029850745,0.003032085561497326,0.03294642857142857,0.0375,0.0017796610169491522,0.003,0.0033028649386084583,0.08354838709677417,0.004657754010695188,0.08233193277310925,0.04794444444444444,0.004355932203389831,0.0046,0.0061981981981981986
1705604730,1.4521484495409565,7.997010723860595,0.18191119517247603,0.17008438016528937,4.537003829048445,1.0314229892543114,0.32077134109643146,0.08216826411075849,0.21356090648808218,0.7958240136509233,0.00010288065843621114,0.2775783470690251,0.2838266880149942,0.8552555233206949,1.0502901301518202,216428544,107397120,6033408,432451584,99594240,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306823168,8445952,76222464,2462933.741861356,0,567266.256705482,20385.58548066191,0,21967.570659849476,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.733,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032085561497326,0.03294642857142857,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004657754010695188,0.08233193277310925,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604731,1.4521484495409565,8.239896048267035,0.18871827271728475,0.17355545454545465,4.4360140529071,0.9973727618990119,0.37880413450216294,0.08216826411075849,0.21876666181394225,0.7958240136509233,0.00010288065843621114,0.2775783470690251,0.2838266880149942,0.8552555233206949,1.0502901301518202,216428544,107397120,6033408,432451584,102903808,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306823168,8445952,76222464,2792216.6792906206,0,669894.0206725107,20882.50400349396,0,21967.570659849476,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.733,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032085561497326,0.03294642857142857,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004657754010695188,0.08233193277310925,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604732,1.4796714181128923,8.239896048267035,0.18871827271728475,0.17702652892561996,4.4360140529071,0.9973727618990119,0.37880413450216294,0.08216826411075849,0.22397241713980226,0.7958240136509233,0.00010288065843621114,0.2794158056715756,0.2838266880149942,0.8552555233206949,1.0502901301518202,216424448,107397120,6033408,432451584,102903808,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306823168,8445952,76222464,2792216.6792906206,0,669894.0206725107,21379.42252632601,0,33765.662783029235,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.733,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032258064516129,0.03294642857142857,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004658064516129033,0.08233193277310925,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604733,1.4796714181128923,8.239896048267035,0.18871827271728475,0.20826446280991753,4.4360140529071,0.9973727618990119,0.37880413450216294,0.08216826411075849,0.2291781724656623,0.7958240136509233,0.00010288065843621114,0.2794158056715756,0.2838266880149942,0.810524541531825,1.0502901301518202,216424448,107397120,6033408,432451584,102903808,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76222464,2792216.6792906206,0,669894.0206725107,21876.341049158054,0,33765.662783029235,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.067,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032258064516129,0.0326453488372093,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004658064516129033,0.08280973451327432,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604734,1.4796714181128923,8.239896048267035,0.18871827271728475,0.20826446280991753,2.832969422741148,0.9973727618990119,0.37880413450216294,0.06399890834862783,0.23438392779152234,0.7958240136509233,0.00010288065843621114,0.2794158056715756,0.2838266880149942,0.7873674985393427,1.0502901301518202,216424448,107397120,6033408,432451584,102903808,329613312,53473280,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76222464,2792216.6792906206,0,669894.0206725107,22373.2595719901,0,33765.662783029235,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.067,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032258064516129,0.0326453488372093,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004658064516129033,0.08280973451327432,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604735,1.4796714181128923,8.239896048267035,0.18871827271728475,0.2115959263984047,2.9023543546288315,0.957004800667886,0.3761801078110237,0.06535468816514169,0.23958968311738235,0.7958240136509233,0.00010288065843621114,0.2794158056715756,0.2838266880149942,0.7873674985393427,1.0502901301518202,216424448,107397120,6033408,432451584,102903808,329650176,53534720,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76222464,2792216.6792906206,0,623426.6990804354,22870.17809482215,0,33765.662783029235,1965813.4490238614,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.067,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032258064516129,0.0326453488372093,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004658064516129033,0.08280973451327432,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604736,1.4796714181128923,8.239896048267035,0.18871827271728475,0.2115959263984047,2.971739286516515,0.957004800667886,0.3761801078110237,0.05541750000000346,0.24479543844324242,0.7958240136509233,0.00013631544403493336,0.2794158056715756,0.2838266880149942,0.7873674985393427,1.0502901301518202,216424448,107397120,6033408,432451584,102903808,329650176,53534720,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76222464,2792216.6792906206,0,623426.6990804354,23367.0966176542,0,33765.662783029235,1965813.4490238612,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.067,2.2,2.4,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032258064516129,0.0326453488372093,0.0375,0.0017796610169491522,0.003,0.0032930800542740842,0.08354838709677417,0.004658064516129033,0.08280973451327432,0.04794444444444444,0.004355932203389831,0.0046,0.006087962962962963
1705604737,1.4796714181128923,8.239896048267035,0.18871827271728475,0.2115959263984047,3.0411242184041987,0.957004800667886,0.3761801078110237,0.05541750000000346,0.25000119376910246,0.7958240136509233,0.00013631544403493336,0.2794158056715756,0.2838266880149942,0.7873674985393427,1.0210917885098254,216424448,107397120,6033408,432451584,102903808,329650176,53534720,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76197888,2792216.6792906206,0,623426.6990804354,23864.015140486244,0,33765.662783029235,1769428.4448382813,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,9.2,4.2,25.067,2.2,1.933,2.067,19.667,0,0,0,0,0.022761194029850745,0.003032258064516129,0.0326453488372093,0.0375,0.002,0.003,0.0032930800542740842,0.08354838709677417,0.004658064516129033,0.08280973451327432,0.04794444444444444,0.0044,0.0046,0.006087962962962963
1705604738,1.4796714181128923,8.239896048267035,0.18871827271728475,0.2115959263984047,3.1105091502918825,0.957004800667886,0.3761801078110237,0.05541750000000346,0.2552069490949625,0.5897675085207634,0.00013631544403493336,0.2794158056715756,0.3000935933820306,0.7873674985393427,1.0210917885098254,216424448,107397120,6033408,432451584,102903808,329650176,53534720,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76197888,2792216.6792906206,0,623426.6990804354,24360.93366331829,0,33765.662783029235,1769428.4448382813,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,8.933,4.2,25.067,1.933,1.667,1.8,18.867,0,0,0,0,0.022829949238578676,0.003032258064516129,0.0326453488372093,0.036897590361445784,0.0019122807017543859,0.003,0.003270861833105335,0.08435483870967742,0.004658064516129033,0.08280973451327432,0.04762048192771084,0.0043824561403508775,0.0046,0.005808080808080806
1705604739,1.4796714181128923,8.239896048267035,0.18871827271728475,0.2115959263984047,3.1798940821795663,0.957004800667886,0.3761801078110237,0.06598648155963716,0.24616821922792076,0.4645933333333119,0.00013631544403493336,0.27697368421052565,0.3000935933820306,0.7873674985393427,1.0210917885098254,216424448,107397120,6033408,432451584,102903808,329650176,53534720,4485120,267739136,98828288,4575232,2883584,306823168,8437760,76197888,2792216.6792906206,0,623426.6990804354,32117.76218250626,0,25910.93117408907,1769428.4448382813,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,8.933,4.2,25.067,1.933,1.667,1.8,18.867,0,0,0,0,0.022829949238578676,0.003032258064516129,0.0326453488372093,0.036897590361445784,0.0019122807017543859,0.003,0.003270861833105335,0.08435483870967742,0.004658064516129033,0.08280973451327432,0.04762048192771084,0.0043824561403508775,0.0046,0.005808080808080806
1705604740,1.4796714181128923,8.356241236742745,0.18871827271728475,0.2115959263984047,3.2492790140672496,0.957004800667886,0.3761801078110237,0.0646307017431233,0.2510641987669243,0.6014374534217608,0.00013631544403493336,0.27697368421052565,0.3000935933820306,0.7873674985393427,1.0210917885098254,216424448,107458560,6033408,432451584,102903808,329650176,53534720,4485120,267739136,98697216,4575232,2883584,306823168,8437760,76197888,2363501.7077116664,0,623426.6990804354,32756.54450370647,0,25910.93117408907,1769428.4448382813,12,7,7,4,7,17,5,5,3,11,1,3,6,18,9,8.933,4.2,25.067,1.933,1.667,1.8,18.867,0,0,0,0,0.022829949238578676,0.003032258064516129,0.0326453488372093,0.036897590361445784,0.0019122807017543859,0.003,0.003270861833105335,0.08435483870967742,0.004658064516129033,0.08280973451327432,0.04762048192771084,0.0043824561403508775,0.0046,0.005808080808080806
