time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705350922,0.6650560224089578,2.182664877842092,0.3584385709591133,18.74864554332943,5.290003257025864,6.321993880440302,0.37562077384983394,3.361770997860717,2.500013328002132,0.25570508133796793,0.22781758425704837,110444544,43474944,11292672,40652800,43909120,17592320,35807232,10244096,44859392,3014656,8577024,44128.42059900884,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.2,0.733,73.738,0.667,11.533,12.4,0.733,131.4,17.667,6.067,0,0,0,0,0.0029649122807017545,0.0030983284169124876,0.2425,0.056962386023198044,0.004,0.16751700680272108,0.004153846153846153,0.0019611307420494693,0.007427285318559557,0.0028892988929889295,0.004598086124401913,0.004776991150442478,0.6499999999999997,0.09456518711833635,0.019149999999999997,0.4978535353535352,0.009954545454545454,0.004397879858657243,0.009579639889196677,0.004601476014760147
1705350923,0.6650560224089578,2.182664877842092,0.3584385709591133,18.720773620246575,5.290003257025864,6.321993880440302,0.38346401733712454,3.361770997860717,2.1162612821538045,0.2567594754805118,0.22781758425704837,110444544,43474944,11292672,40341504,43909120,17592320,35807232,10244096,44859392,3014656,8577024,44128.42059900884,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.2,0.733,73.738,0.667,11.533,12.4,0.867,131.4,17.667,6.067,0,0,0,0,0.0029649122807017545,0.0030983284169124876,0.2425,0.056962386023198044,0.004,0.16751700680272108,0.0038148148148148147,0.0019611307420494693,0.007427285318559557,0.0028892988929889295,0.004598086124401913,0.004776991150442478,0.6499999999999997,0.09456518711833635,0.019149999999999997,0.4978535353535352,0.010750000000000006,0.004397879858657243,0.009579639889196677,0.004601476014760147
1705350924,0.5398481419234312,2.182664877842092,0.3584385709591133,18.720773620246575,5.290003257025864,6.321993880440302,0.3913072608244152,3.361770997860717,2.074594393353769,0.2567594754805118,0.22781758425704837,110444544,43474944,11292672,40341504,43909120,17592320,35807232,10244096,44859392,3014656,8577024,35820.50994756876,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,22.2,0.733,73.738,0.667,13.067,12.4,0.867,138.267,17.667,6.067,0,0,0,0,0.0029649122807017545,0.0030983284169124876,0.2425,0.056962386023198044,0.004,0.1656674208144796,0.0038148148148148147,0.0019771069182389937,0.007427285318559557,0.0028892988929889295,0.004598086124401913,0.004776991150442478,0.6499999999999997,0.09456518711833635,0.019149999999999997,0.5195454545454548,0.010750000000000006,0.004400251572327043,0.009579639889196677,0.004601476014760147
1705350925,0.528763874883282,2.182664877842092,0.3584385709591133,18.720773620246575,5.290003257025864,6.321993880440302,0.5445982825511865,3.361770997860717,2.0329275045537334,0.2567594754805118,0.22781758425704837,110444544,43474944,11292672,40341504,43909120,17592320,35287040,10244096,44859392,3014656,8577024,35085.036270918616,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,24.467,0.733,73.738,0.667,13.067,12.4,0.867,138.267,17.667,6.067,0,0,0,0,0.0029649122807017545,0.003126,0.2425,0.056962386023198044,0.004,0.1656674208144796,0.0038148148148148147,0.0019771069182389937,0.007427285318559557,0.0028892988929889295,0.004598086124401913,0.0048268,0.6499999999999997,0.09456518711833635,0.019149999999999997,0.5195454545454548,0.010750000000000006,0.004400251572327043,0.009579639889196677,0.004601476014760147
1705350926,0.5176796078431326,2.182664877842092,0.3584385709591133,18.720773620246575,5.290003257025864,6.321993880440302,0.6449805465601229,3.361770997860717,1.9912606157536978,0.2567594754805118,0.22781758425704837,110444544,43474944,11292672,40341504,43909120,17592320,35287040,10244096,44859392,3014656,8577024,34349.56259426847,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,24.467,0.733,73.738,0.667,13.067,12.4,0.867,138.267,17.667,6.067,0,0,0,0,0.0029649122807017545,0.003126,0.2425,0.056962386023198044,0.004,0.1656674208144796,0.0038148148148148147,0.0019771069182389937,0.007427285318559557,0.0028892988929889295,0.004598086124401913,0.0048268,0.6499999999999997,0.09456518711833635,0.019149999999999997,0.5195454545454548,0.010750000000000006,0.004400251572327043,0.009579639889196677,0.004601476014760147
1705350927,0.4167757627021625,2.1513361642932884,0.3584385709591133,18.720773620246575,5.290003257025864,6.321993880440302,0.6449805465601229,3.361770997860717,1.9495937269536627,0.25681828386690925,0.22781758425704837,110444544,43388928,11292672,40341504,43909120,17592320,35287040,10244096,44859392,3014656,8577024,70495.27271341754,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,138.733,17.667,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001978905072827725,0.007427285318559557,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.0044006027122049235,0.009579639889196677,0.004574721189591078
1705350928,0.407549038120806,2.1513361642932884,0.3584385709591133,18.720773620246575,5.290003257025864,6.321993880440302,0.6449805465601229,2.7037444512929354,1.9079268381536267,0.25681828386690925,0.1891608258500792,110444544,43388928,11292672,40341504,43909120,17592320,35287040,10244096,44859392,3014656,8577024,68934.62422129507,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,138.733,17.667,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001978905072827725,0.007427285318559557,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.0044006027122049235,0.009579639889196677,0.004574721189591078
1705350929,0.3983223135394494,2.1513361642932884,0.3584385709591133,18.720773620246575,5.290003257025864,6.419565217391283,0.6449805465601229,2.760302522432162,1.8662599493535916,0.25681828386690925,0.19280537925840535,110444544,43388928,11292672,40341504,43909120,16830464,35287040,10244096,44859392,3014656,8577024,67373.9757291726,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,138.733,17.667,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001978905072827725,0.007427285318559557,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.0044006027122049235,0.009579639889196677,0.004574721189591078
1705350930,0.38909558895809304,2.1513361642932884,0.3584385709591133,18.720773620246575,5.290003257025864,6.566462820539404,0.6449805465601229,2.8168605935713886,1.824593060553556,0.25681828386690925,0.19069882738839283,110444544,43388928,11292672,40341504,43909120,16830464,35287040,10244096,44859392,3014656,8577024,65813.32723705015,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,138.733,17.667,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001978905072827725,0.007427285318559557,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.0044006027122049235,0.009579639889196677,0.004574721189591078
1705350931,0.3798688643767366,2.151336164293288,0.3584385709591133,18.720773620246575,5.290003257025864,6.566462820539404,0.6449805465601229,2.8734186647106146,1.7829261717535207,0.25681828386690925,0.1870542739800667,110444544,43388928,11292672,40341504,43909120,16830464,35287040,10244096,44859392,3014656,8577024,64252.678744927696,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,138.733,17.667,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001978905072827725,0.007427285318559557,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.0044006027122049235,0.009579639889196677,0.004574721189591078
1705350932,0.3706421397953802,2.151336164293288,0.3073989097799298,18.720773620246575,5.290003257025864,6.566462820539404,0.6449805465601229,3.3934842683535873,1.7412592829534848,0.25681828386690925,0.18340972057174054,110444544,43388928,11292672,40341504,43909120,16830464,35287040,10244096,44859392,3014656,8577024,62692.03025280525,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,138.733,17.667,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001978905072827725,0.007427285318559557,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.0044006027122049235,0.009579639889196677,0.004574721189591078
1705350933,0.3614154152140237,2.232669424560751,0.30142493359727784,18.65120420533171,5.290003257025864,6.566462820539404,0.6449805465601229,3.3934842683535873,1.6995923941534492,0.25681828386690925,0.1797651671634144,110444544,43388928,11292672,40296448,43909120,16830464,35287040,10244096,44859392,3014656,8577024,61131.381760682794,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,0.933,13.067,12.4,1.133,140,18.933,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.0035517241379310347,0.1656674208144796,0.0034,0.001986533665835412,0.007463576158940399,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.01575,0.5195454545454548,0.007000000000000001,0.004402892768079801,0.009598675496688741,0.004574721189591078
1705350934,0.3521886906326672,2.232669424560751,0.3088675022120791,18.65120420533171,5.290003257025864,6.566462820539404,0.6449805465601228,3.4700925335736486,1.6579255053534137,0.25681828386690925,0.17612061375508828,110444544,43388928,11292672,40296448,43909120,16830464,35287040,10035200,44859392,3014656,8577024,59570.73326856033,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,1.467,13.067,12.4,1.133,140,18.933,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.003157894736842105,0.1656674208144796,0.0034,0.001986533665835412,0.007463576158940399,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.0048842105263157895,0.5195454545454548,0.007000000000000001,0.004402892768079801,0.009598675496688741,0.004574721189591078
1705350935,0.6880638689528269,2.232669424560751,0.5165924108391956,18.65120420533171,3.938521539034201,6.566462820539404,0.6449805465601228,3.4700925335736486,1.6162586165533783,0.25681828386690925,0.17247606034676213,110338048,43388928,11399168,40296448,43913216,16830464,35287040,10035200,44859392,3014656,8577024,76245.63072659208,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,1.467,13.067,12.4,1.133,140,18.933,6.6,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.003157894736842105,0.1656674208144796,0.0034,0.001986533665835412,0.007463576158940399,0.00287360594795539,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.0048842105263157895,0.5195454545454548,0.007000000000000001,0.004402892768079801,0.009598675496688741,0.004574721189591078
1705350936,0.6880638689528269,2.232669424560751,0.5165924108391956,18.65120420533171,0.29499172276790375,6.566462820539404,0.6449805465601228,3.4700925335736486,1.5745917277533428,0.25681828386690925,0.25218673492098864,110338048,43388928,11399168,40296448,43913216,16830464,35287040,10035200,44859392,3014656,8581120,76245.63072659208,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.667,25,1,74.472,1.467,13.067,12.4,1.133,140,18.933,8.733,0,0,0,0,0.0029649122807017545,0.0031265060240963853,0.24210526315789474,0.05694929035795704,0.003157894736842105,0.1656674208144796,0.0034,0.001986533665835412,0.007463576158940399,0.00286159169550173,0.004598086124401913,0.004827710843373493,0.6399999999999997,0.09430359749423983,0.0048842105263157895,0.5195454545454548,0.007000000000000001,0.004402892768079801,0.009598675496688741,0.0045723183391003465
1705350937,0.6880638689528269,2.232669424560751,0.5165924108391956,18.723412559302425,0.29499172276790375,6.566462820539404,0.6449805465601228,3.4700925335736486,2.65185383988391,0.25681828386690925,0.25218673492098864,110338048,43388928,11399168,40296448,43913216,16830464,35287040,10035200,44863488,3014656,8581120,76245.63072659208,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.467,26.4,1.733,74.067,1.467,13.067,13.933,1.133,150.533,20.8,9.4,0,0,0,0,0.0029622641509433967,0.003132411067193676,0.246875,0.06067489495798319,0.003157894736842105,0.17272234273318873,0.0034,0.002023076923076923,0.007483870967741936,0.002865771812080537,0.004592452830188679,0.0048383399209486165,0.6642857142857143,0.095328256302521,0.0048842105263157895,0.5573170731707322,0.007000000000000001,0.00441,0.009630967741935486,0.004573154362416108
1705350938,0.6880638689528268,2.232669424560751,0.5165924108391956,18.723412559302425,0.29499172276790375,6.566462820539404,0.8448577837595352,3.4700925335736486,2.65185383988391,0.17801500000000026,0.25218673492098864,110338048,43388928,11399168,40296448,43913216,16830464,35164160,10035200,44863488,3014656,8581120,76245.63072659206,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.467,26.4,1.733,74.067,1.467,13.067,13.933,1.533,150.533,20.8,9.4,0,0,0,0,0.0029622641509433967,0.003132411067193676,0.246875,0.06067489495798319,0.003157894736842105,0.17272234273318873,0.003473684210526316,0.002023076923076923,0.007483870967741936,0.002865771812080537,0.004592452830188679,0.0048383399209486165,0.6642857142857143,0.095328256302521,0.0048842105263157895,0.5573170731707322,0.007687499999999998,0.00441,0.009630967741935486,0.004573154362416108
1705350939,0.6880638689528268,2.232669424560751,0.5165924108391956,18.723412559302425,0.29499172276790375,6.566462820539404,0.8448577837595352,3.4700925335736486,2.65185383988391,0.17801500000000026,0.25218673492098864,110338048,43388928,11399168,40296448,43913216,16830464,35164160,10035200,44863488,3014656,8581120,76245.63072659206,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.467,26.4,1.733,74.067,1.467,13.533,13.933,1.533,156.467,20.8,9.4,0,0,0,0,0.0029622641509433967,0.003132411067193676,0.246875,0.06067489495798319,0.003157894736842105,0.17945859872611464,0.003473684210526316,0.002022785999530186,0.007483870967741936,0.002865771812080537,0.004592452830188679,0.0048383399209486165,0.6642857142857143,0.095328256302521,0.0048842105263157895,0.5945652173913047,0.007687499999999998,0.004409819121447029,0.009630967741935486,0.004573154362416108
1705350940,0.6880638689528268,2.232669424560751,0.5165924108391956,18.723412559302425,0.29499172276790375,6.566462820539404,0.8448577837595352,3.4700925335736486,2.65185383988391,0.21025146479735113,0.25218673492098864,110338048,43388928,11399168,40296448,43913216,16830464,35164160,10035200,44863488,3014656,8581120,76245.63072659206,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.467,27.6,1.733,74.067,1.467,13.533,13.933,1.533,156.467,20.8,9.4,0,0,0,0,0.0029622641509433967,0.00312464046021093,0.246875,0.06067489495798319,0.003157894736842105,0.17945859872611464,0.003473684210526316,0.002022785999530186,0.007483870967741936,0.002865771812080537,0.004592452830188679,0.0048243528283796735,0.6642857142857143,0.095328256302521,0.0048842105263157895,0.5945652173913047,0.007687499999999998,0.004409819121447029,0.009630967741935486,0.004573154362416108
1705350941,0.6880638689528268,2.232669424560751,0.5165924108391956,18.723412559302425,0.29499172276790375,6.455832647635959,0.8448577837595352,3.4700925335736486,2.65185383988391,0.20597975409737748,0.25218673492098864,110338048,43388928,11399168,40296448,43913216,16830464,35164160,10035200,44863488,3014656,8581120,76245.63072659206,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.467,27.6,1.733,74.067,1.467,13.533,13.933,1.533,156.467,20.8,9.4,0,0,0,0,0.0029622641509433967,0.00312464046021093,0.246875,0.06067489495798319,0.003157894736842105,0.17945859872611464,0.003473684210526316,0.002022785999530186,0.007483870967741936,0.002865771812080537,0.004592452830188679,0.0048243528283796735,0.6642857142857143,0.095328256302521,0.0048842105263157895,0.5945652173913047,0.007687499999999998,0.004409819121447029,0.009630967741935486,0.004573154362416108
1705350942,0.6880638689528268,2.232669424560751,0.5165924108391956,18.723412559302425,0.29499172276790375,6.455832647635959,0.9262481251339179,3.4700925335736486,2.65185383988391,0.20170804339740392,0.2640343853038159,110338048,43388928,11399168,40296448,43913216,16830464,35164160,10035200,44863488,3014656,8581120,76245.63072659206,0,0,0,4,4,9,4,3,59,3,4,5,4,3,14.467,28.133,2,74.933,1.733,13.533,13.933,1.8,157.067,20.8,9.933,0,0,0,0,0.0029622641509433967,0.0031245283018867926,0.25,0.06072354771784232,0.0030408163265306124,0.17945859872611464,0.003545454545454545,0.0020284913591779538,0.007483870967741936,0.0028734177215189874,0.004592452830188679,0.004824150943396227,0.6500000000000004,0.09529823651452281,0.004673469387755102,0.5945652173913047,0.008199999999999999,0.0044109294722092475,0.009630967741935486,0.004574683544303798
