time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705817238,30.552525207359892,2.427062527138508,0.18471238938053142,0.21172320410490297,3.715557046805553,1.4393153184846572,0.409217801753204,0.08029608006672251,0.4743114900744102,0.6416162073671031,0.00008539724711907638,0.194451675181262,1.3882610781577087,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98340864,335237120,39297024,4546560,271978496,96653312,4538368,2891776,298680320,7782400,40640512,0,2000868.4324793743,0,759541.469993257,93549.79920443082,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,7.666,3.733,23.733,1.866,1.866,1.866,16.865,0,0,0.011538678902385809,0.003054644808743169,0.028211805555555552,0.030278033442226637,0.0015962811180348937,0.003155544758225393,0.0032868028313209016,0.03868441978819753,0.004698360655737705,0.07619205298013244,0.09099868453798837,0.00431925622360698,0.004879980564805707,0.0060132840725651455
1705817239,30.552525207359892,2.4270625271385082,0.18471238938053142,0.21172320410490297,3.711901900740902,1.4393153184846572,0.409217801753204,0.08029608006672251,0.3724949525122504,0.6282051981730371,0.00008358333333333164,0.19923635241656332,1.7837879166146458,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271978496,96653312,4538368,2891776,298680320,7782400,40640512,0,2000868.4324793746,0,759541.469993257,40747.50326797385,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,7.867,3.733,24.067,2.067,2.067,2.067,17.468,0,0,0.01096774193548387,0.003054644808743169,0.02751736111111111,0.02786458333333334,0.0016440677966101692,0.0031758241758241762,0.003305304010349288,0.03411764705882354,0.004698360655737705,0.07154605263157893,0.048906250000000005,0.004328813559322034,0.004916483516483517,0.006224576271186437
1705817240,30.552525207359892,2.4270625271385082,0.18471238938053142,0.2090170834364942,3.789023248891927,1.4393153184846572,0.409217801753204,0.08736483132244091,0.3801427772671523,0.614794188978971,0.00006304585658921787,0.2040210296518646,1.7837879166146458,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271978496,96653312,4538368,2891776,298680320,7782400,40640512,0,2000868.4324793746,0,759541.469993257,41584.104575163394,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,7.867,3.733,24.067,2.067,2.067,2.067,17.468,0,0,0.01096774193548387,0.003054644808743169,0.02751736111111111,0.02786458333333334,0.0016440677966101692,0.0031758241758241762,0.003305304010349288,0.03411764705882354,0.004698360655737705,0.07154605263157893,0.048906250000000005,0.004328813559322034,0.004916483516483517,0.006224576271186437
1705817241,30.552525207359892,2.4270625271385082,0.18471238938053142,0.2090170834364942,3.866144597042951,1.3612718322206694,0.409217801753204,0.08736483132244091,0.45886948529411214,0.601383179784905,0.00006304585658921787,0.2030613734962717,1.7837879166146458,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271978496,96653312,4538368,2891776,298680320,7782400,40640512,0,2000868.4324793746,0,759541.469993257,50196.078431372545,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,7.867,3.733,24.067,2.067,2.067,2.067,17.468,0,0,0.01096774193548387,0.003054644808743169,0.02751736111111111,0.02786458333333334,0.0016440677966101692,0.0031758241758241762,0.003305304010349288,0.03411764705882354,0.004698360655737705,0.07154605263157893,0.048906250000000005,0.004328813559322034,0.004916483516483517,0.006224576271186437
1705817242,30.552525207359892,2.4270625271385082,0.18471238938053142,0.2090170834364942,3.9432659451939753,1.3612718322206694,0.409217801753204,0.08736483132244091,0.45886948529411214,0.587972170590839,0.00006304585658921787,0.20784460599584526,1.3246472058704915,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271978496,96653312,4538368,2891776,298594304,7782400,40640512,0,2000868.4324793746,0,759541.469993257,50196.078431372545,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,7.867,3.733,24.067,2.067,2.067,2.067,17.468,0,0,0.01096774193548387,0.003054644808743169,0.02751736111111111,0.02786458333333334,0.0016440677966101692,0.0031758241758241762,0.003305304010349288,0.03411764705882354,0.004698360655737705,0.07154605263157893,0.048906250000000005,0.004328813559322034,0.004916483516483517,0.006224576271186437
1705817243,30.552525207359892,2.4270625271385082,0.18471238938053142,0.2090170834364942,4.62728088906146,1.1494239033313276,0.409217801753204,0.08736483132244091,0.45886948529411214,0.5745611613967732,0.00006304585658921787,0.2126278384954188,1.3246472058704915,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271978496,96653312,4538368,2891776,298594304,7782400,40640512,0,2000868.4324793746,0,759541.469993257,50196.078431372545,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,7.867,3.733,24.067,2.067,2.067,2.067,17.468,0,0,0.01096774193548387,0.003054644808743169,0.02751736111111111,0.02786458333333334,0.0016440677966101692,0.0031758241758241762,0.003305304010349288,0.03411764705882354,0.004698360655737705,0.07154605263157893,0.048906250000000005,0.004328813559322034,0.004916483516483517,0.006224576271186437
1705817244,0.8875499999999191,2.4270625271385082,0.18471238938053142,0.2090170834364942,4.62728088906146,1.1267360394609829,0.409217801753204,0.08736483132244091,0.44458044701503424,0.7942461165740365,0.00006304585658921787,0.21741107099499243,1.3246472058704915,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,0,2000868.4324793746,0,759541.469993257,36729.661263927184,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.934,4.2,25,2.201,2.067,2.067,18.935,0,0,0.00988095238095238,0.003032258064516129,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.003285714285714286,0.023824840764331206,0.004658064516129033,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006000000000000003
1705817245,0.8875499999999191,2.4270625271385082,0.18471238938053142,0.2090170834364942,4.62728088906146,1.1040481755906386,0.409217801753204,0.08736483132244091,0.44458044701503424,0.7942461165740365,0.00006304585658921787,0.22219430349456598,1.3246472058704915,0.844916664910767,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,0,2000868.4324793746,0,759541.469993257,36729.661263927184,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.934,4.2,25,2.201,2.067,2.067,18.935,0,0,0.00988095238095238,0.003032258064516129,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.003285714285714286,0.023824840764331206,0.004658064516129033,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006000000000000003
1705817246,1.0477702048806186,2.4270625271385082,0.18471238938053142,0.2090170834364942,4.62728088906146,1.0813603117202941,0.409217801753204,0.08736483132244091,0.44458044701503424,0.7942461165740365,0.00006304585658921788,0.22697753599413953,1.3246472058704915,0.7751456524128869,0.9749834334940465,191533056,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,0,2000868.4324793746,0,759541.469993257,36729.661263927184,0,0,1226095.1031693441,14,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.934,4.2,25,2.201,2.067,2.067,18.935,0,0,0.00988095238095238,0.003032258064516129,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.003285714285714286,0.023824840764331206,0.004658064516129033,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006000000000000003
1705817247,2.317346098860462,1.855350202529496,0.18471238938053142,0.2090170834364942,4.62728088906146,1.0586724478499496,0.409217801753204,0.08736483132244091,0.44458044701503424,0.7942461165740365,0,0.23176076849371308,1.3246472058704915,0.7751456524128869,0.8323731483343353,196558848,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,4669271.721468902,1197494.3083178955,0,759541.469993257,36729.661263927184,0,0,1046754.8535927101,13,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.934,4.2,25,2.201,2.067,2.067,18.935,0,0,0.00988095238095238,0.003032258064516129,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.003285714285714286,0.023824840764331206,0.004658064516129033,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006000000000000003
1705817248,2.317346098860462,1.8923209693045198,0.14094223911449022,0.21432988898705502,4.62728088906146,1.0359845839796051,0.409217801753204,0.08736483132244091,0.44458044701503424,0.7630721670909756,0,0.23654400099328665,1.3246472058704915,0.7751456524128869,0.7731187566226907,196558848,75849728,6062080,431173632,98848768,335237120,39297024,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,4765832.249418764,1221356.2631805842,0,759541.469993257,36729.661263927184,0,0,933827.6419063874,13,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.934,4.8,25,2.201,2.067,2.067,21.002,0,0,0.00988095238095238,0.003021164021164021,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.0033041722745625842,0.023824840764331206,0.004638095238095238,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006212389380530973
1705817249,2.317346098860462,2.4922137060414715,0.14384237469716232,0.21432988898705502,4.62728088906146,1.3287499520834214,0.409217801753204,0.08736483132244091,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,1.3246472058704915,0.7751456524128869,0.7576442339899702,196558848,75902976,6062080,431173632,98848768,335261696,39297024,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,4862392.777368626,1615870.1532912531,0,759541.469993257,36729.661263927184,0,0,915136.4164562812,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,8.934,4.8,25,2.201,2.067,2.067,21.002,0,0,0.00988095238095238,0.003021164021164021,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.0033041722745625842,0.023824840764331206,0.004638095238095238,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006212389380530973
1705817250,2.317346098860462,2.4922137060414715,0.14674251027983443,0.21432988898705502,4.62728088906146,1.3287499520834214,0.3959699177121273,0.08736483132244091,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,1.3246472058704915,0.7751456524128869,0.7421697113572496,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40640512,4958953.305318488,1615870.1532912531,0,884068.5282611628,36729.661263927184,0,0,896445.1910061752,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,8.934,4.8,25,2.201,2.067,2.067,21.002,0,0,0.00988095238095238,0.003021164021164021,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.0033041722745625842,0.023824840764331206,0.004638095238095238,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006212389380530973
1705817251,2.317346098860462,2.4922137060414715,0.1740081349603262,0.21432988898705502,4.62728088906146,1.3287499520834214,0.3827148832816073,0.08736483132244091,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,1.3246472058704915,0.7751456524128869,0.980322190225783,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40677376,5055513.833268351,1615870.1532912531,0,1008662.7985427069,36729.661263927184,0,0,1615425.0657318141,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,9.734,4.8,25,2.201,2.067,2.067,21.002,0,0,0.009437799043062202,0.003021164021164021,0.027402745995423337,0.025781250000000002,0.0016440677966101692,0.0031758241758241762,0.0033041722745625842,0.022009493670886074,0.004638095238095238,0.06793333333333335,0.04640625,0.004328813559322034,0.004916483516483517,0.006212389380530973
1705817252,2.317346098860462,2.4922137060414715,0.1740081349603262,0.21432988898705502,4.62728088906146,1.3287499520834214,0.3827148832816073,0.08736483132244091,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,1.3246472058704915,0.7751456524128869,0.980322190225783,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298594304,7782400,40677376,5152074.361218212,1615870.1532912531,0,1008662.7985427069,36729.661263927184,0,0,1615425.0657318141,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,9.734,4.8,25,2.201,2.134,2.067,21.002,0,0,0.009437799043062202,0.003021164021164021,0.027402745995423337,0.025781250000000002,0.0017457627118644065,0.0031758241758241762,0.0033041722745625842,0.022009493670886074,0.004638095238095238,0.06793333333333335,0.04640625,0.004349152542372881,0.004916483516483517,0.006212389380530973
1705817253,2.317346098860462,2.4922137060414715,0.1740081349603262,0.21432988898705502,4.62728088906146,1.3287499520834214,0.3827148832816073,0.06621281624418503,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,0.5646966210487745,0.8153752441012605,0.980322190225783,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298594304,7774208,40677376,5248634.889168074,1615870.1532912531,0,1008662.7985427069,36729.661263927184,0,0,1615425.0657318141,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,9.734,4.8,25,2.201,2.134,2.134,21.002,0,0,0.009437799043062202,0.003021164021164021,0.027402745995423337,0.025781250000000002,0.0017457627118644065,0.0031818181818181815,0.0033041722745625842,0.022009493670886074,0.004638095238095238,0.06793333333333335,0.04640625,0.004349152542372881,0.004927272727272728,0.006212389380530973
1705817254,2.317346098860462,2.4922137060414715,0.14614508234980397,0.21432988898705502,4.62728088906146,1.3287499520834214,0.3827148832816073,0.0678620140036078,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,0.516238513649465,0.8153752441012605,0.980322190225783,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298598400,7774208,40677376,5345195.417117936,1615870.1532912531,0,1008662.7985427069,36729.661263927184,0,0,1615425.0657318141,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,9.466,4.8,25.267,1.933,1.866,1.866,20.199,0,0,0.009348375216309256,0.003021164021164021,0.026300904977375566,0.02578141781537253,0.0016544454302886912,0.0032168591607365645,0.003302853531458594,0.021852979431881688,0.004638095238095238,0.059000000000000045,0.04557296566103979,0.004330889086057737,0.004990346489325816,0.006208964956624051
1705817255,2.317346098860462,2.4922137060414715,0.14324494676713184,0.21432988898705502,3.919204084570856,1.3287499520834214,0.3827148832816073,0.06951121176303057,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,0.516238513649465,0.8153752441012605,0.980322190225783,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298598400,7774208,40677376,5441755.945067798,1615870.1532912531,0,1008662.7985427069,36729.661263927184,0,0,1615425.0657318141,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,9.466,4.8,25.267,1.933,1.866,1.866,20.199,0,0,0.009348375216309256,0.003021164021164021,0.026300904977375566,0.02578141781537253,0.0016544454302886912,0.0032168591607365645,0.003302853531458594,0.021852979431881688,0.004638095238095238,0.059000000000000045,0.04557296566103979,0.004330889086057737,0.004990346489325816,0.006208964956624051
1705817256,2.317346098860462,2.4922137060414715,0.14034481118445974,0.21602499784995613,3.8420827364198313,1.3287499520834214,0.3827148832816073,0.06532475049870942,0.44458044701503424,0.7630721670909756,0,0.28699394997441396,0.516238513649465,0.8153752441012605,0.980322190225783,196558848,75902976,6062080,431173632,98848768,335261696,39354368,4546560,271982592,96649216,4538368,2891776,298598400,7774208,40677376,5538316.473017661,1615870.1532912531,0,1008662.7985427069,36729.661263927184,0,0,1615425.0657318141,13,8,6,4,10,16,7,5,3,11,1,3,6,17,8,9.466,4.8,25.267,1.933,1.866,1.866,20.199,0,0,0.009348375216309256,0.003021164021164021,0.026300904977375566,0.02578141781537253,0.0016544454302886912,0.0032168591607365645,0.003302853531458594,0.021852979431881688,0.004638095238095238,0.059000000000000045,0.04557296566103979,0.004330889086057737,0.004990346489325816,0.006208964956624051
