time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705767115,0.7245221789534985,1.7078768921252054,0.1989625000000217,33.26094319009462,0.2116180806999401,7.924382131371418,0.48054837923920296,2.862808957617438,2.8220703271436673,0.22923616827693877,0.2553150032474574,105537536,43593728,11247616,44888064,43520000,15335424,35782656,10567680,44367872,2977792,8642560,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.333,22.2,0.4,76.608,0.467,24,0.4,121,16.333,6.467,0,0.003,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0016312339101496704,0.00770596590909091,0.0025924577518910467,0.0046237037037037045,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004342027592033014,0.010325301204819327,0.0045184915503782095
1705767116,0.7245221789534985,1.7418850209218633,0.23862559087660817,33.26094319009462,0.2527181518720258,7.924382131371418,0.5633571917889075,2.4100600000000227,2.8220703271436673,0.22923616827693877,0.2553150032474574,105537536,43593728,11247616,44888064,43520000,15335424,35782656,10567680,44367872,2977792,8642560,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.333,22.2,0.4,76.608,0.467,24,0.4,121,16.333,6.467,0,0.003,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0016312339101496704,0.00770596590909091,0.0025924577518910467,0.0046237037037037045,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004342027592033014,0.010325301204819327,0.0045184915503782095
1705767117,0.7245221789534985,1.7758931497185204,0.23325591770574425,28.52846085356061,0.2527181518720258,7.924382131371418,0.5633571917889075,2.4100600000000227,2.8220703271436673,0.22923616827693877,0.20636260662481148,105537536,43593728,11247616,44888064,43520000,15335424,35782656,10567680,44367872,2977792,8642560,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.333,22.2,0.4,76.608,0.467,24,0.4,121,16.333,6.467,0,0.003,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0016312339101496704,0.00770596590909091,0.0025924577518910467,0.0046237037037037045,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004342027592033014,0.010325301204819327,0.0045184915503782095
1705767118,0.7245221789534985,2.0404877277994475,0.2278862445348803,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,2.855363336311657,2.8220703271436673,0.22923616827693877,0.20210735657068718,105537536,43593728,11247616,45432832,43520000,15159296,35782656,10121216,44367872,2977792,8642560,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,13.8,22.2,0.4,76.608,0.467,24,0.4,121,16.333,6.2,0,0.0029969742813918303,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0016312339101496704,0.00770596590909091,0.0025267233382440858,0.004623600605143722,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004342027592033014,0.010325301204819327,0.004505344667648817
1705767119,0.7245221789534985,2.0404877277994475,0.22251657136401637,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,2.913374415654044,2.8450945570648374,0.22923616827693877,0.1978521065165629,105537536,43593728,11247616,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8642560,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,13.8,22.2,0.4,76.608,0.467,24,0.4,121,16.333,6.2,0,0.0029969742813918303,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0016312339101496704,0.00770596590909091,0.0025267233382440858,0.004623600605143722,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004342027592033014,0.010325301204819327,0.004505344667648817
1705767120,0.7245221789534985,2.0404877277994475,0.21714689819315242,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,2.971385494996432,2.8450945570648374,0.22923616827693877,0.1667600000000006,105537536,43593728,11247616,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8642560,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,13.8,22.2,0.4,76.608,0.467,24,0.4,121,16.333,6.2,0,0.0029969742813918303,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0016312339101496704,0.00770596590909091,0.0025267233382440858,0.004623600605143722,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004342027592033014,0.010325301204819327,0.004505344667648817
1705767121,0.7245221789534985,2.0404877277994475,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.8450945570648374,0.22923616827693877,0.23551786795881183,105537536,43593728,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,13.8,22.2,0.4,76.608,0.467,24,0.533,133.067,16.333,6.2,0,0.0029969742813918303,0.003697337053212765,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0015627092011339413,0.00770596590909091,0.0025267233382440858,0.004623600605143722,0.008462744717982112,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004327636168307544,0.010325301204819327,0.004505344667648817
1705767122,0.7245221789534985,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.8450945570648374,0.22923616827693877,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,13.8,23.267,0.4,76.608,0.467,24,0.533,133.067,16.333,6.2,0,0.0029969742813918303,0.0036981823079699793,0.06458342593004134,0.003933224102028791,0.003,0.05229430379746834,0.0032580706211611135,0.0015627092011339413,0.00770596590909091,0.0025267233382440858,0.004623600605143722,0.008635801373907178,0.19166688066689055,0.03927330512416585,0.0046,0.19817647058823537,0.005625091668703746,0.004327636168307544,0.010325301204819327,0.004505344667648817
1705767123,0.7245221789534985,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.8450945570648374,0.22923616827693877,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.133,0.533,73.541,0.467,24.267,0.533,142.533,17.867,6.4,0,0.0030091463414634147,0.003664269160005376,0.068749907403292,0.0038744880280971927,0.003,0.05233870967741936,0.0032580706211611135,0.0015910214647248374,0.0076993006993007,0.002530308724036727,0.004645731707317074,0.008686665262761966,0.19500004938466703,0.038184576598181155,0.0046,0.2032716049382716,0.005625091668703746,0.004333877750579548,0.0099986013986014,0.0045060617448073464
1705767124,0.7245221789534985,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.8450945570648374,0.2292361682769388,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.133,0.533,73.541,0.467,24.267,0.533,142.533,17.867,6.4,0,0.0030091463414634147,0.003664269160005376,0.068749907403292,0.0038744880280971927,0.003,0.05233870967741936,0.0032580706211611135,0.0015910214647248374,0.0076993006993007,0.002530308724036727,0.004645731707317074,0.008686665262761966,0.19500004938466703,0.038184576598181155,0.0046,0.2032716049382716,0.005625091668703746,0.004333877750579548,0.0099986013986014,0.0045060617448073464
1705767125,0.7245221789534985,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.8450945570648374,0.2292361682769388,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,45835.01186159975,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.133,0.533,73.541,0.467,24.267,0.533,142.533,17.867,6.4,0,0.0030091463414634147,0.003664269160005376,0.068749907403292,0.0038744880280971927,0.003,0.05233870967741936,0.0032580706211611135,0.0015910214647248374,0.0076993006993007,0.002530308724036727,0.004645731707317074,0.008686665262761966,0.19500004938466703,0.038184576598181155,0.0046,0.2032716049382716,0.005625091668703746,0.004333877750579548,0.0099986013986014,0.0045060617448073464
1705767126,0.7469222494471881,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.7868199649650847,0.2292361682769388,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,61196.43817605928,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,74.141,0.6,24.267,0.667,143,17.867,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038713114754098357,0.003,0.05233870967741936,0.0032,0.0015914036996735595,0.0076993006993007,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.038050595238095224,0.0046,0.2032716049382716,0.004960000000000001,0.004333949945593039,0.0099986013986014,0.004504615384615384
1705767127,0.7469222494471881,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.7868199649650847,0.2292361682769388,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,61196.43817605928,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,73,0.6,24.267,0.667,143.867,18.733,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.05233870967741936,0.0032,0.0015914650720304437,0.007683356840620593,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.2032716049382716,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004504615384615384
1705767128,0.7469222494471881,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2527181518720258,7.729167685298396,0.5633571917889075,3.480664760543252,2.7868199649650847,0.22248143870648335,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,61196.43817605928,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,73,0.6,24.267,0.667,143.867,18.733,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.05233870967741936,0.0032,0.0015914650720304437,0.007683356840620593,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.2032716049382716,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004504615384615384
1705767129,0.6932973670321916,2.1505990303321734,0.26330153528024675,32.32650718111805,0.2595548712206042,7.729167685298396,0.48132769002117765,3.480664760543252,2.7868199649650847,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,73,0.6,25.067,0.667,143.867,18.733,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004504615384615384
1705767130,0.6932973670321916,2.1505990303321734,0.24664606532050556,32.32650718111805,0.2595548712206042,7.729167685298396,0.47193840349136257,3.480664760543252,2.7868199649650847,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,73,0.6,25.067,0.667,143.867,18.733,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004504615384615384
1705767131,0.6932973670321916,2.1505990303321734,0.24664606532050556,32.32650718111805,0.2595548712206042,7.729167685298396,0.2652449999999984,3.480664760543252,2.7868199649650847,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,73,0.6,25.067,0.667,143.867,18.733,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004504615384615384
1705767132,0.6932973670321916,2.1964156262585512,0.24664606532050556,32.211380260283164,0.2595548712206042,7.729167685298396,0.2652449999999984,3.480664760543252,2.7868199649650847,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,35782656,10121216,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.2,24.4,0.667,73,0.6,25.067,0.667,143.867,18.733,6.667,0,0.0030091463414634147,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.002523076923076923,0.004645731707317074,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004504615384615384
1705767133,0.6932973670321916,2.1964156262585512,0.24664606532050556,32.211380260283164,0.2595548712206042,3.262700000000033,0.4530444510399293,3.480664760543252,2.7868199649650847,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,36089856,10121216,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.467,24.4,0.667,73,0.6,25.067,0.667,143.867,18.733,6.8,0,0.003,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.0025555555555555553,0.0046395061728395064,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004511111111111111
1705767134,0.6932973670321916,2.1964156262585512,0.24664606532050556,32.211380260283164,0.2595548712206042,3.262700000000033,0.4530444510399293,3.4766766085849428,2.398763026010266,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43520000,15159296,36089856,10194944,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.467,24.4,0.667,73,0.667,25.067,0.667,143.867,18.733,6.8,0,0.003,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.0025555555555555553,0.0046395061728395064,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004511111111111111
1705767135,0.6932973670321916,2.1964156262585512,0.24664606532050556,32.211380260283164,0.25757864807850983,3.262700000000033,0.4530444510399293,3.4766766085849428,2.352316026594181,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43532288,15159296,36089856,10194944,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.467,24.4,0.667,73,0.667,25.067,0.667,143.867,18.733,6.8,0,0.003,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.0032,0.0015914650720304437,0.007683356840620593,0.0025555555555555553,0.0046395061728395064,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.004960000000000001,0.004332209839630336,0.01012962962962965,0.004511111111111111
1705767136,0.6932973670321916,1.8905403456839789,0.24664606532050556,26.78550746952288,0.25757864807850983,3.262700000000033,0.4530444510399293,3.298475504123075,2.3058690271780966,0.22682310709299905,0.23551786795881183,105537536,43409408,11325440,45432832,43532288,15159296,36089856,10194944,44318720,2977792,8830976,80064.11384116187,0,0,0,0,0,4,5,9,4,3,24,3,4,4,4,2,14.467,24.4,0.667,73,0.667,25.067,0.733,141.933,18.733,6.8,0,0.003,0.0036546762589928054,0.06875,0.0038579686209744015,0.003,0.0498380829015544,0.00324,0.0015526905829596417,0.007683356840620593,0.0025555555555555553,0.0046395061728395064,0.008671945701357466,0.191875,0.03691091954022984,0.0046,0.20143749999999988,0.005333333333333336,0.004324887892376683,0.01012962962962965,0.004511111111111111
