time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705595469,1.6610217877860458,3.5334582357533186,0.17078745112140092,0.13893361900893544,4.543193569993295,1.3209875660997445,0.36919424066238254,0.08206510176583214,0.4134089725789643,0.885627995791287,0.00010879701585328041,0.264723962643338,0.3478312519920017,0.8252873563218325,0.9990523186191523,206573568,78077952,6311936,430735360,99430400,327647232,39723008,4386816,264642560,100220928,4575232,2998272,306020352,8011776,46448640,2014426.2295081972,0,972536.6046695688,35543.21416174938,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,8.133,4.733,25.8,2.267,2.133,2.333,18.867,0,0,0.015561440677966101,0.003032608695652174,0.029308510638297876,0.03205645161290322,0.0018928571428571425,0.003,0.0033328579957638375,0.02773255813953487,0.004658695652173913,0.0666875,0.04705645161290323,0.004492857142857143,0.0046,0.0065215044225747695
1705595470,1.6610217877860458,3.5334582357533186,0.17078745112140092,0.1423942201462222,4.543193569993295,1.3209875660997445,0.3708485869796793,0.08206510176583214,0.4134089725789643,0.885627995791287,0.00014331804281345693,0.264723962643338,0.3478312519920017,0.8252873563218325,0.9990523186191523,206573568,78077952,6311936,430735360,99430400,327647232,39616512,4386816,264642560,100220928,4575232,2998272,306020352,8011776,46448640,2014426.2295081972,0,896523.1371181748,35543.21416174938,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,8.133,4.733,25.8,2.267,2.133,2.333,18.867,0,0,0.015561440677966101,0.003032608695652174,0.029308510638297876,0.03205645161290322,0.0018928571428571425,0.003,0.0033328579957638375,0.02773255813953487,0.004658695652173913,0.0666875,0.04705645161290323,0.004492857142857143,0.0046,0.0065215044225747695
1705595471,1.6610217877860458,2.9671320821357905,0.17078745112140092,0.14585482128350893,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583214,0.4134089725789643,0.9316544236793862,0.0001735680634763219,0.267420747134989,0.3478312519920017,0.8235597898673308,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2998272,306020352,8015872,46448640,2104710.450277831,0,896523.1371181748,35543.21416174938,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,8.133,4.733,25.8,2.267,2.133,2.333,18.867,0,0,0.015561440677966101,0.003032608695652174,0.029308510638297876,0.03205645161290322,0.0018928571428571425,0.003,0.0033328579957638375,0.02773255813953487,0.004658695652173913,0.0666875,0.04705645161290323,0.004492857142857143,0.0046,0.0065215044225747695
1705595472,1.6610217877860458,3.028906794192166,0.08085666666666214,0.14931542242079568,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583214,0.4134089725789643,0.9316544236793862,0.00011062732663782387,0.267420747134989,0.3842886740331489,0.8235597898673308,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2998272,306024448,8015872,46448640,2148529.828191863,0,896523.1371181748,35543.21416174938,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,8.133,4.733,25.8,2.267,2.133,2.333,18.867,0,0,0.015561440677966101,0.003032608695652174,0.029308510638297876,0.03205645161290322,0.0018928571428571425,0.003,0.0033328579957638375,0.02773255813953487,0.004658695652173913,0.0666875,0.04705645161290323,0.004492857142857143,0.0046,0.0065215044225747695
1705595473,1.6610217877860458,3.090681506248541,0.08085666666666214,0.15277602355808245,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583214,0.4134089725789643,0.911839949590415,0.00013120284897615033,0.267420747134989,0.3842886740331489,0.8235597898673308,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2998272,306024448,8015872,46448640,2192349.206105895,0,896523.1371181748,35543.21416174938,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,7.333,4.733,25.8,2.267,2.133,2.133,18.867,0,0,0.015301724137931034,0.003032608695652174,0.029308510638297876,0.03205645161290322,0.0018928571428571425,0.003021276595744681,0.0033328579957638375,0.02670731707317073,0.004658695652173913,0.0666875,0.04705645161290323,0.004492857142857143,0.004638297872340425,0.0065215044225747695
1705595474,1.6610217877860458,3.706482723382519,0.08085666666666214,0.1562366246953692,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583215,0.4134089725789643,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.3842886740331489,0.8235597898673308,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2871296,306024448,8015872,46448640,2629162.6748419236,0,896523.1371181748,35543.21416174938,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,4.133,24.267,2.067,2.133,2.133,17.867,0,0,0.015138297872340428,0.003,0.029245780590717304,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.00331563772431022,0.024814893617021275,0.0046,0.06580128205128206,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.0063558078168983075
1705595475,1.6610217877860458,3.706482723382519,0.08085666666666214,0.15969722583265594,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583215,0.46635687128327163,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.3842886740331489,0.8912207380698774,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2871296,306024448,8015872,46448640,2629162.6748419236,0,896523.1371181748,53241.47791895492,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,4.133,24.267,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.029245780590717304,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06580128205128206,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595476,1.6610217877860458,3.706482723382519,0.08085666666666214,0.16315782696994272,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583215,0.46635687128327163,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.3842886740331489,0.8912207380698774,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2871296,306024448,8015872,46448640,2629162.6748419236,0,896523.1371181748,53241.47791895492,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,4.133,24.267,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.029245780590717304,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06580128205128206,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595477,1.6610217877860458,3.706482723382519,0.08085666666666214,0.16661842810722946,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583215,0.46635687128327163,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.3842886740331489,0.8912207380698774,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2871296,306024448,8015872,46448640,2629162.6748419236,0,896523.1371181748,53241.47791895492,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,3.6,24.267,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.029245780590717304,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06580128205128206,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595478,1.7546108073820885,3.706482723382519,0.08085666666666214,0.1700790292445162,4.311481981113871,0.9790166666666286,0.3708485869796793,0.08206510176583215,0.39093336312135424,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.3842886740331489,0.8912207380698774,0.9990523186191523,206573568,78077952,6311936,430735360,106270720,327647232,39616512,4386816,264642560,100220928,4575232,2871296,306024448,8015872,46448640,2629162.6748419236,0,896523.1371181748,44630.77806302061,0,0,1564520.7911797496,11,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,3.6,22.8,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.02943711967545639,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06385906040268453,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595479,1.6522334711156061,3.706482723382519,0.08085666666666214,0.17216929412994886,4.311481981113871,0.9790166666666286,0.3772097214492051,0.08206510176583215,0.40489227448213644,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.3842886740331489,0.8912207380698774,0.9990523186191523,206618624,78077952,6311936,430739456,106270720,327647232,39616512,4386816,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2629162.6748419236,0,1053012.1120563992,59512.64062435136,0,0,1564520.7911797496,10,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,3.6,22.8,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.02943711967545639,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06385906040268453,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595480,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.1755961625069706,4.0627556927826785,0.9790166666666286,0.3772097214492051,0.08206510176583215,0.40489227448213644,0.911839949590415,0.00013120284897615033,0.2588206266962733,0.38446116007060205,0.8912207380698774,0.9990523186191523,206618624,78032896,6311936,430739456,106270720,327647232,39616512,4386816,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2184355.4723279527,0,1053012.1120563992,59512.64062435136,0,0,1564520.7911797496,10,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,3.6,22.8,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.02943711967545639,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06385906040268453,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595481,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.0627556927826785,0.9790166666666286,0.3719867343766203,0.08206510176583215,0.40489227448213644,0.911839949590415,0.00013120284897615033,0.1760073382456518,0.4661759826249777,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327647232,39645184,4386816,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,3.6,22.8,2.067,2.133,2.133,16.8,0,0,0.015138297872340428,0.003,0.02943711967545639,0.03135245901639344,0.0018928571428571432,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06385906040268453,0.04692622950819672,0.004492857142857145,0.004638297872340425,0.006233944954128436
1705595482,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,0.9790166666666286,0.3719867343766203,0.07855073463475198,0.40489227448213644,0.911839949590415,0.00013120284897615033,0.18014025137580733,0.4661759826249777,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327647232,39645184,4390912,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,19,9,5,3,11,1,3,6,16,8,6.933,3.6,22.8,2.067,2,2.133,16.8,0,0,0.015138297872340428,0.003,0.02943711967545639,0.03135245901639344,0.0016909090909090906,0.003021276595744681,0.003303112313937754,0.024814893617021275,0.0046,0.06385906040268453,0.04692622950819672,0.004454545454545455,0.004638297872340425,0.006233944954128436
1705595483,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,1.4302535224322925,0.3719867343766203,0.07855073463475198,0.40489227448213644,0.911839949590415,0.00013120284897615033,0.18427316450596287,0.4661759826249777,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327667712,39645184,4390912,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,18,9,5,3,11,1,3,6,16,8,6.533,3.6,22.8,1.667,1.6,1.733,15.6,0,0,0.015064102564102564,0.003,0.02943711967545639,0.031451612903225803,0.0017142857142857138,0.003064516129032258,0.003308108108108108,0.024807692307692305,0.0046,0.06385906040268453,0.04693548387096774,0.0044571428571428574,0.004716129032258065,0.006300000000000001
1705595484,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,1.4302535224322925,0.3719867343766203,0.08427391372478805,0.40489227448213644,0.911839949590415,0.00013120284897615033,0.1884060776361184,0.4661759826249777,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327667712,39645184,4390912,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,18,9,5,3,11,1,3,6,16,8,6.533,3.6,22.8,1.667,1.6,1.733,15.6,0,0,0.015064102564102564,0.003,0.02943711967545639,0.031451612903225803,0.0017142857142857138,0.003064516129032258,0.003308108108108108,0.024807692307692305,0.0046,0.06385906040268453,0.04693548387096774,0.0044571428571428574,0.004716129032258065,0.006300000000000001
1705595485,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,1.4302535224322925,0.3719867343766203,0.08427391372478805,0.40489227448213644,0.7618345029576027,0.00013120284897615036,0.19253899076627395,0.4661759826249777,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327667712,39645184,4390912,264646656,100220928,4575232,2871296,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,18,9,5,3,11,1,3,6,16,8,6.533,3.6,22.8,1.667,1.6,1.733,15.6,0,0,0.015064102564102564,0.003,0.02943711967545639,0.031451612903225803,0.0017142857142857138,0.003064516129032258,0.003308108108108108,0.024807692307692305,0.0046,0.06385906040268453,0.04693548387096774,0.0044571428571428574,0.004716129032258065,0.006300000000000001
1705595486,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,1.4302535224322925,0.3719867343766203,0.08427391372478805,0.40489227448213644,0.777300790048621,0.00013120284897615036,0.20364406127022483,0.4661759826249777,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327667712,39645184,4390912,264646656,100220928,4575232,2867200,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,18,9,5,3,11,1,3,6,16,8,6.533,3.6,22.8,1.667,1.6,1.733,15.6,0,0,0.015064102564102564,0.003,0.02943711967545639,0.031451612903225803,0.0017142857142857138,0.003064516129032258,0.003308108108108108,0.024807692307692305,0.0046,0.06385906040268453,0.04693548387096774,0.0044571428571428574,0.004716129032258065,0.006300000000000001
1705595487,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,1.4302535224322925,0.3719867343766203,0.08427391372478805,0.40489227448213644,0.9279772254610932,0.00011221925453873448,0.20795436859052238,0.416752642706136,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327667712,39645184,4390912,264646656,100220928,4575232,2867200,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,18,9,5,3,11,1,3,6,16,8,6.533,3.6,22.8,1.667,1.6,1.733,15.6,0,0,0.015064102564102564,0.003,0.02943711967545639,0.031451612903225803,0.0017142857142857138,0.003064516129032258,0.003308108108108108,0.024807692307692305,0.0046,0.06385906040268453,0.04693548387096774,0.0044571428571428574,0.004716129032258065,0.006300000000000001
1705595488,1.6522334711156061,3.5433776384620197,0.08085666666666214,0.20561210262130397,4.062755692782679,1.4302535224322925,0.3719867343766203,0.08427391372478805,0.40489227448213644,0.9279772254610932,0.00011003254038913198,0.21226467591081996,0.416752642706136,0.8912207380698774,1.0378412119985139,206618624,78032896,6311936,430739456,106270720,327667712,39645184,4390912,264646656,100220928,4575232,2867200,306024448,8015872,46448640,2184355.4723279527,0,942389.8849621722,59512.64062435136,0,0,1644646.8940850962,10,6,6,4,7,18,9,5,3,11,1,3,6,16,8,8.133,3.6,22.8,1.667,1.6,1.533,15.6,0,0,0.014856557377049178,0.003,0.02943711967545639,0.031451612903225803,0.0017142857142857138,0.0030666666666666668,0.003308108108108108,0.02425,0.0046,0.06385906040268453,0.04693548387096774,0.0044571428571428574,0.00472,0.006300000000000001
