time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705632227,42.22103866175594,18.51111633071357,0.17230137466510057,0.20721444201312142,2.5340067411207845,0.6354391183508326,0.3494843260587076,0.05939645495601274,0.2309953006829033,0.7888971383721124,0.0001315074759141324,0.2853213613024949,0.1878351593300325,1.0044123093201938,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101011456,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,375502.3046168733,37594.537043835815,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.2,4.267,24.333,1.533,2,1.467,15,0,0,0,0,0,0,0.0004954407294832826,0.0030838323353293414,0.04262672811059909,0.08513513513513513,0.002379310344827586,0.0030476190476190477,0.005799278846153846,0.4029411764705876,0.004750898203592814,0.21007042253521155,0.42500000000000043,0.004475862068965517,0.004685714285714286,0.00953485576923077
1705632228,42.22103866175594,18.51111633071357,0.17230137466510057,0.20721444201312142,2.6028768487774885,0.6495874196316679,0.3494843260587076,0.05939645495601274,0.2309953006829033,0.8061758248751487,0.0001315074759141324,0.2853213613024949,0.1878351593300325,0.8080915733821556,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101011456,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,375502.3046168733,37594.537043835815,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.2,4.267,24.2,1.533,2,1.467,15,0,0,0,0,0,0,0.0004954407294832826,0.0030838323353293414,0.04339207048458151,0.08513513513513513,0.002379310344827586,0.0030476190476190477,0.005799278846153846,0.4029411764705876,0.004750898203592814,0.23356164383561664,0.42500000000000043,0.004475862068965517,0.004685714285714286,0.00953485576923077
1705632229,42.22103866175594,18.51111633071357,0.17230137466510057,0.20721444201312142,2.6717469564341934,0.6637357209125031,0.35640980043467274,0.05939645495601274,0.2309953006829033,0.8061758248751487,0.0001315074759141324,0.2853213613024949,0.1878351593300325,0.8248603217490236,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,428942.89666073903,37594.537043835815,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.2,4.267,24.2,1.533,2,1.467,15,0,0,0,0,0,0,0.0004954407294832826,0.0030838323353293414,0.04339207048458151,0.08513513513513513,0.002379310344827586,0.0030476190476190477,0.005799278846153846,0.4029411764705876,0.004750898203592814,0.23356164383561664,0.42500000000000043,0.004475862068965517,0.004685714285714286,0.00953485576923077
1705632230,42.22103866175594,18.51111633071357,0.17230137466510057,0.20721444201312142,2.740617064090898,0.5594874999999888,0.35640980043467274,0.05939645495601274,0.2611181399345997,0.8061758248751487,0.00010837914653555069,0.24394738623562232,0.1878351593300325,0.8416290701158915,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.2,4.267,24.2,1.533,2,1.467,15,0,0,0,0,0,0,0.0004954407294832826,0.0030838323353293414,0.04339207048458151,0.08513513513513513,0.002379310344827586,0.0030476190476190477,0.005799278846153846,0.4029411764705876,0.004750898203592814,0.23356164383561664,0.42500000000000043,0.004475862068965517,0.004685714285714286,0.00953485576923077
1705632231,42.22103866175594,18.51111633071357,0.17230137466510057,0.20721444201312142,2.809487171747602,0.5594874999999888,0.3564098004346727,0.05939645495601274,0.2611181399345997,0.8061758248751487,0.00008342552458333369,0.23919203021391403,0.1878351593300325,0.8583978184827595,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.2,4.267,24.2,1.533,2,1.467,15,0,0,0,0,0,0,0.0004954407294832826,0.0030838323353293414,0.04339207048458151,0.08513513513513513,0.002379310344827586,0.0030476190476190477,0.005799278846153846,0.4029411764705876,0.004750898203592814,0.23356164383561664,0.42500000000000043,0.004475862068965517,0.004685714285714286,0.00953485576923077
1705632232,38.13039927687561,18.51111633071357,0.17230137466510057,0.2014198433869742,2.8783572794043066,0.5594874999999888,0.3564098004346727,0.05939645495601274,0.2611181399345997,0.8061758248751487,0.00008342552458333369,0.23443667419220576,0.1878351593300325,0.8751665668496275,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.2,4.267,24.2,1.533,2.133,1.467,15,0,0,0,0,0,0,0.0004954407294832826,0.0030838323353293414,0.04339207048458151,0.08513513513513513,0.0023684210526315787,0.0030476190476190477,0.005799278846153846,0.4029411764705876,0.004750898203592814,0.23356164383561664,0.42500000000000043,0.0044736842105263155,0.004685714285714286,0.00953485576923077
1705632233,38.13039927687561,18.51111633071357,0.17230137466510057,0.20976984718599767,2.947227387061011,0.5594874999999888,0.3564098004346727,0.05939645495601274,0.2611181399345997,0.6681215739312164,0.00008342552458333369,0.22968131817049753,0.1878351593300325,1.0061249020120773,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.533,4.267,24.2,1.867,2.467,1.8,16,0,0,0,0,0,0,0.0004969604863221882,0.0030838323353293414,0.04339207048458151,0.08828125,0.0025925925925925925,0.003033898305084746,0.005835280373831776,0.40147058823529297,0.004750898203592814,0.23356164383561664,0.4125000000000002,0.004577777777777779,0.004661016949152543,0.009494158878504674
1705632234,38.13039927687561,18.51111633071357,0.14913593345630743,0.20976984718599767,3.0160974947177155,0.5594874999999888,0.3564098004346727,0.05939645495601274,0.2611181399345997,0.6546853101832973,0.00008342552458333369,0.2249259621487893,0.1878351593300325,1.0061249020120773,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331300864,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125386,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,39,8,6,4,14,17,5,5,3,11,1,3,6,20,10,8.533,4.267,24.2,1.867,2.467,1.8,16,0,0,0,0,0,0,0.0004969604863221882,0.0030838323353293414,0.04339207048458151,0.08828125,0.0025925925925925925,0.003033898305084746,0.005835280373831776,0.40147058823529297,0.004750898203592814,0.23356164383561664,0.4125000000000002,0.004577777777777779,0.004661016949152543,0.009494158878504674
1705632235,38.13039927687561,18.511116330713566,0.14626424387855574,0.20976984718599767,3.08496760237442,0.9695837803517429,0.3564098004346727,0.05939645495601274,0.2611181399345997,0.6412490464353781,0.00008342552458333369,0.2770600762545958,0.1878351593300325,1.0061249020120773,1.2120885874266767,402108416,193110016,6496256,432447488,108212224,331292672,101027840,4747264,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125384,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,39,8,6,4,14,16,5,5,3,11,1,3,6,20,10,8.533,4.267,24.2,1.867,2.467,1.8,16,0,0,0,0,0,0,0.0004969604863221882,0.0030838323353293414,0.04339207048458151,0.08828125,0.0025925925925925925,0.003033898305084746,0.005835280373831776,0.40147058823529297,0.004750898203592814,0.23356164383561664,0.4125000000000002,0.004577777777777779,0.004661016949152543,0.009494158878504674
1705632236,29.634015612900523,18.511116330713566,0.14339255430080408,0.20976984718599767,3.188698450773073,0.9695837803517429,0.3564098004346727,0.06996188997494529,0.2611181399345997,0.627812782687459,0,0.2770600762545958,0.1878351593300325,1.0061249020120773,1.2120885874266767,393003008,193110016,6496256,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125384,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,8.533,4.267,24.2,1.867,2.467,1.8,16,0,0,0,0,0,0,0.0004969604863221882,0.0030838323353293414,0.04339207048458151,0.08828125,0.0025925925925925925,0.003033898305084746,0.005835280373831776,0.40147058823529297,0.004750898203592814,0.23356164383561664,0.4125000000000002,0.004577777777777779,0.004661016949152543,0.009494158878504674
1705632237,29.634015612900523,18.511116330713566,0.16503188181769754,0.20976984718599767,3.2585548132712514,0.9695837803517429,0.3564098004346727,0.06996188997494529,0.2611181399345997,0.6143765189395399,0,0.21965251256500276,0.225697584291433,1.0061249020120773,1.2120885874266767,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125384,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,8.533,4.267,24.2,1.867,2.467,1.8,16,0,0,0,0,0,0,0.0004969604863221882,0.0030838323353293414,0.04339207048458151,0.08828125,0.0025925925925925925,0.003033898305084746,0.005835280373831776,0.40147058823529297,0.004750898203592814,0.23356164383561664,0.4125000000000002,0.004577777777777779,0.004661016949152543,0.009494158878504674
1705632238,29.634015612900523,18.511116330713566,0.16503188181769754,0.20976984718599767,3.3284111757694292,0.9695837803517429,0.3564098004346727,0.06996188997494529,0.2611181399345997,0.6009402551916206,0,0.22401913022407327,0.24170144322724652,1.0061249020120773,1.2120885874266767,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125384,0,428942.89666073903,48888.782793440114,0,0,3067291.846861201,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,8.467,4.267,24.2,1.867,2.467,2.4,16,0,0,0,0,0,0,0.08548387096774195,0.0030838323353293414,0.04339207048458151,0.08828125,0.0025925925925925925,0.003025641025641026,0.005835280373831776,0.6425000000000002,0.004750898203592814,0.23356164383561664,0.4125000000000002,0.004577777777777779,0.004646153846153847,0.009494158878504674
1705632239,29.634015612900523,18.511116330713566,0.16503188181769754,0.20976984718599767,3.3982675382676066,0.9695837803517429,0.36386129719461746,0.08867318178226342,0.2611181399345997,0.5875039914437016,0,0.2619970595442289,0.24170144322724652,0.8692304299277562,1.263787396362076,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8724480,177950720,2064092.9279125384,0,557193.0905264239,48888.782793440114,0,0,3654260.584470856,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23,2.467,2.467,2.4,17.4,0,0,0,0,0,0,0.12079207920792077,0.003060606060606061,0.04357142857142857,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.00568019093078759,0.7023809523809523,0.004709090909090909,0.2578431372549032,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009412887828162292
1705632240,29.634015612900523,18.511116330713566,0.16151851605611306,0.20976984718599767,3.468123900765785,0.9695837803517429,0.36386129719461746,0.08867318178226342,0.26111813993459976,0.5740677276957825,0,0.2619970595442289,0.24170144322724652,0.8524616815608883,1.2348837209302228,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8724480,178053120,2064092.9279125384,0,557193.0905264239,48888.78279344012,0,0,2840664.451827243,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23,2.467,2.467,2.4,19,0,0,0,0,0,0,0.12079207920792077,0.003060606060606061,0.04357142857142857,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.005534855769230769,0.7023809523809523,0.004709090909090909,0.2578431372549032,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009337740384615387
1705632241,29.634015612900523,23.44742096958566,0.16151851605611306,0.20976984718599767,3.537980263263963,0.9695837803517429,0.36386129719461746,0.08867318178226342,0.26111813993459976,0.5606314639478632,0,0.2619970595442289,0.24170144322724652,1.0101433153494253,1.2348837209302228,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8712192,178053120,2328918.874802764,0,557193.0905264239,48888.78279344012,0,0,2840664.451827243,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23,2.467,2.467,2.4,19,0,0,0,0,0,0,0.12079207920792077,0.003060606060606061,0.04357142857142857,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.005534855769230769,0.7023809523809523,0.004709090909090909,0.2578431372549032,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009337740384615387
1705632242,29.634015612900523,23.44742096958566,0.16151851605611306,0.20976984718599767,3.6078366257621406,0.9695837803517429,0.36386129719461746,0.08867318178226342,0.3260343270100075,0.5471952001999442,0,0.2619970595442289,0.24170144322724652,1.0101433153494253,1.2348837209302228,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8712192,178053120,2328918.874802764,0,557193.0905264239,59201.44534778681,0,0,2840664.451827243,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23,2.467,2.467,2.4,19,0,0,0,0,0,0,0.12079207920792077,0.0030363636363636365,0.04357142857142857,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.005534855769230769,0.7023809523809523,0.0046654545454545455,0.2578431372549032,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009337740384615387
1705632243,29.634015612900523,23.44742096958566,0.16151851605611306,0.20976984718599767,4.1913817498906685,0.9695837803517429,0.36386129719461746,0.08867318178226342,0.3260343270100075,0.5337589364520251,0,0.2619970595442289,0.24170144322724652,1.0101433153494253,1.2348837209302228,393003008,193110016,6508544,432447488,111259648,331292672,101027840,4743168,267948032,98463744,4575232,2891776,306454528,8712192,178053120,2328918.874802764,0,557193.0905264239,59201.44534778681,0,0,2840664.451827243,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23.133,2.467,2.467,2.4,19,0,0,0,0,0,0,0.12079207920792077,0.0030363636363636365,0.04325581395348837,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.005534855769230769,0.7023809523809523,0.0046654545454545455,0.2956896551724141,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009337740384615387
1705632244,29.634015612900523,23.055348689851584,0.16151851605611306,0.20976984718599767,4.1913817498906685,0.9695837803517429,0.3764268127881311,0.08867318178226342,0.30821672048803167,0.38397666666658853,0,0.2619970595442289,0.24170144322724652,1.0101433153494253,1.2348837209302228,393003008,193142784,6508544,432447488,111259648,331292672,101052416,4743168,267943936,98463744,4575232,2891776,306454528,8712192,178053120,2412195.758321219,0,712756.6226698013,34580.721416661385,0,0,2840664.451827243,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23.133,2.467,2.467,2.4,19,0,0,0,0,0,0,0.12079207920792077,0.0030363636363636365,0.04325581395348837,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.005534855769230769,0.7023809523809523,0.0046654545454545455,0.2956896551724141,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009337740384615387
1705632245,29.634015612900523,23.055348689851584,0.16151851605611306,0.20976984718599767,4.1913817498906685,0.9695837803517429,0.3764268127881311,0.08867318178226342,0.30821672048803167,0.38397666666658853,0.00009250490055723273,0.2619970595442289,0.24170144322724652,1.0101433153494253,1.2348837209302228,393003008,193142784,6508544,432447488,111259648,331292672,101052416,4743168,267943936,98463744,4575232,2891776,306454528,8712192,178053120,2412195.758321219,0,712756.6226698013,34580.721416661385,0,0,2840664.451827243,40,8,6,4,13,16,5,5,3,11,1,3,6,20,10,7.733,3.733,23.133,2.467,2.467,2.4,19,0,0,0,0,0,0,0.12079207920792077,0.0030363636363636365,0.04325581395348837,0.08333333333333334,0.0025925925925925925,0.003025641025641026,0.005534855769230769,0.7023809523809523,0.0046654545454545455,0.2956896551724141,0.4166666666666664,0.004577777777777779,0.004646153846153847,0.009337740384615387
