time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705653926,1.113791817972642,41.118423781523056,0.14860772942582653,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00013461365879921473,0.24185619062383695,0.18615592910385975,0.6591337789579493,0.8952918758131109,223272960,155213824,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254791680,3748423.836690182,0,0,836227.0051908,0,36516.002496211106,0,0,0,894738.7990332777,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,6.733,3,19.8,1.867,1.933,1.8,13.267,0,0,0,0,0,0,2.5265957446808507,0.0031,0.04219613259668509,1.1363636363636365,0.002850746268656716,0.0030263157894736843,0.003373056994818653,7.519230769230768,0.0047799999999999995,4.315420560747665,2.625000000000001,0.004665671641791044,0.004647368421052631,0.006819444444444447
1705653927,1.0921380229644577,46.81361570508659,0.14860772942582653,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00008731760322879053,0.24185619062383695,0.18232122050145252,0.6591337789579493,0.8952918758131109,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254791680,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,894738.7990332777,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,6.733,3,19.8,1.867,1.933,1.8,13.267,0,0,0,0,0,0,2.5265957446808507,0.0031,0.04219613259668509,1.1363636363636365,0.002850746268656716,0.0030263157894736843,0.003373056994818653,7.519230769230768,0.0047799999999999995,4.315420560747665,2.625000000000001,0.004665671641791044,0.004647368421052631,0.006819444444444447
1705653928,1.0704842279562732,46.81361570508659,0.14860772942582653,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00008731760322879053,0.24185619062383695,0.17848651189904527,0.6591337789579493,0.8952918758131109,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254791680,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,894738.7990332777,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.2,3,19.8,1.867,1.933,2,13.267,0,0,0,0,0,0,2.4913793103448274,0.0031,0.04219613259668509,1.1363636363636365,0.002850746268656716,0.0030263157894736843,0.003373056994818653,7.4519230769230775,0.0047799999999999995,4.315420560747665,2.625000000000001,0.004665671641791044,0.004647368421052631,0.006819444444444447
1705653929,1.0488304329480889,46.81361570508659,0.14860772942582653,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00008731760322879053,0.24185619062383695,0.17465180329663801,0.6591337789579493,1.0506532152706736,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,2905966.032805922,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.533,3.267,21.067,1.933,1.933,2,14.867,0,0,0,0,0,0,2.396276595744681,0.0030833333333333333,0.042098445595854926,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.003343470483005367,7.303921568627455,0.004750000000000001,4.228155339805829,2.35,0.0046656716417910445,0.004647368421052631,0.006588541666666669
1705653930,1.0271766379399045,46.81361570508659,0.1486077294258266,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00008731760322879053,0.24185619062383695,0.24740960889136462,0.6591337789579493,1.0506532152706736,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,2905966.032805922,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.533,3.267,21.067,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030833333333333333,0.042098445595854926,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004750000000000001,4.228155339805829,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653931,1.00552284293172,46.81361570508659,0.1486077294258266,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00008731760322879053,0.24185619062383695,0.24740960889136462,0.6591337789579493,1.0506532152706736,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,2905966.032805922,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.533,3.267,21.067,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030833333333333333,0.042098445595854926,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004750000000000001,4.228155339805829,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653932,1.0062666973788013,46.81361570508659,0.1486077294258266,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.8551099363209546,0.00008731760322879053,0.24185619062383695,0.24740960889136462,0.6310795245116402,1.0506532152706736,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,2905966.032805922,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.533,3.8,21.067,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030810810810810814,0.042098445595854926,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004745945945945946,4.228155339805829,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653933,0.9843788440412162,46.81361570508659,0.1486077294258266,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.7273968920260414,0.00008731760322879053,0.24185619062383695,0.2547539563211688,0.6310795245116402,1.0506532152706736,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,2905966.032805922,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.533,3.8,22.6,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030810810810810814,0.042202970297029706,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004745945945945946,3.602409638554215,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653934,0.9624909907036312,46.81361570508659,0.1486077294258266,0.18347784637733427,3.675402876258634,0.8971847892557123,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.7131450597540253,0.00008731760322879053,0.24278718765719265,0.2547539563211688,0.6310795245116402,1.118559643148301,223272960,155222016,6504448,432435200,111132672,330088448,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,3526461.7008009977,60,32,7,4,25,27,6,6,3,11,1,3,7,19,9,7.533,3.8,22.6,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030810810810810814,0.042202970297029706,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004745945945945946,3.602409638554215,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653935,0.9406031373660464,46.81361570508659,0.1486077294258266,0.1901706028777878,3.675402876258634,0.9189605031786308,0.39479182503309973,0.07638574178301001,0.2565362099194168,0.6988932274820095,0.0001360544217686757,0.20570852603552978,0.2547539563211688,0.6310795245116402,1.118559643148301,223272960,155222016,6504448,432435200,111132672,330227712,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,36516.002496211106,0,0,0,3526461.7008009977,60,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.533,3.8,22.6,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030810810810810814,0.042202970297029706,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004745945945945946,3.602409638554215,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653936,0.9187152840284614,46.81361570508659,0.15618024275963746,0.1901706028777878,3.675402876258634,0.933775829422707,0.39479182503309973,0.07638574178301001,0.21181232842259046,0.7192182407538759,0.0001360544217686757,0.20166207290790994,0.2547539563211688,0.6310795245116402,1.118559643148301,223272960,155222016,6504448,432435200,111132672,330227712,138514432,4464640,268173312,97120256,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,836227.0051908,0,30149.893911027903,0,0,0,3526461.7008009977,60,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.533,3.8,22.6,1.933,1.933,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030810810810810814,0.042202970297029706,1.022727272727273,0.002850746268656716,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004745945945945946,3.602409638554215,2.35,0.0046656716417910445,0.004647368421052631,0.0064318181818181835
1705653937,0.8968274306908762,46.81361570508659,0.15618024275963746,0.1901706028777878,3.675402876258634,0.933775829422707,0.3886337662337614,0.06536136960017708,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.19761561978029005,0.2547539563211688,0.6310795245116402,1.118559643148301,223272960,155222016,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3766258.46904852,0,0,801468.3982683982,0,23123.38872057357,0,0,0,3526461.7008009977,60,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.533,3.8,22.6,1.933,1.867,2,17.067,0,0,0,0,0,0,2.396276595744681,0.0030810810810810814,0.042202970297029706,1.022727272727273,0.00271875,0.0030263157894736843,0.0033259259259259258,7.303921568627455,0.004745945945945946,3.602409638554215,2.35,0.00464375,0.004647368421052631,0.0064318181818181835
1705653938,0.8749395773532911,46.69203377323033,0.15618024275963746,0.1929510319391197,3.675402876258634,0.933775829422707,0.3886337662337614,0.06408827390379357,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.19356916665267015,0.2547539563211688,0.6310795245116402,1.118559643148301,223272960,155271168,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3444320.502479792,0,0,801468.3982683982,0,23123.38872057357,0,0,0,3526461.7008009977,60,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.6,3.8,22.6,2,1.933,2.067,17.867,0,0,0,0,0,0,2.3021978021978025,0.0030810810810810814,0.042202970297029706,0.7333333333333333,0.002681159420289855,0.0030253164556962027,0.0033079646017699117,7.274509803921574,0.004745945945945946,3.602409638554215,2.12,0.004536231884057971,0.004645569620253164,0.006252873563218397
1705653939,1.3302726786670245,45.55443032123641,0.15618024275963746,0.19295103193911964,3.675402876258634,0.933775829422707,0.3886337662337614,0.06281517820741009,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.1895227135250503,0.2547539563211688,0.6310795245116402,1.118559643148301,223158272,155271168,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3038631.8465449503,0,0,801468.3982683982,0,23123.38872057357,0,0,0,3526461.7008009977,59,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.6,3.8,22.6,2,1.933,2.067,17.867,0,0,0,0,0,0,2.3021978021978025,0.0030810810810810814,0.042202970297029706,0.7333333333333333,0.002681159420289855,0.0030253164556962027,0.0033079646017699117,7.274509803921574,0.004745945945945946,3.602409638554215,2.12,0.004536231884057971,0.004645569620253164,0.006252873563218397
1705653940,1.3302726786670245,45.55443032123641,0.15618024275963746,0.19295103193911964,3.8040535112923566,0.933775829422707,0.4018650793650642,0.061542082511026594,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.1854762603974304,0.2547539563211688,0.6310795245116402,1.118559643148301,223158272,155271168,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3038631.8465449503,0,0,898748.8328664799,0,23123.38872057357,0,0,0,3526461.7008009977,59,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.6,3.8,22.6,2,1.933,2.067,17.867,0,0,0,0,0,0,2.3021978021978025,0.0030810810810810814,0.042202970297029706,0.7333333333333333,0.002681159420289855,0.0030253164556962027,0.0033079646017699117,7.274509803921574,0.004745945945945946,3.602409638554215,2.12,0.004536231884057971,0.004645569620253164,0.006252873563218397
1705653941,1.3302726786670245,45.55443032123641,0.15730146698178646,0.19295103193911964,3.8040535112923566,0.933775829422707,0.4018650793650642,0.042952499999984184,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.1814298072698105,0.2547539563211688,0.6310795245116402,1.118559643148301,223158272,155271168,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3038631.8465449503,0,0,898748.8328664799,0,23123.38872057357,0,0,0,3526461.7008009977,59,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.6,3.8,22.6,2,1.933,2.067,17.867,0,0,0,0,0,0,2.3021978021978025,0.0030810810810810814,0.042202970297029706,0.7333333333333333,0.002681159420289855,0.0030253164556962027,0.0033079646017699117,7.274509803921574,0.004745945945945946,3.602409638554215,2.12,0.004536231884057971,0.004645569620253164,0.006252873563218397
1705653942,1.3302726786670245,45.55443032123641,0.15730146698178646,0.19295103193911964,3.8040535112923566,0.933775829422707,0.4018650793650642,0.0656002551383462,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.17738335414219067,0.2547539563211688,0.6310795245116402,1.118559643148301,223158272,155271168,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3038631.8465449503,0,0,898748.8328664799,0,23123.38872057357,0,0,0,3526461.7008009977,59,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.6,3.8,22.6,2,1.933,2.067,17.867,0,0,0,0,0,0,2.3021978021978025,0.0030810810810810814,0.042202970297029706,0.7333333333333333,0.002681159420289855,0.0030253164556962027,0.0033079646017699117,7.274509803921574,0.004745945945945946,3.602409638554215,2.12,0.004536231884057971,0.004645569620253164,0.006252873563218397
1705653943,1.343383970394404,45.55443032123641,0.15730146698178646,0.19295103193911964,3.159630996256467,0.933775829422707,0.4018650793650642,0.066919016696161,0.2724807587362039,0.8798039754124789,0.0001360544217686757,0.17333690101457078,0.2547539563211688,0.48286862219168836,1.118559643148301,223158272,155271168,6504448,432435200,111132672,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3038631.8465449503,0,0,898748.8328664799,0,23123.38872057357,0,0,0,3526461.7008009977,59,32,7,4,25,22,6,6,3,11,1,3,7,19,9,7.133,3.8,22.6,2,1.933,1.867,17.867,0,0,0,0,0,0,1.9074074074074079,0.0030810810810810814,0.042202970297029706,0.7333333333333333,0.002681159420289855,0.0030493827160493823,0.0033079646017699117,6.300000000000005,0.004745945945945946,3.602409638554215,2.12,0.004536231884057971,0.004688888888888888,0.006252873563218397
1705653944,1.343383970394404,45.55443032123641,0.15730146698178646,0.19295103193911964,3.948478801040874,0.933775829422707,0.4018650793650642,0.07912569346888772,0.24590581730768885,0.8798039754124789,0.0001360544217686757,0.1692904478869509,0.2547539563211688,0.4937177739569345,0.9557284302071071,223158272,155271168,6504448,432435200,98893824,330227712,138522624,4464640,268177408,97128448,4575232,2891776,306507776,7680000,254820352,3038631.8465449503,0,0,898748.8328664799,0,30129.230769230777,0,0,0,3013106.834433839,59,32,7,4,30,22,6,6,3,11,1,3,7,19,9,6.867,3.867,21.867,1.8,1.933,1.867,17.267,0,0,0,0,0,0,1.6081081081081081,0.003065359477124183,0.04225,0.5714285714285713,0.002681159420289855,0.0030493827160493823,0.0032682119205298013,4.963414634146342,0.00471764705882353,3.166666666666667,2.1172413793103453,0.004536231884057971,0.004688888888888888,0.005771604938271607
