time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705385959,0.6223992625756903,2.4652570626426282,0.4112455427628615,18.637739987613553,0.30950969048309407,6.678537459897631,0.5787771675625131,3.5360456846417776,2.6640931063267907,0.2718461959068876,0.2413444606079086,116314112,43745280,11804672,41578496,43622400,16838656,41066496,10706944,46002176,3035136,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,1.267,14.267,13.467,1.2,157.333,19.133,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020610042233693104,0.0074578469520103765,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.004419709056780855,0.009564202334630352,0.004581208053691275
1705385960,0.6223992625756903,2.4652570626426282,0.37323962165002095,18.637739987613553,0.30950969048309407,6.533738615982427,0.5787771675625131,3.5360456846417776,2.6640931063267907,0.2718461959068876,0.2413444606079086,116314112,43745280,11804672,41578496,43622400,16838656,41066496,10706944,46002176,3035136,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,1.267,14.267,13.467,1.2,157.333,19.133,8.933,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020610042233693104,0.0074578469520103765,0.0028523489932885905,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.004419709056780855,0.009564202334630352,0.004581208053691275
1705385961,0.6223992625756903,2.4652570626426282,0.37323962165002095,18.637739987613553,0.30950969048309407,6.533738615982427,0.5787771675625131,3.5360456846417776,2.6640931063267907,0.2669333960931767,0.2413444606079086,116314112,43745280,11804672,41578496,43622400,16838656,41066496,10706944,46002176,3035136,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,13.733,27.467,1.067,77.869,1.267,14.267,13.467,1.2,157.333,19.133,8.533,0,0,0,0,0.0029872408293460926,0.003134486071085495,0.26973684210526316,0.0570312577115718,0.0030526315789473684,0.1637008733624454,0.0034705882352941172,0.0020610042233693104,0.0074578469520103765,0.002788778877887789,0.004617862838915471,0.00484207492795389,0.48552631578947375,0.0939732211569296,0.004694736842105263,0.47546948356807517,0.0073750000000000005,0.004419709056780855,0.009564202334630352,0.004568316831683168
1705385962,0.6223992625756903,2.4652570626426282,0.37323962165002095,18.637739987613553,0.30950969048309407,6.533738615982427,0.5877936268361398,3.5360456846417776,2.6640931063267907,0.2669333960931767,0.2413444606079086,116314112,43745280,11804672,41578496,43622400,16838656,41218048,10706944,46002176,3035136,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,26.733,1.067,75.464,1.267,14.267,12.667,1.2,155.133,19,8,0,0,0,0,0.0029868852459016396,0.0031233140655105977,0.29375,0.057047266514806384,0.0030526315789473684,0.1628333333333333,0.0034705882352941172,0.0020538243626062316,0.007457516339869281,0.002792880258899676,0.004618360655737705,0.004821965317919076,0.48875,0.0948490888382688,0.004694736842105263,0.4810049019607843,0.0073750000000000005,0.004416052880075542,0.00956470588235294,0.004568932038834951
1705385963,0.6223992625756903,2.4652570626426282,0.37323962165002095,18.637739987613553,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.6640931063267907,0.2691218634009538,0.2413444606079086,116314112,43745280,11804672,41578496,43622400,16334848,41218048,10706944,46002176,3166208,9216000,100169.30659543247,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,26.733,1.067,75.464,1.267,14.267,12.667,0.933,155.133,19,8,0,0,0,0,0.0029868852459016396,0.0031233140655105977,0.29375,0.057047266514806384,0.0030526315789473684,0.1628333333333333,0.0035,0.0020538243626062316,0.007457516339869281,0.002792880258899676,0.004618360655737705,0.004821965317919076,0.48875,0.0948490888382688,0.004694736842105263,0.4810049019607843,0.0075,0.004416052880075542,0.00956470588235294,0.004568932038834951
1705385964,0.5212719119445457,2.4652570626426282,0.37323962165002095,18.851158206974603,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.6640931063267907,0.2691218634009538,0.2413444606079086,116314112,43745280,11804672,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,122451.42002989537,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,26.733,1.067,75.464,1.267,12.2,12.667,0.933,142.667,19,8,0,0,0,0,0.0029868852459016396,0.0031233140655105977,0.29375,0.057047266514806384,0.0030526315789473684,0.16145598194130922,0.0035,0.0020055063442662203,0.007457516339869281,0.002792880258899676,0.004618360655737705,0.004821965317919076,0.48875,0.0948490888382688,0.004694736842105263,0.4855128205128205,0.0075,0.004405697869284175,0.00956470588235294,0.004568932038834951
1705385965,0.5212719119445457,2.4652570626426282,0.37323962165002095,18.851158206974603,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.6640931063267907,0.2691218634009538,0.2554438627756736,116314112,43745280,11804672,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,122451.42002989537,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,25,1.067,75.464,1.267,12.2,12.667,0.933,142.667,19,8,0,0,0,0,0.0029868852459016396,0.003115942028985507,0.29375,0.057047266514806384,0.0030526315789473684,0.16145598194130922,0.0035,0.0020055063442662203,0.007457516339869281,0.002792880258899676,0.004618360655737705,0.004808695652173913,0.48875,0.0948490888382688,0.004694736842105263,0.4855128205128205,0.0075,0.004405697869284175,0.00956470588235294,0.004568932038834951
1705385966,0.5212719119445457,2.2975839183375295,0.37323962165002095,18.851158206974603,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.6640931063267907,0.2691218634009538,0.2554438627756736,116314112,43683840,11804672,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,122451.42002989537,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,25,1.067,75.464,1.267,12.2,12.667,0.933,142.667,19,8,0,0,0,0,0.0029868852459016396,0.003115942028985507,0.29375,0.057047266514806384,0.0030526315789473684,0.16145598194130922,0.0035,0.0020055063442662203,0.007457516339869281,0.002792880258899676,0.004618360655737705,0.004808695652173913,0.48875,0.0948490888382688,0.004694736842105263,0.4855128205128205,0.0075,0.004405697869284175,0.00956470588235294,0.004568932038834951
1705385967,0.5449376072540227,2.2975839183375295,0.37323962165002095,18.851158206974603,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.6640931063267907,0.2691218634009538,0.2554438627756736,116387840,43683840,11804672,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.067,19,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020043165467625895,0.007457516339869281,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.0044062350119904075,0.00956470588235294,0.004568421052631579
1705385968,0.5449376072540227,2.29758391833753,0.37323962165002095,18.851158206974603,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.770790554414725,0.2691218634009538,0.2554438627756736,116387840,43683840,11804672,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.067,19,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020043165467625895,0.007457516339869281,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.0044062350119904075,0.00956470588235294,0.004568421052631579
1705385969,0.5449376072540227,2.3118503377618485,0.39897527903807184,18.851158206974603,0.30416536923044024,6.695144152106912,0.5877936268361398,3.5360456846417776,2.770790554414725,0.2691218634009538,0.2554438627756736,116387840,43683840,11857920,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.067,19,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020043165467625895,0.007457516339869281,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.0044062350119904075,0.00956470588235294,0.004568421052631579
1705385970,0.5449376072540227,2.3118503377618485,0.39897527903807184,18.851158206974603,0.30416536923044024,6.95172941146441,0.5877936268361398,3.5360456846417776,2.770790554414725,0.2691218634009538,0.2554438627756736,116387840,43683840,11857920,41062400,43622400,16334848,41218048,10706944,46002176,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.067,19,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020043165467625895,0.007457516339869281,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.0044062350119904075,0.00956470588235294,0.004568421052631579
1705385971,0.5449376072540227,2.3118503377618485,0.4327401441839251,18.851158206974603,0.30416536923044024,6.95172941146441,0.5877936268361398,3.612282402529185,2.770790554414725,0.2691218634009538,0.2554438627756736,116387840,43683840,11857920,41062400,43622400,16334848,41218048,10620928,46002176,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.067,19,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020043165467625895,0.007457516339869281,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.0044062350119904075,0.00956470588235294,0.004568421052631579
1705385972,0.5449376072540227,2.3118503377618485,0.4327401441839251,18.851158206974603,0.30416536923044024,6.95172941146441,0.6480134362042627,3.612282402529185,2.8049313580040436,0.2691218634009538,0.2554438627756736,116387840,43683840,11857920,41062400,43622400,16334848,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.067,19,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020043165467625895,0.007457516339869281,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.0044062350119904075,0.00956470588235294,0.004568421052631579
1705385973,0.5449376072540227,2.3118503377618485,0.4327401441839251,19.037137965873352,0.26117750861634137,6.95172941146441,0.6480134362042627,3.612282402529185,2.8049313580040436,0.2691218634009538,0.2554438627756736,116387840,43683840,11857920,41062400,43622400,16334848,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1.067,12.2,12.667,0.733,142.733,19.667,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.0030555555555555557,0.16145598194130922,0.003714285714285714,0.0020118990956687287,0.007487341772151899,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.0047,0.4855128205128205,0.0081,0.004407710613993336,0.00960886075949367,0.004568421052631579
1705385974,0.5449376072540227,2.3118503377618485,0.4327401441839251,19.028659315902345,0.2561080857958341,6.95172941146441,0.6480134362042627,3.612282402529185,2.8049313580040436,0.2691218634009538,0.26811433093415643,116387840,43683840,11857920,40701952,43622400,16334848,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1,12.2,12.667,0.733,142.733,19.667,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.003048780487804878,0.16145598194130922,0.003714285714285714,0.0020118990956687287,0.007487341772151899,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.00468780487804878,0.4855128205128205,0.0081,0.004407710613993336,0.00960886075949367,0.004568421052631579
1705385975,0.5449376072540227,2.3118503377618485,0.4327401441839251,19.028659315902345,0.25103866297532673,7.203593674201919,0.7123942617947256,3.6122824025291855,2.8049313580040436,0.2691218634009538,0.26811433093415643,116387840,43683840,11857920,40701952,43622400,16625664,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1,12.2,12.667,0.733,142.733,19.667,7.667,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.003048780487804878,0.16145598194130922,0.003714285714285714,0.0020118990956687287,0.007487341772151899,0.0027894736842105266,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.00468780487804878,0.4855128205128205,0.0081,0.004407710613993336,0.00960886075949367,0.004568421052631579
1705385976,0.5449376072540227,2.3118503377618485,0.4327401441839251,19.028659315902345,0.2608316189015805,7.203593674201919,0.7123942617947256,3.6122824025291855,2.8049313580040436,0.2691218634009538,0.26811433093415643,116387840,43683840,11857920,40701952,43622400,16625664,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,14.4,24.667,0.867,74.664,1,12.2,12.667,0.733,142.733,19.667,9,0,0,0,0,0.0029868852459016396,0.0031165048543689323,0.31875,0.05713264722698685,0.003048780487804878,0.16145598194130922,0.003714285714285714,0.0020118990956687287,0.007487341772151899,0.0027531645569620253,0.004618360655737705,0.004809708737864078,0.5375000000000008,0.09499428244711262,0.00468780487804878,0.4855128205128205,0.0081,0.004407710613993336,0.00960886075949367,0.0045607594936708865
1705385977,0.5449376072540227,2.3118503377618485,0.4327401441839251,19.028659315902345,0.33320621642679643,7.203593674201919,0.7123942617947256,3.6122824025291855,2.8049313580040436,0.2691218634009538,0.26811433093415643,116387840,43683840,11857920,40701952,43626496,16625664,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,15.533,26.2,1.267,88.194,1,12.2,15.067,0.733,150.267,20.733,9.467,0,0,0,0,0.002987616099071207,0.0031627246925260174,0.27976190476190477,0.0612591739630562,0.003048780487804878,0.16861353711790394,0.003714285714285714,0.0020849035690534245,0.007503004807692309,0.002765765765765766,0.004617337461300309,0.004892904446546832,0.494047619047619,0.09628118434605001,0.00468780487804878,0.5072115384615389,0.0081,0.004430458878297495,0.009630408653846154,0.004562762762762763
1705385978,0.5449376072540227,2.3118503377618485,0.4327401441839251,19.028659315902345,0.33320621642679643,7.203593674201919,0.7123942617947256,3.6122824025291855,2.8049313580040436,0.18622000000000585,0.26811433093415643,116387840,43683840,11857920,40701952,43626496,16625664,41345024,10620928,45727744,3166208,9216000,130166.73375564077,,0,0,0,0,4,4,9,3,3,34,3,3,4,4,3,15.533,26.2,1.267,88.194,1,12.2,15.067,1.267,150.267,20.733,9.467,0,0,0,0,0.002987616099071207,0.0031627246925260174,0.27976190476190477,0.0612591739630562,0.003048780487804878,0.16861353711790394,0.0036285714285714285,0.0020849035690534245,0.007503004807692309,0.002765765765765766,0.004617337461300309,0.004892904446546832,0.494047619047619,0.09628118434605001,0.00468780487804878,0.5072115384615389,0.00790909090909091,0.004430458878297495,0.009630408653846154,0.004562762762762763
