time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705794709,1.5775562429070276,4.735651899607669,0.1817180284325853,0.2310247681652757,4.92570927111297,1.1210344334223286,0.4485523590333716,0.09399277232834305,0.34981868318664205,0.8330612355589357,0,0.3248027548929846,0.23342552728868488,0.8448114710567914,1.0841219512195166,205033472,88899584,6201344,430878720,106688512,324395008,43593728,4440064,258646016,92401664,4128768,3944448,303538176,9695232,54632448,0,1574732.3593777728,0,622177.2151898735,30944.736146262232,0,0,0,1680177.3835920175,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,9.533,4.2,26,2.267,2.533,2.267,19.533,0,,0,0.018,0.00313953488372093,0.03126702997275204,0.03681318681318681,0.002416666666666667,0.0030681818181818184,0.0033352435530085954,0.04005434782608695,0.004851162790697675,0.08028268551236749,0.047362637362637364,0.004483333333333333,0.004722727272727273,0.0065170940170940165
1705794710,1.5775562429070276,4.735651899607669,0.1817180284325853,0.2310247681652757,4.92570927111297,1.1210344334223286,0.4485523590333716,0.09399277232834305,0.34981868318664205,0.8330612355589357,0,0.3248027548929846,0.2273589811958076,0.8448114710567914,1.0841219512195166,205033472,88899584,6201344,430878720,106688512,324395008,43593728,4440064,258646016,92401664,4128768,3944448,303538176,9695232,54632448,0,1574732.3593777728,0,622177.2151898735,30944.736146262232,0,0,0,1680177.3835920175,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,8.667,4.467,26.2,2.333,2.533,2.267,18.733,0,,0,0.01809701492537313,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04013157894736843,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794711,1.5775562429070276,3.918469718100587,0.1817180284325853,0.2310247681652757,4.92570927111297,1.1210344334223286,0.4485523590333716,0.09399277232834305,0.34981868318664205,0.6732870327556949,0,0.21202146162674723,0.3623696328072549,0.7279552710213916,1.0841219512195166,205033472,88899584,6201344,430878720,106688512,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9695232,54632448,0,1274755.382012235,0,622177.2151898735,30944.736146262232,0,0,0,1680177.3835920175,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,8.667,4.467,26.2,2.333,2.533,2.267,18.733,0,,0,0.01809701492537313,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04013157894736843,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794712,1.5775562429070276,4.000408359690243,0.18786692321460477,0.2310247681652757,4.92570927111297,1.1210344334223286,0.4485523590333716,0.09399277232834305,0.34981868318664205,0.6594026788297127,0,0.21741534608023913,0.3623696328072549,1.0252342857141965,1.038874178680005,205033472,88899584,6209536,430878720,106688512,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54632448,0,1301411.6360796564,0,622177.2151898735,30944.736146262232,0,0,85820.95238095237,1218449.8708770555,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.533,2.267,18.733,0,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794713,1.5775562429070276,4.082347001279901,0.18786692321460477,0.2310247681652757,4.92570927111297,1.1210344334223286,0.4485523590333716,0.09399277232834305,0.34981868318664205,0.6455183249037303,0,0.22280923053373106,0.3623696328072549,1.0252342857141965,1.038874178680005,205033472,88899584,6209536,430878720,106688512,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54632448,0,1328067.890147078,0,622177.2151898735,30944.736146262232,0,0,85820.95238095237,1218449.8708770555,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.533,2.267,18.733,0,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794714,1.5775562429070276,4.916318495379432,0.18786692321460477,0.23301512899660612,4.92570927111297,1.1210344334223286,0.4485523590333716,0.09399277232834305,0.34981868318664205,0.6033815920894942,0,0.228203114987223,0.3623696328072549,1.0252342857141965,1.0534660130856404,205033472,88899584,6209536,430878720,106688512,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54800384,0,1599375.244045295,0,622177.2151898735,30944.736146262232,0,0,85820.95238095237,1688965.5607683086,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.533,2.267,18.733,0.533,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794715,1.5775562429070276,5.018451456754031,0.18786692321460477,0.23301512899660612,4.93144946250985,1.1210344334223286,0.4485523590333716,0.09238095238095147,0.3299549488054614,0.5899833842246462,0,0.23359699944071494,0.3623696328072549,1.0252342857141965,1.0534660130856404,205033472,88932352,6209536,430878720,108924928,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,85820.95238095237,1688965.5607683086,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.533,2.267,18.733,0.533,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794716,1.6962831978779875,5.018451456754031,0.18786692321460477,0.23301512899660612,4.82520909440488,1.1210344334223286,0.4485523590333716,0.09238095238095147,0.3299549488054614,0.5765851763597982,0,0.23899088389420686,0.3623696328072549,1.0252342857141965,1.0534660130856404,205033472,88932352,6209536,430878720,108924928,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,85820.95238095237,1688965.5607683086,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.533,2.267,18.733,0.533,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794717,1.44463251762613,5.018451456754031,0.18786692321460477,0.23301512899660612,4.82520909440488,0.9515589389651706,0.4485523590333716,0.07822871175677222,0.3299549488054614,0.5631869684949503,0,0.2443847683476988,0.3623696328072549,1.0252342857141965,1.0534660130856404,205033472,88932352,6209536,430878720,108924928,324395008,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,85820.95238095237,1688965.5607683086,11,7,7,4,8,15,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.533,2.267,18.733,0.533,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002416666666666667,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004483333333333333,0.004722727272727273,0.006110576923076921
1705794718,1.4163611309948305,5.018451456754031,0.18786692321460477,0.23301512899660612,4.82520909440488,1.538271286652211,0.4485523590333716,0.09194303736977885,0.3299549488054614,0.5497887606301024,0,0.2497786528011907,0.3623696328072549,1.0252342857141965,1.0534660130856404,205033472,88932352,6209536,430878720,108924928,324210688,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,85820.95238095237,1688965.5607683086,11,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.2,2.267,18.733,2.333,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002343283582089552,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004468656716417909,0.004722727272727273,0.006110576923076921
1705794719,1.3880897443635307,5.018451456754031,0.18786692321460477,0.23301512899660612,4.82520909440488,1.538271286652211,0.4485523590333716,0.09194303736977885,0.3299549488054614,0.5363905527652545,0,0.25517253725468264,0.362369632807255,1.0698160367925589,1.0534660130856404,205033472,88932352,6209536,430878720,108924928,324210688,43593728,4440064,258646016,92401664,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,11,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.2,2.267,18.733,2.333,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002343283582089552,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004468656716417909,0.004722727272727273,0.006110576923076921
1705794720,1.7137035182170741,5.018451456754031,0.18786692321460477,0.23301512899660612,4.82520909440488,1.592530866798678,0.4485523590333716,0.09194303736977885,0.3299549488054614,0.7909057971014534,0,0.26056642170817457,0.36141665885877444,1.0698160367925589,1.0534660130856404,205045760,88932352,6209536,430878720,108924928,324210688,43593728,4440064,258646016,92479488,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.8,4.467,26.2,2.333,2.2,2.267,18.733,2.333,,0,0.018076923076923077,0.003122222222222222,0.03080708661417323,0.03676470588235294,0.002343283582089552,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07955357142857143,0.04735294117647059,0.004468656716417909,0.004722727272727273,0.006110576923076921
1705794721,1.7137035182170741,5.018451456754031,0.18786692321460477,0.2268698499894333,4.82520909440488,1.592530866798678,0.4485523590333716,0.09194303736977885,0.3299549488054614,0.7909057971014534,0,0.2659603061616665,0.36141665885877444,1.0698160367925589,1.0534660130856404,205045760,88932352,6209536,430878720,108924928,324210688,43593728,4440064,258646016,92479488,4128768,4075520,303538176,9687040,54800384,0,2581276.828934149,0,622177.2151898735,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.8,4.467,24.467,2.333,2.2,2.267,18.733,2.333,,0,0.018076923076923077,0.003122222222222222,0.030361842105263163,0.03676470588235294,0.002343283582089552,0.0030681818181818184,0.003295035460992908,0.04016129032258064,0.00482,0.07873584905660377,0.04735294117647059,0.004468656716417909,0.004722727272727273,0.006110576923076921
1705794722,1.7137035182170741,5.018451456754031,0.18786692321460477,0.2268698499894333,4.82520909440488,1.592530866798678,0.2911299999999973,0.09194303736977885,0.3299549488054614,0.7909057971014534,0,0.2713541906151584,0.4239765546295413,1.0698160367925589,1.0534660130856404,205045760,88932352,6209536,430878720,108924928,324210688,43593728,4440064,258646016,92479488,4128768,4075520,303546368,9687040,54800384,0,2581276.828934149,0,440320.00000000006,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.533,4.467,24.467,2,1.867,1.933,17.467,2.333,,0,0.01815384615384615,0.003122222222222222,0.030361842105263163,0.036904761904761905,0.0023230769230769234,0.0030697674418604646,0.003293103448275862,0.04021505376344086,0.00482,0.07873584905660377,0.04738095238095238,0.0044646153846153855,0.004725581395348837,0.006088235294117645
1705794723,1.7137035182170741,5.018451456754031,0.18786692321460477,0.2268698499894333,4.82520909440488,1.592530866798678,0.4449756610370879,0.09194303736977885,0.3299549488054614,0.7909057971014534,0,0.3236330672095155,0.4239765546295413,1.0698160367925589,1.0534660130856404,205045760,88932352,6209536,430878720,108924928,324210688,43638784,4440064,258646016,92479488,4128768,4075520,303546368,9687040,54800384,0,2581276.828934149,0,879914.0708915145,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.533,4.333,24.467,2,1.867,1.867,17.467,2.333,,0,0.01815384615384615,0.003128654970760234,0.030361842105263163,0.036904761904761905,0.0023230769230769234,0.003070588235294118,0.003293103448275862,0.04021505376344086,0.004831578947368421,0.07873584905660377,0.04738095238095238,0.0044646153846153855,0.0047270588235294115,0.006088235294117645
1705794724,1.7137035182170741,5.018451456754031,0.18786692321460477,0.2268698499894333,4.82520909440488,1.592530866798678,0.4449756610370879,0.09194303736977885,0.3299549488054614,0.7909057971014534,0,0.3236330672095155,0.4239765546295413,1.0698160367925589,1.0534660130856404,205045760,88932352,6209536,430878720,108924928,324210688,43638784,4440064,258646016,92479488,4128768,4075520,303546368,9687040,54800384,0,2581276.828934149,0,879914.0708915145,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,7.533,4.333,24.467,2,1.867,1.867,17.467,2.333,,0,0.01815384615384615,0.003128654970760234,0.030361842105263163,0.036904761904761905,0.0023230769230769234,0.003070588235294118,0.003293103448275862,0.04021505376344086,0.004831578947368421,0.07873584905660377,0.04738095238095238,0.0044646153846153855,0.0047270588235294115,0.006088235294117645
1705794725,1.7137035182170741,5.018451456754031,0.18786692321460477,0.2268698499894333,4.82520909440488,1.592530866798678,0.4449756610370879,0.09194303736977885,0.3299549488054614,0.7909057971014534,0,0.3236330672095155,0.4239765546295413,1.0698160367925589,1.0534660130856404,205045760,88932352,6209536,430878720,108924928,324210688,43638784,4440064,258646016,92479488,4128768,4075520,303546368,9687040,54800384,0,2581276.828934149,0,879914.0708915145,22367.235494880548,0,0,112617.47650469907,1688965.5607683086,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,8,4.333,24.533,1.867,1.867,1.867,17.6,2.333,,0,0.018307692307692306,0.0030685714285714288,0.030485372340425535,0.03676470588235294,0.0023230769230769234,0.003070588235294118,0.003299572039942939,0.04051546391752577,0.004723428571428572,0.0789245283018868,0.04735294117647059,0.0044646153846153855,0.0047270588235294115,0.006161904761904762
1705794726,1.7137035182170741,5.018451456754031,0.18786692321460477,0.2268698499894333,4.82520909440488,1.592530866798678,0.4449756610370879,0.09194303736977885,0.3990154685742627,0.7909057971014534,0,0.3236330672095155,0.4239765546295413,0.9259614403785194,0.9077720263336536,205045760,88932352,6209536,430878720,108924928,324210688,43638784,4440064,258650112,92479488,4128768,4075520,303546368,9687040,54800384,0,2581276.828934149,0,879914.0708915145,15103.523295046,0,0,97474.17983070052,1639392.9199639384,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,8,4.333,24.533,1.867,1.867,1.867,17.6,2.333,,0,0.018307692307692306,0.0030685714285714288,0.030485372340425535,0.03676470588235294,0.0023230769230769234,0.003070588235294118,0.003299572039942939,0.04051546391752577,0.004723428571428572,0.0789245283018868,0.04735294117647059,0.0044646153846153855,0.0047270588235294115,0.006161904761904762
1705794727,1.7137035182170741,4.990264106287989,0.12870500000000007,0.2268698499894333,4.82520909440488,1.592530866798678,0.4449756610370879,0.09194303736977885,0.3990154685742627,0.7909057971014534,0,0.3170182187090491,0.4239765546295413,0.9081311730986434,0.9259473688603935,205045760,88956928,6209536,430878720,108924928,324210688,43638784,4440064,258650112,92479488,4128768,3940352,303546368,9687040,54800384,0,2357441.772900866,0,879914.0708915145,15103.523295046,0,0,95597.22188895552,1672216.720424722,10,7,7,4,8,14,5,4,3,11,1,3,6,43,22,8.133,4.333,24.533,1.867,1.867,1.867,17.6,2.333,,0,0.018320895522388057,0.0030685714285714288,0.030485372340425535,0.03676470588235294,0.0023230769230769234,0.003070588235294118,0.003299572039942939,0.040612745098039214,0.004723428571428572,0.0789245283018868,0.04735294117647059,0.0044646153846153855,0.0047270588235294115,0.006161904761904762
