time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705764818,3.4500073355270056,3.190800391840498,0.404900106881526,33.38141667617201,0.26125404352934595,7.453843201011607,1.0788805326100355,3.6014804189558576,3.0723141486810555,0.24391288275522152,0.15746,95768576,40833024,10149888,40837120,43384832,13156352,25284608,9306112,43069440,2961408,7790592,42923.31230482259,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,13.867,26.333,0.667,73.2,0.867,26.667,0.8,146.8,19.4,8.667,0.0033899821109123437,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.07015945330296128,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026485623003194886,0.007175257731958766,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.21060702875399365,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004591054313099041
1705764819,3.7912239467849225,3.190800391840498,0.404900106881526,33.38141667617201,0.2554564717730655,7.453843201011607,1.0788805326100355,3.583086810551559,3.0468957736700504,0.24391288275522152,0.15746,96325632,40833024,10149888,40837120,43384832,13156352,25284608,9588736,43134976,2961408,7790592,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,13.867,26.333,0.667,73.2,0.867,27,0.8,146.8,19.4,8.667,0.0033899821109123437,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026485623003194886,0.007175257731958766,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004591054313099041
1705764820,3.7912239467849225,3.190800391840498,0.404900106881526,33.38141667617201,0.24965890001678515,7.453843201011607,1.0788805326100355,3.5830868105515585,3.0468957736700504,0.24042849747122774,0.15746,96325632,40833024,10149888,40837120,43384832,13156352,25284608,9588736,43134976,3092480,7790592,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,13.867,26.333,0.667,73.2,0.867,27,0.8,146.8,19.4,8.667,0.0033899821109123437,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026485623003194886,0.007175257731958766,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004591054313099041
1705764821,3.7912239467849225,2.9407419420231102,0.404900106881526,33.38141667617201,0.24386132826050472,7.453843201011607,0.9502360955916812,3.5830868105515585,2.049924542966007,0.24042849747122774,0.15746,96325632,39849984,10149888,40837120,43384832,13156352,25284608,9588736,43134976,3092480,7790592,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,13.867,26.333,0.667,73.2,0.867,27,0.8,146.8,19.4,8.667,0.0033899821109123437,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026485623003194886,0.007175257731958766,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004591054313099041
1705764822,3.7912239467849225,2.9407419420231102,0.404900106881526,33.38141667617201,0.2240008632316027,7.453843201011607,0.9502360955916812,3.5830868105515585,2.1021379519385373,0.24042849747122774,0.20292170755154812,96325632,39849984,10149888,40837120,43384832,13156352,25284608,9588736,43134976,3092480,7790592,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,13.867,26.333,0.667,73.2,0.867,27,0.8,146.8,19.4,8.667,0.0033899821109123437,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026485623003194886,0.007175257731958766,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004591054313099041
1705764823,3.7912239467849225,2.9407419420231102,0.404900106881526,33.38141667617201,0.21858756655311623,7.453843201011607,0.9502360955916812,3.5830868105515585,2.154351360911067,0.24042849747122774,0.19770192368892137,96325632,39849984,10149888,40837120,43384832,13156352,25284608,9588736,43134976,3092480,7790592,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,26.333,0.667,73.2,0.867,27,0.8,146.8,19.4,8.2,0.003385026737967915,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026763754045307443,0.00711855670103093,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004597411003236246
1705764824,3.7912239467849225,2.9407419420231102,0.404900106881526,33.38141667617201,0.21317426987462967,7.453843201011607,0.9502360955916812,3.5830868105515585,2.2065647698835966,0.24042849747122774,0.1924821398262945,96325632,39849984,10149888,40837120,43384832,13156352,25284608,9588736,43134976,3092480,7790592,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,26.333,0.667,73.2,0.733,27,0.8,146.8,19.4,8.2,0.003385026737967915,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026763754045307443,0.00711855670103093,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004597411003236246
1705764825,3.7912239467849225,2.9407419420231102,0.404900106881526,33.38141667617201,0.20776097319614317,7.453843201011607,0.9502360955916812,3.5830868105515585,2.2587781788561268,0.24042849747122774,0.2735330350774816,96325632,39849984,10149888,40837120,43384832,13156352,25284608,9588736,43134976,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,26.333,0.667,73.2,0.733,27,0.8,146.8,19.4,8.2,0.003385026737967915,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004266666666666667,0.0016802110817941947,0.008217665615141955,0.0026763754045307443,0.00711855670103093,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.009147058823529413,0.004378258575197888,0.018692682926829275,0.004597411003236246
1705764826,3.7912239467849225,2.9407419420231102,0.404900106881526,33.38141667617201,0.29639463751138895,7.453843201011607,0.9502360955916812,3.5830868105515585,2.310991587828656,0.2404284974712278,0.2735330350774816,96325632,39849984,10149888,40837120,43393024,13156352,25284608,9588736,43134976,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,26.333,0.667,73.2,0.733,27,0.867,147.6,19.4,8.2,0.003385026737967915,0.004892156862745098,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004439969065841757,0.0015657312051646811,0.008217665615141955,0.0026763754045307443,0.00711855670103093,0.01301079136690648,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.00880554063714179,0.004356214684738408,0.018692682926829275,0.004597411003236246
1705764827,3.7912239467849225,2.9407419420231102,0.404900106881526,33.381416676172,0.29639463751138895,7.453843201011607,0.9502360955916812,2.9324319443026554,2.363204996801186,0.2404284974712278,0.2735330350774816,96325632,39849984,10149888,40837120,43393024,13156352,25284608,9588736,43134976,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,26.6,0.667,73.2,0.733,27,0.867,147.6,19.4,8.2,0.003385026737967915,0.004748407643312103,0.07222222222222222,0.004880225988700565,0.003,0.06609588425998883,0.004439969065841757,0.0015657312051646811,0.008217665615141955,0.0026763754045307443,0.00711855670103093,0.011512295081967196,0.195,0.045906862745098025,0.0046,0.2017894971586125,0.00880554063714179,0.004356214684738408,0.018692682926829275,0.004597411003236246
1705764828,3.7912239467849225,2.9407419420231102,0.404900106881526,33.381416676172,0.29639463751138895,7.595901503883656,0.9502360955916812,2.9922039989559166,2.415418405773716,0.2404284974712278,0.2735330350774816,96325632,39849984,10149888,40837120,43393024,13377536,25284608,9588736,43134976,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.2,0.867,79.067,0.733,28.2,0.867,151,19.6,7.933,0.0033098106712564548,0.00457593984962406,0.075,0.004716450216450216,0.003,0.06426017863446741,0.004439969065841757,0.0016085695285647174,0.00813533834586466,0.0026802507836990595,0.00641358024691358,0.009964460784313726,0.2017857142857143,0.044688995215311014,0.0046,0.2010825128746666,0.00880554063714179,0.004358399550128915,0.018124999999999992,0.004586206896551724
1705764829,3.7912239467849225,2.9407419420231102,0.2739111766436529,33.573557541114006,0.29639463751138895,7.595901503883656,0.8029787685774947,3.58632327919567,2.432278527631468,0.2404284974712278,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9588736,43233280,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.2,0.867,79.067,0.733,28.2,0.867,151,19.6,7.933,0.0033098106712564548,0.00457593984962406,0.075,0.004716450216450216,0.003,0.06426017863446741,0.004439969065841757,0.0016085695285647174,0.00813533834586466,0.0026802507836990595,0.00641358024691358,0.009964460784313726,0.2017857142857143,0.044688995215311014,0.0046,0.2010825128746666,0.00880554063714179,0.004358399550128915,0.018124999999999992,0.004586206896551724
1705764830,3.7912239467849225,2.9407419420231102,0.28020118919661063,33.573557541114006,0.29639463751138895,7.595901503883656,0.8029787685774947,3.58632327919567,2.484533899255914,0.23899607258550015,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9588736,43233280,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.2,0.867,79.067,0.733,28.2,0.867,151,19.6,7.933,0.0033098106712564548,0.00457593984962406,0.075,0.004716450216450216,0.003,0.06426017863446741,0.004439969065841757,0.0016085695285647174,0.00813533834586466,0.0026802507836990595,0.00641358024691358,0.009964460784313726,0.2017857142857143,0.044688995215311014,0.0046,0.2010825128746666,0.00880554063714179,0.004358399550128915,0.018124999999999992,0.004586206896551724
1705764831,3.7912239467849225,2.6908510829513803,0.2864912017495685,33.573557541114006,0.29639463751138895,7.595901503883656,0.8029787685774947,3.58632327919567,2.5367892708803597,0.23899607258550015,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9588736,43233280,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,79.6,0.8,28.2,0.933,151.467,19.6,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004719241192411924,0.003,0.06426017863446741,0.0042799754660124275,0.0016082068970490271,0.00813533834586466,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.0450600961538462,0.0046,0.2010825128746666,0.008718735025355329,0.004358336584756857,0.018124999999999992,0.004574683544303797
1705764832,3.7912239467849225,2.6908510829513803,0.2405175,33.573557541114006,0.29639463751138895,7.595901503883656,0.8029787685774947,3.6265629092814127,2.589044642504806,0.23899607258550015,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9297920,43233280,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,82.2,0.8,28.2,0.933,152.133,20.267,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06426017863446741,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.2010825128746666,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004574683544303797
1705764833,3.7912239467849225,2.6908510829513803,0.2405175,33.573557541114006,0.294282774134878,7.595901503883656,0.8029787685774947,3.6265629092814127,2.6413000141292526,0.23899607258550015,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9297920,43233280,3092480,8159232,72656.31929046563,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,82.2,0.8,28.2,0.933,152.133,20.267,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06426017863446741,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.2010825128746666,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004574683544303797
1705764834,2.969742499999999,2.6908510829513803,0.2405175,33.573557541114006,0.294282774134878,7.595901503883656,0.802978768577495,3.6265629092814127,2.6935553857536982,0.23899607258550015,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9297920,43233280,3092480,8159232,40960,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,82.2,0.8,28.8,0.933,152.133,20.267,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06125304136253042,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.19625000000000004,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004574683544303797
1705764835,2.969742499999999,2.6908510829513803,0.2405175,27.83235354165392,0.294282774134878,7.595901503883656,0.802978768577495,3.6265629092814127,3.1353222974667654,0.23912860323764829,0.27353303507748167,96325632,39849984,10149888,41803776,43393024,13377536,25935872,9297920,43233280,2965504,8159232,40960,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,82.2,0.8,28.8,0.933,152.133,20.267,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06125304136253042,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.19625000000000004,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004574683544303797
1705764836,2.969742499999999,2.6908510829513803,0.37693108473870507,32.47828149157516,0.294282774134878,7.595901503883656,0.802978768577495,3.6265629092814127,3.1353222974667654,0.23912860323764829,0.27353303507748167,96325632,39849984,10346496,41803776,43393024,13377536,25935872,9297920,43233280,2965504,8159232,40960,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,82.2,0.8,28.8,0.933,152.133,20.267,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06125304136253042,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.19625000000000004,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004574683544303797
1705764837,3.553920265270114,2.6908510829513803,0.37693108473870507,32.47828149157516,0.294282774134878,7.595901503883656,0.8029787685774947,3.6265629092814127,3.1353222974667654,0.23912860323764829,0.27353303507748167,96325632,39849984,10346496,41803776,43393024,13377536,25935872,9297920,43233280,2965504,8159232,49017.23771184335,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,16.2,27.333,0.933,82.2,0.8,28.8,0.933,152.133,20.267,8.067,0.0033098106712564548,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06125304136253042,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.002670886075949367,0.00641358024691358,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.19625000000000004,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004574683544303797
1705764838,3.706542481675845,2.6908510829513803,0.37693108473870507,32.47828149157516,0.294282774134878,7.595901503883656,0.8029787685774947,3.6265629092814127,3.1353222974667654,0.23912860323764829,0.2764622474299894,96788480,39849984,10346496,41803776,43393024,13377536,25935872,9297920,43233280,2965504,8290304,53294.01049572797,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,27.333,0.933,82.2,0.8,28.8,0.933,152.133,20.267,8.533,0.0032583892617449664,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06125304136253042,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.0025215946843853815,0.005702898550724638,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.19625000000000004,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004536212624584717
1705764839,3.706542481675845,2.2227887489515,0.37693108473870507,32.47828149157516,0.294282774134878,7.595901503883656,0.8029787685774947,3.6265629092814127,3.1353222974667654,0.23912860323764829,0.2639182028171566,96788480,39849984,10346496,41803776,43393024,13377536,25935872,9297920,43233280,2965504,8290304,53294.01049572797,0,,0,0,,4,5,9,4,3,18,3,4,4,4,2,15.533,27.333,0.933,82.2,1.067,28.8,0.933,152.133,20.267,8.533,0.0032583892617449664,0.0045639097744360905,0.0765625,0.004529835390946502,0.003,0.06125304136253042,0.0042799754660124275,0.0016131598431348075,0.008076628064985368,0.0025215946843853815,0.005702898550724638,0.00995679012345679,0.20392857142857143,0.04447183098591557,0.0046,0.19625000000000004,0.008718735025355329,0.0043566658289828225,0.01770369995956328,0.004536212624584717
