time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705679166,2.061512451128884,5.826575035634312,0.1864301698521579,0.15146406806071908,5.0319256716770235,1.1437777323951508,0.38309948747773964,0.06389353873239381,0.3202644583945386,0.8131165431624031,0.008805359784216512,0.2773668310453671,0.32506516241974903,0.9247590043039405,0.7800114632860418,217673728,91394048,6189056,430620672,107147264,329113600,45944832,4562944,270008320,97832960,4157440,2867200,302866432,8310784,59379712,129843.96463668063,1609708.8169415598,0,692319.4358620188,65649.79297448912,0,0,954494.7353820618,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,9.067,3.8,23.133,2.133,1.8,2.133,17.933,0,0,0,0,0.01877427184466019,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.002641025641025641,0.003,0.0033792134831460677,0.041721698113207535,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004528205128205128,0.0046,0.006890977443609024
1705679167,2.276494702901473,5.826575035634312,0.1864301698521579,0.15488833908453004,5.0319256716770235,1.1437777323951508,0.38309948747773964,0.06531372652582104,0.3266953504019274,0.9576153846153965,0.008805359784216512,0.2773668310453671,0.32506516241974903,0.790681792554929,0.9861741844666128,217673728,91394048,6189056,430620672,107147264,329113600,45944832,4562944,270012416,97832960,4157440,2867200,302866432,8310784,59502592,169801.93459235373,1609708.8169415598,0,692319.4358620188,43514.28874960162,0,0,1203304.975824714,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,9.067,3.8,23.133,2.133,1.8,2.133,17.933,0,0,0,0,0.01877427184466019,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.002641025641025641,0.003,0.0033792134831460677,0.041721698113207535,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004528205128205128,0.0046,0.006890977443609024
1705679168,2.276494702901473,5.826575035634312,0.1864301698521579,0.15831261010834102,5.0319256716770235,1.1437777323951508,0.38309948747773964,0.06673391431924824,0.3266953504019274,0.9576153846153965,0.008805359784216512,0.2773668310453671,0.3396398876713703,0.7752691424831967,0.9861741844666128,217673728,91394048,6189056,430620672,107147264,329113600,45944832,4562944,270012416,97832960,4157440,2867200,302866432,8310784,59502592,169801.93459235373,1609708.8169415598,0,692319.4358620188,43514.28874960162,0,0,1203304.975824714,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,9.067,3.8,23.133,2.133,2.333,2.133,17.933,0,0,0,0,0.01877427184466019,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.0024615384615384616,0.003,0.0033792134831460677,0.041721698113207535,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004492307692307692,0.0046,0.006890977443609024
1705679169,2.276494702901473,5.826575035634312,0.1864301698521579,0.161736881132152,3.089808318574847,1.1437777323951508,0.38309948747773964,0.06815410211267547,0.3266953504019274,0.9576153846153965,0.008805359784216512,0.2773668310453671,0.3396398876713703,0.7598564924114644,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,2867200,302866432,8310784,59502592,169801.93459235373,1609708.8169415598,0,692319.4358620188,43514.28874960162,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,9.067,3.8,23.133,2.133,2.333,2.133,17.933,0,0,0,0,0.01877427184466019,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.0024615384615384616,0.003,0.0033792134831460677,0.041721698113207535,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004492307692307692,0.0046,0.006890977443609024
1705679170,2.276494702901473,5.826575035634312,0.1864301698521579,0.16516115215596297,3.171797089358893,1.1437777323951508,0.38309948747773964,0.06957428990610269,0.3266953504019274,0.9576153846153965,0.008805359784216512,0.27739272537358733,0.33820948931858663,0.7444438423397319,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8310784,59502592,169801.93459235373,1609708.8169415598,0,692319.4358620188,43514.28874960162,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.8,3.8,23.133,2.133,2.333,2.133,17.933,0,0,0,0,0.018329145728643217,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.0024615384615384616,0.003,0.0033792134831460677,0.04174242424242424,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004492307692307692,0.0046,0.006890977443609024
1705679171,2.276494702901473,5.826575035634312,0.18441075353660769,0.16858542317977399,3.253785860142938,1.1437777323951508,0.3731926668972723,0.0709944776995299,0.31373304480921355,0.9576153846153965,0.008805359784216512,0.2772559399236718,0.33820948931858663,0.7290311922679995,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8310784,59502592,169801.93459235373,1609708.8169415598,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.8,3.8,23.133,2.133,2.333,2.133,20,0,0,0,0,0.018329145728643217,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.0024615384615384616,0.003,0.003343085106382979,0.04174242424242424,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004492307692307692,0.0046,0.0066491935483870964
1705679172,2.276494702901473,5.826575035634312,0.18441075353660769,0.20545626142865864,3.335774630926984,1.0937928811530053,0.3731926668972723,0.08521126760563308,0.31373304480921355,0.9576153846153965,0.008805359784216512,0.2772559399236718,0.33820948931858663,0.6962499157750586,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8310784,59502592,169801.93459235373,1609708.8169415598,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.8,3.8,23.133,2.133,2.333,2.133,20,0,0,0,0,0.018329145728643217,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.0024615384615384616,0.003,0.003343085106382979,0.04174242424242424,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004492307692307692,0.0046,0.0066491935483870964
1705679173,2.276494702901473,5.826575035634312,0.18441075353660769,0.20545626142865864,3.4177634017110297,1.0937928811530053,0.3731926668972723,0.08521126760563308,0.31373304480921355,0.9576153846153965,0.008805359784216512,0.2772559399236718,0.33820948931858663,0.6812547903323376,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8310784,59502592,169801.93459235373,1609708.8169415598,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.8,3.8,23.133,2.133,2.333,2.133,20,0,0,0,0,0.018329145728643217,0.0030317460317460317,0.030668257756563247,0.030645161290322576,0.0024615384615384616,0.003,0.003343085106382979,0.04174242424242424,0.004657142857142856,0.0767241379310345,0.046129032258064515,0.004492307692307692,0.0046,0.0066491935483870964
1705679174,2.276494702901473,4.926181495511225,0.18441075353660769,0.20545626142865864,3.4997521724950755,1.0937928811530053,0.3731926668972723,0.08521126760563308,0.31373304480921355,0.9576153846153965,0.008805359784216512,0.2772559399236718,0.33820948931858663,0.6662596648896166,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8310784,59502592,169801.93459235373,1375120.3141836205,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.933,4.267,24,1.733,2.133,1.933,19.133,0,0,0,0,0.017817460317460315,0.003010810810810811,0.030620608899297422,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004619459459459459,0.07528037383177573,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679175,2.276494702901473,5.026825184734947,0.18441075353660769,0.20545626142865864,3.5817409432791214,1.0937928811530053,0.3731926668972723,0.08521126760563308,0.31373304480921355,0.9576153846153965,0.007177799095101392,0.2772559399236718,0.33820948931858663,0.6512645394468957,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8310784,59502592,169801.93459235373,1403214.5250185304,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.933,4.267,24,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003010810810810811,0.030620608899297422,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004619459459459459,0.07528037383177573,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679176,2.276494702901473,5.127468873958669,0.18441075353660769,0.20545626142865864,3.6637297140631664,1.0937928811530053,0.3731926668972723,0.08521126760563308,0.31373304480921355,0.9576153846153965,0.007031043098697785,0.2772559399236718,0.33820948931858663,0.865260649389348,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4562944,270012416,97832960,4157440,3002368,302870528,8331264,59502592,169801.93459235373,1431308.73585344,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,23,5,5,3,11,1,3,6,17,8,7.933,4.267,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003010810810810811,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004619459459459459,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679177,2.276494702901473,6.0386213534233315,0.18441075353660769,0.20545626142865864,3.7457184848472123,1.1989107922183682,0.3731926668972723,0.08419784639879348,0.31373304480921355,0.9576153846153965,0.006884287102294175,0.2772559399236718,0.33820948931858663,0.865260649389348,0.9861741844666125,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4558848,270012416,97832960,4157440,3002368,302870528,8331264,59502592,169801.93459235373,1685652.6500945871,0,577622.8614001011,21618.19813163034,0,0,1203304.9758247137,11,7,6,4,8,24,5,5,3,11,1,3,6,17,8,7.933,4.267,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003010810810810811,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004619459459459459,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679178,2.276494702901473,6.0386213534233315,0.18441075353660769,0.20545626142865864,3.8277072556312577,1.1989107922183682,0.3731926668972723,0.08419784639879348,0.31373304480921355,0.9576153846153965,0.006737531105890567,0.2772559399236718,0.33820948931858663,0.865260649389348,0.9986191702609519,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4558848,270012416,97832960,4157440,3002368,302870528,8331264,59502592,169801.93459235373,1685652.6500945871,0,577622.8614001011,21618.19813163034,0,0,1334533.155428678,11,7,6,4,8,24,5,5,3,11,1,3,6,17,8,7.933,4.267,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003010810810810811,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004619459459459459,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679179,1.9408508533442386,6.0386213534233315,0.18441075353660769,0.20545626142865864,3.909696026415304,1.1989107922183682,0.3731926668972723,0.08419784639879348,0.31373304480921355,0.8222777303418906,0.006590775109486959,0.2772559399236718,0.33820948931858663,0.865260649389348,0.9986191702609519,217673728,91394048,6189056,430620672,110739456,329113600,45944832,4558848,270012416,97832960,4157440,3002368,302870528,8331264,59502592,144766.5260248733,1685652.6500945871,0,577622.8614001011,21618.19813163034,0,0,1334533.155428678,11,7,6,4,8,24,5,5,3,11,1,3,6,17,8,7.933,4.267,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003010810810810811,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004619459459459459,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679180,2.2998440116532217,5.057320222569735,0.18441075353660769,0.20545626142865864,3.9611271505442214,1.1989107922183682,0.3731926668972723,0.08419784639879348,0.3068340637214153,0.9381189488243454,0.006444019113083349,0.2772559399236718,0.33820948931858663,0.8652606493893483,0.9986191702609519,217669632,91394048,6189056,430620672,111730688,329113600,45944832,4558848,270008320,97828864,4157440,3002368,302870528,8331264,59502592,169128.0710205767,1411727.070901508,0,577622.8614001011,48513.56153026176,0,0,1334533.155428678,11,7,6,4,7,24,5,5,3,11,1,3,6,17,8,7.933,4.733,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003021164021164021,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004638095238095238,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679181,2.2998440116532217,4.956676533346012,0.18441075353660769,0.20545626142865864,4.043611109283663,1.1989107922183682,0.3731926668972723,0.08419784639879348,0.3068340637214153,0.9381189488243454,0,0.2772559399236718,0.33820948931858663,0.8652606493893483,0.9986191702609519,217669632,91394048,6189056,430620672,111730688,329113600,45944832,4558848,270008320,97828864,4157440,3002368,302870528,8331264,59502592,169128.0710205767,1383632.860066598,0,577622.8614001011,48513.56153026176,0,0,1334533.155428678,11,7,6,4,7,24,5,5,3,11,1,3,6,17,8,7.933,4.733,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003021164021164021,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004638095238095238,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679182,2.2998440116532217,4.85603284412229,0.18441075353660769,0.20585782288839058,4.126095068023104,1.1989107922183682,0.3731926668972723,0.08419784639879348,0.3068340637214153,0.7748181680627623,0,0.2788513101767158,0.33820948931858663,0.8652606493893483,1.0008867451608199,217669632,91394048,6189056,430620672,111730688,329113600,45944832,4558848,270008320,97828864,4157440,3002368,302870528,8331264,59478016,169128.0710205767,1355538.6492316884,0,577622.8614001011,48513.56153026176,0,0,1906641.1104324202,11,7,6,4,7,24,5,5,3,11,1,3,6,17,8,7.933,4.733,25.467,1.733,2.133,1.733,19.133,0,0,0,0,0.017817460317460315,0.003021164021164021,0.03057126696832579,0.028750000000000005,0.0024814814814814816,0.003,0.003335517693315859,0.041424731182795695,0.004638095238095238,0.07417874396135268,0.04575,0.004496296296296297,0.0046,0.006607438016528925
1705679183,2.2998440116532217,5.805551664098293,0.18441075353660769,0.20585782288839058,4.208579026762546,0.999601301655446,0.3731926668972723,0.08419784639879348,0.3068340637214153,0.7902027368905354,0,0.2788513101767158,0.33820948931858663,0.8652606493893483,1.0008867451608199,217669632,91459584,6189056,430620672,111730688,329113600,45944832,4558848,270008320,97828864,4157440,3002368,302870528,8331264,59478016,169128.0710205767,2295274.8814217383,0,577622.8614001011,48513.56153026176,0,0,1906641.1104324202,11,7,6,4,7,24,5,5,3,11,1,3,6,17,8,7.933,4.733,25.467,1.733,1.733,1.733,19.133,0,0,0,0,0.017817460317460315,0.003021164021164021,0.03057126696832579,0.028750000000000005,0.0026202531645569617,0.003,0.003335517693315859,0.041424731182795695,0.004638095238095238,0.07417874396135268,0.04575,0.004524050632911392,0.0046,0.006607438016528925
1705679184,2.2998440116532217,5.805551664098293,0.18441075353660769,0.20585782288839058,4.949037524366517,1.0193363770074717,0.3731926668972723,0.08419784639879348,0.3068340637214153,0.9230741296664056,0,0.2788513101767158,0.2691713368730852,0.8652606493893483,1.0008867451608199,217669632,91459584,6189056,430620672,111730688,329113600,45944832,4558848,270008320,97828864,4157440,3002368,302870528,8331264,59478016,169128.0710205767,2295274.8814217383,0,577622.8614001011,48513.56153026176,0,0,1906641.1104324202,11,7,6,4,7,24,5,5,3,11,1,3,6,17,8,7.933,4.733,25.467,1.733,1.733,1.733,19.133,0,0,0,0,0.017817460317460315,0.003021164021164021,0.03057126696832579,0.028750000000000005,0.0026202531645569617,0.003,0.003335517693315859,0.041424731182795695,0.004638095238095238,0.07417874396135268,0.04575,0.004524050632911392,0.0046,0.006607438016528925
