time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705710449,0.674557783869565,2.0602681278695227,0.3655527632972458,34.58539203153287,0.3141327204263849,8.762813883064464,0.5534563668636218,3.939530006663863,2.970892901931677,0.31316465627142237,0.2837040196615688,112664576,44720128,12165120,44199936,43978752,17928192,45080576,10493952,46657536,2953216,9117696,94554.89828307604,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,15,25.6,0.6,72.4,0.667,13.533,12.667,0.6,144,18.733,7.333,0,0,0,0.0030267857142857145,0.003234604105571848,0.11875,0.00459105098855359,0.0031176470588235292,0.06051051051051051,0.003242424242424243,0.001958929828678714,0.007536764705882352,0.0030066889632107017,0.004657738095238095,0.005259090909090921,0.22375,0.050420289855072485,0.004811764705882353,0.2112937062937063,0.005375000000000003,0.0044308378314949545,0.009644607843137256,0.004783277591973244
1705710450,0.674557783869565,2.0602681278695227,0.3655527632972458,34.58539203153287,0.3141327204263849,8.762813883064464,0.5534563668636218,3.939530006663863,2.970892901931677,0.31316465627142237,0.2837040196615688,112664576,44720128,12165120,44199936,43978752,17928192,45080576,10493952,46657536,2953216,9117696,94554.89828307604,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,15.533,25.6,0.6,72.4,0.667,13.533,12.667,0.6,144,18.733,7.333,0,0,0,0.0030298953662182366,0.003234604105571848,0.11875,0.00459105098855359,0.0031176470588235292,0.06051051051051051,0.003242424242424243,0.001958929828678714,0.007536764705882352,0.0030066889632107017,0.004658594917787744,0.005259090909090921,0.22375,0.050420289855072485,0.004811764705882353,0.2112937062937063,0.005375000000000003,0.0044308378314949545,0.009644607843137256,0.004783277591973244
1705710451,0.7090484708345978,2.0602681278695227,0.3655527632972458,34.58539203153287,0.3141327204263849,8.762813883064464,0.5534563668636218,3.939530006663863,2.970892901931677,0.31316465627142237,0.2837040196615688,112672768,44720128,12165120,44199936,43978752,17928192,45080576,10493952,46657536,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,26.333,0.667,78.4,0.667,13.533,13.667,0.6,147.867,19.067,7.533,0,0,0,0.003029673590504451,0.003162921348314607,0.12368421052631579,0.004430385930630191,0.0031176470588235292,0.05932080924855491,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.0029934640522875813,0.004658160237388725,0.004893258426966293,0.22473684210526315,0.047117224880382814,0.004811764705882353,0.20602517985611507,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.0047555555555555545
1705710452,0.7090484708345978,2.0602681278695227,0.3655527632972458,34.58539203153287,0.2695956813970441,8.762813883064464,0.5416573001045878,3.939530006663863,2.970892901931677,0.31316465627142237,0.2837040196615688,112672768,44720128,12165120,44199936,43978752,17928192,44797952,10493952,46657536,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,26.333,0.667,78.4,0.667,13.533,13.667,0.6,147.867,19.067,7.533,0,0,0,0.003029673590504451,0.003162921348314607,0.12368421052631579,0.004430385930630191,0.0031176470588235292,0.05932080924855491,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.0029934640522875813,0.004658160237388725,0.004893258426966293,0.22473684210526315,0.047117224880382814,0.004811764705882353,0.20602517985611507,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.0047555555555555545
1705710453,0.7090484708345978,2.0602681278695227,0.29523539600061394,30.251265986781277,0.26436013605660436,8.675962424979508,0.5416573001045878,3.2642676013353444,2.970892901931677,0.30939072609631735,0.2837040196615688,112672768,44720128,12165120,44199936,43978752,17461248,44797952,10493952,46657536,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,26.333,0.667,81.933,0.667,13,13.667,0.6,147.867,19.067,7.533,0,0,0,0.003029673590504451,0.003162921348314607,0.12368421052631579,0.004343017806935332,0.0031176470588235292,0.05781690140845071,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.0029934640522875813,0.004658160237388725,0.004893258426966293,0.22473684210526315,0.04403333333333336,0.004811764705882353,0.2002022058823531,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.0047555555555555545
1705710454,0.7090484708345978,2.0602681278695227,0.29523539600061394,29.674842786255727,0.2591245907161646,8.675962424979508,0.5416573001045878,3.3307391379326297,2.90933452700721,0.30939072609631735,0.2837040196615688,112672768,44720128,12165120,44199936,43978752,17461248,44797952,10493952,46657536,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,26.333,0.667,81.933,0.667,13,13.667,0.6,147.867,19.067,7.533,0,0,0,0.003029673590504451,0.003162921348314607,0.12368421052631579,0.004343017806935332,0.0031176470588235292,0.05781690140845071,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.0029934640522875813,0.004658160237388725,0.004893258426966293,0.22473684210526315,0.04403333333333336,0.004811764705882353,0.2002022058823531,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.0047555555555555545
1705710455,0.7090484708345978,2.0602681278695227,0.29523539600061394,29.098419585730177,0.2538890453757249,7.268255939785561,0.5416573001045878,3.9882921958371274,2.90933452700721,0.30939072609631735,0.2837040196615688,112672768,44720128,12165120,44199936,43978752,17461248,44797952,10493952,46657536,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.6,0.667,81.933,0.667,13,13.667,0.6,147.867,19.067,7.533,0,0,0,0.003029673590504451,0.003155893536121673,0.12368421052631579,0.004343017806935332,0.0031176470588235292,0.05781690140845071,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.0029934640522875813,0.004658160237388725,0.004880608365019011,0.22473684210526315,0.04403333333333336,0.004811764705882353,0.2002022058823531,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.0047555555555555545
1705710456,0.7090484708345978,2.0602681278695227,0.29523539600061394,34.576217786524154,0.15131249999996044,8.475413841842425,0.5416573001045878,3.9882921958371274,2.888990050487134,0.30939072609631735,0.2837040196615688,112672768,44720128,12165120,45113344,43978752,17461248,44797952,10493952,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.6,0.667,81.933,0.667,13,13.667,0.6,147.867,19.067,6.6,0,0,0,0.003029673590504451,0.003155893536121673,0.12368421052631579,0.004343017806935332,0.0031176470588235292,0.05781690140845071,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.002993055555555555,0.004658160237388725,0.004880608365019011,0.22473684210526315,0.04403333333333336,0.004811764705882353,0.2002022058823531,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.004765277777777777
1705710457,0.7090484708345978,2.0602681278695227,0.29523539600061394,34.576217786524154,0.23106975376886627,8.475413841842425,0.5416573001045878,3.9882921958371274,2.888990050487134,0.30939072609631735,0.2837040196615688,112672768,44720128,12165120,45113344,43970560,17461248,44797952,10493952,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.6,0.667,81.933,0.733,13,13.667,0.6,147.867,19.067,6.6,0,0,0,0.003029673590504451,0.003155893536121673,0.12368421052631579,0.004343017806935332,0.003142857142857143,0.0578169014084507,0.003242424242424243,0.0019751152073732717,0.007518050541516246,0.002993055555555555,0.004658160237388725,0.004880608365019011,0.22473684210526315,0.04403333333333336,0.004857142857142857,0.20020220588235307,0.005375000000000003,0.004428940092165899,0.00960950661853189,0.004765277777777777
1705710458,0.7090484708345978,2.0602681278695227,0.29523539600061394,34.576217786524154,0.23576770986881915,8.475413841842425,0.5416573001045878,3.9882921958371274,2.888990050487134,0.30939072609631735,0.20838883772210873,112672768,44720128,12165120,45113344,43970560,17461248,44797952,10493952,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.667,147.733,19.067,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.003384615384615385,0.0019739331026528257,0.007518050541516246,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212384,0.004927272727272728,0.20020220588235307,0.007374999999999999,0.00442874279123414,0.00960950661853189,0.004758844765342961
1705710459,0.7090484708345978,2.0602681278695227,0.3173703208013998,34.576217786524154,0.240465665968772,8.475413841842425,0.5416573001045878,3.9882921958371274,2.888990050487134,0.30939072609631735,0.20193916505534235,112672768,44720128,12206080,45113344,43970560,17461248,44797952,10493952,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.667,147.733,19.067,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.003384615384615385,0.0019739331026528257,0.007518050541516246,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212384,0.004927272727272728,0.20020220588235307,0.007374999999999999,0.00442874279123414,0.00960950661853189,0.004758844765342961
1705710460,0.7090484708345978,2.0602681278695227,0.3173703208013998,34.576217786524154,0.2818773659971735,8.475413841842425,0.5416573001045878,3.9882921958371274,2.888990050487134,0.30939072609631735,0.20600093799126654,112672768,44720128,12206080,45113344,43970560,17461248,44797952,10493952,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.733,147.733,19.067,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.0035,0.0019739331026528257,0.007518050541516246,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212386,0.004927272727272728,0.20020220588235307,0.008125000000000004,0.00442874279123414,0.00960950661853189,0.004758844765342961
1705710461,0.7090484708345978,2.0602681278695227,0.3173703208013998,34.576217786524154,0.2818773659971735,8.475413841842425,0.47763871094909616,3.890519038282841,2.888990050487134,0.30939072609631735,0.24370637615545065,112672768,44720128,12206080,45113344,43970560,17461248,44797952,10756096,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.733,147.733,19.067,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.0035,0.0019739331026528257,0.007518050541516246,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212386,0.004927272727272728,0.20020220588235307,0.008125000000000004,0.00442874279123414,0.00960950661853189,0.004758844765342961
1705710462,0.7090484708345978,1.5984818593513952,0.3173703208013998,33.38628457102496,0.2818773659971735,8.475413841842425,0.47763871094909616,3.890519038282841,2.888990050487134,0.30939072609631735,0.24370637615545065,112672768,44720128,12206080,45113344,43970560,17461248,44797952,10756096,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.733,147.733,19.067,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.0035,0.0019739331026528257,0.007518050541516246,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212386,0.004927272727272728,0.20020220588235307,0.008125000000000004,0.00442874279123414,0.00960950661853189,0.004758844765342961
1705710463,0.7090484708345978,1.3370550000001913,0.3173703208013998,33.38628457102496,0.2818773659971735,8.475413841842425,0.47763871094909616,3.890519038282841,2.888990050487134,0.2537571170320979,0.24370637615545065,112672768,44720128,12206080,45113344,43970560,17461248,44797952,10756096,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.733,152.4,19.667,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.0035,0.00194805502468411,0.007515428135774839,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212386,0.004927272727272728,0.20020220588235307,0.008125000000000004,0.004420116117347487,0.009601848083962335,0.004758844765342961
1705710464,0.7090484708345978,1.744547167434446,0.3173703208013998,33.38628457102496,0.2818773659971735,8.475413841842425,0.47763871094909616,3.890519038282841,2.888990050487134,0.24860060493049257,0.24370637615545065,112672768,44748800,12206080,45113344,43970560,17461248,44797952,10756096,46665728,2953216,9117696,71480.30190654859,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16,25.733,0.733,81.867,0.8,13,13.667,0.733,152.4,19.667,6.733,0,0,0,0.003029673590504451,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.0035,0.00194805502468411,0.007515428135774839,0.0029855595667870032,0.004658160237388725,0.004880115273775216,0.225625,0.04384955752212386,0.004927272727272728,0.20020220588235307,0.008125000000000004,0.004420116117347487,0.009601848083962335,0.004758844765342961
1705710465,0.5954637119172239,2.0633794070972145,0.3173703208013998,33.38628457102496,0.2818773659971735,8.475413841842425,0.47763871094909616,3.890519038282841,2.888990050487134,0.2434440928288873,0.24370637615545065,112672768,44748800,12206080,45113344,43970560,17461248,44797952,10756096,46665728,2953216,9117696,47782.450795393466,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16.067,25.733,0.733,81.867,0.8,13,13.667,0.733,152.4,19.667,6.733,0,0,0,0.003031976744186046,0.003155619596541787,0.128125,0.004331147540983606,0.0031818181818181815,0.0578169014084507,0.0035,0.00194805502468411,0.007515428135774839,0.0029855595667870032,0.004657558139534883,0.004880115273775216,0.225625,0.04384955752212386,0.004927272727272728,0.20020220588235307,0.008125000000000004,0.004420116117347487,0.009601848083962335,0.004758844765342961
1705710466,0.7005077709541827,2.0633794070972145,0.3173703208013998,33.38628457102496,0.2818773659971735,8.475413841842425,0.47763871094909616,3.890519038282841,2.8808211824196954,0.238287580727282,0.24370637615545065,112672768,44748800,12206080,45113344,43970560,17461248,44797952,10756096,46641152,2953216,9117696,56211.61697601813,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16.067,25.133,0.867,81.6,0.8,13,13.467,0.733,146,18.933,6.2,0,0,0,0.003022922636103152,0.003095864661654136,0.11875,0.004174944071588367,0.0031818181818181815,0.05528985507246376,0.0035,0.0019326694196920777,0.007484641122575947,0.0029483394833948336,0.004641260744985673,0.004772556390977444,0.22375,0.04291666666666666,0.004927272727272728,0.1972159090909091,0.008125000000000004,0.00440808265250636,0.009546067459044268,0.0046959409594095934
1705710467,0.5921363000051916,2.0633794070972145,0.3173703208013998,34.101246669027,0.2818773659971735,8.441361728195258,0.4103845268990692,3.890519038282841,2.8808211824196954,0.23313106862567673,0.24370637615545065,112672768,44748800,12206080,44482560,43970560,17846272,44797952,10756096,46641152,2953216,9117696,47515.44561475738,0,0,0,0,0,0,0,4,4,9,4,3,59,3,3,4,4,2,16.067,25.133,0.867,81.6,0.8,13,13.467,0.733,146,18.933,6.2,0,0,0,0.003022922636103152,0.003095864661654136,0.11875,0.004174944071588367,0.0031818181818181815,0.05528985507246376,0.0035,0.0019326694196920777,0.007484641122575947,0.0029483394833948336,0.004641260744985673,0.004772556390977444,0.22375,0.04291666666666666,0.004927272727272728,0.1972159090909091,0.008125000000000004,0.00440808265250636,0.009546067459044268,0.0046959409594095934
