time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705793117,1.736237582348592,4.183703183050494,0.18951572057505656,0.22716294315535465,5.334793707022308,1.2581339865800445,0.45385969323611075,0.09139098651130922,0.4465743493076181,0.8871600727603555,0,0.3271468263369896,0.6722235284896865,0.913239651611775,0.8998439835900831,204939264,82006016,6131712,430882816,99409920,323837952,41345024,4517888,258379776,94740480,4194304,4075520,303517696,9359360,48279552,0,2313485.2896877197,0,1132914.2569776212,59392.44544334083,0,0,0,1473470.613976334,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,6.6,3.867,24.4,1.8,1.533,1.733,14.733,0.016892857142857143,0.003138728323699422,0.031411917098445596,0.036029411764705886,0.002405405405405405,0.0031318681318681313,0.0034650499286733236,0.03790625,0.0048497109826589595,0.08017857142857145,0.0476764705882353,0.0044810810810810816,0.004837362637362636,0.0075364238410596035
1705793118,1.736237582348592,4.183703183050494,0.18951572057505656,0.2324730736409997,5.21353674258701,1.2581339865800445,0.45382801755190477,0.09139098651130922,0.49247368145392556,0.8871600727603555,0,0.3271468263369896,0.6722235284896865,1.037309486780762,0.8807627154498734,204939264,82006016,6131712,430882816,102490112,323837952,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,2313485.2896877197,0,1001488.8554151114,85811.55397266014,0,0,77857.26628650424,1442225.5443923494,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,6.6,4.2,24.4,1.8,1.533,1.333,14.733,0.016892857142857143,0.0031235955056179775,0.031411917098445596,0.036029411764705886,0.002405405405405405,0.0031318681318681313,0.0034650499286733236,0.03790625,0.004822471910112359,0.08017857142857145,0.0476764705882353,0.0044810810810810816,0.004837362637362636,0.0075364238410596035
1705793119,1.736237582348592,4.183703183050494,0.15253954202547162,0.2324730736409997,5.21353674258701,1.2581339865800445,0.45382801755190477,0.09139098651130922,0.49247368145392556,0.8871600727603555,0,0.3271468263369896,0.6722235284896865,1.037309486780762,0.8616814473096636,204939264,82006016,6131712,430882816,102490112,323837952,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,2313485.2896877197,0,1001488.8554151114,85811.55397266014,0,0,77857.26628650424,1410980.4748083649,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,6.6,4.2,24.4,1.8,1.533,1.333,14.733,0.016892857142857143,0.0031235955056179775,0.031411917098445596,0.036029411764705886,0.002405405405405405,0.0031318681318681313,0.0034650499286733236,0.03790625,0.004822471910112359,0.08017857142857145,0.0476764705882353,0.0044810810810810816,0.004837362637362636,0.0075364238410596035
1705793120,1.736237582348592,4.183703183050494,0.15563567574429318,0.2324730736409997,5.21353674258701,1.2581339865800445,0.45382801755190477,0.09139098651130922,0.49247368145392556,0.8871600727603555,0,0.3271468263369896,0.6722235284896865,0.8035358792823019,0.8426001791694538,204939264,82006016,6131712,430882816,102490112,323837952,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,2313485.2896877197,0,1001488.8554151114,85811.55397266014,0,0,100014.12353088272,1379735.4052243803,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,7.733,4.467,25.467,1.333,1.533,1.333,14.467,0.016774193548387096,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.037171052631578945,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793121,1.736237582348592,4.183703183050494,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09139098651130922,0.49247368145392556,0.8871600727603555,0,0.3271468263369896,0.6209996556565186,0.8223942397057405,0.823518911029244,204939264,82006016,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,2313485.2896877197,0,1001488.8554151114,85811.55397266014,0,0,102361.37701091939,1348490.3356403958,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,7.733,4.467,25.467,1.333,1.533,1.333,14.467,0.016774193548387096,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.037171052631578945,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793122,1.736237582348592,3.5768105507580965,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.07928848029749196,0.49247368145392556,0.8871600727603555,0,0.3271468263369896,0.6209996556565186,0.8412526001291795,0.8044376428890342,204939264,82006016,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,1977888.543026408,0,1001488.8554151114,85811.55397266014,0,0,104708.63049095609,1317245.2660564112,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,8.067,4.467,25.467,1.333,1.533,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793123,1.736237582348592,3.5070821643739216,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.08092025787215956,0.49247368145392556,0.8697304647235442,0,0.3271468263369896,0.6209996556565186,0.8601109605526183,0.7853563747488246,204939264,82006016,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,1939330.454864946,0,1001488.8554151114,85811.55397266014,0,0,107055.88397099276,1286000.1964724269,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,8.067,4.467,25.467,1.333,1.533,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793124,1.736237582348592,4.035964366364972,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0,0.3271468263369896,0.6209996556565186,0.878969320976057,0.7662751066086146,204939264,82042880,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,2112128.594036167,0,1001488.8554151114,85811.55397266014,0,0,109403.13745102943,1254755.1268884423,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,8.067,4.467,25.467,1.333,1.533,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793125,1.5230766907300493,4.035964366364972,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0,0.3271468263369896,0.6209996556565186,0.8978276813994956,0.7471938384684048,204939264,82042880,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,4075520,303517696,9388032,48279552,0,2112128.594036167,0,1001488.8554151114,85811.55397266014,0,0,111750.39093106611,1223510.0573044578,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,8.067,4.467,25.467,1.333,1.533,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793126,1.5230766907300493,4.035964366364972,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0,0.3251705181716379,0.6209996556565186,0.9166860418229346,0.7281125703281951,204939264,82042880,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,3944448,303517696,9388032,48279552,0,2112128.594036167,0,1001488.8554151114,85811.55397266014,0,0,114097.64441110278,1192264.9877204732,11,7,7,4,9,16,6,4,3,11,1,3,5,37,18,8.067,4.467,25.467,1.333,1.533,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793127,1.5230766907300493,3.6027000680117918,0.1857680231292944,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0,0.31380388181376656,0.5434052123296709,0.9355444022463731,0.7090313021879853,204939264,82042880,6131712,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,3944448,303529984,9388032,48279552,0,2135751.530265246,0,1001488.8554151114,85811.55397266014,0,0,116444.89789113945,1161019.9181364886,11,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.067,4.467,25.467,1.333,1.533,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.002405405405405405,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.0044810810810810816,0.004837362637362636,0.007558219178082193
1705793128,1.5230766907300493,3.6027000680117918,0.18163600986901587,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0,0.31380388181376656,0.5434052123296709,1.1315016254063253,1.0798549442773733,204939264,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4194304,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1001488.8554151114,85811.55397266014,0,0,140835.20880220053,1499862.0201662835,11,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.067,4.467,25.467,1.333,1.733,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.0021940298507462687,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.004438805970149254,0.004837362637362636,0.007558219178082193
1705793129,1.5230766907300493,3.6027000680117918,0.18163600986901587,0.2324730736409997,5.21353674258701,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0.0004538464423689888,0.31380388181376656,0.5434052123296709,1.1315016254063253,1.079854944277373,204939264,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1001488.8554151114,85811.55397266014,0,0,140835.20880220053,1499862.0201662832,11,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.067,4.467,25.467,1.333,1.733,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.0021940298507462687,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.004438805970149254,0.004837362637362636,0.007558219178082193
1705793130,1.5230766907300493,3.6027000680117918,0.18163600986901587,0.2324730736409997,4.18737708430867,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0.0004538464423689888,0.31380388181376656,0.5434052123296709,1.1315016254063253,1.079854944277373,204939264,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1001488.8554151114,85811.55397266014,0,0,140835.20880220053,1499862.0201662832,11,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.067,4.467,25.467,1.333,1.733,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03113924050632912,0.03580246913580247,0.0021940298507462687,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07946236559139785,0.047407407407407405,0.004438805970149254,0.004837362637362636,0.007558219178082193
1705793131,1.6019380536234726,3.6027000680117918,0.18163600986901587,0.2324730736409997,3.671902222222216,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0.0004538464423689888,0.31380388181376656,0.5434052123296709,1.1315016254063253,1.0778909008085595,204935168,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1001488.8554151114,85811.55397266014,0,0,140835.20880220053,1557982.0066051702,12,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.067,4.467,25.667,1.333,1.733,1.333,14.467,0.016651583710407238,0.0030967741935483866,0.03050373134328358,0.03580246913580247,0.0021940298507462687,0.0031318681318681313,0.0034617604617604614,0.03582089552238806,0.0047741935483870965,0.07770588235294118,0.047407407407407405,0.004438805970149254,0.004837362637362636,0.007558219178082193
1705793132,1.6019380536234726,3.6027000680117918,0.18163600986901587,0.1001700000000009,4.158206863881079,1.1563469629949374,0.45382801755190477,0.09790665448005552,0.49247368145392556,0.8697304647235442,0.0004538464423689888,0.31380388181376656,0.5434052123296709,1.1315016254063253,1.0778909008085595,204935168,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1001488.8554151114,85811.55397266014,0,0,140835.20880220053,1557982.0066051702,12,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.6,4.467,25.667,1.867,2.267,1.867,20.4,0.01661764705882353,0.0030967741935483866,0.03050373134328358,0.03457792207792208,0.0022058823529411764,0.003085106382978723,0.0034875183553597653,0.03578358208955224,0.0047741935483870965,0.07770588235294118,0.04691558441558442,0.004441176470588236,0.0047531914893617026,0.007674342105263159
1705793133,1.6019380536234726,3.6027000680117918,0.18163600986901587,0.1001700000000009,4.077626144467847,1.1563469629949374,0.4547065697221507,0.09790665448005552,0.49247368145392556,0.8697304647235442,0.0004538464423689888,0.31380388181376656,0.5434052123296709,1.1315016254063253,1.0778909008085595,204935168,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1050324.5910153207,85811.55397266014,0,0,140835.20880220053,1557982.0066051702,12,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.6,4,25.667,1.867,2.267,2.533,20.4,0.01661764705882353,0.0030879120879120877,0.03050373134328358,0.03457792207792208,0.0022058823529411764,0.003063157894736842,0.0034875183553597653,0.03578358208955224,0.0047582417582417574,0.07770588235294118,0.04691558441558442,0.004441176470588236,0.004713684210526315,0.007674342105263159
1705793134,1.6019380536234726,3.6027000680117918,0.18163600986901587,0.1001700000000009,3.997045425054613,1.0714594995825126,0.4547065697221507,0.09790665448005552,0.3925384596448877,0.8741732646084539,0.0004538464423689888,0.31380388181376656,0.6042653335671996,1.1315016254063253,1.0778909008085595,204935168,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,1050324.5910153207,68398.24438275809,0,0,140835.20880220053,1557982.0066051702,12,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8.6,4,25.667,1.867,2.267,2.533,20.4,0.01661764705882353,0.0030879120879120877,0.03050373134328358,0.03457792207792208,0.0022058823529411764,0.003063157894736842,0.0034875183553597653,0.03578358208955224,0.0047582417582417574,0.07770588235294118,0.04691558441558442,0.004441176470588236,0.004713684210526315,0.007674342105263159
1705793135,1.6019380536234726,3.6027000680117918,0.18163600986901587,0.15238472521573954,3.9164647056413795,1.0714594995825126,0.3828098826062499,0.08042256571188594,0.15344999999998757,0.8741732646084539,0.0004538464423689888,0.31380388181376656,0.6042653335671996,0.950065339772421,1.0778909008085595,204935168,82042880,6057984,430882816,102490112,323870720,41357312,4517888,258379776,94740480,4128768,3944448,303529984,9388032,48328704,0,2135751.530265246,0,884250.7677659482,54613.333333333336,0,0,118252.2830707677,1557982.0066051702,12,7,7,4,9,16,6,4,3,11,1,3,6,37,18,8,3.4,23.533,2.6,2.267,2.533,22,0.016267123287671232,0.00308187134502924,0.03017241379310345,0.03445512820512821,0.0022058823529411764,0.003063157894736842,0.003485207100591716,0.03381578947368424,0.004747368421052631,0.07587719298245615,0.046891025641025645,0.004441176470588236,0.004713684210526315,0.007631578947368421
