time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,checkoutservice_diskio,emailservice_diskio,paymentservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705513786,0.776802973977704,2.270856039963658,0.47549085985104905,31.157558075525436,0.3257104039054918,8.226141789028024,0.32440902848827374,2.676244404999653,2.6418404038614542,0.28073208058405635,0.23865544093851176,108531712,44412928,11198464,45002752,43352064,15278080,44077056,11194368,46374912,2969600,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.867,0.6,79.467,0.667,12,12.8,0.667,132.6,17,6.333,0,0.003003072196620584,0.003117290192113246,0.1046875,0.003494529540481401,0.003,0.04600225225225226,0.003606060606060606,0.001866808737346831,0.007314814814814815,0.0029225352112676054,0.004605529953917051,0.004811122345803843,0.2359375,0.028125000000000108,0.0046,0.16312138728323686,0.008562500000000004,0.004390410229088974,0.009559829059829059,0.004595774647887324
1705513787,0.776802973977704,2.270856039963658,0.47549085985104905,23.558164549407607,0.3257104039054918,8.226141789028024,0.33147053257482645,2.7306626594434316,2.5418039083881476,0.28073208058405635,0.23865544093851176,108531712,44412928,11198464,45002752,43352064,15278080,44077056,11194368,46374912,2969600,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.867,0.6,79.467,0.667,12,12.8,0.667,132.6,17,6.333,0,0.003003072196620584,0.003117290192113246,0.1046875,0.003494529540481401,0.003,0.04600225225225226,0.003606060606060606,0.001866808737346831,0.007314814814814815,0.0029225352112676054,0.004605529953917051,0.004811122345803843,0.2359375,0.028125000000000108,0.0046,0.16312138728323686,0.008562500000000004,0.004390410229088974,0.009559829059829059,0.004595774647887324
1705513788,0.776802973977704,2.1754051890160726,0.47549085985104905,24.05491897242135,0.2783503016753894,8.226141789028024,0.3385320366613791,2.7850809138872097,2.5418039083881476,0.28073208058405635,0.23865544093851176,108531712,44470272,11198464,45002752,43352064,15278080,44077056,11194368,46374912,2969600,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.867,0.6,79.467,0.667,13.333,12.8,0.667,132.6,17,6.333,0,0.003003072196620584,0.003117290192113246,0.1046875,0.003494529540481401,0.003,0.04555995475113122,0.003606060606060606,0.001866808737346831,0.007314814814814815,0.0029225352112676054,0.004605529953917051,0.004811122345803843,0.2359375,0.028125000000000108,0.0046,0.16407514450867047,0.008562500000000004,0.004390410229088974,0.009559829059829059,0.004595774647887324
1705513789,0.776802973977704,2.1754051890160726,0.3519856339603726,24.5516733954351,0.20576249999999524,8.226141789028024,0.3455935407479318,3.2650952666267052,2.5418039083881476,0.28073208058405635,0.23865544093851176,108531712,44470272,11198464,45002752,43352064,15278080,44077056,11194368,46374912,2969600,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,79.6,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.0035025735942124624,0.003,0.04555995475113122,0.003666635941666392,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.028599244832046837,0.0046,0.16407514450867047,0.008374951389429007,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513790,0.776802973977704,2.1754051890160726,0.3403332590957866,25.048427818448843,0.24626855701366865,8.226141789028024,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.28073208058405635,0.23865544093851176,108531712,44470272,11198464,45002752,43352064,15278080,44077056,11194368,46374912,2969600,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,79.6,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.0035025735942124624,0.003,0.04555995475113122,0.003666635941666392,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.028599244832046837,0.0046,0.16407514450867047,0.008374951389429007,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513791,0.776802973977704,2.1754051890160726,0.3403332590957866,25.545182241462584,0.3027238797826112,8.226141789028024,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.28073208058405635,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15278080,44077056,11194368,46374912,2969600,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,79.6,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.0035025735942124624,0.003,0.04555995475113122,0.003666635941666392,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.028599244832046837,0.0046,0.16407514450867047,0.008374951389429007,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513792,0.776802973977704,2.1754051890160726,0.3403332590957866,26.041936664476328,0.3027238797826112,8.226141789028024,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.2801543194139939,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15278080,44077056,11194368,46374912,2977792,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513793,0.776802973977704,2.1754051890160726,0.3403332590957866,29.805265380824608,0.3027238797826113,8.138462210877835,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.1885461259382833,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513794,0.776802973977704,2.1754051890160726,0.3403332590957866,29.805265380824608,0.3027238797826113,8.138462210877835,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.19319166388657355,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513795,0.776802973977704,2.1754051890160726,0.3403332590957866,25.796043225084524,0.3027238797826113,8.138462210877835,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.19783720183486386,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513796,0.776802973977704,2.1754051890160726,0.3403332590957866,25.29928880207078,0.3027238797826113,7.9397662821308685,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.2024827397831541,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513797,0.776802973977704,2.1754051890160726,0.3403332590957866,24.802534379057033,0.3027238797826113,7.9397662821308685,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.2071282777314444,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,49118.599352440346,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.4,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003072196620584,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605529953917051,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513798,0.6645182618752657,2.1754051890160726,0.3403332590957866,24.30577995604329,0.3027238797826113,7.9397662821308685,0.4236902451931612,3.2650952666267052,2.5418039083881476,0.2117738156797347,0.23913871364825368,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,42018.64225659885,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,14.467,23.866,0.6,82.4,0.667,13.333,12.8,0.667,133.066,17.333,6.333,0,0.003003120124804992,0.003118973310492243,0.12307684418523558,0.00358355256938205,0.003,0.04555995475113122,0.003636325071207806,0.0018592857023915688,0.007311594202898551,0.002918517135913078,0.004605616224648986,0.004814151958886038,0.26666320997896387,0.029299855809495866,0.0046,0.16407514450867047,0.007928476190476189,0.004388152982103504,0.009560869565217392,0.004595554330962166
1705513799,0.651571545642304,2.1754051890160726,0.3403332590957866,23.809025533029544,0.3027238797826113,7.9397662821308685,0.4236902451931612,3.2650952666267052,2.1764760810886488,0.21641935362802495,0.2311921994370727,108531712,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,41199.99893405817,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.133,0.733,81.2,0.667,13.333,11.867,0.667,123.4,16.667,6.4,0,0.003006289308176101,0.0031374348842958754,0.1375005555308653,0.0036771696631748905,0.003,0.046238151658767775,0.003636325071207806,0.001930268570252808,0.007336795252225519,0.00292753495774413,0.004611320754716981,0.004847382791732576,0.3375005555308653,0.03239730931933962,0.0046,0.18924581005586594,0.007928476190476189,0.004407426892454238,0.009615727002967358,0.004597100264745276
1705513800,0.740999373486634,2.1754051890160726,0.3403332590957866,23.312271110015804,0.3027238797826113,7.9397662821308685,0.4236902451931612,3.2650952666267052,2.134112682615513,0.22106489157631523,0.2311921994370727,108544000,44470272,11198464,45002752,43356160,15376384,44077056,11194368,46374912,2977792,8617984,76292.39548233063,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.2,0.733,81.2,0.667,13.333,11.867,0.667,123.4,16.667,6.4,0,0.003006289308176101,0.0031764696271500584,0.1375005555308653,0.0036771696631748905,0.003,0.046238151658767775,0.003636325071207806,0.001930268570252808,0.007336795252225519,0.00292753495774413,0.004611320754716981,0.004917645328870105,0.3375005555308653,0.03239730931933962,0.0046,0.18924581005586594,0.007928476190476189,0.004407426892454238,0.009615727002967358,0.004597100264745276
1705513801,0.7731900156821774,2.1754051890160726,0.2863108571953005,22.81551668700206,0.3027238797826113,7.9397662821308685,0.504080385115006,3.291794646774931,2.5151481379878033,0.22571042952460552,0.2311921994370727,108544000,44470272,11198464,45002752,43356160,15376384,43732992,10108928,46309376,2977792,8617984,53528.48928384736,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.2,0.733,81.2,0.667,13.333,11.867,0.667,123.4,16.667,6.4,0,0.003006289308176101,0.0031764696271500584,0.1375005555308653,0.0036771696631748905,0.003,0.046238151658767775,0.003636325071207806,0.001930268570252808,0.007336795252225519,0.00292753495774413,0.004611320754716981,0.004917645328870105,0.3375005555308653,0.03239730931933962,0.0046,0.18924581005586594,0.007928476190476189,0.004407426892454238,0.009615727002967358,0.004597100264745276
1705513802,0.7731900156821774,1.6870401770929675,0.29221210535976455,22.31876226398832,0.3027238797826113,7.9397662821308685,0.504080385115006,3.291794646774931,2.468525838697,0.22688640853880832,0.2311921994370727,108544000,44470272,11198464,45002752,43356160,15376384,43732992,10108928,46309376,2977792,8617984,53528.48928384736,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.2,0.733,81.2,0.667,13.333,11.867,0.667,123.4,16.667,6.4,0,0.003006289308176101,0.0031764696271500584,0.1375005555308653,0.0036771696631748905,0.003,0.046238151658767775,0.003636325071207806,0.001930268570252808,0.007336795252225519,0.00292753495774413,0.004611320754716981,0.004917645328870105,0.3375005555308653,0.03239730931933962,0.0046,0.18924581005586594,0.007928476190476189,0.004407426892454238,0.009615727002967358,0.004597100264745276
1705513803,0.7731900156821774,2.00332316968721,0.2981133535242286,21.82200784097457,0.3027238797826113,7.9397662821308685,0.504080385115006,3.291794646774931,2.468525838697,0.23154472499491147,0.2311921994370727,108544000,44470272,11198464,45002752,43356160,15376384,43732992,10108928,46309376,2977792,8617984,53528.48928384736,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.2,0.733,81.2,0.667,12.2,11.867,0.667,123.4,16.667,6.4,0,0.003006289308176101,0.0031764696271500584,0.1375005555308653,0.0036771696631748905,0.003,0.046758104738154616,0.003636325071207806,0.001930268570252808,0.007336795252225519,0.00292753495774413,0.004611320754716981,0.004917645328870105,0.3375005555308653,0.03239730931933962,0.0046,0.21189655172413804,0.007928476190476189,0.004407426892454238,0.009615727002967358,0.004597100264745276
1705513804,0.7731900156821774,2.00332316968721,0.35407488986784086,21.32525341796083,0.3027238797826113,7.9397662821308685,0.504080385115006,3.282655574661946,2.468525838697,0.23620304145101464,0.2311921994370727,108544000,44470272,11198464,45002752,43356160,15376384,43732992,10108928,46309376,2977792,8617984,53528.48928384736,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.067,0.667,80.4,0.6,12.2,11.867,0.6,122.8,16.8,6.267,0,0.003006289308176101,0.0031719077568134173,0.1375,0.0036753846153846155,0.003,0.046758104738154616,0.0034166666666666664,0.001927155865024103,0.007329545454545454,0.0029275362318840576,0.004611320754716981,0.004909433962264151,0.33750000000000024,0.03250000000000001,0.004600000000000001,0.21189655172413804,0.0070999999999999995,0.0044059989287627225,0.009641666666666666,0.004597101449275362
1705513805,0.7731900156821774,1.6779918341098807,0.35407488986784086,20.828498994947083,0.25498102525951216,7.9397662821308685,0.504080385115006,3.282655574661946,2.468525838697,0.27949898736618944,0.19954969374078535,108544000,44470272,11198464,45002752,43356160,15376384,43732992,10108928,46309376,2977792,8617984,53528.48928384736,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.067,0.667,80.4,0.6,12.2,11.867,0.6,122.8,16.8,6.267,0,0.003006289308176101,0.0031719077568134173,0.1375,0.0036753846153846155,0.003,0.046758104738154616,0.0034166666666666664,0.001927155865024103,0.007329545454545454,0.0029275362318840576,0.004611320754716981,0.004909433962264151,0.33750000000000024,0.03250000000000001,0.004600000000000001,0.21189655172413804,0.0070999999999999995,0.0044059989287627225,0.009641666666666666,0.004597101449275362
1705513806,0.7731900156821774,2.268897578258345,0.35407488986784086,28.868756591549776,0.30310380622836963,7.9397662821308685,0.504080385115006,3.282655574661946,2.468525838697,0.27949898736618944,0.19569649041683412,108544000,44441600,11198464,45473792,43356160,15376384,43732992,10108928,46309376,2977792,8617984,53528.48928384736,0,0,0,0,0,0,4,4,9,4,3,25,3,4,4,4,2,13.933,23.067,0.667,80.4,0.6,12.2,11.867,0.6,122.8,16.8,6.267,0,0.003006289308176101,0.0031719077568134173,0.1375,0.0036753846153846155,0.003,0.046758104738154616,0.0034166666666666664,0.001927155865024103,0.007329545454545454,0.0029275362318840576,0.004611320754716981,0.004909433962264151,0.33750000000000024,0.03250000000000001,0.004600000000000001,0.21189655172413804,0.0070999999999999995,0.0044059989287627225,0.009641666666666666,0.004597101449275362
