time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705722824,2.702775978071458,4.487164499582503,0.19894433414783128,0.20998857997952095,4.558393318314204,1.0660292513523697,0.4378991577457722,0.09577473413484154,1.7079719479032667,0.8381695667007838,0,0.3005315529852025,0.24945162460678227,1.033797169811319,1.1461087295750896,218705920,86245376,6230016,431034368,109379584,318918656,43413504,4538368,271994880,93413376,4616192,2846720,304816128,8368128,52117504,183722.9005731373,2247596.32589765,0,0,888178.767889343,46898.525833691136,0,26126.89232862732,1484031.3525729557,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,8.267,4.533,25.867,1.667,2.133,2.133,15.4,0.018682266009852216,0.0031235955056179775,0.03108108108108108,0.037209302325581395,0.0026756756756756753,0.003023529411764706,0.004989873417721518,0.04177710843373494,0.004822471910112359,0.08221843003412968,0.04744186046511628,0.004535135135135136,0.004642352941176471,0.00913421052631579
1705722825,2.702775978071458,4.487164499582503,0.19894433414783128,0.20998857997952095,4.558393318314204,1.0660292513523697,0.4378991577457722,0.09577473413484154,1.7079719479032667,0.8223114581647444,0,0.3005315529852025,0.2551765045413013,1.033797169811319,1.1461087295750896,218705920,86245376,6230016,431034368,109379584,318918656,43413504,4538368,271994880,93413376,4616192,2846720,304816128,8368128,52117504,183722.9005731373,2247596.32589765,0,0,888178.767889343,46898.525833691136,0,26126.89232862732,1484031.3525729557,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.667,4,24.467,2.133,2.133,2.133,16.2,0.018662500000000002,0.0031242937853107346,0.030609939759036146,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004868686868686869,0.041398809523809525,0.0048237288135593226,0.08189236111111112,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009075
1705722826,2.702775978071458,4.487164499582503,0.1433335397795333,0.20998857997952095,4.558393318314204,1.0660292513523697,0.4378991577457722,0.0897408173982907,1.7079719479032667,0.8223114581647444,0,0.28257463330457083,0.2609013844758204,1.033797169811319,1.1461087295750896,218705920,86245376,6230016,431034368,109379584,318918656,43413504,4538368,271994880,93413376,4616192,2846720,304816128,8368128,52117504,183722.9005731373,2247596.32589765,0,0,888178.767889343,46898.525833691136,0,0,1484031.3525729557,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.667,4,24.467,2.133,2.133,2.133,16.2,0.018662500000000002,0.0031242937853107346,0.030609939759036146,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004868686868686869,0.041398809523809525,0.0048237288135593226,0.08189236111111112,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009075
1705722827,2.702775978071458,4.487164499582503,0.14629236312832203,0.20998857997952095,4.558393318314204,1.0660292513523697,0.4378991577457722,0.0897408173982907,1.7079719479032667,0.8223114581647444,0,0.28257463330457083,0.2666262644103395,1.033797169811319,1.1241784147138414,218705920,86245376,6230016,431034368,109379584,318918656,43413504,4538368,271994880,93413376,4616192,2846720,304816128,8368128,52117504,183722.9005731373,2247596.32589765,0,0,888178.767889343,46898.525833691136,0,0,1634805.34030436,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,4,24.467,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031242937853107346,0.030609939759036146,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.0048237288135593226,0.08189236111111112,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722828,2.7027759780714584,4.487164499582503,0.1775294009273214,0.20998857997952095,4.453647306075667,1.0660292513523697,0.4378991577457722,0.0897408173982907,1.7079719479032667,0.8223114581647444,0,0.28257463330457083,0.27235114434485846,1.033797169811319,1.1241784147138414,218705920,86245376,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2846720,304816128,8368128,52117504,183722.90057313733,2247596.32589765,0,0,888178.767889343,46898.525833691136,0,0,1634805.34030436,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,4,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031242937853107346,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.0048237288135593226,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722829,2.7027759780714584,4.487164499582503,0.1775294009273214,0.1610745957868623,4.453647306075667,1.0660292513523697,0.4378991577457722,0.0897408173982907,1.2824548484613685,0.8223114581647444,0,0.2767316985860023,0.27807602427937755,0.825490980678757,1.1241784147138414,218705920,86245376,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8368128,52117504,183722.90057313733,2247596.32589765,0,0,888178.767889343,31749.476784745373,0,0,1634805.34030436,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,3.267,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031301775147928998,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.004834319526627219,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722830,2.3376009125898034,4.487164499582503,0.17752940092732136,0.1643512168520209,4.453647306075667,1.0660292513523697,0.4378991577457722,0.0897408173982907,1.2824548484613685,0.8223114581647444,0,0.2767316985860023,0.28380090421389664,1.0005092257881985,1.1241784147138414,218705920,86245376,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8368128,52117504,158899.89534014452,2247596.32589765,0,0,888178.767889343,31749.476784745373,0,0,1634805.34030436,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,3.267,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031301775147928998,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.004834319526627219,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722831,2.2925546462886124,4.487164499582503,0.17752940092732136,0.19659726390951235,4.453647306075667,1.0660292513523697,0.4378991577457722,0.0897408173982907,1.2824548484613685,0.8223114581647444,0,0.2767316985860023,0.34349279607114314,1.0005092257881985,1.1241784147138414,218705920,86245376,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8368128,52117504,155837.8469972589,2247596.32589765,0,0,888178.767889343,31749.476784745373,0,0,1634805.34030436,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,3.267,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031301775147928998,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.004834319526627219,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722832,2.247508379987422,4.487164499582503,0.1865970239640119,0.19140536627301888,4.453647306075667,1.0660292513523697,0.4378991577457722,0.0751455952086762,1.2824548484613685,0.8223114581647444,0,0.2767316985860023,0.34349279607114314,1.0005092257881985,1.1241784147138414,218705920,86245376,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8368128,52117504,152775.7986543733,2247596.32589765,0,0,888178.767889343,31749.476784745373,0,0,1634805.34030436,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,3.267,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031301775147928998,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.004834319526627219,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722833,2.2024621136862303,4.487164499582503,0.1865970239640119,0.19140536627301888,4.453647306075667,1.0660292513523697,0.4378991577457722,0.07364991491870469,1.2824548484613685,0.8223114581647444,0,0.2767316985860023,0.34349279607114314,1.0005092257881985,1.0928530227192312,218705920,86245376,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8368128,52137984,149713.75031148767,2247596.32589765,0,0,888178.767889343,31749.476784745373,0,0,1493805.704929014,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,3.267,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031301775147928998,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.004834319526627219,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722834,2.1574158473850398,4.212297404311499,0.1865970239640119,0.19140536627301888,4.453647306075667,1.0660292513523697,0.4378991577457722,0.0721542346287332,1.2824548484613685,0.8223114581647444,0,0.2767316985860023,0.34349279607114314,1.0005092257881985,1.0928530227192312,218705920,86265856,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8368128,52137984,146651.70196860205,2003850.4179498458,0,0,888178.767889343,31749.476784745373,0,0,1493805.704929014,11,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.4,3.267,22,2.133,2.133,2.133,18.333,0.018780487804878048,0.0031301775147928998,0.03011538461538462,0.03719135802469136,0.0026756756756756753,0.003023529411764706,0.004807881773399016,0.04094117647058823,0.004834319526627219,0.08159498207885305,0.04743827160493826,0.004535135135135136,0.004642352941176471,0.009057422969187675
1705722835,2.283975184361737,4.212297404311499,0.1865970239640119,0.19140536627301888,4.510320997405,0.6729175000000254,0.4378991577457722,0.09151644906619834,1.2824548484613685,0.8260907929167003,0,0.2767316985860023,0.34349279607114314,1.0187766081375893,1.0928530227192312,218583040,86265856,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93413376,4616192,2842624,304816128,8380416,52137984,123288.9082122373,2003850.4179498458,0,0,888178.767889343,31749.476784745373,0,0,1493805.704929014,10,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.733,3.267,22,2.467,2.467,2.467,19.333,0.018791866028708134,0.0031301775147928998,0.03011538461538462,0.03735294117647059,0.002688311688311688,0.0030227272727272724,0.004852216748768472,0.04085294117647059,0.004834319526627219,0.08159498207885305,0.04747058823529412,0.004537662337662338,0.0046409090909090905,0.009101928374655645
1705722836,2.4950339723893085,4.212297404311499,0.1865970239640119,0.19140536627301888,4.510320997405,0.6729175000000254,0.4378991577457722,0.09151644906619834,1.2824548484613685,0.8174966866590333,0,0.2767316985860023,0.34349279607114314,1.0187766081375893,1.0928530227192312,218583040,86265856,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93421568,4616192,2842624,304816128,8380416,52137984,159536.07132037915,2003850.4179498458,0,0,888178.767889343,31749.476784745373,0,0,1493805.704929014,10,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.733,3.267,22,2.467,2.467,2.467,19.333,0.018791866028708134,0.0031301775147928998,0.03011538461538462,0.03735294117647059,0.002688311688311688,0.0030227272727272724,0.004852216748768472,0.04085294117647059,0.004834319526627219,0.08159498207885305,0.04747058823529412,0.004537662337662338,0.0046409090909090905,0.009101928374655645
1705722837,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301888,4.510320997405,0.6729175000000254,0.4378991577457722,0.09151644906619834,1.2824548484613685,0.8174966866590333,0,0.2767316985860023,0.34349279607114314,1.0187766081375893,1.0928530227192312,218583040,86265856,6230016,431034368,99098624,318918656,43413504,4538368,271994880,93421568,4616192,2842624,304816128,8380416,52137984,159536.07132037915,2222463.374932176,0,0,888178.767889343,31749.476784745373,0,0,1493805.704929014,10,7,7,4,7,19,5,6,3,11,1,3,7,20,10,7.733,3.267,22,2.467,2.467,2.467,19.333,0.018791866028708134,0.0031301775147928998,0.03011538461538462,0.03735294117647059,0.002688311688311688,0.0030227272727272724,0.004852216748768472,0.04085294117647059,0.004834319526627219,0.08159498207885305,0.04747058823529412,0.004537662337662338,0.0046409090909090905,0.009101928374655645
1705722838,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301888,4.510320997405,1.117410573678298,0.4378991577457722,0.09151644906619834,0.3301340418544956,0.8174966866590333,0,0.2767316985860023,0.34349279607114314,1.0187766081375893,1.0928530227192312,218583040,86265856,6230016,431034368,99098624,318914560,43413504,4538368,271994880,93421568,4616192,2842624,304816128,8380416,52137984,159536.07132037915,2222463.374932176,0,0,888178.767889343,48911.84285159865,0,0,1493805.704929014,10,7,7,4,7,16,5,6,3,11,1,3,7,20,10,7.733,3.267,22,2.467,2.467,2.467,19.333,0.018791866028708134,0.0031301775147928998,0.03011538461538462,0.03735294117647059,0.002688311688311688,0.0030227272727272724,0.004852216748768472,0.04085294117647059,0.004834319526627219,0.08159498207885305,0.04747058823529412,0.004537662337662338,0.0046409090909090905,0.009101928374655645
1705722839,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301888,4.510320997405,1.117410573678298,0.4371114492438584,0.09151644906619834,0.3301340418544956,0.8174966866590333,0,0.2767316985860023,0.45739261340827464,1.0187766081375893,1.0928530227192312,218583040,86265856,6230016,431034368,99098624,318914560,43413504,4538368,271994880,93421568,4616192,2842624,304812032,8380416,52137984,159536.07132037915,2222463.374932176,0,0,992106.3254976243,48911.84285159865,0,0,1493805.704929014,10,7,7,4,7,16,5,6,3,11,1,3,6,20,10,7.733,3.267,22,2.467,2.133,2.133,19.333,0.018791866028708134,0.0031301775147928998,0.03011538461538462,0.03735294117647059,0.0027249999999999996,0.0030224719101123597,0.004852216748768473,0.04085294117647059,0.004834319526627219,0.08159498207885305,0.04747058823529412,0.0045449999999999996,0.0046404494382022475,0.009101928374655645
1705722840,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301893,4.617263263724522,1.117410573678298,0.42894628609031604,0.09151644906619834,0.3301340418544956,0.8174966866590333,0,0.2767316985860023,0.45739261340827464,1.0187766081375893,0.9447543329176991,218583040,86265856,6230016,431034368,99405824,318914560,43429888,4538368,271994880,93421568,4616192,2842624,304812032,8380416,52137984,159536.07132037915,2222463.374932176,0,0,901274.9856050012,48911.842851598645,0,0,1411415.4613466333,10,7,7,4,7,16,5,6,3,11,1,3,6,20,10,7.733,3.4,21.665,2.2,2.133,2.133,18.666,0.018659375179141808,0.003149065847141836,0.030511182443192165,0.037219100913188884,0.0027249999999999996,0.0030224719101123597,0.004849854613765254,0.040396289081766165,0.004868318524855303,0.08240145560769287,0.04744382018263778,0.0045449999999999996,0.0046404494382022475,0.009098911279642977
1705722841,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301893,4.617263263724522,1.117410573678298,0.42894628609031604,0.09151644906619834,0.3301340418544956,0.8174966866590333,0,0.2767316985860023,0.45739261340827464,1.0187766081375893,1.0896820448877729,218583040,86265856,6230016,431034368,99405824,318914560,43429888,4538368,271994880,93421568,4616192,2842624,304812032,8380416,52137984,159536.07132037915,2222463.374932176,0,0,901274.9856050012,48911.842851598645,0,0,1627930.174563591,10,7,7,4,7,16,5,6,3,11,1,3,6,20,10,7.733,3.4,21.665,2.2,2.133,2.133,18.666,0.018659375179141808,0.003149065847141836,0.030511182443192165,0.037219100913188884,0.0027249999999999996,0.0030224719101123597,0.004849854613765254,0.040396289081766165,0.004868318524855303,0.08240145560769287,0.04744382018263778,0.0045449999999999996,0.0046404494382022475,0.009098911279642977
1705722842,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301893,4.617263263724522,1.117410573678298,0.42894628609031604,0.08495185922974823,0.3301340418544956,0.8174966866590333,0,0.2767316985860023,0.45739261340827464,1.0187766081375893,1.0896820448877729,218583040,86265856,6230016,431034368,99405824,318914560,43429888,4538368,271994880,93421568,4616192,2842624,304812032,8380416,52137984,159536.07132037915,2222463.374932176,0,0,901274.9856050012,48911.842851598645,0,0,1627930.174563591,10,7,7,4,7,16,5,6,3,11,1,3,6,20,10,8.066,3.4,21.665,2.2,2.133,2.133,18.866,0.018566304808697063,0.003149065847141836,0.030511182443192165,0.037219100913188884,0.0027249999999999996,0.0030224719101123597,0.004801394286499577,0.040030060887486923,0.004868318524855303,0.08240145560769287,0.04744382018263778,0.0045449999999999996,0.0046404494382022475,0.00909536303230895
1705722843,2.4950339723893085,4.293967774658497,0.1865970239640119,0.19140536627301893,4.617263263724522,1.117410573678298,0.42894628609031604,0.08495185922974823,0.3301340418544956,0.8174966866590333,0,0.2767316985860023,0.45739261340827464,1.0187766081375893,1.0896820448877729,218583040,86265856,6230016,431034368,99405824,318914560,43429888,4538368,271994880,93421568,4616192,2842624,304812032,8380416,52137984,159536.07132037915,2222463.374932176,0,0,901274.9856050012,48911.842851598645,0,0,1627930.174563591,10,7,7,4,7,16,5,6,3,11,1,3,6,20,10,8.066,3.4,22.599,2.2,2.133,2.133,18.866,0.018566304808697063,0.003149065847141836,0.03132814416191653,0.037219100913188884,0.0027249999999999996,0.0030224719101123597,0.004801394286499577,0.040030060887486923,0.004868318524855303,0.08252710042644776,0.04744382018263778,0.0045449999999999996,0.0046404494382022475,0.00909536303230895
