time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705614179,0.13663647947585578,0.43926274416383043,0.038788372491856855,0.07472295636851649,,0.1459200780968146,0.34675385144845833,0.03793267620038436,0.13075413696121263,0.5886942391637247,0,0.1499028587288403,0.1295520994071247,0.07134876996208604,0.46359468289157585,216801280,135606272,5267456,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8187904,110354432,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,142181.14085134593,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614180,0.13663647947585578,0.43926274416383043,0.038788372491856855,0.07472295636851649,,0.1459200780968146,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.5771971655885615,0,0.1499028587288403,0.12855691941619818,0.0732901457580316,0.5806616952422935,216801280,135606272,5267456,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8187904,110358528,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,172893.0071757352,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614181,0.14369657158285867,0.43926274416383043,0.038788372491856855,0.07472295636851649,,0.1459200780968146,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.5657000920133983,0,0.14976032124482133,0.12855691941619818,0.0732901457580316,0.5806616952422935,216801280,135606272,5267456,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8187904,110358528,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,172893.0071757352,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614182,0.14369657158285867,0.43926274416383043,0.038788372491856855,0.07472295636851649,,0.1459200780968146,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.5542030184382352,0,0.14976032124482133,0.12855691941619818,0.0732901457580316,0.5806616952422934,216801280,135606272,5267456,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8187904,110358528,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614183,0.15270963511543875,0.43926274416383043,0.038788372491856855,0.07472295636851649,,0.1459200780968146,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.5547731501048982,0,0.14976032124482133,0.12855691941619818,0.06122170175654239,0.5806616952422934,216801280,135606272,5267456,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8187904,110358528,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614184,0.15270963511543875,0.43926274416383043,0.03781954233011591,0.07472295636851649,,0.1459200780968146,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.5431135979705399,0,0.14976032124482133,0.12855691941619818,0.06000019932724187,0.5806616952422934,216801280,135606272,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8187904,110358528,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614185,0.15270963511543875,0.43926274416383043,0.03781954233011591,0.07472295636851649,,0.1470199857245399,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.5314540458361817,0.0001411820071375263,0.14976032124482133,0.12855691941619818,0.07112003242553125,0.5806616952422934,216801280,135606272,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98455552,4575232,3047424,307048448,8183808,110358528,292710.8146736541,0,207300.03846387434,17860.335317330544,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614186,0.15270963511543875,0.4366929452194078,0.024552078593503026,0.07472295636851649,,0.1470199857245399,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.6872610214736656,0.0001411820071375263,0.12802469062059724,0.12855691941619818,0.07112003242553125,0.5806616952422934,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,3047424,307048448,8183808,110358528,356029.9171214877,0,207300.03846387434,17860.335317330544,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614187,0.15270963511543875,0.4366929452194078,0.025068759599142957,0.07472295636851649,,0.1478202088274877,0.34675385144845833,0.038960201107872766,0.13075413696121263,0.6872610214736656,0.0001411820071375263,0.15157195439446888,0.12855691941619818,0.07112003242553125,0.5806616952422934,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307048448,8183808,110358528,356029.9171214877,0,207300.03846387434,17860.335317330544,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614188,0.15270963511543875,0.4366929452194078,0.025585440604782895,0.07472295636851649,,0.1478202088274877,0.34810729185329625,0.038960201107872766,0.1032920493545965,0.6872610214736656,0.0001411820071375263,0.15157195439446888,0.10597214694392665,0.07112003242553125,0.5806616952422934,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307048448,8183808,110358528,356029.9171214877,0,209669.5759002841,12246.2728423184,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614189,0.15270963511543875,0.4366929452194078,0.026102121610422822,0.07472295636851649,,0.1478202088274877,0.34810729185329625,0.038960201107872766,0.08637000000000228,0.6872610214736656,0.0001411820071375263,0.15157195439446888,0.1300843796532934,0.07112003242553125,0.5806616952422934,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214877,0,209669.5759002841,10240,0,0,172893.00717573514,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614190,0.15270963511543875,0.43669294521940794,0.02661880261606276,0.07472295636851649,,0.1478202088274877,0.34810729185329625,0.038960201107872766,0.08637000000000228,0.6872610214736656,0.0001411820071375263,0.15157195439446888,0.1300843796532934,0.07112003242553125,0.4900025759295535,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214878,0,209669.5759002841,10240,0,0,173272.7326573314,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614191,0.13976454689590248,0.43669294521940794,0.031000860338395973,0.07472295636851649,,0.1478202088274877,0.34810729185329625,0.038960201107872766,0.08637000000000228,0.6872610214736656,0.0001411820071375263,0.15199289216789555,0.1300843796532934,0.07112003242553125,0.49994575957674586,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214878,0,209669.5759002841,10240,0,0,176788.80111593968,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614192,0.13976454689590248,0.43669294521940794,0.031000860338395973,0.06354191133057413,,0.1478202088274877,0.34810729185329625,0.03482237412149785,0.08637000000000228,0.6872610214736656,0.0001411820071375263,0.15199289216789555,0.1300843796532934,0.07112003242553125,0.5965910188315442,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214878,0,209669.5759002841,10240,0,0,210964.10751649764,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614193,0.13976454689590248,0.43669294521940794,0.031000860338395973,0.0630985906600676,,0.1478202088274877,0.34810729185329625,0.03482237412149785,0.129896679618497,0.6872610214736656,0.0001411820071375263,0.15199289216789555,0.1300843796532934,0.07326782820096615,0.5965910188315442,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214878,0,209669.5759002841,9042.741080890144,0,0,210964.10751649764,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614194,0.13976454689590248,0.43669294521940794,0.031000860338395973,0.07735856896516438,,0.1478202088274877,0.34810729185329625,0.034584372402327604,0.129896679618497,0.6872610214736656,0.00020873195338318455,0.15199289216789555,0.1300843796532934,0.07326782820096615,0.5965910188315442,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214878,0,209669.5759002841,9042.741080890144,0,0,210964.10751649764,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614195,0.13976454689590248,0.43669294521940794,0.031000860338395973,0.07735856896516438,,0.1478202088274877,0.34810729185329625,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13007733522037332,0.07326782820096615,0.5965910188315442,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,356029.9171214878,0,209669.5759002841,9042.741080890144,0,0,210964.10751649764,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614196,0.13976454689590248,0.4343597140347303,0.031000860338395973,0.07735856896516438,,0.1478202088274877,0.34810729185329625,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13007733522037332,0.07326782820096615,0.5965910188315442,216801280,135602176,5394432,432451584,72040448,331264000,69390336,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,209669.5759002841,9042.741080890144,0,0,210964.10751649764,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614197,0.13976454689590248,0.4343597140347303,0.031000860338395973,0.07735856896516438,,0.1478202088274877,0.34129255056735763,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13007733522037332,0.07954112026424615,0.5969778915426565,216801280,135602176,5394432,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,139360.0190531276,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614198,0.13976454689590248,0.4343597140347303,0.02667305412165495,0.07735856896516438,,0.1478202088274877,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13007733522037332,0.07954112026424615,0.5969778915426565,216801280,135602176,5394432,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614199,0.13976454689590248,0.4343597140347303,0.026156373116015024,0.07735856896516438,,0.14975178958352175,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13007733522037332,0.07954112026424615,0.5969778915426565,216801280,135602176,5394432,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614200,0.13976454689590248,0.4343597140347303,0.02563969211037509,0.07735856896516438,,0.14975178958352175,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13007733522037332,0.07954112026424615,0.5969778915426565,216801280,135602176,5394432,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614201,0.13976454689590248,0.4343597140347303,0.029394231455695693,0.07735856896516438,,0.1532244865372308,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13158192973543123,0.07954112026424615,0.5969778915426562,216801280,135602176,5267456,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614202,0.153589154492389,0.4343597140347303,0.029394231455695693,0.07735856896516438,,0.1532244865372308,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00020873195338318455,0.15199289216789555,0.13158192973543123,0.07954112026424615,0.5969778915426562,216801280,135602176,5267456,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,398143.73510598263,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614203,0.153589154492389,0.44107914255411984,0.029394231455695693,0.07735856896516438,,0.1532244865372308,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6699948612538533,0.00013748329196103818,0.15275407037814687,0.13158192973543123,0.07954112026424615,0.5969778915426562,216801280,135606272,5267456,432451584,72040448,331264000,69398528,3485696,267849728,98459648,4575232,2916352,307052544,8183808,110358528,367234.49343874806,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614204,0.153589154492389,0.44107914255411984,0.029394231455695693,0.07735856896516438,,0.1532244865372308,0.33223909971741616,0.034584372402327604,0.129896679618497,0.6546685422894799,0.00013748329196103818,0.1275929290856931,0.13158192973543123,0.07954112026424615,0.5969778915426562,216801280,135606272,5267456,432451584,72040448,331264000,69398528,3485696,267849728,98451456,4575232,2916352,307052544,8183808,110358528,367234.49343874806,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1705614205,0.17561600949987585,0.44107914255411984,0.03006668394637033,0.07735856896516438,,0.1532244865372308,0.33223909971741616,0.026690462290232017,0.129896679618497,0.6546685422894799,0.00013748329196103818,0.12504702791272398,0.13158192973543123,0.07954112026424615,0.5969778915426562,216801280,135606272,5267456,432451584,72040448,331264000,69398528,3485696,267849728,98451456,4575232,2916352,307052544,8183808,110358528,367234.49343874806,0,103350.82761404924,9042.741080890144,0,0,169105.95958136366,11,10,7,4,2,7,5,4,3,11,1,2,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
