time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705359989,0.6644338118022287,2.401934210234521,0.20904333333334077,19.350643368103977,0.308285968636581,6.705984943063704,0.6584591800799642,2.505844428664399,2.594307711725356,0.27349853240008876,0.25844914495689786,112816128,43610112,12120064,41062400,43470848,17399808,39981056,10469376,45207552,3014656,8966144,71700.3150892753,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.067,12.533,12.867,1,147.533,18.867,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002214190093708166,0.007619718309859156,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472110664881749,0.009974647887323943,0.004579456193353474
1705359990,0.6644338118022287,2.368781167620936,0.2668092511397992,19.284187888304217,0.308285968636581,6.705984943063704,0.6584591800799642,2.5632458438291725,2.594307711725356,0.27349853240008876,0.25844914495689786,112816128,43556864,12120064,40579072,43470848,17399808,39981056,10469376,45207552,3014656,8966144,71700.3150892753,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.067,12.533,12.867,1,147.533,18.867,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002214190093708166,0.007619718309859156,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472110664881749,0.009974647887323943,0.004579456193353474
1705359991,0.6644338118022287,1.8724770112781657,0.26104476478050787,15.737768629375982,0.308285968636581,6.705984943063704,0.6584591800799642,2.620647258993946,2.594307711725356,0.27349853240008876,0.25844914495689786,112816128,43556864,12120064,40579072,43470848,17399808,39981056,10469376,45207552,3014656,8966144,71700.3150892753,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.067,12.533,12.867,1,147.533,18.867,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002214190093708166,0.007619718309859156,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472110664881749,0.009974647887323943,0.004579456193353474
1705359992,0.6644338118022287,1.9117364097744054,0.2552802784212166,16.056764520678556,0.308285968636581,6.705984943063704,0.6584591800799642,2.67804867415872,2.594307711725356,0.27297508690614314,0.2548076923076943,112816128,43556864,12120064,40579072,43470848,17399808,39981056,10469376,45207552,3014656,8974336,71700.3150892753,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.067,12.533,12.867,1,147.533,18.867,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002214190093708166,0.007619718309859156,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472110664881749,0.009974647887323943,0.004579456193353474
1705359993,0.6644338118022287,1.9509958082706458,0.24951579206192528,16.375760411981123,0.308285968636581,6.588233201040129,0.6584591800799642,2.735450089323493,2.562324514572707,0.27297508690614314,0.2548076923076943,112816128,43556864,12120064,40579072,43470848,17399808,39981056,10469376,45367296,3014656,8974336,71700.3150892753,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.067,12.533,12.867,1,147.733,19.067,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002213839285714286,0.007556497175141243,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472053571428572,0.009912429378531073,0.004579456193353474
1705359994,0.6644338118022287,1.990255206766885,0.2437513057026339,19.139753478154113,0.308285968636581,6.588233201040129,0.6584591800799642,2.792851504488267,2.562324514572707,0.27297508690614314,0.2548076923076943,112816128,43556864,12120064,40579072,43470848,17399808,39981056,10469376,45367296,3014656,8974336,71700.3150892753,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.267,12.533,12.867,1,147.733,19.067,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002213839285714286,0.007556497175141243,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472053571428572,0.009912429378531073,0.004579456193353474
1705359995,0.6644338118022285,2.029514605263125,0.2379868193433426,19.139753478154113,0.308285968636581,6.588233201040129,0.6584591800799641,2.85025291965304,2.562324514572707,0.27297508690614314,0.2548076923076943,112816128,43556864,12120064,40579072,43470848,17399808,39981056,10469376,45367296,3014656,8974336,71700.31508927529,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.267,12.533,12.867,1,147.733,19.067,7.8,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002213839285714286,0.007556497175141243,0.002897280966767372,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472053571428572,0.009912429378531073,0.004579456193353474
1705359996,0.6644338118022285,2.355563909774398,0.2322223329840512,19.139753478154113,0.308285968636581,6.691566775382045,0.6584591800799641,2.907654334817814,2.562324514572707,0.27297508690614314,0.2548076923076943,112816128,43556864,12120064,40579072,43470848,16850944,39981056,10469376,45367296,3014656,8974336,71700.31508927529,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.4,25.067,1.067,73.933,1.267,12.533,12.867,1,147.733,19.067,8.267,0,0,0,0,0.0030064000000000002,0.0033405572755417956,0.22717391304347825,0.06573388615241607,0.003,0.19815668202764977,0.003363636363636364,0.002213839285714286,0.007556497175141243,0.0028844984802431613,0.004637120000000001,0.006869565217391307,0.6750000000000003,0.14049973832683987,0.0046,0.754385964912281,0.006749999999999999,0.004472053571428572,0.009912429378531073,0.0045768996960486325
1705359997,0.5475005247847955,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6584591800799641,3.4440849098864144,2.562324514572707,0.27297508690614314,0.2548076923076943,112816128,43556864,12152832,40579072,43470848,16850944,39981056,10469376,45367296,3014656,8974336,61414.81992383124,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,24.867,1.2,72.593,1.267,12.533,12.933,1,145.933,18.867,8.133,0,0,0,0,0.0029873417721518985,0.0032594484167517875,0.2464285714285714,0.06465794320077071,0.003,0.19559859154929574,0.003363636363636364,0.00219954802259887,0.007507012622720898,0.002878594249201278,0.00460759493670886,0.005745454545454546,0.7071428571428573,0.10796281367868127,0.0046,0.7309375,0.006749999999999999,0.0044623276836158205,0.009815568022440394,0.004575718849840255
1705359998,0.5475005247847955,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6641294927351677,2.9202252447388997,2.562324514572707,0.27297508690614314,0.24698512516628074,112816128,43556864,12152832,40579072,43470848,16850944,39874560,10469376,45367296,3014656,8974336,61414.81992383124,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,24.867,1.2,72.593,1.267,12.533,12.933,1.267,145.933,18.867,8.133,0,0,0,0,0.0029873417721518985,0.0032594484167517875,0.2464285714285714,0.06465794320077071,0.003,0.19559859154929574,0.003411764705882353,0.00219954802259887,0.007507012622720898,0.002878594249201278,0.00460759493670886,0.005745454545454546,0.7071428571428573,0.10796281367868127,0.0046,0.7309375,0.007416666666666666,0.0044623276836158205,0.009815568022440394,0.004575718849840255
1705359999,0.5475005247847955,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6865000428706245,2.862823829574126,2.562324514572707,0.27297508690614314,0.24698512516628074,112816128,43556864,12152832,40579072,43470848,16850944,39874560,10469376,45367296,3014656,8974336,61414.81992383124,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,24.867,1.2,72.593,1.267,13.067,12.933,1.267,149.4,18.867,8.133,0,0,0,0,0.0029873417721518985,0.0032594484167517875,0.2464285714285714,0.06465794320077071,0.003,0.19209302325581393,0.003411764705882353,0.002151183970856102,0.007507012622720898,0.002878594249201278,0.00460759493670886,0.005745454545454546,0.7071428571428573,0.10796281367868127,0.0046,0.6980263157894737,0.007416666666666666,0.004452823315118397,0.009815568022440394,0.004575718849840255
1705360000,0.5475005247847955,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6865000428706245,3.514452404444257,2.562324514572707,0.2756956989465545,0.24698512516628074,112816128,43556864,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,61414.81992383124,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.6,1.2,72.593,1.267,13.067,12.933,1.267,149.4,18.867,8.133,0,0,0,0,0.0029873417721518985,0.003236358004114603,0.2464285714285714,0.06465794320077071,0.003,0.19209302325581393,0.003411764705882353,0.002151183970856102,0.007507012622720898,0.002878594249201278,0.00460759493670886,0.005311765428113698,0.7071428571428573,0.10796281367868127,0.0046,0.6980263157894737,0.007416666666666666,0.004452823315118397,0.009815568022440394,0.004575718849840255
1705360001,0.5385654300679692,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6865000428706245,3.514452404444257,2.562324514572707,0.2756956989465545,0.24698512516628074,112820224,43556864,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.6,1.2,72.593,1.267,13.067,12.933,1.267,149.4,18.867,8.133,0,0,0,0,0.0029873417721518985,0.003236358004114603,0.2464285714285714,0.06465794320077071,0.003,0.19209302325581393,0.003411764705882353,0.002151183970856102,0.007507012622720898,0.002878594249201278,0.00460759493670886,0.005311765428113698,0.7071428571428573,0.10796281367868127,0.0046,0.6980263157894737,0.007416666666666666,0.004452823315118397,0.009815568022440394,0.004575718849840255
1705360002,0.5385654300679692,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6865000428706245,3.514452404444257,2.562324514572707,0.27569569894655455,0.24698512516628074,112820224,43556864,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021538810712664557,0.007507012622720898,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.00445329096686337,0.009815568022440394,0.00459875
1705360003,0.5385654300679692,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6865000428706245,3.514452404444257,2.6039097209880886,0.27569569894655455,0.24698512516628074,112820224,43556864,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021538810712664557,0.007507012622720898,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.00445329096686337,0.009815568022440394,0.00459875
1705360004,0.5385654300679692,2.355563909774398,0.4416355942854586,19.139753478154113,0.308285968636581,6.691566775382045,0.6865000428706245,3.514452404444257,2.6039097209880886,0.27569569894655455,0.24698512516628074,112820224,43556864,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021538810712664557,0.007507012622720898,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.00445329096686337,0.009815568022440394,0.00459875
1705360005,0.5385654300679692,2.3609113373165473,0.4416355942854586,16.361724592763807,0.30751730325557947,6.691566775382045,0.6865000428706245,3.514452404444257,2.6039097209880886,0.27569569894655455,0.24698512516628074,112820224,43606016,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021538810712664557,0.007507012622720898,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.00445329096686337,0.009815568022440394,0.00459875
1705360006,0.5385654300679692,2.3609113373165473,0.4416355942854586,16.04272870146124,0.25665394129710656,6.691566775382045,0.6865000428706245,3.514452404444257,2.6039097209880886,0.27569569894655455,0.24698512516628074,112820224,43606016,12152832,40579072,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021538810712664557,0.007507012622720898,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.00445329096686337,0.009815568022440394,0.00459875
1705360007,0.5385654300679692,2.3609113373165473,0.4416355942854586,18.767865707433685,0.2515286529095136,6.691566775382045,0.6865000428706245,3.514452404444257,2.6039097209880886,0.27569569894655455,0.24698512516628074,112820224,43606016,12152832,40632320,43470848,16850944,39874560,10235904,45367296,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021538810712664557,0.007507012622720898,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.00445329096686337,0.009815568022440394,0.00459875
1705360008,0.5385654300679692,2.3609113373165473,0.4416355942854586,18.767865707433685,0.3161615353858458,6.691566775382045,0.6865000428706245,3.514452404444257,2.5922206042209304,0.27569569894655455,0.2090598731272062,112820224,43606016,12152832,40632320,43470848,16850944,39874560,10235904,45342720,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1.2,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021572525982828743,0.007493169398907104,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.0044531405332128345,0.009793715846994537,0.00459875
1705360009,0.5385654300679692,2.3609113373165473,0.4416355942854586,18.543293438870776,0.3161615353858458,5.458260225799834,0.6865000428706245,3.514452404444257,2.5922206042209304,0.27569569894655455,0.20494345437443484,112820224,43606016,12152832,40632320,43470848,16850944,39874560,10235904,45342720,3145728,8974336,79788.7537336046,0,,0,0,4,4,9,4,3,48,3,4,4,4,3,14.333,25.467,1.133,72.326,1,13.067,12.933,1.2,149.2,18.867,8,0,0,0,0,0.0029873417721518985,0.0032297648965446085,0.2589285714285714,0.06467074484843316,0.003,0.19209302325581393,0.0035,0.0021572525982828743,0.007493169398907104,0.00289375,0.00460759493670886,0.005171600394635372,0.75,0.1075260673104051,0.0046,0.6980263157894737,0.008214285714285712,0.0044531405332128345,0.009793715846994537,0.00459875
