time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705749179,0.6762889894716031,2.85176710710068,0.3602027780043278,32.10742734351708,0.2864160516605122,8.393285311618845,0.5233690312438042,4.308447581125869,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44662784,43347968,16080896,39292928,11554816,46014464,2957312,8945664,50378.82515005412,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,23.867,0.6,77.729,0.667,11.933,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.0032270916334661355,0.08,0.003918153681154355,0.003,0.04855421686746989,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.005100917431192669,0.20363636363636364,0.04352280096263489,0.0046,0.18742187500000013,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749180,0.6927229282067633,2.85176710710068,0.3602027780043278,31.922401687509307,0.2864160516605122,8.393285311618845,0.5233690312438042,4.308447581125869,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44662784,43347968,16080896,39292928,11554816,46014464,2957312,8945664,37073.24137431664,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,23.867,0.6,77.729,0.667,11.933,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.0032270916334661355,0.08,0.003918153681154355,0.003,0.04855421686746989,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.005100917431192669,0.20363636363636364,0.04352280096263489,0.0046,0.18742187500000013,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749181,0.6927229282067633,2.85176710710068,0.3602027780043278,31.922401687509307,0.2864160516605122,8.393285311618843,0.5233690312438042,4.308447581125869,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44662784,43347968,16080896,39292928,11554816,46014464,2957312,8945664,37073.24137431664,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,23.867,0.6,77.729,0.667,11.933,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.0032270916334661355,0.08,0.003918153681154355,0.003,0.04855421686746989,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.005100917431192669,0.20363636363636364,0.04352280096263489,0.0046,0.18742187500000013,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749182,0.6927229282067633,2.85176710710068,0.3602027780043278,32.05417685327076,0.2864160516605122,8.393285311618843,0.5233690312438042,4.308447581125869,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44843008,43347968,16080896,39292928,11554816,46014464,2957312,8945664,37073.24137431664,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,23.867,0.6,77.729,0.667,12.8,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.0032270916334661355,0.08,0.003918153681154355,0.003,0.04808612440191388,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.005100917431192669,0.20363636363636364,0.04352280096263486,0.0046,0.18931818181818183,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749183,0.6927229282067633,2.85176710710068,0.3602027780043278,32.05417685327076,0.2864160516605122,8.393285311618843,0.5233690312438042,3.6501287586397853,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44843008,43347968,16080896,39292928,11554816,46014464,2957312,8945664,37073.24137431664,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,23.867,0.6,77.729,0.667,12.8,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.0032270916334661355,0.08,0.003918153681154355,0.003,0.04808612440191388,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.005100917431192669,0.20363636363636364,0.04352280096263486,0.0046,0.18931818181818183,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749184,0.6927229282067633,2.85176710710068,0.3602027780043278,32.05417685327076,0.2864160516605122,8.393285311618843,0.5233690312438042,3.578321298954354,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44843008,43347968,16080896,39292928,11554816,46014464,2957312,8945664,37073.24137431664,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,23.867,0.6,85.472,0.733,12.8,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.0032270916334661355,0.08,0.003927141031103537,0.003,0.04808612440191388,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.005100917431192669,0.20363636363636364,0.0464166666666667,0.0046,0.18931818181818183,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749185,0.6956142488182835,2.85176710710068,0.3602027780043278,32.05417685327076,0.2864160516605122,8.393285311618843,0.5233690312438042,3.4699047786125576,2.9875928798890024,0.3303411675511562,0.26097191418343774,111939584,45158400,12255232,44843008,43347968,16080896,39292928,11554816,46014464,2957312,8945664,39920.08186735539,0,0,0,0,0,0,20702.5524387162,4,4,9,3,3,26,3,3,4,4,3,15.933,24.533,0.6,85.472,0.733,12.8,12.467,0.667,128.067,16.067,5.867,0,0,0,0.0030442477876106194,0.003219123505976096,0.08,0.003927141031103537,0.003,0.04808612440191388,0.003206896551724138,0.0023491324587388914,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.004994422310756972,0.20363636363636364,0.0464166666666667,0.0046,0.18931818181818183,0.0049724137931034485,0.004494879390605163,0.009759640102827765,0.004615277777777777
1705749186,0.6956142488182835,2.85176710710068,0.3602027780043278,32.05417685327076,0.28410088893648106,8.393285311618843,0.5233690312438042,4.047347902362928,2.9875928798890024,0.2843246429112801,0.26097191418343774,111939584,45158400,12255232,44843008,43347968,16080896,39292928,11304960,46014464,2957312,8945664,39920.08186735539,0,0,0,0,0,0,17818.686884003033,4,4,9,3,3,26,3,3,4,4,3,15.933,24.533,0.6,85.472,0.733,12.8,12.467,0.667,129.2,16.067,5.867,0,0,0,0.0030442477876106194,0.003219123505976096,0.08,0.003927141031103537,0.003,0.04808612440191388,0.003206896551724138,0.0022807903402854005,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.004994422310756972,0.20363636363636364,0.0464166666666667,0.0046,0.18931818181818183,0.0049724137931034485,0.004480746432491767,0.009759640102827765,0.004615277777777777
1705749187,0.6956142488182835,2.85176710710068,0.37017090232888145,32.05417685327076,0.28410088893648106,8.393285311618843,0.5233690312438042,4.047347902362928,2.4497206132926683,0.2788189567854275,0.26097191418343774,111939584,45158400,12263424,44843008,43347968,16080896,39292928,11304960,46014464,2957312,8945664,39920.08186735539,0,0,0,0,0,0,17473.644343357762,4,4,9,3,3,26,3,3,4,4,3,15.933,24.533,0.6,85.472,0.733,12.8,12.467,0.667,129.2,16.067,5.867,0,0,0,0.0030442477876106194,0.003219123505976096,0.08,0.003927141031103537,0.003,0.04808612440191388,0.003206896551724138,0.0022807903402854005,0.007615681233933163,0.0029652777777777776,0.004679646017699115,0.004994422310756972,0.20363636363636364,0.0464166666666667,0.0046,0.18931818181818183,0.0049724137931034485,0.004480746432491767,0.009759640102827765,0.004615277777777777
1705749188,0.6956142488182835,2.85176710710068,0.37017090232888145,32.05417685327076,0.28410088893648106,8.393285311618843,0.5233690312438042,4.047347902362928,2.911351839313875,0.27331327065957495,0.26097191418343774,111939584,45158400,12263424,44843008,43347968,16080896,39292928,11304960,46014464,2957312,8945664,39920.08186735539,0,0,0,0,0,0,17128.601802712492,4,4,9,3,3,26,3,3,4,4,3,15.933,24.533,0.6,85.472,0.733,12.8,12.467,0.667,129.2,16.067,5.667,0,0,0,0.0030442477876106194,0.003219123505976096,0.08,0.003927141031103537,0.003,0.04808612440191388,0.003206896551724138,0.0022807903402854005,0.007615681233933163,0.002929328621908127,0.004679646017699115,0.004994422310756972,0.20363636363636364,0.0464166666666667,0.0046,0.18931818181818183,0.0049724137931034485,0.004480746432491767,0.009759640102827765,0.004608480565371025
1705749189,0.6956142488182835,2.85176710710068,0.3701709023288814,32.05417685327076,0.28410088893648106,8.394813510970762,0.5233690312438042,4.047347902362928,2.911351839313875,0.2678075845337223,0.26097191418343774,111939584,45158400,12263424,44843008,43347968,16080896,39292928,11304960,46014464,2957312,8945664,39920.08186735539,0,0,0,0,0,0,16783.55926206722,4,4,9,3,3,26,3,3,4,4,3,15.933,24.533,0.6,85.472,0.733,12.8,12.467,0.667,129.2,16.067,5.667,0,0,0,0.0030442477876106194,0.003219123505976096,0.08,0.003927141031103537,0.003,0.04808612440191388,0.003206896551724138,0.0022807903402854005,0.007615681233933163,0.002929328621908127,0.004679646017699115,0.004994422310756972,0.20363636363636364,0.0464166666666667,0.0046,0.18931818181818183,0.0049724137931034485,0.004480746432491767,0.009759640102827765,0.004608480565371025
1705749190,0.6956142488182835,2.85176710710068,0.3701709023288814,32.05417685327076,0.28410088893648106,8.394813510970762,0.5628584425036435,4.047347902362928,2.8643612783285297,0.3244743263589538,0.26097191418343774,111939584,45158400,12263424,44843008,43347968,16080896,39403520,11304960,46006272,2957312,8945664,39920.08186735539,0,0,0,0,0,0,14177.180139487391,4,4,9,3,3,26,3,3,4,4,3,15.933,24.8,0.733,86.339,0.867,12.8,12.467,0.8,129.933,16.067,5.933,0,0,0,0.0030442477876106194,0.0032184707050645486,0.09285714285714285,0.003926601612218923,0.003,0.04808612440191388,0.003266666666666667,0.0022825229960578186,0.007615681233933163,0.002923611111111111,0.004679646017699115,0.004993247269116187,0.21625,0.047145270270270316,0.004600000000000001,0.18931818181818183,0.0057500000000000094,0.004481033727551468,0.009759640102827765,0.004595833333333333
1705749191,0.6956142488182835,2.7147897563725443,0.384520864916622,32.05417685327076,0.3010548690849829,8.425554140127623,0.5628584425036435,4.047347902362928,2.8643612783285297,0.3244743263589538,0.26097191418343774,111939584,45158400,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8945664,39920.08186735539,0,0,0,0,0,0,14177.180139487391,4,4,9,3,3,26,3,3,4,4,3,15.933,24.8,0.733,86.339,0.867,12.8,12.467,0.8,129.933,16.067,5.933,0,0,0,0.0030442477876106194,0.0032184707050645486,0.09285714285714285,0.003926601612218923,0.003,0.04808612440191388,0.003266666666666667,0.0022825229960578186,0.007615681233933163,0.002923611111111111,0.004679646017699115,0.004993247269116187,0.21625,0.047145270270270316,0.004600000000000001,0.18931818181818183,0.0057500000000000094,0.004481033727551468,0.009759640102827765,0.004595833333333333
1705749192,0.6956142488182835,2.7147897563725443,0.384520864916622,32.05417685327076,0.3010548690849829,8.425554140127623,0.5628584425036435,4.047347902362928,2.8643612783285297,0.3213883469315362,0.26097191418343774,111939584,45158400,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8945664,39920.08186735539,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,12.8,13,0.8,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.04778891509433962,0.003266666666666667,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.1906179775280898,0.0057500000000000094,0.004470805729436988,0.009674413878217183,0.004595759717314489
1705749193,0.6956142488182835,2.4966810791059055,0.384520864916622,32.05417685327076,0.3010548690849829,8.425554140127623,0.5628584425036435,4.047347902362928,2.8643612783285297,0.3213883469315362,0.2342292856040711,111939584,45043712,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8945664,39920.08186735539,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,12.8,13,0.8,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.04778891509433962,0.003266666666666667,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.1906179775280898,0.0057500000000000094,0.004470805729436988,0.009674413878217183,0.004595759717314489
1705749194,0.7322649064745722,2.4966810791059055,0.384520864916622,26.013799654701657,0.3010548690849829,8.425554140127623,0.5628584425036435,4.047347902362928,2.8643612783285297,0.3213883469315362,0.2342292856040711,111943680,45043712,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8945664,59914.79402461099,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,12.8,13,0.8,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.04778891509433962,0.003266666666666667,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.1906179775280898,0.0057500000000000094,0.004470805729436988,0.009674413878217183,0.004595759717314489
1705749195,0.7322649064745722,2.4966810791059055,0.384520864916622,31.098230817381843,0.3010548690849829,8.425554140127623,0.5764118051463863,4.047347902362928,2.8643612783285297,0.3213883469315362,0.2342292856040711,111943680,45043712,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8945664,59914.79402461099,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,12.8,13,0.8,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.04778891509433962,0.003266666666666667,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.1906179775280898,0.0057500000000000094,0.004470805729436988,0.009674413878217183,0.004595759717314489
1705749196,0.7322649064745722,2.4966810791059055,0.384520864916622,31.098230817381843,0.3010548690849829,8.425554140127623,0.5764118051463863,4.047347902362928,2.8643612783285297,0.3213883469315362,0.2342292856040711,111943680,45043712,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8945664,59914.79402461099,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,12.8,13,1.067,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.04778891509433962,0.0032352795063536055,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.1906179775280898,0.005249736067122296,0.004470805729436988,0.009674413878217183,0.004595759717314489
1705749197,0.7322649064745722,2.4966810791059055,0.384520864916622,31.098230817381843,0.3010548690849829,8.425554140127623,0.5764118051463863,4.047347902362928,2.8643612783285297,0.3213883469315362,0.24946521929999546,111943680,45043712,12263424,44843008,43347968,15757312,39403520,11304960,46006272,2957312,8941568,59914.79402461099,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,13.2,13,1.067,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.047663551401869154,0.0032352795063536055,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.18977186311787073,0.005249736067122296,0.004470805729436988,0.009674413878217183,0.004595759717314489
1705749198,0.7322649064745722,2.4966810791059055,0.384520864916622,32.17783127847518,0.3010548690849829,8.425554140127623,0.5764118051463863,4.047347902362928,2.8643612783285297,0.3213883469315362,0.24946521929999546,111943680,45043712,12263424,44396544,43347968,15757312,39403520,11304960,46006272,2957312,8941568,59914.79402461099,0,0,0,0,0,0,18162.468960624334,4,4,9,3,3,26,3,3,4,4,3,15.133,25.533,1,83.872,0.867,13.2,13,1.067,139.533,18.733,6.733,0,0,0,0.0030200573065902576,0.0031864573110893034,0.11499999999999999,0.0038872488724887248,0.003,0.047663551401869154,0.0032352795063536055,0.0022689027186740037,0.007571055955501722,0.0029222614840989404,0.004636103151862464,0.004935623159960746,0.223,0.04694256756756758,0.004600000000000001,0.18977186311787073,0.005249736067122296,0.004470805729436988,0.009674413878217183,0.004595759717314489
