time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705732727,1.477910770514802,4.788793450828222,0.1948149539733231,0.19017439791197166,4.2117802453658575,1.0735050934174368,0.4505272963172442,0.08943366223599433,0.3279494320901897,0.8382189463508976,0.00022968561757786914,0.3120914876309901,0.2771119584987074,0.7778605249850485,1.0320611422733699,220684288,89198592,6193152,430669824,109895680,331898880,43876352,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,0,1062869.6896104328,44562.42656338396,0,0,1555373.0796661463,17,12,6,4,7,16,5,4,3,11,1,3,5,16,8,7.533,3.8,23.4,2.333,2.133,2,17,0,0,0.018145161290322585,0.0030484848484848485,0.02955452127659574,0.03735465116279069,0.00272972972972973,0.003,0.003248901903367497,0.04113924050632913,0.004687272727272727,0.07619158878504671,0.04747093023255814,0.004545945945945946,0.0046,0.005482352941176475
1705732728,1.477910770514802,4.788793450828222,0.16610680589475427,0.19017439791197166,4.2117802453658575,1.0735050934174368,0.4057405086869678,0.06284868563392396,0.3279494320901897,0.8382189463508976,0.00023542252309103508,0.3120914876309901,0.3658956887750004,0.7778605249850485,1.0320611422733699,220684288,89198592,6193152,430669824,109895680,331898880,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,0,485521.72587801,44562.42656338396,0,0,1555373.0796661463,17,12,6,4,7,16,5,4,3,11,1,3,5,16,8,7.533,3.467,23.4,2.333,2.133,2,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.02955452127659574,0.03735465116279069,0.00272972972972973,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07619158878504671,0.04747093023255814,0.004545945945945946,0.0046,0.005329268292682925
1705732729,1.4195401197604796,4.788793450828222,0.16285988999519885,0.19017439791197166,4.2117802453658575,1.3066904121786662,0.4057405086869678,0.05362499999999937,0.3279494320901897,0.8382189463508976,0.00024115942860420108,0.3120914876309901,0.3658956887750004,0.7778605249850485,0.8925670704469905,220684288,89198592,6193152,430669824,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,196393.6503587513,485521.72587801,44562.42656338396,0,0,1473020.8330540238,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.533,3.467,22.333,2.333,2.133,2.133,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.029076086956521734,0.03735465116279069,0.00272972972972973,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07505050505050505,0.04747093023255814,0.004545945945945946,0.0046,0.005329268292682925
1705732730,1.4195401197604796,4.788793450828222,0.17102946404299266,0.19017439791197166,4.2117802453658575,1.3066904121786662,0.4057405086869678,0.05362499999999937,0.3279494320901897,0.8382189463508976,0.00024689633411736705,0.3120914876309901,0.3658956887750004,0.7778605249850485,1.0738779365611302,220684288,89198592,6197248,430669824,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,196393.6503587513,485521.72587801,44562.42656338396,0,0,1772241.6892653643,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.533,3.467,22.333,2.333,2.133,2.133,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.029076086956521734,0.03735465116279069,0.00272972972972973,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07505050505050505,0.04747093023255814,0.004545945945945946,0.0046,0.005329268292682925
1705732731,1.4195401197604796,4.788793450828222,0.17102946404299266,0.19017439791197166,4.2117802453658575,1.210191800959989,0.4057405086869678,0.05362499999999937,0.3279494320901897,0.8382189463508976,0.000252633239630533,0.3120914876309901,0.3658956887750004,0.7778605249850485,1.0738779365611302,220684288,89198592,6197248,430669824,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,233018.5620915033,485521.72587801,44562.42656338396,0,0,1772241.6892653643,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.533,3.467,22.333,2.333,2.067,2.133,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.029076086956521734,0.03735465116279069,0.0026000000000000007,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07505050505050505,0.04747093023255814,0.004520000000000001,0.0046,0.005329268292682925
1705732732,1.4195401197604796,4.788793450828222,0.17102946404299266,0.19017439791197166,4.2117802453658575,1.2348521828492316,0.4057405086869678,0.05362499999999937,0.3279494320901897,0.6768328064812347,0.00012723204233280275,0.3120914876309901,0.3658956887750004,0.5650054402835855,1.0738779365611302,220684288,89198592,6197248,430669824,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,237766.83978095744,485521.72587801,44562.42656338396,0,0,1772241.6892653643,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.533,3.467,22.333,2.333,2.067,2.133,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.029076086956521734,0.03735465116279069,0.0026000000000000007,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07505050505050505,0.04747093023255814,0.004520000000000001,0.0046,0.005329268292682925
1705732733,1.4195401197604796,4.788793450828222,0.17102946404299266,0.19017439791197166,4.2117802453658575,1.2595125647384742,0.4057405086869678,0.05362499999999937,0.3390296063623873,0.6909942662142814,0.00013004672371087062,0.26846803302656946,0.3658956887750004,0.5780186016517643,1.0738779365611302,220684288,89198592,6197248,430669824,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,242515.11747041158,485521.72587801,27374.189667847357,0,0,1772241.6892653643,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.533,3.467,22.333,2.333,2.067,2.133,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.029076086956521734,0.03735465116279069,0.0026000000000000007,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07505050505050505,0.04747093023255814,0.004520000000000001,0.0046,0.005329268292682925
1705732734,1.4195401197604796,4.788793450828222,0.17102946404299266,0.16286905220732753,4.2117802453658575,1.4796229133545575,0.4057405086869678,0.05362499999999937,0.3274628655165538,0.7051557259473281,0.00013286140508893854,0.2632665082327196,0.3658956887750004,0.5910317630199431,1.0738779365611302,220684288,89198592,6197248,430669824,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1772241.6892653643,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.533,3.467,22.333,2.333,2.067,2.133,18.667,0,0,0.018145161290322585,0.0030522875816993466,0.029076086956521734,0.03735465116279069,0.0026000000000000007,0.003,0.0032397660818713446,0.04113924050632913,0.0046941176470588234,0.07505050505050505,0.04747093023255814,0.004520000000000001,0.0046,0.005329268292682925
1705732735,1.338854890384829,4.788793450828223,0.17102946404299266,0.19658445003272715,4.2117802453658575,1.4796229133545575,0.4057405086869678,0.07106201974930719,0.3274628655165538,0.7193171856803748,0.0001356760864670064,0.2580649834388698,0.3658956887750004,0.46009333333332825,1.0738779365611302,220680192,89198592,6197248,430665728,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2838528,302538752,8130560,52928512,0,2441042.6077919872,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1772241.6892653643,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.2,3.467,22.333,2,1.733,1.8,17.667,0,0,0.01806451612903226,0.0030522875816993466,0.029076086956521734,0.037356321839080456,0.0026111111111111114,0.003023809523809524,0.0032409288824383166,0.041075949367088624,0.0046941176470588234,0.07505050505050505,0.04747126436781609,0.004522222222222222,0.004642857142857143,0.005349397590361448
1705732736,1.338854890384829,4.788793450828223,0.17102946404299266,0.19658445003272715,4.2117802453658575,1.4796229133545575,0.4057405086869678,0.07252086928533207,0.3274628655165538,0.849687583982803,0.0001384907678450743,0.3124406649564689,0.3658956887750004,0.46009333333332825,1.034919204409703,220680192,89198592,6197248,430665728,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,2441042.6077919872,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.2,3.467,22.333,2,1.733,1.8,17.667,0,0,0.01806451612903226,0.0030522875816993466,0.029076086956521734,0.037356321839080456,0.0026111111111111114,0.003023809523809524,0.0032409288824383166,0.041075949367088624,0.0046941176470588234,0.07505050505050505,0.04747126436781609,0.004522222222222222,0.004642857142857143,0.005349397590361448
1705732737,1.338854890384829,4.788793450828223,0.17102946404299266,0.1967174449301082,4.2117802453658575,1.4796229133545575,0.4057405086869678,0.07397971882135694,0.3274628655165538,0.849687583982803,0.00016888088268407326,0.3124406649564689,0.3658956887750004,0.46009333333332825,1.034919204409703,220680192,89198592,6197248,430665728,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,2441042.6077919872,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,6.467,3.467,22.333,2,1.733,1.8,17.667,0,0,0.018125000000000002,0.0030522875816993466,0.029076086956521734,0.037356321839080456,0.0026111111111111114,0.003023809523809524,0.0032409288824383166,0.04109756097560978,0.0046941176470588234,0.07505050505050505,0.04747126436781609,0.004522222222222222,0.004642857142857143,0.005349397590361448
1705732738,1.338854890384829,4.788793450828223,0.17102946404299266,0.1967174449301082,4.2117802453658575,1.4796229133545575,0.4057405086869678,0.0754385683573818,0.3274628655165538,0.7202235191032899,0.00016888088268407326,0.3124406649564689,0.3658956887750004,0.597798606931396,1.034919204409703,220680192,89198592,6197248,430665728,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,2441042.6077919872,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,6.467,3.467,22.333,2,1.733,1.8,17.667,0,0,0.018125000000000002,0.0030522875816993466,0.029076086956521734,0.037356321839080456,0.0026111111111111114,0.003023809523809524,0.0032409288824383166,0.04109756097560978,0.0046941176470588234,0.07505050505050505,0.04747126436781609,0.004522222222222222,0.004642857142857143,0.005349397590361448
1705732739,1.3712266967425368,4.719545203461635,0.17102946404299266,0.1967174449301082,4.2117802453658575,1.4796229133545575,0.4057405086869678,0.0875309721614919,0.3274628655165538,0.7060620593702432,0.00016888088268407326,0.3124406649564689,0.3658956887750004,0.5847854455632171,1.034919204409703,220680192,89198592,6197248,430665728,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1608936.3530350458,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,6.467,3.467,22.333,2,1.733,1.8,17.667,0,0,0.018125000000000002,0.0030522875816993466,0.029076086956521734,0.037356321839080456,0.0026111111111111114,0.003023809523809524,0.0032409288824383166,0.04109756097560978,0.0046941176470588234,0.07505050505050505,0.04747126436781609,0.004522222222222222,0.004642857142857143,0.005349397590361448
1705732740,1.3712266967425368,4.719545203461635,0.1634229406171682,0.1967174449301082,4.305644622578564,1.4796229133545575,0.4057405086869678,0.0875309721614919,0.3274628655165538,0.6919005996371965,0.0001688808826840733,0.3124406649564689,0.3570528516796482,0.5717722841950384,1.034919204409703,220680192,89198592,6189056,430665728,109895680,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1608936.3530350458,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.133,3.733,23.2,1.733,1.733,1.8,17.533,0,0,0.018112244897959186,0.003037735849056604,0.02973237597911227,0.03735465116279069,0.0026111111111111114,0.003023809523809524,0.0032635431918008784,0.04097560975609758,0.004667924528301887,0.07502475247524754,0.04747093023255814,0.004522222222222222,0.004642857142857143,0.005705555555555555
1705732741,1.3712266967425368,4.719545203461635,0.1634229406171682,0.1967174449301082,4.368404491476157,1.4796229133545575,0.4057405086869678,0.0875309721614919,0.3274628655165538,0.8101522017435041,0.0001688808826840733,0.3124406649564689,0.3570528516796482,0.5587591228268596,1.034919204409703,220680192,89198592,6189056,430665728,108007424,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1608936.3530350458,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.133,3.733,23.2,1.733,1.733,1.8,17.533,0,0,0.018112244897959186,0.003037735849056604,0.02973237597911227,0.03735465116279069,0.0026111111111111114,0.003023809523809524,0.0032635431918008784,0.04097560975609758,0.004667924528301887,0.07502475247524754,0.04747093023255814,0.004522222222222222,0.004642857142857143,0.005705555555555555
1705732742,1.3712266967425368,4.719545203461635,0.16090136054422047,0.1967174449301082,4.368404491476157,1.4796229133545575,0.4057405086869678,0.0875309721614919,0.3274628655165538,0.8101522017435041,0.0001688808826840733,0.3124406649564689,0.3570528516796482,0.7882013350171511,1.034919204409703,220680192,89198592,6189056,430665728,108007424,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1608936.3530350458,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.133,3.733,23.2,1.733,1.733,1.8,17.533,0,0,0.018112244897959186,0.003037735849056604,0.02973237597911227,0.03735465116279069,0.0026111111111111114,0.003023809523809524,0.0032635431918008784,0.04097560975609758,0.004667924528301887,0.07502475247524754,0.04747093023255814,0.004522222222222222,0.004642857142857143,0.005705555555555555
1705732743,1.3712266967425368,4.719545203461635,0.16090136054422047,0.1967174449301082,4.368404491476157,1.4796229133545575,0.4057405086869678,0.0875309721614919,0.3274628655165538,0.8101522017435041,0.0001688808826840733,0.3124406649564689,0.3570528516796482,0.7882013350171511,1.034919204409703,220680192,89198592,6189056,430665728,108007424,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1608936.3530350458,0,284896.6613672496,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.133,3.533,23.2,1.733,1.733,1.8,17.333,0,0,0.018112244897959186,0.003024096385542169,0.02973237597911227,0.03735465116279069,0.0026111111111111114,0.003023809523809524,0.0032639885222381635,0.04097560975609758,0.004643373493975905,0.07502475247524754,0.04747093023255814,0.004522222222222222,0.004642857142857143,0.0057119565217391335
1705732744,1.3712266967425368,3.9337015975419103,0.16090136054422047,0.1967174449301082,4.368404491476157,1.2724839256122158,0.4057405086869678,0.0875309721614919,0.3274628655165538,0.8101522017435041,0.0001688808826840733,0.3124406649564689,0.3570528516796482,0.7882013350171511,1.034919204409703,220680192,89198592,6189056,430665728,108007424,331808768,43929600,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1341035.0424517686,0,245012.71153506445,485521.72587801,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.133,3.533,23.2,1.733,1.733,1.867,17.333,0,0,0.018112244897959186,0.003024096385542169,0.030150753768844223,0.03735465116279069,0.0026111111111111114,0.0030476190476190477,0.0032639885222381635,0.04097560975609758,0.004643373493975905,0.07466019417475729,0.04747093023255814,0.004522222222222222,0.004685714285714286,0.0057119565217391335
1705732745,1.3712266967425368,3.85504251081755,0.16090136054422047,0.1967174449301082,4.368404491476157,1.2478235437229732,0.39840089412371427,0.0875309721614919,0.3274628655165538,0.8101522017435041,0.0001688808826840733,0.3124406649564689,0.3570528516796482,0.7882013350171511,1.034919204409703,220680192,89198592,6189056,430665728,108007424,331808768,43954176,4567040,248262656,96980992,4644864,2973696,302538752,8130560,52953088,0,1314219.4365678513,0,240264.43384561036,501809.7407900958,18188.680920979597,0,0,1510900.593129755,17,12,6,4,7,17,5,4,3,11,1,3,5,16,8,7.133,3.533,23.2,1.733,1.733,1.867,17.333,0,0,0.018112244897959186,0.003024096385542169,0.030150753768844223,0.03735465116279069,0.0026111111111111114,0.0030476190476190477,0.0032639885222381635,0.04097560975609758,0.004643373493975905,0.07466019417475729,0.04747093023255814,0.004522222222222222,0.004685714285714286,0.0057119565217391335
