time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705652331,0.14795048545444728,0.3283780603268988,0.032051978889443306,0.1510036914877323,2.3456637500000004,0.14540776275623485,0.3090573717916461,0.034374088123722356,0.10207320632725873,0.6033354424917274,0.00011820571871115512,0.17682538183706975,0.12027843005702103,0.010312712580081528,0.630669452912807,221380608,151797760,6479872,432435200,254865408,330080256,136425472,4521984,268152832,98451456,4575232,2924544,306503680,11599872,249524224,338053.6351552745,0,0,417822.92098641174,0,18794.02378478236,0,0,,834719.2916679387,37,35,7,4,34,9,6,7,3,11,1,3,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652332,0.14497247604532817,0.3363910435038026,0.04771017846807633,0.1510036914877323,2.3456637500000004,0.1433808401604281,0.3029582273527936,0.03330279287254415,0.10421364430593803,0.7682704811443142,0,0.17682538183706975,0.12027843005702103,0.010522987284022511,0.6838883819951351,221380608,151797760,6479872,432435200,254865408,330080256,136425472,4521984,268152832,98455552,4575232,2924544,306503680,11599872,249524224,346302.7188141942,0,0,409577.32460996485,0,19188.127621906635,0,0,,731873.4793187348,37,35,7,4,34,9,6,7,3,11,1,3,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652333,0.25138442496942853,0.34440402668070635,0.04771017846807633,0.1510036914877323,2.3456637500000004,0.1433808401604281,0.29685908291394103,0.03330279287254415,0.12842627872075835,0.7682704811443142,0,0.17682538183706975,0.12027843005702103,0.010733261987963491,0.6838883819951351,220917760,151797760,6479872,432435200,254865408,330080256,136425472,4521984,268152832,98455552,4575232,2924544,306503680,11599872,249524224,354551.80247311393,0,0,401331.7282335179,0,23646.230227456414,0,0,,731873.4793187348,38,35,7,4,34,9,6,7,3,11,1,3,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652334,0.25138442496942853,0.35241700985761015,0.036216398890296174,0.1510036914877323,2.3456637500000004,0.1433808401604281,0.2907599384750885,0.03330279287254415,0.12842627872075835,0.7682704811443142,0,0.17682538183706975,0.12027843005702103,0.01261648223645893,0.6838883819951351,220917760,151797760,6479872,432435200,254865408,330080256,136425472,4521984,268152832,98455552,4575232,2924544,306503680,11599872,249524224,362800.88613203366,0,0,393086.131857071,0,23646.230227456414,0,0,,731873.4793187348,38,35,7,4,34,9,6,7,3,11,1,3,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652335,0.25138442496942853,0.29840749999948457,0.03542122924916157,0.1510036914877323,2.3456637500000004,0.1433808401604281,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7682704811443142,0,0.17682538183706975,0.12027843005702103,0.01261648223645893,0.6838883819951351,220917760,151797760,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,307200,0,0,346663.9798488665,0,23646.230227456414,0,0,,731873.4793187348,38,35,7,4,34,9,6,7,3,11,1,3,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652336,0.25138442496942853,0.29840749999948457,0.03462605960802696,0.1510036914877323,2.3456637500000004,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7682704811443142,0,0.19060083718721335,0.12027843005702103,0.01261648223645893,0.6838883819951351,220917760,151797760,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,307200,0,0,346663.9798488665,0,23646.230227456414,0,0,,731873.4793187348,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652337,0.25138442496942853,0.29840749999948457,0.033830889966892354,0.15100369148773232,2.3456637500000004,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7682704811443142,0,0.19060083718721335,0.12027843005702103,0.01261648223645893,0.6838883819951351,220917760,151797760,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,307200,0,0,346663.9798488665,0,23646.230227456414,0,0,,731873.4793187348,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,0,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,NaN,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,NaN,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652338,0.25138442496942853,3.5042747963240513,0.033035720325757745,0.15100369148773232,2.3456637500000004,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.627732599678386,0,0.19060083718721335,0.12027843005702103,0.01261648223645893,0.6838883819951351,220917760,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,609556.0784313725,0,0,346663.9798488665,0,23646.230227456414,0,0,,731873.4793187348,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,1.067,6.267,24.467,0,0,0,0,0,0,0.667,0,0,0,0.175,0.0030821917808219177,0.03362403100775194,NaN,NaN,NaN,NaN,0.6500000000000004,0.004747945205479452,0.07491071428571429,NaN,NaN,NaN,NaN
1705652339,0.25138442496942853,3.5764178110299443,0.03224055068462314,0.14348455339753452,2.3456637500000004,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.6407047606735842,0,0.19060083718721335,0.12027843005702103,0.01261648223645893,0.5277604166664672,220917760,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,622105.0980392155,0,0,346663.9798488665,0,23646.230227456414,0,0,,272592.5925925926,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,4.267,22.733,0,0,0,0,0,0,2.6,0,0,0,0.17499999999999996,0.003059405940594059,0.02954545454545455,NaN,NaN,NaN,NaN,0.6249999999999997,0.004706930693069307,0.0717910447761194,NaN,NaN,NaN,NaN
1705652340,0.25138442496942853,3.648560825735838,0.03144538104348854,0.14348455339753452,2.3456637500000004,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7783296597118905,0,0.19060083718721335,0.12027843005702103,0.01261648223645893,0.5277604166664672,220917760,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,634654.1176470588,0,0,346663.9798488665,0,23646.230227456414,0,0,,272592.5925925926,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,4.267,22.733,0,0,0,0,0,0,2.6,0,0,0,0.17499999999999996,0.003059405940594059,0.02954545454545455,NaN,NaN,NaN,NaN,0.6249999999999997,0.004706930693069307,0.0717910447761194,NaN,NaN,NaN,NaN
1705652341,0.25138442496942853,3.7207038404417316,0.11423282071960454,0.14348455339753452,2.3456637500000004,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7783296597118905,0,0.19060083718721335,0.12027843005702103,0.01261648223645893,0.5277604166664672,220917760,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,647203.1372549019,0,0,346663.9798488665,0,23646.230227456414,0,0,,272592.5925925926,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,4.267,22.733,0,0,0,0,0,0,2.6,0,0,0,0.17499999999999996,0.003059405940594059,0.02954545454545455,NaN,NaN,NaN,NaN,0.6249999999999997,0.004706930693069307,0.0717910447761194,NaN,NaN,NaN,NaN
1705652342,0.25138442496942853,4.328580882353587,0.11423282071960454,0.14348455339753452,2.3437695793915116,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7783296597118905,0,0.19747264083248228,0.12027843005702103,0.01261648223645893,0.5277604166664672,220917760,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,752941.1764705883,0,0,346663.9798488665,0,23646.230227456414,0,0,,272592.5925925926,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,22.733,0,0,0,0,0,0,2.6,0,0,0,0.17499999999999996,0.003053097345132743,0.02954545454545455,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.0717910447761194,NaN,NaN,NaN,NaN
1705652343,0.25620063779689584,4.328580882353587,0.11423282071960454,0.17154380950072934,0.0062433333333333785,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7783296597118905,0,0.19747264083248228,0.09544546498017116,0.01261648223645893,0.5277604166664672,220917760,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,752941.1764705883,0,0,346663.9798488665,0,23646.230227456414,0,0,,272592.5925925926,38,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652344,0.2686145691825511,4.328580882353587,0.11423282071960454,0.17154380950072934,0.0062433333333333785,0.1460019128539955,0.34520100755670635,0.0398960432799716,0.12842627872075835,0.7783296597118905,0,0.19747264083248228,0.09743231854512784,0.01261648223645893,0.5277604166664672,220774400,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,752941.1764705883,0,0,346663.9798488665,0,23646.230227456414,0,0,,272592.5925925926,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652345,0.2686145691825511,4.328580882353587,0.11423282071960454,0.17154380950072934,0.0062433333333333785,0.1460019128539955,0.31612151709996034,0.0398960432799716,0.12842627872075835,0.7783296597118905,0,0.19747264083248228,0.0993818340840369,0.01261648223645893,0.5277604166664672,220774400,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268152832,98455552,4575232,2924544,306503680,11599872,249524224,752941.1764705883,0,0,114509.36538999162,0,23646.230227456414,0,0,,272592.5925925926,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652346,0.2686145691825511,4.328580882353587,0.1608140114684698,0.17154380950072934,0.0062433333333333785,0.1460019128539955,0.31612151709996034,0.0398960432799716,0.1301908325538124,0.7783296597118905,0,0.19747264083248228,0.10136502181457546,0.01020045718304906,0.5277604166664672,220774400,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268156928,98455552,4575232,2924544,306503680,11599872,249524224,752941.1764705883,0,0,114509.36538999162,0,15326.473339569691,0,0,,272592.5925925926,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652347,0.2686145691825511,4.328580882353587,0.1608140114684698,0.17154380950072934,0.0062433333333333785,0.1460019128539955,0.31612151709996034,0.0398960432799716,0.1301908325538124,0.7783296597118905,0,0.19747264083248228,0.11899126383231379,0.01020045718304906,0.5277604166664672,220774400,151814144,6479872,432435200,254865408,330080256,136425472,4366336,268156928,98455552,4575232,2924544,306503680,11599872,249524224,752941.1764705883,0,0,114509.36538999162,0,15326.473339569691,0,0,,272592.5925925926,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652348,0.2686145691825511,3.5535242505020785,0.1608140114684698,0.17154380950072934,0.0062433333333333785,0.1460019128539955,0.31612151709996034,0.04283050145053462,0.1301908325538124,0.7783296597118905,0,0.19747264083248228,0.11899126383231379,0.01020045718304906,0.5277604166664672,220774400,151810048,6479872,432435200,254865408,330080256,136425472,4366336,268156928,98455552,4575232,2924544,306503680,11599872,249524224,1633586.8951965913,0,0,114509.36538999162,0,15326.473339569691,0,0,,272592.5925925926,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652349,0.2686145691825511,3.5535242505020785,0.1608140114684698,0.17154380950072934,0.008104856814351474,0.1460019128539955,0.31612151709996034,0.04283050145053462,0.1301908325538124,0.734887592041284,0,0.19747264083248228,0.11899126383231379,0.007691785471826203,0.5277604166664672,220774400,151810048,6479872,432435200,254865408,330080256,136425472,4366336,268156928,98447360,4575232,2924544,306503680,11599872,249524224,1633586.8951965913,0,0,114509.36538999162,0,15326.473339569691,0,0,,272592.5925925926,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652350,0.2686145691825511,3.5535242505020785,0.1608140114684698,0.17154380950072934,0.007837338889365041,0.1460019128539955,0.31612151709996034,0.04283050145053462,0.1301908325538124,0.734887592041284,0,0.19747264083248228,0.11899126383231379,0.007691785471826203,0.5431615094196351,220774400,151810048,6479872,432435200,254865408,330080256,136425472,4366336,268156928,98447360,4575232,2924544,306503680,11599872,249528320,1633586.8951965913,0,0,114509.36538999162,0,15326.473339569691,0,0,,287525.8494754217,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652351,0.2686145691825511,3.5535242505020785,0.1608140114684698,0.17154380950072934,0.007569820964378608,0.1075797062801712,0.31612151709996034,0.042830501450534623,0.1301908325538124,0.734887592041284,0,0.19747264083248228,0.11899126383231379,0.007691785471826203,0.5431615094196351,220774400,151810048,6479872,432435200,254865408,330080256,136425472,4366336,268156928,98447360,4575232,2924544,306503680,11599872,249528320,1633586.8951965913,0,0,114509.36538999162,0,15326.473339569691,0,0,,287525.8494754217,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652352,0.2686145691825511,3.5535242505020785,0.1608140114684698,0.17154380950072934,0.007302303039392174,0.11007714583537993,0.31994467607435934,0.042830501450534623,0.13087513369716064,0.734887592041284,0,0.14909500000001685,0.11899126383231379,0.007691785471826203,0.5431615094196351,220774400,151810048,6479872,432435200,254865408,330080256,136421376,4366336,268156928,98447360,4575232,2924544,306503680,11599872,249528320,1633586.8951965913,0,0,197049.3906350225,0,11233.304994103612,0,0,,287525.8494754217,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,2.133,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.17499999999999996,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6249999999999997,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
1705652353,0.2686145691825511,3.5535242505020785,0.1608140114684698,0.17154380950072934,0.007034785114405741,0.11257458539058864,0.31994467607435934,0.040256420188277665,0.13087513369716064,0.734887592041284,0,0.14909500000001685,0.11899126383231379,0.007691785471826203,0.5431615094196351,220774400,151810048,6479872,432435200,254865408,330080256,136421376,4362240,268156928,98447360,4575232,2924544,306503680,11599872,249528320,1633586.8951965913,0,0,197049.3906350225,0,11233.304994103612,0,0,,287525.8494754217,39,35,7,4,34,9,6,7,3,11,1,2,4,24,3,1.067,1.467,14.333,0,0,0,0,0,0,3.333,0,0,0,0.175,0.003053097345132743,0.028318584070796463,NaN,NaN,NaN,NaN,0.6,0.004695575221238938,0.07453333333333333,NaN,NaN,NaN,NaN
