time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,currencyservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705393868,0.8158070382661219,2.2172785642159187,0.311486073161779,29.954564596179768,0.18441981972050575,8.768454380713884,0.5650706206411632,3.8885689558383256,3.1854502099213295,0.31919689662402845,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,69115.24832667755,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.333,25.8,0.467,79.933,0.533,12.6,12.467,0.467,148.267,19.4,7.267,0,0,0,0.003,0.0030468468468468467,0.16136363636363638,0.003914308811641068,0.003,0.04812967581047381,0.006,0.0018796498905908096,0.007633928571428571,0.002802197802197802,0.004609182209469154,0.004684324324324324,0.23227272727272727,0.06542658730158735,0.0046,0.20956081081081085,0.009466666666666668,0.0044008266472161444,0.009802295918367347,0.0045721611721611715
1705393869,0.8158070382661219,2.2172785642159187,0.311486073161779,29.954564596179768,0.18904331880469266,8.768454380713884,0.5650706206411632,3.8885689558383256,3.1854502099213295,0.31919689662402845,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,69115.24832667755,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.333,25.8,0.467,79.933,0.533,12.6,12.467,0.467,148.267,19.4,7.267,0,0,0,0.003,0.0030468468468468467,0.16136363636363638,0.003914308811641068,0.003,0.04812967581047381,0.006,0.0018796498905908096,0.007633928571428571,0.002802197802197802,0.004609182209469154,0.004684324324324324,0.23227272727272727,0.06542658730158735,0.0046,0.20956081081081085,0.009466666666666668,0.0044008266472161444,0.009802295918367347,0.0045721611721611715
1705393870,0.8158070382661219,2.2172785642159187,0.311486073161779,29.954564596179768,0.19366681788887957,8.768454380713884,0.5650706206411632,3.8885689558383256,3.1854502099213295,0.31919689662402845,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,69115.24832667755,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.333,25.8,0.467,79.933,0.533,12.6,12.467,0.467,148.267,19.4,7.267,0,0,0,0.003,0.0030468468468468467,0.16136363636363638,0.003914308811641068,0.003,0.04812967581047381,0.006,0.0018796498905908096,0.007633928571428571,0.002802197802197802,0.004609182209469154,0.004684324324324324,0.23227272727272727,0.06542658730158735,0.0046,0.20956081081081085,0.009466666666666668,0.0044008266472161444,0.009802295918367347,0.0045721611721611715
1705393871,0.8158070382661219,2.2172785642159187,0.311486073161779,29.954564596179768,0.1982903169730665,8.768454380713884,0.5650706206411632,3.8885689558383256,3.1854502099213295,0.31919689662402845,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,69115.24832667755,0,0,0,4,5,10,4,3,31,3,5,5,4,4,16.067,27.8,0.867,87.867,0.533,12.6,14.733,0.467,158.733,21.067,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.05010416666666664,0.006,0.0019109799291617473,0.007595915841584158,0.0028064516129032257,0.0046090780141843975,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.21554687499999994,0.009466666666666668,0.004404864226682408,0.009732054455445546,0.0045727598566308245
1705393872,0.8158070382661219,2.2172785642159187,0.311486073161779,29.954564596179768,0.20291381605725342,8.768454380713884,0.5650706206411632,3.8885689558383256,3.1854502099213295,0.31919689662402845,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,69115.24832667755,0,0,0,4,5,10,4,3,31,3,5,5,4,4,16.067,27.8,0.867,87.867,0.533,14.333,14.733,0.467,158.733,21.067,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.006,0.0019109799291617473,0.007595915841584158,0.0028064516129032257,0.0046090780141843975,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.009466666666666668,0.004404864226682408,0.009732054455445546,0.0045727598566308245
1705393873,0.7673207611281154,2.2172785642159187,0.311486073161779,29.954564596179768,0.20753731514144036,8.768454380713884,0.5650706206411632,3.8885689558383256,2.543762553161512,0.31919689662402845,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,16.067,27.8,0.867,87.867,0.533,14.333,14.733,0.8,158.733,21.067,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.005357142857142859,0.0019109799291617473,0.007595915841584158,0.0028064516129032257,0.0046090780141843975,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.00935714285714286,0.004404864226682408,0.009732054455445546,0.0045727598566308245
1705393874,0.7673207611281154,2.2172785642159187,0.311486073161779,29.954564596179768,0.21216081422562727,8.768454380713884,0.5650706206411632,3.8885689558383256,2.595062568350507,0.32076443975573704,0.2554303922448615,105332736,41656320,11264000,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,16.067,27.8,0.867,87.867,0.533,14.333,14.733,0.8,158.733,21.067,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.005357142857142859,0.0019109799291617473,0.007595915841584158,0.0028064516129032257,0.0046090780141843975,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.00935714285714286,0.004404864226682408,0.009732054455445546,0.0045727598566308245
1705393875,0.7673207611281154,2.3165048308006084,0.29745879426007416,29.954564596179768,0.21678431330981418,8.768454380713884,0.5650706206411632,3.8885689558383256,3.078000911339707,0.32076443975573704,0.2554303922448615,105332736,41656320,11251712,44871680,43462656,15581184,35860480,11694080,45125632,2990080,8368128,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,16.067,27.8,0.867,87.867,0.533,14.333,14.733,0.8,158.733,21.067,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.005357142857142859,0.0019109799291617473,0.007595915841584158,0.0028064516129032257,0.0046090780141843975,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.00935714285714286,0.004404864226682408,0.009732054455445546,0.0045727598566308245
1705393876,0.7673207611281154,2.3165048308006084,0.29745879426007416,29.954564596179768,0.2214078123940011,7.022692189279253,0.5650706206411632,3.9480474198047446,3.078000911339707,0.32076443975573704,0.2554303922448615,105332736,41656320,11251712,44871680,43462656,15581184,35860480,10526720,45125632,2990080,8368128,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.8,0.867,87.867,0.8,14.333,14.733,0.8,155.733,21.067,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.005357142857142859,0.0019252336448598118,0.007595915841584158,0.0028064516129032257,0.004609103840682789,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.00935714285714286,0.004405233644859811,0.009732054455445546,0.0045727598566308245
1705393877,0.7673207611281154,2.3165048308006084,0.29745879426007416,25.24641853529042,0.226031311478188,7.167232178561858,0.5650706206411632,3.9480474198047446,3.0634585703576453,0.32076443975573704,0.2554303922448615,105332736,41656320,11251712,44871680,43462656,15581184,35860480,10526720,45096960,2990080,8368128,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.8,0.867,87.867,0.8,14.333,14.733,0.8,155.067,20.4,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.005357142857142859,0.0019266697804764124,0.0075586419753086425,0.0028064516129032257,0.004609103840682789,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.00935714285714286,0.004407006071929004,0.009699382716049386,0.0045727598566308245
1705393878,0.7673207611281154,2.3165048308006084,0.29745879426007416,29.801885007769762,0.2306548105623749,7.311772167844461,0.5650706206411632,3.9480474198047446,3.0634585703576453,0.32076443975573704,0.2554303922448615,105332736,41656320,11251712,44871680,43462656,15581184,35860480,10526720,45096960,2990080,8368128,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.8,0.867,87.867,0.8,14.333,14.733,0.8,155.067,20.4,7.933,0,0,0,0.003,0.0030790655884995514,0.1625,0.003985134592205705,0.003,0.0567193675889328,0.005357142857142859,0.0019266697804764124,0.0075586419753086425,0.0028064516129032257,0.004609103840682789,0.004742318059299192,0.2325,0.06749547920433994,0.0046,0.2204411764705882,0.00935714285714286,0.004407006071929004,0.009699382716049386,0.0045727598566308245
1705393879,0.7673207611281154,2.3165048308006084,0.29745879426007416,29.801885007769762,0.23322835481688667,8.672399356956257,0.5902624651890337,3.94996780276895,3.0634585703576453,0.32076443975573704,0.2791893833734842,105332736,41656320,11251712,44871680,43466752,15581184,36139008,10526720,45096960,2990080,8376320,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.933,0.933,88.4,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.0030806451612903226,0.16346153846153846,0.003990345937248592,0.003,0.0567193675889328,0.0045294117647058825,0.0019266697804764124,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.004745161290322581,0.23269230769230767,0.06753610108303255,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929004,0.009699382716049386,0.004574237288135593
1705393880,0.7673207611281154,2.3165048308006084,0.29745879426007416,25.120257222090864,0.2765180187592559,8.672399356956257,0.5902624651890337,3.94996780276895,3.0634585703576453,0.32076443975573704,0.2791893833734842,105332736,41656320,11251712,44871680,43466752,15581184,36139008,10526720,45096960,2990080,8376320,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.933,0.933,88.4,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.0030806451612903226,0.16346153846153846,0.003990345937248592,0.003,0.0567193675889328,0.0045294117647058825,0.0019266697804764124,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.004745161290322581,0.23269230769230767,0.06753610108303255,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929004,0.009699382716049386,0.004574237288135593
1705393881,0.7673207611281154,2.3165048308006084,0.29745879426007416,24.623559138628035,0.2765180187592559,8.672399356956257,0.5902624651890337,3.94996780276895,3.0634585703576453,0.32076443975573704,0.2791893833734842,105332736,41656320,11251712,44871680,43466752,15581184,36139008,10526720,45096960,2990080,8376320,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.4,0.933,88.4,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.003081777777777778,0.16346153846153846,0.003990345937248592,0.003,0.0567193675889328,0.0045294117647058825,0.0019266697804764124,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.0047472,0.23269230769230767,0.06753610108303255,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929004,0.009699382716049386,0.004574237288135593
1705393882,0.7673207611281154,2.3165048308006084,0.29745879426007416,24.126861055165204,0.2765180187592559,8.878354493134728,0.5902624651890337,3.94996780276895,3.0634585703576453,0.32076443975573704,0.2791893833734842,105332736,41656320,11251712,44871680,43466752,15605760,36139008,10526720,45096960,2990080,8376320,104383.28236493375,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.4,0.933,88.4,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.003081777777777778,0.16346153846153846,0.003990345937248592,0.003,0.0567193675889328,0.0045294117647058825,0.0019266697804764124,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.0047472,0.23269230769230767,0.06753610108303255,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929004,0.009699382716049386,0.004574237288135593
1705393883,0.8442481998330941,2.344476510301877,0.29745879426007416,23.63016297170238,0.2765180187592559,8.878354493134728,0.5902624651890337,3.94996780276895,3.0634585703576453,0.32076443975573704,0.2791893833734842,105336832,41644032,11251712,44871680,43466752,15605760,36139008,10526720,45096960,2990080,8376320,71548.6287677348,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.4,0.933,86.8,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.003081777777777778,0.16346153846153846,0.003992682926829269,0.003,0.0567193675889328,0.0045294117647058825,0.001926669780476413,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.0047472,0.23269230769230767,0.06690520446096658,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929007,0.009699382716049386,0.004574237288135593
1705393884,0.8442481998330941,2.344476510301877,0.29745879426007416,23.133464888239548,0.2765180187592559,8.878354493134728,0.5902624651890337,3.94996780276895,3.0634585703576453,0.32076443975573704,0.2791893833734842,105336832,41644032,11251712,44871680,43466752,15605760,36139008,10526720,45096960,2990080,8376320,71548.6287677348,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.4,0.933,86.8,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.003081777777777778,0.16346153846153846,0.003992682926829269,0.003,0.0567193675889328,0.0045294117647058825,0.001926669780476413,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.0047472,0.23269230769230767,0.06690520446096658,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929007,0.009699382716049386,0.004574237288135593
1705393885,0.8442481998330941,2.344476510301877,0.29745879426007416,22.636766804776716,0.2765180187592559,8.878354493134728,0.5902624651890337,3.94996780276895,3.0634585703576453,0.2109688144618831,0.2791893833734842,105336832,41644032,11251712,44871680,43466752,15605760,36139008,10526720,45096960,2990080,8376320,71548.6287677348,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.733,27.4,0.933,86.8,0.867,14.333,14.733,0.867,155.533,20.4,8.267,0,0,0,0.003,0.003081777777777778,0.16346153846153846,0.003992682926829269,0.003,0.0567193675889328,0.0045294117647058825,0.001926669780476413,0.0075586419753086425,0.002816949152542373,0.004609103840682789,0.0047472,0.23269230769230767,0.06690520446096658,0.0046,0.2204411764705882,0.009166666666666668,0.004407006071929007,0.009699382716049386,0.004574237288135593
1705393886,0.8442481998330941,1.936253811632888,0.29745879426007416,22.14006872131389,0.2765180187592559,8.878354493134728,0.485049721894493,3.94996780276895,3.0634585703576453,0.17762999999999973,0.2791893833734842,105336832,41644032,11251712,44871680,43466752,15605760,36139008,10526720,45096960,2990080,8376320,71548.6287677348,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.333,25.733,0.8,84.667,0.867,14.333,13.2,0.867,146.067,18.8,7.533,0,0,0,0.003,0.0030815602836879435,0.16724137931034483,0.004002446982055465,0.003,0.05735849056603773,0.0045294117647058825,0.0019438202247191011,0.00752710843373494,0.0028217821782178217,0.004609142857142857,0.004746808510638297,0.23344827586206895,0.06634215500945183,0.0046,0.22090909090909094,0.009166666666666668,0.004406374684705344,0.009640361445783133,0.004574917491749175
1705393887,0.8442481998330941,1.9796977706993437,0.29745879426007416,21.64337063785106,0.2765180187592559,8.878354493134728,0.48504972189449297,3.94996780276895,3.0634585703576453,0.17762999999999973,0.2791893833734842,105336832,41644032,11251712,44871680,43466752,15605760,36139008,10526720,45096960,2990080,8376320,71548.6287677348,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.333,25.733,0.8,84.667,0.867,13.067,13.2,0.867,146.067,18.8,7.533,0,0,0,0.003,0.0030815602836879435,0.16724137931034483,0.004002446982055465,0.003,0.05782374100719425,0.0045294117647058825,0.0019438202247191011,0.00752710843373494,0.0028217821782178217,0.004609142857142857,0.004746808510638297,0.23344827586206895,0.06634215500945183,0.0046,0.22125386996904028,0.009166666666666668,0.004406374684705344,0.009640361445783133,0.004574917491749175
1705393888,0.8442481998330941,2.0231417297658,0.29745879426007416,30.345051841391346,0.2765180187592558,8.878354493134728,0.48504972189449297,3.94996780276895,3.0634585703576453,0.17762999999999973,0.2791893833734842,105336832,41644032,11251712,45641728,43466752,15605760,36139008,10526720,45096960,2990080,8376320,71548.6287677348,0,0,0,4,5,10,4,3,31,3,5,5,4,4,15.333,25.733,0.8,84.667,0.867,13.067,13.2,0.933,146.067,18.8,7.533,0,0,0,0.003,0.0030815602836879435,0.16724137931034483,0.004002446982055465,0.003,0.05782374100719425,0.004263157894736843,0.0019438202247191011,0.00752710843373494,0.0028217821782178217,0.004609142857142857,0.004746808510638297,0.23344827586206895,0.06634215500945183,0.0046,0.22125386996904028,0.00904545454545455,0.004406374684705344,0.009640361445783133,0.004574917491749175
