time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705824270,1.1085647914352055,1.644046415484236,0.15962351799209634,0.19141929223518075,5.256875159887431,50.1751782338221,0.41495441951916945,0.28861828472113904,0.2320001624992363,0.5393859725036123,0,0.28091909023117156,0.2522501034870342,1.573631892635354,1.531874492494119,202674176,74801152,5984256,430612480,105472000,566345728,38375424,4485120,251412480,93548544,4767744,3006464,303632384,7733248,40808448,1013200.9073793449,0,,366073.82250424527,,41599.80500091407,0,0,1475375.294093152,9,6,6,4,5,16,2,5,3,11,1,3,6,18,9,7.467,4.067,29.6,15.067,0,0,30.067,4.4,15.067,0.012712765957446807,0.0031136363636363636,0.029915364583333333,0.00035244360902255637,0.0004886363636363637,0.003162162162162162,0.006202290076335878,0.02298936170212766,0.004804545454545455,0.08165999999999998,0.04591346153846155,0.0041809523809523816,0.004891891891891891,0.009252671755725191
1705824271,1.1085647914352055,2.304568387714516,0.15962351799209634,0.19141929223518075,4.387125164684055,51.50870859705569,0.4184656773409705,0.28861828472113904,0.2320001624992363,0.5267873232030817,0,0.28091909023117156,0.11118998837567437,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,105472000,566345728,38383616,4485120,251412480,93548544,4767744,3006464,303632384,7733248,40808448,1855373.0573764457,0,,497648.1818970755,,41599.80500091407,0,0,1475375.294093152,9,6,6,4,5,16,2,5,3,11,1,3,6,18,9,7.467,4.067,29.6,15.067,0,0,30.067,4.4,15.067,0.012712765957446807,0.0031136363636363636,0.029915364583333333,0.00035244360902255637,0.0004886363636363637,0.003162162162162162,0.006202290076335878,0.02298936170212766,0.004804545454545455,0.08165999999999998,0.04591346153846155,0.0041809523809523816,0.004891891891891891,0.009252671755725191
1705824272,1.1085647914352055,2.304568387714516,0.15790338550993346,0.19141929223518075,5.6634931838348015,52.84223896028928,0.4184656773409705,0.28861828472113904,0.2320001624992363,0.7069470735216182,0,0.28091909023117156,0.11345495389143685,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,566345728,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,1855373.0573764457,0,,497648.1818970755,,41599.80500091407,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,7.467,4.067,26.667,15.067,0,0,30.067,5.333,15.067,0.012712765957446807,0.0031136363636363636,0.03050791556728232,0.00035244360902255637,0.0004886363636363637,0.003162162162162162,0.006202290076335878,0.02298936170212766,0.004804545454545455,0.08555785123966944,0.04591346153846155,0.0041809523809523816,0.004891891891891891,0.009252671755725191
1705824273,1.1085647914352055,2.304568387714516,0.15790338550993346,0.19141929223518075,5.6634931838348015,54.223032332542495,0.4041457223908833,0.28861828472113904,0.2320001624992363,0.7069470735216182,0,0.28091909023117156,0.13589793094574823,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,584073216,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,1855373.0573764457,0,,448474.5931418902,,41599.80500091407,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,7.467,4.067,26.667,15.067,0,0,30.067,5.333,15.067,0.012712765957446807,0.0031136363636363636,0.03050791556728232,0.00035244360902255637,0.0023,0.003162162162162162,0.006202290076335878,0.02298936170212766,0.004804545454545455,0.08555785123966944,0.04591346153846155,0.00446,0.004891891891891891,0.009252671755725191
1705824274,1.1085647914352055,2.304568387714516,0.1579033855099335,0.19141929223518075,5.6634931838348015,55.55772657996195,0.4041457223908833,0.28861828472113904,0.1310214741729598,0.7069470735216182,0,0.28091909023117156,0.13589793094574823,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,584073216,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,1855373.0573764457,0,,448474.5931418902,,26413.877603662866,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,7.467,4.067,26.667,15.067,0,0,30.067,5.333,15.067,0.012712765957446807,0.0031136363636363636,0.03050791556728232,0.00035244360902255637,0.0023,0.003162162162162162,0.006202290076335878,0.02298936170212766,0.004804545454545455,0.08555785123966944,0.04591346153846155,0.00446,0.004891891891891891,0.009252671755725191
1705824275,1.1085647914352055,2.304568387714516,0.1579033855099335,0.1614749343434341,5.6634931838348015,56.89242082738139,0.4041457223908833,0.23904973087033474,0.1310214741729598,0.7069470735216182,0,0.28091909023117156,0.13589793094574823,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,584073216,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,1855373.0573764457,0,,448474.5931418902,,26413.877603662866,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,7.467,4.067,26.667,15.067,0,0,30.067,5.333,15.067,0.012712765957446807,0.0031136363636363636,0.03050791556728232,0.00035244360902255637,0.0023,0.003162162162162162,0.006202290076335878,0.02298936170212766,0.004804545454545455,0.08555785123966944,0.04591346153846155,0.00446,0.004891891891891891,0.009252671755725191
1705824276,1.1085647914352055,2.304568387714516,0.1579033855099335,0.1647543956228954,5.6634931838348015,58.227115074800864,0.4041457223908833,0.23904973087033474,0.1310214741729598,0.7069470735216182,0,0.28091909023117156,0.13589793094574823,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,584073216,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,1855373.0573764457,0,,448474.5931418902,,26413.877603662866,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,5.733,3.8,24.133,15,0,0,27.733,5.267,15,0.013055555555555553,0.003166666666666667,0.03242506811989101,0.0003956766917293233,0.0023,0.003162162162162162,0.006484076433121019,0.023055555555555555,0.004900000000000001,0.08853146853146854,0.062169811320754796,0.00446,0.004891891891891891,0.00935796178343949
1705824277,1.1085647914352055,2.4004256314312364,0.1579033855099335,0.19676767676767648,5.6634931838348015,59.561809322220306,0.4041457223908833,0.23904973087033474,0.13102147417295978,0.7069470735216182,0,0.28091909023117156,0.1304457255948221,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,584073216,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,26413.87760366286,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,5.733,3.8,24.133,15,0,0,27.733,5.267,15,0.013055555555555553,0.003166666666666667,0.03242506811989101,0.0003956766917293233,0.0023,0.003162162162162162,0.006484076433121019,0.023055555555555555,0.004900000000000001,0.08853146853146854,0.062169811320754796,0.00446,0.004891891891891891,0.00935796178343949
1705824278,1.1085647914352055,2.4004256314312364,0.1579033855099335,0.19676767676767648,5.6634931838348015,60.89650356963976,0.4041457223908833,0.23904973087033474,0.13102147417295978,0.7069470735216182,0,0.28091909023117156,0.1304457255948221,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430612480,108933120,584073216,38383616,4485120,251412480,93474816,4767744,3006464,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,26413.87760366286,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,4.133,3.8,24.133,15,0,0,27.733,5.267,15,0.01375,0.003166666666666667,0.03242506811989101,0.0003956766917293233,0.0023,0.0033529411764705885,0.006484076433121019,0.02326063829787234,0.004900000000000001,0.08853146853146854,0.062169811320754796,0.00446,0.006666666666666668,0.00935796178343949
1705824279,1.1085647914352055,2.4004256314312364,0.1579033855099335,0.19622063329928635,5.6634931838348015,62.231197817059204,0.4041457223908833,0.2824084734054799,0.13102147417295978,0.6574372976368883,0,0.27612149615664483,0.1304457255948221,1.573631892635354,1.531874492494119,202674176,75055104,5984256,430608384,108933120,584073216,38383616,4485120,251412480,93474816,4767744,2871296,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,26413.87760366286,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,4.133,3.8,24.133,15,0,0,27.733,5.267,15,0.01375,0.003166666666666667,0.03242506811989101,0.0003956766917293233,0.0023,0.0033529411764705885,0.006484076433121019,0.02326063829787234,0.004900000000000001,0.08853146853146854,0.062169811320754796,0.00446,0.006666666666666668,0.00935796178343949
1705824280,0.9795121640744883,2.4004256314312364,0.1579033855099335,0.19622063329928635,5.6634931838348015,63.56589206447867,0.4041457223908833,0.2824084734054799,0.13102147417295978,0.6574372976368883,0,0.27612149615664483,0.1304457255948221,1.4371877707594027,1.531874492494119,202674176,75055104,5984256,430608384,108933120,584073216,38383616,4485120,251412480,93474816,4767744,2871296,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,26413.87760366286,0,0,1475375.294093152,9,6,6,4,6,16,2,5,3,11,1,3,6,18,9,4.133,3.8,24.133,15,0,0,27.733,5.267,15,0.01375,0.003166666666666667,0.03242506811989101,0.0003956766917293233,0.0023,0.0033529411764705885,0.006484076433121019,0.02326063829787234,0.004900000000000001,0.08853146853146854,0.062169811320754796,0.00446,0.006666666666666668,0.00935796178343949
1705824281,0.9641677367672772,2.4004256314312364,0.1579033855099335,0.19622063329928635,5.6634931838348015,64.90058631189811,0.4041457223908833,0.2824084734054799,0.13102147417295978,0.6574372976368883,0,0.27612149615664483,0.1304457255948221,1.4671998360539378,1.531874492494119,202715136,75055104,5984256,430608384,108933120,584073216,38383616,4485120,251412480,93474816,4767744,2871296,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,26413.87760366286,0,0,1475375.294093152,10,6,6,4,6,16,2,5,3,11,1,3,6,18,9,4.133,3.8,24.133,11.533,0,0,27.733,5.267,11.533,0.014428191489361702,0.003166666666666667,0.03242506811989101,0.00033603491271820454,0.0003571428571428572,0.003,0.006536184210526316,0.02339627659574468,0.004900000000000001,0.08853146853146854,0.0500943396226416,0.0036666666666666666,0.0046,0.009370394736842105
1705824282,0.9833830692257199,2.4004256314312364,0.13217198045606224,0.19622063329928635,6.060394776139684,66.23528055931757,0.4041457223908833,0.2824084734054799,0.1311022984784744,0.6574372976368883,0,0.23534174582185385,0.13044572559482207,1.4972119013484728,1.6335746763589973,202715136,75055104,5984256,430608384,108933120,584073216,38383616,4485120,251416576,93474816,4767744,2871296,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,16574.943347361605,0,0,1696336.4128703407,10,6,6,4,6,16,2,5,3,11,1,3,6,18,9,4.133,3.8,24.133,11.533,0,0,27.733,5.267,11.533,0.014428191489361702,0.003166666666666667,0.03242506811989101,0.00033603491271820454,0.0003571428571428572,0.003,0.006536184210526316,0.02339627659574468,0.004900000000000001,0.08853146853146854,0.0500943396226416,0.0036666666666666666,0.0046,0.009370394736842105
1705824283,1.1529199475065595,2.4004256314312364,0.1566730313405325,0.19622063329928635,6.060394776139684,67.56997480673702,0.4041457223908833,0.2824084734054799,0.1311022984784744,0.6574372976368883,0,0.24007783397612384,0.13044572559482207,1.2686099999999991,1.6335746763589973,202715136,75055104,5984256,430608384,108933120,584073216,38383616,4485120,251416576,93474816,4767744,2871296,303632384,7733248,40808448,2078652.946679139,0,,448474.5931418902,,16574.943347361605,0,0,1696336.4128703407,10,6,6,4,6,16,2,5,3,11,1,3,6,18,9,4.133,3.8,24.133,11.533,0,0,27.733,5.267,11.533,0.014428191489361702,0.003166666666666667,0.03242506811989101,0.00033603491271820454,0.0003571428571428572,0.003,0.006536184210526316,0.02339627659574468,0.004900000000000001,0.08853146853146854,0.0500943396226416,0.0036666666666666666,0.0046,0.009370394736842105
1705824284,1.1529199475065595,2.4004256314312364,0.1566730313405325,0.19622063329928635,6.060394776139684,68.90466905415647,0.4049970066601804,0.2824084734054799,0.1311022984784744,0.6574372976368883,0,0.24481392213039377,0.13044572559482207,1.5120978857345624,1.5422285958381603,202715136,75055104,5984256,430608384,108933120,584073216,38404096,4485120,251416576,93474816,4767744,2871296,303632384,7733248,40837120,2078652.946679139,0,,383147.4968195764,,16574.943347361605,0,0,1608038.8926181325,10,6,6,4,6,16,3,5,3,11,1,3,6,18,9,4.133,4.333,24.133,11.533,0,0,22.4,5.267,11.533,0.014428191489361702,0.003184971098265896,0.03242506811989101,0.00033603491271820454,0.0003571428571428572,0.003,0.006657196969696969,0.02339627659574468,0.004932947976878612,0.08853146853146854,0.0500943396226416,0.0036666666666666666,0.0046,0.009412247474747474
1705824285,1.1529199475065595,2.4004256314312364,0.1566730313405325,0.19622063329928635,6.006664127951264,70.23936330157593,0.4049970066601804,0.2824084734054799,0.1311022984784744,0.6574372976368883,0,0.28416528925619716,0.13044572559482207,1.6511669856354056,1.5422285958381603,202715136,75055104,5984256,430608384,98717696,584073216,38404096,4485120,251416576,93474816,4767744,2871296,303632384,7778304,40837120,2078652.946679139,0,,383147.4968195764,,16574.943347361605,0,0,1608038.8926181325,10,6,6,4,3,16,3,5,3,11,1,3,6,18,9,4.133,4.333,24.133,11.533,0,0,22.4,5.267,11.533,0.014428191489361702,0.003184971098265896,0.03242506811989101,0.00033603491271820454,0.0003571428571428572,0.003,0.006657196969696969,0.02339627659574468,0.004932947976878612,0.08853146853146854,0.0500943396226416,0.0036666666666666666,0.0046,0.009412247474747474
1705824286,1.1529199475065595,2.4004256314312364,0.16840079120318197,0.19622063329928635,6.006664127951264,71.57405754899537,0.4049970066601804,0.2824084734054799,0.1311022984784744,0.6705299145299156,0,0.28416528925619716,0.13044572559482207,1.6511669856354056,1.5422285958381603,202715136,75055104,5992448,430608384,98717696,584073216,38404096,4485120,251416576,93552640,4767744,2871296,303632384,7778304,40837120,2078652.946679139,0,,383147.4968195764,,16574.943347361605,0,0,1608038.8926181325,10,6,6,4,3,16,3,5,3,11,1,3,6,18,9,4.133,4.333,24.133,11.533,0,0,22.4,5.267,11.533,0.014428191489361702,0.003184971098265896,0.03242506811989101,0.00033603491271820454,0.0003571428571428572,0.003,0.006657196969696969,0.02339627659574468,0.004932947976878612,0.08853146853146854,0.0500943396226416,0.0036666666666666666,0.0046,0.009412247474747474
1705824287,1.1529199475065595,2.389741401382608,0.16840079120318197,0.19622063329928635,6.006664127951264,72.90875179641483,0.4049970066601804,0.2824084734054799,0.1311022984784744,0.6705299145299156,0,0.28416528925619716,0.13044572559482207,1.6511669856354056,1.5422285958381603,202715136,75087872,5992448,430608384,98717696,584073216,38404096,4485120,251416576,93552640,4767744,2871296,303632384,7778304,40837120,2013566.6126141504,0,,383147.4968195764,,16574.943347361605,0,0,1608038.8926181325,10,6,6,4,3,16,3,5,3,11,1,3,6,18,9,4.133,4.333,26.8,11.533,0,0,22.4,4.333,11.533,0.014428191489361702,0.003184971098265896,0.03235694822888283,0.00033603491271820454,0.0003571428571428572,0.003,0.006657196969696969,0.02339627659574468,0.004932947976878612,0.08903914590747332,0.0500943396226416,0.0036666666666666666,0.0046,0.009412247474747474
