time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705756627,4.755535698906209,4.796909939255216,0.27331912420073634,24.146931908926703,0.28605021547685944,5.0949993465440615,0.681597832969816,2.0973253275654726,1.8476471152003067,0.22317162728411602,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42491904,2924544,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.133,25.267,1.067,82.6,1,13.4,12.8,1.067,129,17.533,8.4,0,0.004863927039965997,0.0032307032901521568,0.07372530267133261,0.004050307833885018,0.00305450507124267,0.06796880205189897,0.007287791042181859,0.0013949029594101288,0.007116742777876599,0.0024466711686150855,0.009257725701440903,0.00523142326178573,0.19554629498513143,0.06125282626767235,0.004698109128236806,0.22022757910636495,0.045928499999999955,0.004293066781040151,0.009596675639743719,0.004563004254598021
1705756628,4.755535698906209,4.796909939255216,0.27331912420073634,24.728628001164992,0.28605021547685944,5.190180085711357,0.681597832969816,2.1401148006351653,1.8476471152003067,0.22317162728411596,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42491904,2924544,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.133,25.267,1.067,82.6,1,13.4,12.8,1.067,129,17.533,8.4,0,0.004858727158788337,0.0032300000672164974,0.073646052715553,0.0040502107358873045,0.0030532474274836594,0.06796371211666195,0.007281127721480887,0.0013901822612532105,0.00711660016222068,0.0024459057049044898,0.009255740051288121,0.005212823743267635,0.1954363214561894,0.0612806860170357,0.0046958453694705875,0.2202196546293329,0.045428499999999976,0.0042920513080775095,0.009596499895933006,0.004562451548231809
1705756629,4.755535698906209,4.796909939255216,0.27331912420073634,25.310324093403285,0.28605021547685944,5.285360824878652,0.681597832969816,2.1829042737048585,2.0758702377795455,0.2009285623744759,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42577920,2924544,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.133,25.267,1.067,82.6,1,13.4,12.8,1.067,129,17.533,8.4,0,0.004853730613039135,0.00322932316693105,0.07357010435978086,0.0040501171492785554,0.003052046512233099,0.06795880226818254,0.007274765974458968,0.0013856262557306743,0.007116462407227684,0.002445168933084984,0.009253821883626074,0.00519482259927673,0.1953306243073513,0.06130750201654362,0.004693683722019578,0.22021200746758035,0.0449284999999999,0.004291071262272419,0.00959633014186738,0.0045619195589690275
1705756630,4.755535698906209,4.796909939255216,0.27331912420073634,25.892020185641574,0.27652454354724065,5.380541564045948,0.8608829951536449,2.2256937467745512,2.0758702377795455,0.2097084538475789,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42577920,2928640,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.133,25.267,1.067,82.6,1,13.4,12.8,1.067,129,17.533,8.4,0,0.004848925704638083,0.003228671138506164,0.07349725549411308,0.0040471483587782514,0.0030508985718709046,0.06795406311513616,0.007268685780882342,0.0013812264720702943,0.007116329268567752,0.0024444592696458854,0.009251967815836697,0.005177391411035664,0.19522895886178554,0.061351935861592224,0.004691617429367629,0.22020462331455673,0.04442850000000025,0.004290124821470636,0.00959616607646166,0.004561407143428972
1705756631,4.755535698906209,4.796909939255216,0.27331912420073634,26.47371627787986,0.27652454354724065,5.475722303213244,0.8608829951536449,2.2684832198442444,2.0758702377795455,0.24703471273417782,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42577920,2928640,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,25.4,0.8,77.333,1,13.4,12.933,1.067,133.067,18.8,8.133,0,0.004541385585808657,0.0032168699244875475,0.0749465159428711,0.004067638775184744,0.0030498001767906274,0.06585842169773323,0.007262868854233571,0.0016223735818113542,0.007140595563464366,0.0024863700634036013,0.009099795743992658,0.004990365864077586,0.20054683494548314,0.06432899764310736,0.004689640318223129,0.22240681337335313,0.04392850000000014,0.004336592408841172,0.009562540064104045,0.004563906443461892
1705756632,4.755535698906209,4.796909939255216,0.27331912420073634,27.055412370118155,0.18825684628072648,5.5709030423805395,0.8608829951536449,2.311272692913937,2.0758702377795455,0.24703471273417782,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42577920,2928640,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,25.4,0.8,77.333,1,13.4,12.933,1.067,133.067,18.8,8.133,0,0.004537112752759578,0.003215870229570664,0.07487561356898409,0.004067728386895182,0.0030487481871767893,0.06581020420458314,0.007257298458017532,0.0016231787758670313,0.007140407848695429,0.0024866807955261426,0.009097514292252562,0.004988566413227195,0.20047608110676712,0.0643638565247413,0.004687746736918221,0.22239193385123582,0.04342850000000007,0.004336703962735362,0.00956214796679478,0.0045635319057272025
1705756633,4.755535698906209,4.796909939255216,0.3096421141496065,27.63710846235644,0.19317778982016715,5.666083781547834,0.8608829951536449,2.3540621659836303,2.361735763097949,0.24703471273417782,0.22740397773925738,92958720,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42577920,2928640,7548928,44096.11575230384,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,25.4,0.8,77.333,0.8,13.4,12.933,1.067,133.067,18.8,8.133,0,0.004533007034361704,0.003214908504309419,0.07480741314714016,0.004067814782350051,0.0030508030408442333,0.06576372271342144,0.007251959244938473,0.0016239529859815632,0.007140227447707172,0.0024869796402316913,0.009095310471271063,0.004986835307756955,0.20040791601570362,0.06439739825231364,0.00469144547351962,0.22237756969692374,0.04292849999999979,0.004336811224025468,0.009561771146459945,0.0045631716963670495
1705756634,4.727385272515757,3.735947364687522,0.3096421141496065,28.218804554594733,0.19809873335960773,5.71084435003773,0.8608829951536449,2.0011025,2.361735763097949,0.24703471273417782,0.22740397773925738,93687808,33943552,9461760,37994496,43347968,12697600,24621056,8966144,42577920,2928640,7548928,42671.85248207247,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.867,0.533,76.667,0.533,13.4,12.933,0.533,132.667,18.8,6.733,0,0.004529058814635666,0.0032174214664589186,0.06952237785972444,0.004063364549506808,0.00310946621805947,0.06569769791985548,0.006711737931179142,0.0016229330948302522,0.0071400539412260116,0.0024879319803923065,0.009093180385030344,0.004991358639626053,0.19433579870230186,0.06425069897759986,0.004797039192507046,0.2221086232765565,0.02738872222222224,0.00433657682826418,0.009561408727323783,0.004561873499248508
1705756635,4.727385272515757,3.735947364687522,0.3096421141496065,28.800500646833022,0.20301967689904843,6.115971977031573,0.8608829951536449,2.0011025,2.361735763097949,0.24703471273417782,0.22740397773925738,93687808,33943552,9461760,37994496,43347968,12984320,24621056,8966144,42577920,2928640,7548928,42671.85248207247,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.867,0.533,76.667,0.533,12.333,12.933,0.533,132.667,18.8,6.733,0,0.004525259201471448,0.0032165355492606283,0.06943339728923079,0.00406342518370181,0.0031085079195269085,0.05895403062488337,0.006704196809428424,0.0016236458347703153,0.007139886941424786,0.0024866596409895696,0.009091120393926535,0.004989763988669131,0.19423098747827267,0.06428140718102,0.0047953142551484355,0.21860607130338905,0.026555388888889114,0.004336675280027876,0.009561059899295603,0.004561197035197642
1705756636,4.727385272515757,3.735947364687522,0.3096421141496065,29.382196739071308,0.20794062043848907,6.115971977031573,0.8608829951536449,2.0011025,2.361735763097949,0.24703471273417782,0.23123622240106373,93687808,33943552,9461760,37994496,43347968,12984320,24621056,8966144,42577920,2928640,7626752,42671.85248207247,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.867,0.533,76.667,0.533,12.333,12.933,0.533,132.667,18.8,6.733,0,0.004521599959772501,0.0032143923764306787,0.06934756608325814,0.004067055317022669,0.003107586488298213,0.05886276519559461,0.0066969430841089025,0.0016243326505191334,0.007139726089028827,0.0024854348087755196,0.009089127094016523,0.0049859062775752215,0.19412965506082286,0.06497003554788155,0.0047936556789367835,0.218577383099004,0.025722055555555488,0.0043367701508468135,0.00956072391192497,0.004560545829269911
1705756637,3.1815034731049185,3.735947364687522,0.3096421141496065,34.90176553429738,0.2128615639779297,6.115971977031571,0.8608829951536449,2.0011025,2.361735763097949,0.24703471273417782,0.23123622240106373,93687808,33943552,9461760,37994496,43347968,12984320,24621056,8966144,42577920,2928640,7626752,9314.770341440322,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.867,0.533,76.667,0.533,12.333,12.933,0.533,132.667,18.8,6.733,0,0.004518073451875173,0.0032060601903183914,0.06926471994713687,0.004069366692694896,0.0031066998370078065,0.05877473685649152,0.006689960633169113,0.001624994931208182,0.007139571050735851,0.0024842548717466423,0.00908719729824827,0.004970908342573106,0.19403163107889715,0.06498834593640983,0.0047920597066140515,0.21854966543805812,0.024979176918225505,0.004336861632603672,0.00956040006901238,0.0045599184927427195
1705756638,3.2642899101722,3.735947364687522,0.2682702850877193,29.758554110749486,0.21778250751737036,6.115971977031571,0.8608829951536449,2.0004613528494866,2.361735763097949,0.24703471273417782,0.23123622240106378,93687808,33943552,9687040,37994496,43347968,12984320,24621056,8966144,42577920,2928640,7626752,9557.151547428843,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.4,0.533,76.667,0.533,12.333,12.933,0.533,132.667,18.8,6.733,0,0.004495417286366504,0.0031995988971223925,0.06918470581867696,0.004071397321164033,0.003105846032948837,0.058689776384310145,0.006683234518286092,0.001625633968462882,0.007139421516910651,0.002483117405934826,0.009067437921664605,0.004959278014820307,0.19393675610774694,0.06502750708735956,0.004790522859307907,0.21852286988848088,0.024826838078038087,0.004336949903712467,0.009560087723793955,0.004559313736866161
1705756639,3.3470763472394824,3.735947364687522,0.2682702850877193,33.267913108548285,0.22270345105681105,6.115971977031571,0.8608829951536449,1.9576718797797938,2.361735763097949,0.24703471273417782,0.2077491288776733,93687808,33943552,9687040,38301696,43347968,12984320,24621056,8966144,42577920,2928640,7626752,9799.532753417363,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.4,0.533,76.667,0.533,12.333,12.933,0.533,132.667,18.8,6.733,0,0.0044638427622025875,0.0031984923525053438,0.06910738092437305,0.004067039672671618,0.0031050232840098098,0.05860772614893721,0.0066767508781825835,0.0016262509648102674,0.007139277199521057,0.002482020158785914,0.009055907703774716,0.004957286234509618,0.19384488080370552,0.06587593456807044,0.004789041911217657,0.21849695118795323,0.024680581154723966,0.004337035130279942,0.009559786274630099,0.004558730364025895
1705756640,3.4298627843067644,3.735947364687522,0.2682702850877193,33.267913108548285,0.2276243945962517,6.115971977031571,0.8608829951536449,1.9148824067101007,2.361735763097949,0.24703471273417782,0.21193909769485017,93687808,33943552,9687040,38301696,43347968,12984320,24621056,8966144,42577920,2928640,7626752,10041.913959405882,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.667,24.4,0.533,76.667,0.533,12.333,12.933,0.533,132.667,18.8,6.733,0,0.004441498404585394,0.0031974257407956304,0.06883759317103806,0.004067169572495766,0.0031042299261183734,0.05852843913734723,0.006670496833277612,0.001635201886987729,0.007139137830286191,0.002480961034270733,0.009047615054601266,0.004955366333432135,0.1932963638294859,0.06587802257413519,0.004787613867013071,0.21847186698876692,0.024540049058302385,0.004338858388533806,0.009559495161137566,0.0045581672598271495
1705756641,3.5126492213740463,3.735947364687522,0.2682702850877193,33.267913108548285,0.23254533813569234,6.929918921265379,0.8608829951536449,1.872092933640408,2.361735763097949,0.24703471273417782,0.21612906651202707,93687808,33943552,9687040,38301696,43347968,12984320,24621056,8966144,42577920,2928640,7626752,10284.295165394402,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.333,24.4,0.533,76.667,0.533,12.333,12.933,0.533,134.467,18.8,6.733,0,0.00436812664482399,0.0031890065161747595,0.06822648235160224,0.004067299431553034,0.0031034644120071257,0.05828593543347125,0.006664460400290235,0.0014533533295146164,0.007139003159011994,0.0024799380795215314,0.008989455065731703,0.004940211729114566,0.19188021591072602,0.06588010944743657,0.004786235941612827,0.21876472944508113,0.024404912116810756,0.004302088409927697,0.009559213860712741,0.004557623385989705
1705756642,3.5954356584413287,3.735947364687522,0.2682702850877193,33.267913108548285,0.23746628167513303,7.014112681756424,0.8608829951536449,1.8293034605707144,2.426291013343716,0.24703471273417782,0.2513981290306136,93687808,33943552,9687040,38301696,43347968,12984320,24621056,8966144,42582016,2928640,7626752,10526.676371382924,0,0,,4,4,9,3,3,15,3,4,4,4,3,15.333,24.4,0.533,74.533,0.533,12.333,12.933,0.533,134.467,18.8,6.733,0,0.004336837676263881,0.003171574434310032,0.06777110740310828,0.004040187863282327,0.003102725301141857,0.05746535739342543,0.00665863041560503,0.001437821410413922,0.007131147540983607,0.0024789214917444796,0.008973671157717666,0.004908833981758057,0.19110556269321882,0.065563317133458,0.004784905542055342,0.21812686916120114,0.02427486549435929,0.004297678246948335,0.00954280510018215,0.004557047408032482
