time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,checkoutservice_diskio,currencyservice_diskio,emailservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705597275,0.7968360762343,2.0063838111591235,0.48644188743199834,33.52784418171535,0.3362496110765286,8.362936860398158,1.0586341024555221,3.4341606303989707,1.9748549999999907,0.30673789540129814,0.3116779412790346,109367296,43372544,12201984,46317568,43982848,16285696,39317504,25444352,45355008,3018752,8998912,61467.66044720124,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,0.8,75.067,0.867,12.933,12.6,0.933,140,17.933,7.601,0,0,0,0.0030058394160583945,0.003137745974955277,0.07894736842105263,0.00368267300554065,0.0031333333333333335,0.048852657004830914,0.004225806451612902,0.0022825148962399835,0.007597919216646268,0.0028753709198813056,0.004615182481751825,0.004847942754919499,0.2058823529411765,0.029346050883877907,0.00484,0.1702966101694915,0.009666666666666665,0.004465050339017875,0.009715422276621788,0.004575074183976261
1705597276,0.7337711069418367,2.0063838111591235,0.48644188743199834,33.52784418171535,0.3362496110765286,8.362936860398158,1.0073508584731767,3.354129854006269,2.368372373817024,0.30673789540129814,0.31652030611553533,109359104,43372544,12201984,46317568,43982848,16285696,39813120,25444352,45355008,3018752,8998912,75341.20590074679,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,0.8,75.067,0.867,12.933,12.6,0.933,140,17.933,7.601,0,0,0,0.0030058394160583945,0.003137745974955277,0.07894736842105263,0.00368267300554065,0.0031333333333333335,0.048852657004830914,0.004225806451612902,0.0022825148962399835,0.007597919216646268,0.0028753709198813056,0.004615182481751825,0.004847942754919499,0.2058823529411765,0.029346050883877907,0.00484,0.1702966101694915,0.009666666666666665,0.004465050339017875,0.009715422276621788,0.004575074183976261
1705597277,0.7337711069418367,2.0063838111591235,0.48644188743199834,33.52784418171535,0.3535509825159426,8.362936860398158,1.0073508584731767,3.274099077613568,2.3144344820557885,0.30673789540129814,0.31652030611553533,109359104,43372544,12201984,46317568,43982848,16285696,39813120,25444352,45355008,3018752,8998912,75341.20590074679,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,0.8,75.067,0.867,12.933,12.6,1,140,17.933,8.333,0,0,0,0.0030058394160583945,0.003137745974955277,0.07894736842105263,0.00368267300554065,0.0031333333333333335,0.048852657004830914,0.004117647058823529,0.0022825148962399835,0.007597919216646268,0.0028904861894439066,0.004615182481751825,0.004847942754919499,0.2058823529411765,0.029346050883877907,0.00484,0.1702966101694915,0.009566666666666666,0.004465050339017875,0.009715422276621788,0.004587319453514559
1705597278,0.7337711069418367,2.0063838111591235,0.4666216410921421,33.69818467407292,0.3535509825159426,8.362936860398158,1.0073508584731767,4.514307631704343,2.260496590294553,0.30673789540129814,0.31652030611553533,109359104,43372544,12238848,46407680,43982848,16285696,39813120,24514560,45355008,3018752,8998912,75341.20590074679,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,0.8,75.067,0.867,12.6,12.6,1,140,17.933,8.333,0,0,0,0.0030058394160583945,0.003137745974955277,0.07894736842105263,0.00368267300554065,0.0031333333333333335,0.047795823665893265,0.004117647058823529,0.0022825148962399835,0.007597919216646268,0.0028904861894439066,0.004615182481751825,0.004847942754919499,0.2058823529411765,0.029346050883877907,0.00484,0.1658904109589041,0.009566666666666666,0.004465050339017875,0.009715422276621788,0.004587319453514559
1705597279,0.7337711069418367,2.0063838111591235,0.4666216410921421,33.69818467407292,0.3535509825159426,8.362936860398158,1.0073508584731767,4.514307631704343,2.2065586985333177,0.30673789540129814,0.31652030611553533,109359104,43372544,12238848,46407680,43982848,16285696,39813120,24514560,45355008,3018752,8998912,75341.20590074679,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,1,76,0.867,12.6,12.667,1,139.867,18.2,8.6,0,0,0,0.003,0.0031200716845878134,0.07236842105263158,0.003631345801528192,0.0031333333333333335,0.046889013452914796,0.004117647058823529,0.0022805429864253394,0.0075636363636363635,0.002897723368494899,0.004604776119402985,0.004816129032258065,0.2003125,0.027364085950753368,0.00484,0.1606617647058824,0.009566666666666666,0.004462690250925544,0.009658181818181817,0.004597726512542668
1705597280,0.7337711069418367,2.0063838111591235,0.4666216410921421,33.69818467407292,0.3535509825159426,7.0090470738402,1.0073508584731767,4.514307631704343,2.1526208067720822,0.30673789540129814,0.31652030611553533,109359104,43372544,12238848,46407680,43982848,16285696,39813120,24514560,45355008,3018752,8998912,75341.20590074679,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,1,76,0.867,12.6,12.667,1,139.867,18.2,8.6,0,0,0,0.003,0.0031200716845878134,0.07236842105263158,0.003631345801528192,0.0031333333333333335,0.046889013452914796,0.004117647058823529,0.0022805429864253394,0.0075636363636363635,0.002897723368494899,0.004604776119402985,0.004816129032258065,0.2003125,0.027364085950753368,0.00484,0.1606617647058824,0.009566666666666666,0.004462690250925544,0.009658181818181817,0.004597726512542668
1705597281,0.7337711069418367,2.0063838111591235,0.4666216410921421,33.69818467407292,0.3535509825159426,6.869664792833566,1.0073508584731767,4.514307631704343,2.0986829150108472,0.30673789540129814,0.31652030611553533,109359104,43372544,12238848,46407680,43982848,16285696,39813120,24514560,45355008,3018752,8998912,75341.20590074679,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,1,76,0.867,12.6,12.667,1,139.867,18.2,8.6,0,0,0,0.003,0.0031200716845878134,0.07236842105263158,0.003631345801528192,0.0031333333333333335,0.046889013452914796,0.004117647058823529,0.0022805429864253394,0.0075636363636363635,0.002897723368494899,0.004604776119402985,0.004816129032258065,0.2003125,0.027364085950753368,0.00484,0.1606617647058824,0.009566666666666666,0.004462690250925544,0.009658181818181817,0.004597726512542668
1705597282,0.378334696384505,2.0063838111591235,0.37202554360061507,33.69818467407292,0.3062163984734331,8.074799887373786,1.0073508584731767,4.514307631704343,2.044745023249612,0.30673789540129814,0.31652030611553533,109359104,43372544,12238848,46407680,43982848,15814656,39813120,24514560,45355008,3018752,8998912,61496.02832314128,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.867,1,76,0.867,12.6,12.667,1,137,18.2,8.6,0,0,0,0.003,0.0031200716845878134,0.07236842105263158,0.003631345801528192,0.0031250000000000006,0.046889013452914796,0.004117647058823529,0.002234228607120549,0.0075636363636363635,0.002897723368494899,0.004604776119402985,0.004816129032258065,0.2003125,0.027364085950753368,0.004825000000000001,0.1606617647058824,0.009566666666666666,0.004452841973766396,0.009658181818181817,0.004597726512542668
1705597283,0.3884728253406255,2.0063838111591235,0.3797064938175859,33.69818467407292,0.33521428704585693,8.074799887373786,1.0073508584731767,4.514307631704343,2.9884559558144645,0.30673789540129814,0.31652030611553533,109359104,43372544,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8998912,63143.92018023816,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.6,0.867,75.333,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.003,0.003115658362989324,0.06578947368421054,0.0036309325512648848,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604776119402985,0.004808185053380784,0.19400000000000006,0.027032932977961083,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597284,0.398610954296746,2.0063838111591235,0.38738744403455677,33.69818467407292,0.33521428704585693,8.074799887373786,0.8208895326031344,4.514307631704343,2.9884559558144645,0.26157500055200417,0.31652030611553533,109359104,43372544,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8998912,64791.81203733503,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,23.6,0.867,75.333,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.003,0.003115658362989324,0.06578947368421054,0.0036309325512648848,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604776119402985,0.004808185053380784,0.19400000000000006,0.027032932977961083,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597285,0.4087490832528665,2.0372639084083026,0.3950683942515277,33.69818467407292,0.33521428704585693,8.074799887373786,0.8208895326031344,4.514307631704343,2.9884559558144645,0.25646270229531587,0.31652030611553533,109359104,43372544,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8998912,66439.70389443192,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.003,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604776119402985,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597286,0.418887212208987,1.9776829022955977,0.4027493444684985,33.69818467407292,0.33521428704585693,8.074799887373786,0.8208895326031344,4.514307631704343,2.9884559558144645,0.25730838244592336,0.31652030611553533,109359104,43405312,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8998912,68087.59575152879,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.003,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604776119402985,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597287,0.4168293732205638,1.9776829022955977,0.4608570130182527,33.69818467407292,0.33521428704585693,8.074799887373786,0.8208895326031344,4.514307631704343,2.9884559558144645,0.25211542626178585,0.31652030611553533,109469696,43405312,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8998912,48104.5051080221,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,13.4,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.003,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604776119402985,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597288,0.4267361913600899,1.9776829022955977,0.4608570130182527,33.69818467407292,0.33521428704585693,8.074799887373786,0.8208895326031344,4.514307631704343,2.9884559558144645,0.3009204365039485,0.2908112779152088,109469696,43405312,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8994816,49247.80885390497,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.0029970238095238092,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604166666666666,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597289,0.4366430094996161,1.9776829022955977,0.4608570130182527,33.69818467407292,0.33333256928047733,8.074799887373786,0.8208895326031344,4.321955017300727,2.9884559558144645,0.3009204365039485,0.28380853454306987,109469696,43405312,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8994816,50391.112599787855,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.0029970238095238092,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604166666666666,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597290,0.4465498276391423,1.9776829022955977,0.4608570130182527,33.69818467407292,0.33333256928047733,8.074799887373786,0.8208895326031344,4.321955017300727,2.8999544914418633,0.3009204365039485,0.28380853454306987,109469696,43405312,12238848,46407680,43978752,15814656,39813120,24514560,45318144,3018752,8994816,51534.41634567074,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.0029970238095238092,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604166666666666,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597291,0.45645664577866846,1.9776829022955977,0.4028184730204513,33.69818467407292,0.33333256928047733,8.074799887373786,0.5692156862745149,4.321955017300727,2.899954491441864,0.3009204365039485,0.28380853454306987,109469696,43405312,12238848,46407680,43978752,15814656,39219200,24514560,45318144,3018752,8994816,52677.720091553616,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14,25.067,0.867,79.067,0.733,12.6,12.667,0.867,136.933,18.667,8.333,0,0,0,0.0029970238095238092,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004027027027027028,0.0022355019746414465,0.007524242424242425,0.002899437447716978,0.004604166666666666,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.009187500000000003,0.004453086676366659,0.009630909090909091,0.004597764614478124
1705597292,0.46636346391819467,1.9776829022955977,0.39513752280348036,33.69818467407292,0.33333256928047733,7.743960265297566,0.5692156862745149,4.321955017300727,2.899954491441864,0.3009204365039485,0.28380853454306987,109469696,43405312,12238848,46407680,43978752,15814656,39219200,24514560,45318144,3018752,8994816,53821.0238374365,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14,25.067,0.867,79.067,0.733,12.6,12.667,0.333,136.933,18.667,7,0,0,0,0.0029970238095238092,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.046889013452914796,0.004185185185185185,0.0022355019746414465,0.007524242424242425,0.0028809491558784792,0.004604166666666666,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.1606617647058824,0.008900000000000002,0.004453086676366659,0.009630909090909091,0.004595237500615094
1705597293,0.4762702820577208,1.9776829022955977,0.3874565725865095,33.07720285435935,0.33333256928047733,7.80510927547287,0.5692156862745149,4.234238598885467,2.899954491441864,0.3009204365039485,0.28380853454306987,109469696,43405312,12238848,46407680,43978752,15769600,39219200,24748032,45318144,3018752,8994816,54964.32758331937,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14,25.067,0.867,79.067,0.733,13,12.667,0.333,136.933,18.667,7,0,0,0,0.0029970238095238092,0.0031151079136690647,0.06578947368421054,0.0036136200716845876,0.003076923076923077,0.04565450643776825,0.004185185185185185,0.0022355019746414465,0.007524242424242425,0.0028809491558784792,0.004604166666666666,0.004807194244604317,0.19400000000000006,0.02562146892655368,0.0047384615384615395,0.15438502673796797,0.008900000000000002,0.004453086676366659,0.009630909090909091,0.004595237500615094
1705597294,0.48617710019724697,1.9776829022955977,0.3797756223695386,33.07720285435935,0.33333256928047733,7.80510927547287,0.5692156862745149,4.234238598885467,2.899954491441864,0.3009204365039485,0.28380853454306987,109469696,43405312,12238848,46407680,43978752,15769600,39219200,24748032,45318144,3018752,8994816,56107.63132920225,0,0,0,0,0,0,4,5,9,4,3,26,3,4,4,4,2,14.467,25.933,0.333,80.733,0.733,13,13,0.333,138.4,18.8,7.267,0,0,0,0.0029939301972685887,0.003105167724388033,0.06406250000000001,0.003545067423704755,0.003076923076923077,0.044510309278350514,0.004185185185185185,0.0022162046908315563,0.00750924784217016,0.002881653585033683,0.004598786039453718,0.004789301903898459,0.18863636363636366,0.023512820512820602,0.0047384615384615395,0.14861764705882366,0.008900000000000002,0.004450063965884861,0.009605425400739828,0.004595265680536398
