time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705681021,10.903469347526116,1.432754857485235,0.1775723178322959,0.2159825733656411,4.672388181031306,14.863181421486196,0.4288720273896551,0.07806422871310142,3.3757855450766665,1.3276580751243892,0.00007715156424796199,0.2766915121049285,9.624168212739646,0.4621535514634277,0.8965873199291277,431984640,167964672,11239424,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,604696576,14024704,100515840,,1770504.1513309937,0,773187.7486814102,82385.01765520939,0,,1230598.5671365845,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.267,3.8,25.4,1.133,1.267,1.067,14.867,0.015585197665882792,0.003191616766467066,0.03179209183673468,0.04862296260456729,0.002787235210905538,0.008126674099310007,0.003253557616516098,0.02433083762465023,0.004944910179640718,0.08641203703703701,0.45929930649526385,0.004891588319077937,0.022448749529292093,0.005644561379969132
1705681022,10.903469347526116,1.432754857485235,0.1775723178322959,0.2159825733656411,5.389576075141448,14.863181421486196,0.4288720273896551,0.07806422871310142,3.3757855450766665,0.5360025587926535,0.00007715156424796199,0.2766915121049285,8.03184958194187,0.4739369454949907,0.8567960175831856,431984640,167964672,11239424,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,604696576,14024704,100515840,,1770504.1513309937,0,773187.7486814102,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,3.8,25.4,1.4,1.533,1.333,15.667,0.015495780295233769,0.003191616766467066,0.03179209183673468,0.04892318088057472,0.0027544590672061594,0.007991009461416043,0.0032517770258872164,0.024288382086436,0.004944910179640718,0.08641203703703701,0.4598619131308058,0.004864344360970469,0.021487952439032124,0.005637507027149704
1705681023,10.903469347526116,1.432754857485235,0.1775723178322959,0.2159825733656411,5.389576075141448,14.863181421486196,0.4288720273896551,0.07806422871310142,3.3757855450766665,0.5486563645669317,0.00007715156424796199,0.2766915121049285,7.871446778396211,0.4857203395265538,0.8567960175831856,431984640,167964672,11239424,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,604696576,14024704,100515840,,1770504.1513309937,0,773187.7486814102,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.01542030404286148,0.0031485714285714285,0.03179209183673468,0.048678785554935856,0.002729048921702076,0.0079818298697404,0.003246139673323413,0.024240061354243288,0.004867428571428571,0.08641203703703701,0.4368283087626303,0.004819911104846064,0.021207275253259248,0.005515157735680901
1705681024,10.903469347526116,1.40342077059578,0.09188534386996657,0.2159825733656411,4.744877979241958,14.863181421486196,0.41636622518335464,0.07806422871310142,3.3757855450766665,0.56131017034121,0.0001117630623079027,0.2766915121049285,6.714190860058032,0.49750373355811695,0.8567960175831856,431984640,167993344,11239424,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1691164.3270024771,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.015352891074019132,0.0031485714285714285,0.03179209183673468,0.04844391277599289,0.002704542755786914,0.007973010437598491,0.0032405632868508214,0.024213318402264282,0.004867428571428571,0.08641203703703701,0.41426674317566997,0.0047770585856993075,0.02093592099178958,0.005404223473855349
1705681025,10.903469347526116,1.40342077059578,0.0941362219227314,0.2159825733656411,4.655051711322934,14.863181421486196,0.41636622518335464,0.07806422871310142,3.3757855450766665,0.5739639761154882,0.0001117630623079027,0.2766915121049285,6.714190860058032,0.50928712758968,0.8567960175831856,431984640,167993344,11239424,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1691164.3270024771,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.015292118398200641,0.0031485714285714285,0.03179209183673468,0.04821801662867104,0.0026808931731946016,0.007952355822206322,0.0032350468827965204,0.024205040919902766,0.004867428571428571,0.08641203703703701,0.39216285296981473,0.004735703924412906,0.020218044113967524,0.005290403255315857
1705681026,9.303930394244036,1.40342077059578,0.0734866666666667,0.18384616630361178,4.56522544340391,14.863181421486196,0.41636622518335464,0.07806422871310142,3.3757855450766665,0.5866177818897665,0.0001117630623079027,0.2766915121049285,6.714190860058032,0.5210705216212431,0.8567960175831856,431984640,167993344,11239424,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1691164.3270024771,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.015230542176640683,0.0031485714285714285,0.03179209183673468,0.048000592144220006,0.002658056034104567,0.007921895381972823,0.0032295894985361435,0.024196826755257157,0.004867428571428571,0.08641203703703701,0.3705028516346691,0.0046957699362280255,0.019126160183345148,0.0051714815168842085
1705681027,9.1222059051186,0.851034533570617,0.11876552200732136,0.18024645674751774,4.475399175484886,14.863181421486196,0.41636622518335464,0.07806422871310142,3.3757855450766665,0.5992715876640448,0.0001117630623079027,0.2766915121049285,6.714190860058032,0.4416475,0.8567960175831856,431984640,167993344,11436032,861310976,188362752,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1275995.5104605306,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.015168275432345535,0.0031485714285714285,0.03179209183673468,0.047791171531903896,0.002635990180189596,0.007892563625764643,0.003224867724867725,0.02418862699993744,0.004867428571428571,0.08641203703703701,0.352653371710526,0.004657184649951325,0.018068822838339976,0.005063380281690139
1705681028,8.940481415993165,0.8753201428213355,0.12144444859193497,0.1766467471914237,5.34543002583194,14.863181421486196,0.41636622518335464,0.05858115497230751,3.3757855450766665,0.6119253934383231,0.0001117630623079027,0.2766915121049285,6.714190860058032,0.4416475,0.8567960175831856,431984640,167993344,11436032,861310976,200949760,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1312408.0497292962,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,23,13,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.015104599218410404,0.0031485714285714285,0.03179209183673468,0.04758932081932906,0.0026146571870591783,0.007877178682635098,0.003224867724867725,0.024180635604072204,0.004867428571428571,0.08641203703703701,0.33928225806451623,0.00461988087506693,0.017530183609787628,0.005063380281690139
1705681029,8.75875692686773,0.8996057520720542,0.12412337517654858,0.21283680432992177,5.34543002583194,14.863181421486196,0.41636622518335464,0.05858115497230751,3.3757855450766665,0.7592283464566963,0.00008037939072421505,0.27074074074074056,6.714190860058032,0.4416475,0.8567960175831856,431984640,71680000,11436032,861310976,200949760,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1348820.5889980618,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,23,6,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.015032703032886932,0.0031485714285714285,0.03179209183673468,0.04739463685062913,0.0026025792448684743,0.00807246119734947,0.003224867724867725,0.024174682416735867,0.004867428571428571,0.08641203703703701,0.32327903543307124,0.004603036771216851,0.02495318526625197,0.005063380281690139
1705681030,10.94255082325269,0.9238913613227727,0.1268023017611622,0.22332189251422935,5.34543002583194,14.863181421486196,0.41636622518335464,0.05858115497230751,3.3757855450766665,0.6041053414698191,0.00008037939072421505,0.27074074074074056,6.714190860058032,0.4416475,0.8567960175831856,414470144,71680000,11436032,861310976,200949760,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1385233.1282668272,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,22,6,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,1.333,15.667,0.01495975446092799,0.0031485714285714285,0.03179209183673468,0.04720674459881265,0.0025948786950346268,0.008015703962350528,0.003224867724867725,0.02416864208912143,0.004867428571428571,0.08641203703703701,0.30378165938864626,0.0046044911631834716,0.022857762872675002,0.005063380281690139
1705681031,10.94255082325269,0.9481769705734913,0.1294812283457758,0.22332189251422935,5.34543002583194,14.863181421486196,0.41636622518335464,0.05858115497230751,3.3757855450766665,0.5914515356955408,0.00008037939072421505,0.27074074074074056,6.714190860058032,0.4416475,0.8567960175831856,414470144,71680000,11436032,861310976,200949760,648585216,85356544,7651328,533299200,187715584,8941568,5734400,603156480,14024704,100515840,,1421645.6675355926,0,792284.340327217,82385.01765520939,0,,1085080.4925620798,22,6,12,8,11,32,12,10,5,22,2,6,10,26,13,9.533,4.133,25.4,1.4,1.533,2.533,15.667,0.014894585435916333,0.0031485714285714285,0.03179209183673468,0.047025294754571706,0.002585198878995657,0.007710046754368898,0.003224867724867725,0.024163245927814735,0.004867428571428571,0.08641203703703701,0.27950551470588203,0.0046028993712126185,0.01544523835434871,0.005063380281690139
1705681032,10.94255082325269,0.9724625798242098,0.13216015493038943,0.22332189251422935,5.34543002583194,14.863181421486196,0.41636622518335464,0.05858115497230751,3.3757855450766665,0.5787977299212624,0.00008037939072421505,0.2757308032113087,1.4712110786169112,0.4416475,0.8951313200121105,414470144,71680000,11436032,861310976,200949760,648585216,85356544,7651328,533299200,187715584,8941568,5865472,603156480,14024704,100569088,,1458058.2068043582,0,792284.340327217,82385.01765520939,0,,1147078.4135634273,22,6,12,8,11,32,12,10,5,22,2,6,10,26,13,9,3.867,25.133,2.467,1.533,2.533,18.4,0.014282802020017943,0.0031363636363636364,0.0308291770573566,0.04282692197988172,0.002575440832000948,0.007654330960404313,0.003212483399734396,0.023514134793335823,0.004845454545454546,0.08281990521327011,0.09086474339064184,0.00460129471459571,0.013465570573212548,0.004982470119521913
1705681033,10.94255082325269,0.9967481890749282,0.16073559507681667,0.22332189251422935,5.34543002583194,8.258930938006165,0.41922847866597523,0.05858115497230751,3.3757855450766665,0.5661439241469842,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121105,414470144,71680000,11436032,861310976,200949760,648585216,85483520,7651328,533299200,187715584,8941568,5865472,603156480,14131200,100569088,,1494470.7460731233,0,826234.7991470231,82385.01765520939,0,,1147078.4135634273,22,6,12,8,11,32,12,10,5,22,2,6,10,27,13,9,3.867,24.4,2.467,2.467,2.533,22.667,0.014226106764161632,0.0031363636363636364,0.029891304347826084,0.04268215501198719,0.0024411764705882352,0.007613524502748918,0.003205405405405405,0.023506274389131554,0.004845454545454546,0.07902439024390247,0.0906439460093311,0.004535294117647058,0.01201600653987252,0.004969729729729729
1705681034,10.94255082325269,1.0210337983256468,0.16073559507681667,0.22332189251422935,5.34543002583194,8.258930938006165,0.41922847866597523,0.05858115497230751,3.3757855450766665,0.553490118372706,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121105,414470144,71680000,11436032,861310976,200949760,648585216,85483520,7651328,533299200,187715584,8941568,5865472,603156480,14131200,100569088,,1530883.285341889,0,826234.7991470231,82385.01765520939,0,,1147078.4135634273,22,6,12,8,11,32,12,10,5,22,2,6,10,27,13,9.067,3.867,24.4,2.467,2.467,2.533,22.667,0.013553014832959173,0.0031363636363636364,0.029891304347826084,0.042578125,0.0024411764705882352,0.007578563744109676,0.003205405405405405,0.023075862892149836,0.004845454545454546,0.07902439024390247,0.09047619047619047,0.004535294117647058,0.010721725394980501,0.004969729729729729
1705681035,10.94255082325269,1.0453194075763652,0.16073559507681667,0.22332189251422935,5.13075666848122,10.23617728795041,0.41922847866597523,0.05858115497230751,1.058593717263788,0.8101114457169234,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121105,414470144,71680000,11436032,861310976,200949760,650584064,85483520,7651328,533377024,187662336,8941568,5865472,603156480,14131200,100569088,,1567295.8246106543,0,826234.7991470231,34393.794409917246,0,,1147078.4135634273,22,6,12,8,11,29,12,10,5,22,2,6,10,27,13,9.067,3.867,24.4,2.467,2.467,2.533,22.667,0.01348542139165948,0.0031363636363636364,0.029891304347826084,0.042578125,0.0024411764705882352,0.007556578674189485,0.003205405405405405,0.023064501031646468,0.004845454545454546,0.07902439024390247,0.09047619047619047,0.004535294117647058,0.009997559019654535,0.004969729729729729
1705681036,10.94255082325269,1.0696050168270839,0.16073559507681667,0.22332189251422935,5.13075666848122,10.23617728795041,0.41922847866597523,0.07105597822449297,1.0865262396695399,0.8101114457169234,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121106,414470144,71680000,11436032,861310976,200949760,650584064,85483520,7843840,533377024,187662336,8941568,5865472,603156480,14131200,100569088,,1603708.3638794199,0,826234.7991470231,35301.32429348488,0,,1147078.4135634275,22,6,12,8,11,29,12,10,5,22,2,6,10,27,13,9.067,3.867,24.4,2.467,2.467,2.533,22.667,0.013417024942006294,0.0031363636363636364,0.029891304347826084,0.042578125,0.0024411764705882352,0.007548319351436454,0.003205405405405405,0.023053004192530976,0.004845454545454546,0.07902439024390247,0.09047619047619047,0.004535294117647058,0.009990919897968326,0.004969729729729729
1705681037,10.94255082325269,1.055530123929156,0.16073559507681667,0.22332189251422935,5.13075666848122,10.23617728795041,0.41922847866597523,0.07105597822449297,1.1144587620752917,0.8101114457169234,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121106,414470144,71700480,11436032,861310976,200949760,650584064,85483520,7843840,533377024,187662336,8941568,5865472,603156480,5738496,100569088,,1375769.061099006,0,826234.7991470231,36208.85417705252,0,,1147078.4135634275,22,6,12,8,11,29,12,10,5,22,2,6,10,10,13,9.4,3.867,24.4,2.8,2.8,2.867,23.667,0.01305014683457518,0.0031363636363636364,0.029891304347826084,0.04148550724637681,0.002428571428571429,0.00743518217628487,0.0032135135135135133,0.0229902519676331,0.004845454545454546,0.07902439024390247,0.08583333333333337,0.004485714285714286,0.009773394537508508,0.0049843243243243235
1705681038,10.94255082325269,1.0789043659158726,0.16073559507681667,0.22332189251422935,5.13075666848122,10.23617728795041,0.41922847866597523,0.07105597822449297,1.1423912844810438,0.8101114457169234,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121106,414470144,71700480,11436032,861310976,200949760,650584064,85483520,7843840,533377024,187662336,8941568,5865472,603156480,5738496,100569088,,1406234.8509641606,0,826234.7991470231,37116.38406062016,0,,1147078.4135634275,22,6,12,8,11,29,12,10,5,22,2,6,10,10,13,9.4,4.6,24.4,2.8,2.8,2.867,23.667,0.01297667566164149,0.0031235955056179775,0.029891304347826084,0.04148550724637681,0.002428571428571429,0.0074257539006347744,0.0032135135135135133,0.02297789545218516,0.004822471910112359,0.07902439024390247,0.08583333333333337,0.004485714285714286,0.009763966261858414,0.0049843243243243235
1705681039,10.94255082325269,1.1022786079025895,0.16073559507681667,0.22332189251422935,5.13075666848122,10.23617728795041,0.41922847866597523,0.07105597822449297,1.1703238068867956,0.8101114457169234,0.00008037939072421505,0.2757308032113087,1.4712110786169115,0.8083173227291005,0.8951313200121106,196718592,71700480,11436032,430690304,200949760,650584064,85483520,7843840,533377024,187662336,8941568,5865472,603156480,5738496,100569088,,1436700.6408293154,0,826234.7991470231,38023.9139441878,0,,1147078.4135634275,10,6,12,4,11,29,12,10,5,22,2,6,10,10,13,9.4,4.6,24.4,2.8,2.8,2.867,23.667,0.012902295455425497,0.0031235955056179775,0.029891304347826084,0.04148550724637681,0.002428571428571429,0.007416325624984679,0.0032135135135135133,0.022965386053867016,0.004822471910112359,0.07902439024390247,0.08583333333333337,0.004485714285714286,0.009754537986208317,0.0049843243243243235
1705681040,10.94255082325269,1.1256528498893061,0.17035318112759892,0.22332189251422935,5.13075666848122,10.23617728795041,0.41922847866597523,0.07105597822449297,1.1982563292925477,0.8101114457169234,0.00011526713157742602,0.19448215215795947,1.4712110786169115,0.8083173227291005,0.8941810771799735,196718592,71700480,11472896,430690304,200949760,650584064,85483520,7843840,533377024,89804800,8941568,5865472,603156480,5738496,100569088,,1467166.43069447,0,826234.7991470231,38931.443827755436,0,,1309959.5279200748,10,6,12,4,11,29,12,10,5,11,2,6,10,10,13,9.4,4.6,24.4,2.8,2.8,2.867,23.667,0.012826989240180496,0.0031235955056179775,0.029891304347826084,0.04148550724637681,0.002428571428571429,0.007406897349334583,0.0032135135135135133,0.02295272091766672,0.004822471910112359,0.07902439024390247,0.08583333333333337,0.004485714285714286,0.009745109710558222,0.0049843243243243235
