time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705457522,4.654001793871635,2.9128846434300706,0.41502947770489085,30.446481945229824,0.23730143753845728,8.39787345940137,0.8926876943580628,3.5585887967672267,2.811386129209962,0.296359428182437,0.26754260705079447,208424960,86245376,22724608,210243584,86949888,30646272,68947968,20828160,88862720,5963776,30494720,85438.35130681464,0,0,,8,10,19,7,6,55,6,10,9,8,5,15,24.067,1.133,77.467,1.133,12.667,12.333,1.2,135.702,18.2,7.2,0,0,0.0032342954159592526,0.003842652795838752,0.154,0.004660980810234541,0.0030555555555555557,0.07376325088339222,0.004523748248669835,0.0020797464064274927,0.007503170796173047,0.002869415807560138,0.005499999999999993,0.008590301003344483,0.24040000000000003,0.07181063122923591,0.004700000000000001,0.23892097264437684,0.00884372360993822,0.004441812049464971,0.009607364930366026,0.004661855670103093
1705457523,4.654001793871635,2.9128846434300706,0.41502947770489085,30.446481945229824,0.23972056291390653,8.39787345940137,0.8926876943580628,3.5585887967672267,2.811386129209962,0.296359428182437,0.26754260705079447,208424960,86245376,22724608,210243584,86949888,30646272,68947968,20828160,88862720,5963776,30494720,85438.35130681464,0,0,,8,10,19,7,6,55,6,10,9,8,5,15,24.067,1.133,77.467,1.133,12.667,12.333,1.2,135.702,18.2,7.2,0,0,0.0032342954159592526,0.003842652795838752,0.154,0.004660980810234541,0.0030555555555555557,0.07376325088339222,0.004523748248669835,0.0020797464064274927,0.007503170796173047,0.002869415807560138,0.005499999999999993,0.008590301003344483,0.24040000000000003,0.07181063122923591,0.004700000000000001,0.23892097264437684,0.00884372360993822,0.004441812049464971,0.009607364930366026,0.004661855670103093
1705457524,4.654001793871635,2.9128846434300706,0.41502947770489085,30.446481945229824,0.30902467411545625,8.39787345940137,0.8926876943580628,3.5585887967672267,2.811386129209962,0.296359428182437,0.26754260705079447,208424960,86245376,22724608,210243584,86953984,30646272,68947968,20828160,88862720,5963776,30494720,85438.35130681464,0,0,,8,10,19,7,6,55,6,10,9,8,5,15,24.067,1.133,77.8,1.133,12.133,12.333,1.2,135.702,18.2,7.2,0,0,0.0032342954159592526,0.003842652795838752,0.154,0.004566839378238342,0.0030555555555555557,0.07430795847750865,0.004523748248669835,0.0020797464064274927,0.007503170796173047,0.002869415807560138,0.005499999999999993,0.008590301003344483,0.24040000000000003,0.07131534569983139,0.004700000000000001,0.23240634005763683,0.00884372360993822,0.004441812049464971,0.009607364930366026,0.004661855670103093
1705457525,4.654001793871635,2.9128846434300706,0.41502947770489085,26.260344398443607,0.30902467411545625,8.339182250613913,0.8926876943580628,3.600352256373908,2.811386129209962,0.24086242076242337,0.26754260705079447,208424960,86245376,22724608,210243584,86953984,31121408,68947968,20828160,88862720,5963776,30494720,85438.35130681464,0,0,,8,10,19,7,6,55,6,10,9,8,5,15,24.067,1.133,77.8,1.133,12.133,12.333,1.2,135.702,18.2,7.2,0,0,0.0032342954159592526,0.003842652795838752,0.154,0.004566839378238342,0.0030555555555555557,0.07430795847750865,0.004523748248669835,0.0020797464064274927,0.007503170796173047,0.002869415807560138,0.005499999999999993,0.008590301003344483,0.24040000000000003,0.07131534569983139,0.004700000000000001,0.23240634005763683,0.00884372360993822,0.004441812049464971,0.009607364930366026,0.004661855670103093
1705457526,4.654001793871634,2.9128846434300706,0.41502947770489085,25.75290303268978,0.30902467411545625,8.339182250613913,0.8926876943580628,3.600352256373908,2.811386129209962,0.23592309695938274,0.26754260705079447,208424960,86245376,22724608,210243584,86953984,31121408,68947968,20828160,88862720,5963776,30494720,85438.35130681463,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.8,1.2,79.867,1.133,12.133,13.267,1.2,139.035,18.667,7.867,0,0,0.0032153846153846156,0.0037629911280101396,0.142,0.004565308254963426,0.0030555555555555557,0.07457337883959045,0.004523748248669835,0.0020846066764070377,0.007484232337527674,0.0028703071672354953,0.004987692307692308,0.008333333333333335,0.238,0.0721322314049587,0.004700000000000001,0.22793871866295268,0.00884372360993822,0.004435750176181525,0.00957755044418911,0.004661433447098977
1705457527,4.654001793871634,2.9128846434300706,0.41502947770489085,31.136432523680003,0.30902467411545625,8.482074929228592,0.9197042604755716,3.600352256373908,2.811386129209962,0.23098377315634214,0.26754260705079447,208424960,86245376,22724608,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,85438.35130681463,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.8,1.2,79.867,1.133,12.133,13.267,1.2,139.035,18.667,7.867,0,0,0.0032153846153846156,0.0037629911280101396,0.142,0.004565308254963426,0.0030555555555555557,0.07457337883959045,0.004523748248669835,0.0020846066764070377,0.007484232337527674,0.0028703071672354953,0.004987692307692308,0.008333333333333335,0.238,0.0721322314049587,0.004700000000000001,0.22793871866295268,0.00884372360993822,0.004435750176181525,0.00957755044418911,0.004661433447098977
1705457528,4.654001793871634,2.949522295805738,0.34471895720969903,31.136432523680003,0.30902467411545625,8.482074929228592,0.9197042604755716,3.600352256373908,2.790418045270732,0.21744551841495824,0.2714091163983016,208424960,86179840,22724608,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,85438.35130681463,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,1.133,138.235,18.667,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030499999999999998,0.07457337883959045,0.00456515992394144,0.002086112303839587,0.007484232337527674,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.00469,0.22793871866295268,0.008861087653278418,0.004436020332227191,0.00957755044418911,0.004647682119205298
1705457529,4.654001793871634,2.949522295805738,0.35179606733739,31.136432523680003,0.30902467411545625,8.482074929228592,0.9197042604755716,3.600352256373908,2.790418045270732,0.21265960642264056,0.2714091163983016,208424960,86179840,22724608,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,85438.35130681463,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,1.133,138.235,18.667,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030499999999999998,0.07457337883959045,0.00456515992394144,0.002086112303839587,0.007484232337527674,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.00469,0.22793871866295268,0.008861087653278418,0.004436020332227191,0.00957755044418911,0.004647682119205298
1705457530,3.798926771252193,2.949522295805738,0.357489758007785,31.136432523680003,0.30902467411545625,8.482074929228592,1.0143105718585406,3.600352256373908,2.790418045270732,0.2078736944303229,0.2714091163983016,208424960,86179840,22732800,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,69592.79605822054,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,1.133,138.235,18.667,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030499999999999998,0.07457337883959045,0.00456515992394144,0.002086112303839587,0.007484232337527674,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.00469,0.22793871866295268,0.008861087653278418,0.004436020332227191,0.00957755044418911,0.004647682119205298
1705457531,3.798926771252193,2.949522295805738,0.4240210101768044,31.136432523680003,0.30902467411545625,8.482074929228592,1.0143105718585406,3.600352256373908,2.790418045270732,0.20308778243800515,0.2714091163983016,208424960,86179840,22732800,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,69592.79605822054,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,1.133,138.235,18.667,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00456515992394144,0.002086112303839587,0.007484232337527674,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008861087653278418,0.004436020332227191,0.00957755044418911,0.004647682119205298
1705457532,3.798926771252193,2.922359292390746,0.4240210101768044,31.136432523680003,0.30902467411545625,8.48207492922859,1.0143105718585406,3.600352256373908,2.790418045270732,0.19830187044568748,0.2714091163983016,208424960,86179840,22732800,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,69592.79605822054,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,1.133,138.235,18.667,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00456515992394144,0.002086112303839587,0.007484232337527674,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008861087653278418,0.004436020332227191,0.00957755044418911,0.004647682119205298
1705457533,3.798926771252193,2.922359292390746,0.4240210101768044,31.136432523680003,0.30902467411545625,8.48207492922859,1.0143105718585406,3.600352256373908,2.790418045270732,0.1935159584533698,0.2714091163983016,208424960,86179840,22732800,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,69592.79605822054,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,0.933,137.702,18.133,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00452,0.002082830646640302,0.0074744245524296675,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008842105263157896,0.0044346671664377765,0.009561381074168799,0.004647682119205298
1705457534,3.798926771252193,2.922359292390746,0.4240210101768044,30.613084112149526,0.30902467411545625,8.48207492922859,1.0143105718585406,3.600352256373908,2.790418045270732,0.1887300464610521,0.2714091163983016,208424960,86179840,22732800,210534400,86953984,31121408,69099520,20828160,88862720,5963776,30494720,69592.79605822054,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.667,24.667,1.133,79,1.067,12.133,13.267,0.933,137.702,18.133,7.733,0,0,0.0032153846153846156,0.0037622641509433966,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00452,0.002082830646640302,0.0074744245524296675,0.0028675496688741722,0.004987692307692308,0.008331034482758624,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008842105263157896,0.0044346671664377765,0.009561381074168799,0.004647682119205298
1705457535,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.31422181652213604,8.48207492922859,1.0143105718585406,2.4130542810315476,2.790418045270732,0.1839441344687344,0.2714091163983016,208609280,86179840,22732800,210534400,86888448,31121408,69099520,20828160,88862720,5963776,30494720,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.933,24.4,1.133,79,1.067,12.133,13.267,0.933,142.143,18.133,7.332,0,0,0.003179357021996616,0.0037643312101910825,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00452,0.002097541230253714,0.0074744245524296675,0.0028940289649452854,0.004922842639593909,0.008347902097902097,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008842105263157896,0.004437015483628778,0.009561381074168799,0.004642378700415072
1705457536,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.31422181652213604,8.48207492922859,1.0143105718585406,2.497466864281908,2.790418045270732,0.17915822247641672,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,31121408,69099520,20840448,88862720,5963776,30498816,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.933,24.4,1.133,79,1.067,12.133,13.267,0.933,142.143,18.133,7.332,0,0,0.003179357021996616,0.0037643312101910825,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00452,0.002097541230253714,0.0074744245524296675,0.0028940289649452854,0.004922842639593909,0.008347902097902097,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008842105263157896,0.004437015483628778,0.009561381074168799,0.004642378700415072
1705457537,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.31422181652213604,8.48207492922859,1.0143105718585406,2.558343941272796,2.790418045270732,0.17437231048409899,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,31121408,69099520,20840448,88862720,5963776,30498816,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.933,24.4,1.133,79,1.067,12.133,13.267,0.933,142.143,18.133,7.332,0,0,0.003179357021996616,0.0037643312101910825,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00452,0.002097541230253714,0.0074744245524296675,0.0028940289649452854,0.004922842639593909,0.008347902097902097,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008842105263157896,0.004437015483628778,0.009561381074168799,0.004642378700415072
1705457538,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.31422181652213604,8.48207492922859,1.0143105718585406,2.6192210182636835,2.790418045270732,0.30219149904072484,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,31121408,69099520,20840448,88862720,5963776,30498816,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.933,24.4,1.133,79,1.067,12.133,13.267,0.933,142.143,18.133,7.332,0,0,0.003179357021996616,0.0037643312101910825,0.13,0.004558212058212058,0.0030465116279069764,0.07457337883959045,0.00452,0.002097541230253714,0.0074744245524296675,0.0028940289649452854,0.004922842639593909,0.008347902097902097,0.2356,0.07204132231404961,0.004683720930232557,0.22793871866295268,0.008842105263157896,0.004437015483628778,0.009561381074168799,0.004642378700415072
1705457539,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.31422181652213604,8.53647580359701,0.9692345597897504,2.6800980952545705,2.790418045270732,0.30219149904072484,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,30707712,69107712,20840448,88862720,5963776,30498816,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.933,24.4,1.133,76.733,1.067,12.6,13.267,0.933,142.143,18.133,7.332,0,0,0.003179357021996616,0.0037643312101910825,0.13,0.004615922538999463,0.0030465116279069764,0.07454710144927536,0.00452,0.002097541230253714,0.0074744245524296675,0.0028940289649452854,0.004922842639593909,0.008347902097902097,0.2356,0.07360095389507157,0.004683720930232557,0.22939606741573032,0.008842105263157896,0.004437015483628778,0.009561381074168799,0.004642378700415072
1705457540,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.31422181652213604,8.201332058497574,0.9692345597897504,2.740975172245458,2.790418045270732,0.30219149904072484,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,30707712,69107712,20840448,88862720,5963776,30498816,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,14.933,24.4,1.133,76.733,1.067,12.6,13.267,0.933,142.143,18.133,7.332,0,0,0.003179357021996616,0.0037643312101910825,0.13,0.004615922538999463,0.0030465116279069764,0.07454710144927536,0.00452,0.002097541230253714,0.0074744245524296675,0.0028940289649452854,0.004922842639593909,0.008347902097902097,0.2356,0.07360095389507157,0.004683720930232557,0.22939606741573032,0.008842105263157896,0.004437015483628778,0.009561381074168799,0.004642378700415072
1705457541,3.7331125204659634,2.922359292390746,0.4240210101768044,30.61308411214952,0.3155951138319187,8.201332058497574,0.9692345597897504,2.8018522492363456,2.779562609864545,0.30219149904072484,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,30707712,69107712,20840448,88875008,5963776,30498816,84792.14106931139,0,0,,8,10,19,7,6,55,6,10,9,8,5,15.333,23.667,0.933,70.533,1.067,12.6,12.067,0.933,138.276,17.733,6.465,0,0,0.0031576354679802954,0.0037641025641025646,0.1416666666666667,0.004671188279978297,0.0030465116279069764,0.0750965250965251,0.00452,0.0020851780532223224,0.007474193548387097,0.002856155248003404,0.004883743842364533,0.008348591549295776,0.24166666666666667,0.07471168437025796,0.004683720930232557,0.2325484764542936,0.008842105263157896,0.004435564067019026,0.009561935483870966,0.004582189374038899
1705457542,4.182567159304318,2.922359292390746,0.4240210101768044,26.32971839044651,0.3155951138319187,8.201332058497574,0.9692345597897504,2.862729326227233,2.779562609864545,0.30219149904072484,0.2692359442575685,208609280,86179840,22732800,210534400,86888448,30707712,69107712,20840448,88875008,5963776,30498816,100334.77586347677,0,0,,8,10,19,7,6,55,6,10,9,8,5,15.333,23.667,0.933,70.533,1.067,12.6,12.067,0.933,138.276,17.733,6.465,0,0,0.0031576354679802954,0.0037641025641025646,0.1416666666666667,0.004671188279978297,0.0030465116279069764,0.0750965250965251,0.00452,0.0020851780532223224,0.007474193548387097,0.002856155248003404,0.004883743842364533,0.008348591549295776,0.24166666666666667,0.07471168437025796,0.004683720930232557,0.2325484764542936,0.008842105263157896,0.004435564067019026,0.009561935483870966,0.004582189374038899
