time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705615750,1.3534595300260883,15.145259707513928,0.10797249999999538,0.21110623693648822,4.508795103092778,0.9736154928895001,0.39692255892258604,0.07766214950794202,0.2534316463126637,0.8100325350685094,0.0001727202182783039,0.26246730697377546,0.2690221914008204,1.0275112526073364,1.1646033822292983,217059328,140673024,6377472,432455680,98689024,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307113984,9273344,116117504,3012270.96991091,0,901028.0583613915,16573.892312183212,0,0,1243763.4308137905,17,12,7,4,9,14,5,5,3,11,1,3,5,25,13,6.932,3.8,24.267,1.533,1.667,1.6,14.267,0,0,0,0,0,,0.04473214348069831,0.003067796610169492,0.03885964912280702,0.04049295774647888,0.0021147540983606555,0.003,0.005213567839195981,0.2118383252552822,0.004722033898305085,0.12486486486486467,0.08153846153846155,0.0044229508196721315,0.0046,0.009133165829145728
1705615751,1.3534595300260883,15.145259707513928,0.12807784439598932,0.21110623693648822,4.527958824656439,0.9736154928895001,0.39692255892258604,0.06157774347182059,0.29917363267256125,0.8100325350685094,0.0001727202182783039,0.26246730697377546,0.2690221914008204,1.0275112526073364,1.1646033822292983,217059328,140673024,6377472,432455680,99110912,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307113984,9273344,116117504,3012270.96991091,0,901028.0583613915,19565.32123238596,0,0,1243763.4308137905,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,6.932,3.8,24.267,1.533,1.667,1.6,14.267,0,0,0,0,0,,0.04473214348069831,0.003067796610169492,0.03885964912280702,0.04049295774647888,0.0021147540983606555,0.003,0.005213567839195981,0.2118383252552822,0.004722033898305085,0.12486486486486467,0.08153846153846155,0.0044229508196721315,0.0046,0.009133165829145728
1705615752,1.3534595300260883,15.145259707513928,0.12517160785421513,0.18166336735219893,4.527958824656439,0.9736154928895001,0.39692255892258604,0.06282851858550392,0.29917363267256125,0.8100325350685094,0.0001727202182783039,0.26246730697377546,0.2690221914008204,1.0275112526073364,1.1646033822292983,217059328,140673024,6377472,432455680,99110912,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307113984,9273344,116117504,3012270.96991091,0,901028.0583613915,19565.32123238596,0,0,1243763.4308137905,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,6.932,3.8,24.267,1.533,1.667,1.6,14.267,0,0,0,0,0,,0.04473214348069831,0.003067796610169492,0.03885964912280702,0.04049295774647888,0.0021147540983606555,0.003,0.005213567839195981,0.2118383252552822,0.004722033898305085,0.12486486486486467,0.08153846153846155,0.0044229508196721315,0.0046,0.009133165829145728
1705615753,1.3534595300260883,15.145259707513928,0.18280228247740457,0.2172754396693899,4.527958824656439,0.9736154928895001,0.39692255892258604,0.06407929369918727,0.29917363267256125,0.8100325350685094,0.0001727202182783039,0.26246730697377546,0.2690221914008204,1.0275112526073364,1.1646033822292983,217059328,140673024,6389760,432455680,99110912,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307113984,9273344,116117504,3012270.96991091,0,901028.0583613915,19565.32123238596,0,0,1243763.4308137905,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,8.268,3.8,24.267,1.533,1.667,1.933,14.267,0,0,0,0,0,,0.043708053691275166,0.003067796610169492,0.03885964912280702,0.04049295774647888,0.0021147540983606555,0.0030217391304347826,0.005213567839195981,0.20564285714285707,0.004722033898305085,0.12486486486486467,0.08153846153846155,0.0044229508196721315,0.004639130434782609,0.009133165829145728
1705615754,1.3534595300260883,15.145259707513928,0.18280228247740457,0.2172754396693899,4.496348044966834,0.9736154928895001,0.39692255892258604,0.06533006881287061,0.29917363267256125,0.8100325350685094,0.0001727202182783039,0.26246730697377546,0.2884581344902381,1.0275112526073364,1.2579465159256422,217059328,140673024,6389760,432455680,99110912,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,901028.0583613915,19565.32123238596,0,0,2218907.8523027864,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,9.201,3.8,24.733,1.933,1.667,1.933,16.467,0,0,0,0,0,,0.043232484076433125,0.0030813953488372093,0.03943345323741008,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.005120558375634518,0.20288732394366205,0.0047465116279069765,0.12243119266055043,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009095177664974618
1705615755,1.3534595300260883,15.145259707513928,0.18280228247740457,0.2172754396693899,4.496348044966834,0.9736154928895001,0.39692255892258604,0.07504650682100074,0.29917363267256125,0.6958809501543547,0.0001727202182783039,0.26246730697377546,0.2884581344902381,0.8568716526415084,1.2579465159256427,217059328,140673024,6389760,432455680,99110912,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,901028.0583613915,19565.32123238596,0,0,2218907.852302787,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,9.201,3.8,24.733,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030813953488372093,0.03943345323741008,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.0047465116279069765,0.12243119266055043,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615756,1.3534595300260883,15.145259707513928,0.18280228247740457,0.2172754396693899,4.496348044966834,0.9736154928895001,0.39692255892258604,0.07504650682100074,0.29917363267256125,0.6823804079032129,0.0001727202182783039,0.26246730697377546,0.19063985429186467,0.8739251823282796,1.2579465159256427,217059328,140673024,6389760,432455680,99110912,331284480,71741440,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,901028.0583613915,19565.32123238596,0,0,2218907.852302787,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,9.201,3.8,24.733,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030813953488372093,0.03943345323741008,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.0047465116279069765,0.12243119266055043,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615757,1.3534595300260883,15.145259707513928,0.18280228247740457,0.2172754396693899,4.496348044966834,0.9736154928895001,0.40424482576827575,0.07504650682100074,0.29917363267256125,0.6688798656520712,0.0001727202182783039,0.26246730697377546,0.1954696645167577,0.8617830691912987,1.2579465159256427,217059328,140673024,6389760,432455680,99110912,331284480,71757824,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,870733.4909270252,19565.32123238596,0,0,2218907.852302787,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,9.201,4.067,24.733,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030795454545454546,0.03943345323741008,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.004743181818181819,0.12243119266055043,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615758,1.3534595300260883,15.145259707513928,0.18280228247740457,0.2172754396693899,4.496348044966834,0.9736154928895001,0.3283832690031617,0.07504650682100074,0.29917363267256125,0.6553793234009293,0.0001727202182783039,0.26246730697377546,0.20029947474165072,1.088513778242159,1.2579465159256427,217059328,140673024,6389760,432455680,99110912,331284480,71757824,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,704613.7282748361,19565.32123238596,0,0,2218907.852302787,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,9.201,4.067,24.8,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030795454545454546,0.039740143369175626,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.004743181818181819,0.11542452830188672,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615759,1.3534595300260883,15.145259707513928,0.18280228247740457,0.22310799319728716,4.496348044966834,0.9736154928895001,0.33524144679446455,0.07504650682100074,0.29917363267256125,0.8079844681235453,0.0001234567901234561,0.26246730697377546,0.2051292849665437,1.088513778242159,1.270789006069264,217059328,140673024,6389760,432455680,99110912,331284480,71757824,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,719329.3568675187,19565.32123238596,0,0,2438714.1439549536,17,12,7,4,8,14,5,5,3,11,1,3,5,25,13,9.201,4.067,24.8,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030795454545454546,0.039740143369175626,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.004743181818181819,0.11542452830188672,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615760,1.465037996545751,15.145259707513928,0.18280228247740457,0.22310799319728716,4.496348044966834,1.0013448395902758,0.3420996245857674,0.07504650682100074,0.29917363267256125,0.8079844681235453,0.0001234567901234561,0.26246730697377546,0.20995909519143674,1.088513778242159,1.270789006069264,217079808,140673024,6389760,432455680,99110912,331280384,71757824,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3012270.96991091,0,734044.9854602016,19565.32123238596,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.201,4.067,24.8,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030795454545454546,0.039740143369175626,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.004743181818181819,0.11542452830188672,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615761,1.465037996545751,14.884392951297468,0.18280228247740457,0.22310799319728716,4.496348044966834,1.0013448395902758,0.3489578023770702,0.07504650682100074,0.29917363267256125,0.8079844681235453,0.0001234567901234561,0.26246730697377546,0.21478890541632975,1.088513778242159,1.270789006069264,217079808,140673024,6389760,432455680,99110912,331280384,71757824,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3319084.2236714307,0,748760.6140528843,19565.32123238596,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.201,4.067,24.8,1.933,1.667,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030795454545454546,0.039740143369175626,0.040535714285714286,0.0021147540983606555,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.004743181818181819,0.11542452830188672,0.08192307692307693,0.0044229508196721315,0.004639130434782609,0.009028061224489797
1705615762,1.4947837705887037,14.884392951297468,0.18280228247740457,0.22310799319728716,4.496348044966834,1.0013448395902758,0.355815980168373,0.06425690376533032,0.29917363267256125,0.8079844681235453,0.0001234567901234561,0.1452899999999957,0.21961871564122273,1.088513778242159,1.270789006069264,217079808,140673024,6389760,432455680,99110912,331280384,71757824,4485120,267866112,98451456,4575232,3010560,307118080,9273344,116170752,3319084.2236714307,0,763476.242645567,19565.32123238596,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.201,4.067,24.8,1.933,1.867,1.933,19.8,0,0,0,0,0,,0.043232484076433125,0.0030795454545454546,0.039740143369175626,0.040535714285714286,0.002081967213114754,0.0030217391304347826,0.0049132530120481925,0.20288732394366205,0.004743181818181819,0.11542452830188672,0.08192307692307693,0.004416393442622951,0.004639130434782609,0.009028061224489797
1705615763,1.4947837705887037,14.929653739612124,0.18280228247740457,0.22310799319728716,4.496348044966834,1.0013448395902758,0.4114906674781693,0.06300612865164697,0.29917363267256125,0.8117598627787171,0.00016389571054354853,0.19402750746066927,0.2244485258661158,1.088513778242159,1.270789006069264,217079808,140705792,6389760,432455680,99110912,331280384,71757824,4485120,267866112,98451456,4575232,2879488,307118080,9273344,116170752,2885191.927186387,0,882937.7155609656,19565.32123238596,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.401,4.067,24.8,2.133,2.067,2.133,20.4,0,0,0,0,0,,0.043269230769230775,0.0030795454545454546,0.039740143369175626,0.04044117647058823,0.0020344827586206895,0.003045454545454545,0.004796690307328605,0.20352112676056341,0.004743181818181819,0.11542452830188672,0.08454545454545459,0.004406896551724138,0.004681818181818182,0.008964285714285715
1705615764,1.4947837705887037,14.929653739612124,0.1810643667786486,0.22310799319728716,3.684266632192179,1.0013448395902758,0.4114906674781693,0.06175535353796362,0.25429924984741403,0.8117598627787171,0.00016807965873535526,0.19841521850363567,0.22927833609100884,1.088513778242159,1.270789006069264,217079808,140705792,6389760,432455680,99110912,331280384,71757824,4485120,267866112,98451456,4575232,2879488,307118080,9273344,116170752,2885191.927186387,0,882937.7155609656,16630.63174375713,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.401,4.067,24.8,2.133,2.067,2.133,20.4,0,0,0,0,0,,0.043269230769230775,0.0030795454545454546,0.039740143369175626,0.04044117647058823,0.0020344827586206895,0.003045454545454545,0.004796690307328605,0.20352112676056341,0.004743181818181819,0.11542452830188672,0.08454545454545459,0.004406896551724138,0.004681818181818182,0.008964285714285715
1705615765,1.4947837705887037,14.929653739612124,0.18869716317788615,0.22310799319728716,3.6779161478328146,0.8891819862938112,0.4114906674781693,0.06050457842428025,0.24931302263620472,0.8117598627787171,0.00017226360692716193,0.20280292954660203,0.23410814631590182,1.088513778242159,1.270789006069264,217079808,140705792,6389760,432455680,102604800,331280384,71757824,4485120,267866112,98451456,4575232,2879488,307118080,9273344,116170752,2885191.927186387,0,882937.7155609656,16304.5430565507,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.401,4.067,24.8,2.133,2.067,2.133,20.4,0,0,0,0,0,,0.043269230769230775,0.0030795454545454546,0.039740143369175626,0.04044117647058823,0.0020344827586206895,0.003045454545454545,0.004796690307328605,0.20352112676056341,0.004743181818181819,0.11542452830188672,0.08454545454545459,0.004406896551724138,0.004681818181818182,0.008964285714285715
1705615766,1.4947837705887037,14.929653739612124,0.18869716317788615,0.22310799319728716,4.3647307854235775,0.8891819862938112,0.4114906674781693,0.05925380331059691,0.24432679542499536,0.8117598627787171,0.00017644755511896868,0.2071906405895685,0.23893795654079483,1.088513778242159,1.270789006069264,217079808,140705792,6389760,432455680,102604800,331280384,71757824,4485120,267866112,98451456,4575232,2879488,307118080,9273344,116170752,2885191.927186387,0,882937.7155609656,15978.454369344267,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.401,4.067,24.8,2.133,2.067,2.133,20.4,0,0,0,0,0,,0.043269230769230775,0.0030795454545454546,0.039740143369175626,0.04044117647058823,0.0020344827586206895,0.003045454545454545,0.004796690307328605,0.20352112676056341,0.004743181818181819,0.11542452830188672,0.08454545454545459,0.004406896551724138,0.004681818181818182,0.008964285714285715
1705615767,1.4947837705887037,14.929653739612124,0.18869716317788618,0.22310799319728716,4.3647307854235775,0.8891819862938112,0.4114906674781693,0.05800302819691357,0.17207250000002003,0.8117598627787171,0.0001806315033107754,0.21157835163253483,0.24376776676568787,1.088513778242159,1.270789006069264,217079808,140705792,6389760,432455680,102604800,331280384,71757824,4485120,267866112,98451456,4575232,2879488,307118080,9273344,116170752,2885191.927186387,0,882937.7155609656,0,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,9.401,4.067,24.8,2.133,2.067,2.133,20.4,0,0,0,0,0,,0.043269230769230775,0.0030795454545454546,0.039740143369175626,0.04044117647058823,0.0020344827586206895,0.003045454545454545,0.004796690307328605,0.20352112676056341,0.004743181818181819,0.11542452830188672,0.08454545454545459,0.004406896551724138,0.004681818181818182,0.008964285714285715
1705615768,1.4947837705887037,14.929653739612124,0.18869716317788618,0.19126676410148102,4.3647307854235775,0.8891819862938112,0.4114906674781693,0.056752253083230224,0.3011984870475404,0.8117598627787171,0.0001848154515025821,0.21596606267550122,0.2897886134935809,1.088513778242159,1.270789006069264,217079808,140705792,6389760,432455680,102604800,331280384,71757824,4485120,267870208,98451456,4575232,2879488,307118080,9273344,116170752,2885191.927186387,0,882937.7155609656,18014.68971280292,0,0,2438714.1439549536,18,12,7,4,8,15,5,5,3,11,1,3,5,25,13,8.4,4.067,24.8,2.133,2.067,2.133,20.4,0,0,0,0,0,,0.04370915032679738,0.0030795454545454546,0.039740143369175626,0.04044117647058823,0.0020344827586206895,0.0030470588235294123,0.004796690307328605,0.20458904109589052,0.004743181818181819,0.11542452830188672,0.08454545454545459,0.004406896551724138,0.004684705882352941,0.008964285714285715
