time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705768137,8.491939766730534,1.744651784931146,0.20172513816372017,0.21317672967516968,5.903178897531282,18.61097574008765,0.2663674999999999,0.30892003261276746,8.567530788060026,0.9612729442885274,0.00013156427695396028,0.27545024928483863,7.356164832165921,1.1399946775143988,0.6314566666666677,190615552,69521408,4886528,430505984,88055808,319336448,36282368,3100672,260018176,88064000,4485120,2863104,287416320,5582848,34848768,1841241.9963161126,0,716800,,87387.54817040834,92493.30623568501,,423253.33333333326,9,5,5,4,8,17,7,4,3,11,1,3,6,12,6,6.267,3.667,23.2,1.533,1.467,1.733,13,0.01829161198535477,0.003125,0.033217076235707015,0.07298887782286932,0.0027640850793845856,0.008504676989837947,0.00497526153158414,0.03737986245634403,0.004825,0.08859975285407815,0.24077789052114532,0.004795335916671102,0.02127412535206488,0.009200211461098232
1705768138,8.491939766730534,1.6980791168970606,0.20172513816372017,0.21317672967516968,5.903178897531282,18.61097574008765,0.41578026671513274,0.30892003261276746,8.390062852562217,0.9122934857717196,0.00013156427695396028,0.26992000817327344,5.535638384072222,1.1399946775143988,0.6314566666666677,190615552,69554176,4886528,430505984,88055808,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,34848768,1786605.8247215135,0,856105.5955653497,,85577.40144953155,60037.27202294952,,423253.33333333326,9,5,5,4,8,17,7,4,3,11,1,3,6,12,6,6.267,3.667,23.2,1.533,1.467,1.733,13,0.018243159005647457,0.003125,0.033278570388546,0.07274035139886133,0.00276312375191888,0.008499322594362726,0.00502443580292672,0.037013417308676154,0.004825,0.08865252186201376,0.23977992687962998,0.004793496257520559,0.021222957245839197,0.009209430571338995
1705768139,8.491939766730534,1.5397557788491865,0.1920773407385916,0.21317672967516968,5.903178897531282,12.012580480575343,0.41578026671513274,0.30892003261276746,8.212594917064406,0.9122934857717196,0.00013156427695396028,0.2643897670617083,5.535638384072222,1.1399946775143988,0.6314566666666677,190615552,69554176,4976640,430505984,88055808,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,34848768,1697976.839544,0,856105.5955653497,,83767.25472865476,60037.27202294952,,423253.33333333326,9,5,5,4,8,17,7,4,3,11,1,3,6,12,6,6.267,3.667,23.2,1.533,1.467,1.733,13,0.018195276998305566,0.003125,0.033337689743589735,0.07250222864520253,0.0027622013096253823,0.008494213060608522,0.005049572615516956,0.03680342018995128,0.004825,0.0888165971731449,0.23882626853142042,0.004791731011580314,0.021173897860249234,0.009214915584236578
1705768140,8.491939766730534,1.5397557788491865,0.1920773407385916,0.21317672967516968,5.061074030079285,12.012580480575343,0.41578026671513274,0.30892003261276746,8.035126981566597,0.9122934857717196,0.00013156427695396028,0.32900831838199335,5.535638384072222,1.1399946775143988,0.6314566666666677,190615552,69554176,4976640,430505984,88055808,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,34848768,1697976.839544,0,856105.5955653497,,81957.10800777798,60037.27202294952,,423253.33333333326,9,5,5,4,8,17,7,4,3,11,1,3,6,12,6,6.267,3.667,23.2,1.533,1.467,1.733,13,0.018147955929895467,0.003125,0.033384615384615374,0.07227386968624168,0.0027613154399488476,0.008489331967405825,0.005045820729619845,0.03659264671308597,0.004825,0.08901060070671378,0.23791402910115325,0.004790035753393313,0.021126819471452705,0.009215647889583426
1705768141,8.491939766730534,1.5397557788491865,0.1920773407385916,0.21317672967516968,4.96268771512043,12.012580480575343,0.41578026671513274,0.30892003261276746,7.857659046068786,0.9122934857717196,0.00010352148509466687,0.32900831838199335,5.535638384072222,1.1399946775143988,0.6314566666666677,190615552,69554176,4976640,430505984,88055808,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,34848768,1697976.839544,0,856105.5955653497,,80146.96128690118,60037.27202294952,,423253.33333333326,9,5,5,4,8,17,7,4,3,11,1,3,6,12,6,6.267,3.667,23.2,1.533,1.467,1.733,13,0.018101186000698388,0.003125,0.033384615384615374,0.07205468606603858,0.002760464010144017,0.008484664329817001,0.005042107877027754,0.036377289657275644,0.004825,0.08901060070671378,0.23704056760446224,0.004788406401598654,0.021081604466340984,0.00921637257628228
1705768142,8.491939766730534,1.5397557788491865,0.1920773407385916,0.21317672967516968,4.864301400161575,12.012580480575343,0.41578026671513274,0.30892003261276746,7.680191110570976,0.9122934857717196,0.00010352148509466687,0.32900831838199335,5.535638384072222,1.1399946775143988,1.1816709233565736,190615552,69554176,4976640,430505984,88055808,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,78336.81456602439,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,12,7,6.133,3.667,23.2,1.4,1.333,1.6,12.6,0.018085496394959225,0.003125,0.033384615384615374,0.0683192130108503,0.002714637626059278,0.008406345101045737,0.0050976537381293,0.03648298253858681,0.004825,0.08901060070671378,0.23762520898056627,0.004741306576757233,0.020984848084184656,0.009222811588490377
1705768143,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.5745508497437255,12.012580480575343,0.41578026671513274,0.30892003261276746,1.5170832245409809,0.9122934857717196,0.00010352148509466687,0.32900831838199335,5.535638384072222,1.1399946775143988,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,0,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,12,7,6.133,3.667,23.2,1.4,1.333,1.6,12.6,0.018038796986396568,0.003125,0.033384615384615374,0.06809385410495887,0.002713672944548938,0.008400767086432233,0.005094986328174551,0.0362707967849729,0.004825,0.08901060070671378,0.23670408821844172,0.004739578738531767,0.020918540807253614,0.00922362090889483
1705768144,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.5745508497437255,12.012580480575343,0.41578026671513274,0.30892003261276746,1.483110942240734,0.9122934857717196,0.00013327341950761438,0.32900831838199335,5.535638384072222,1.0735151278329798,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,0,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,12,7,6.133,3.667,23.2,1.4,1.333,1.667,12.6,0.01799260269364471,0.003125,0.033384615384615374,0.06787696868048247,0.0027127434124417592,0.008266189521508637,0.005092345767124598,0.03605401342507461,0.004825,0.08901060070671378,0.2358195068177405,0.004737913856299272,0.02061236462426704,0.00922442208305748
1705768145,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.5745508497437255,12.012580480575343,0.41578026671513274,0.30892003261276746,1.449138659940487,0.9122934857717196,0.00013646305697017686,0.32900831838199335,5.535638384072222,1.0735151278329798,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,319336448,36356096,3100672,260018176,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,0,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,12,7,9.067,3.667,24.333,1.733,1.333,1.667,14.933,0.017209963379501363,0.003101123595505618,0.033282674772036475,0.06309369881766783,0.002711847143039759,0.00825419418363293,0.00509669612339809,0.031464343606049966,0.004782022471910112,0.0881090909090909,0.23577028678197529,0.004736308550800523,0.020434650201454664,0.009231382385194789
1705768146,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.5745508497437255,12.012580480575343,0.41578026671513274,0.30892003261276746,1.5629983545131971,0.9122934857717196,0.00013965269443273938,0.32900831838199335,5.535638384072222,1.0735151278329798,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,319336448,36356096,3100672,260857856,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,32481.51305485617,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,12,7,9.067,3.667,24.333,1.733,1.333,1.667,14.933,0.017150160097101717,0.003101123595505618,0.033282674772036475,0.06285985860784087,0.0027013887844699767,0.008240014795104202,0.005104299731873919,0.030932480558658177,0.004782022471910112,0.0881090909090909,0.23482278826504438,0.004717491204280311,0.02021747012968522,0.009234558961560368
1705768147,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.081975159042714,12.012580480575343,0.41578026671513274,0.30892003261276746,1.5629983545131971,0.9122934857717196,0.00014284233189530184,0.32900831838199335,5.535638384072222,1.013499483026021,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,319336448,36356096,3100672,260857856,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,32481.51305485617,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,13,7,9.067,3.933,24.333,1.733,1.333,1.667,17.533,0.017091087912440277,0.0030924855491329477,0.033282674772036475,0.06263422415057165,0.002689630580277477,0.008226381211970016,0.00521907342996833,0.0303762827336216,0.004766473988439307,0.0881090909090909,0.2339100071450162,0.004700124904521409,0.020007719549219993,0.00926369010542916
1705768148,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.081975159042714,12.012580480575343,0.41578026671513274,0.30892003261276746,1.5629983545131971,0.9122934857717196,0.00014603196935786435,0.32900831838199335,5.535638384072222,1.013499483026021,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,319336448,36356096,3100672,260857856,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,,32481.51305485617,60037.27202294952,,1046124.1112721751,9,5,5,4,8,17,7,4,3,11,1,3,6,13,7,9.067,3.933,24.333,1.733,1.333,1.667,17.533,0.017032733500414367,0.0030924855491329477,0.033282674772036475,0.062416370968039904,0.0026859389191702964,0.008213262514891281,0.00521579509083302,0.02979404091499832,0.004766473988439307,0.0881090909090909,0.23303006962497852,0.0047002695702446995,0.019805023639080734,0.009264607885425557
1705768149,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.081975159042714,10.754547415730347,0.41578026671513274,0.2523594743535396,1.5629983545131971,0.9122934857717196,0.00014922160682042686,0.32900831838199335,4.674216167644139,1.013499483026021,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,320479232,36356096,3198976,260857856,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,0,32481.51305485617,60037.27202294952,,1046124.1112721751,9,5,5,4,8,18,7,4,3,11,1,3,6,13,7,9.067,3.933,24.333,1.733,1.333,1.667,17.533,0.016976914105791947,0.0030924855491329477,0.033282674772036475,0.062205903363404876,0.0026822975651262207,0.008200630076647049,0.005213126597787601,0.02922185717121127,0.004766473988439307,0.0881090909090909,0.2321812343704436,0.0047004122645769395,0.019609032374465776,0.009272217590027346
1705768150,12.022661361030552,1.5397557788491865,0.1920773407385916,0.2070704375667025,5.081975159042714,10.754547415730347,0.41578026671513274,0.30825163210223994,1.5629983545131971,0.7083472011391951,0.00015241124428298935,0.32900831838199335,5.433949038743728,1.013499483026021,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,320479232,36356096,3198976,260857856,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,0,32481.51305485617,0,,1046124.1112721751,9,5,5,4,8,18,7,4,3,11,1,3,6,13,7,9.067,3.933,24.333,1.733,1.733,1.667,17.533,0.016926704464434034,0.0030924855491329477,0.033282674772036475,0.06200245202215927,0.002775468874383059,0.008188457353599642,0.005218411280536403,0.02875996057043092,0.004766473988439307,0.0881090909090909,0.23136188100758034,0.004725695908294857,0.019419418509630495,0.009279887898140125
1705768151,12.022661361030552,1.5397557788491865,0.18422697529055573,0.20707043756670254,5.081975159042714,10.754547415730347,0.41578026671513274,0.30825163210223994,1.5629983545131971,0.8397258016675978,0.0001556008817455518,0.3144264879779268,5.3261641337557295,1.013499483026021,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,320479232,36356096,3198976,260857856,87949312,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,0,32481.51305485617,0,,1046124.1112721751,9,5,5,4,8,18,7,4,3,11,1,3,6,13,7,9.067,3.933,24.333,1.733,1.733,1.667,17.533,0.01686942497515265,0.0030924855491329477,0.033282674772036475,0.06061707843483983,0.0027644278737593863,0.00817671969951971,0.005211267605633802,0.028185887235811197,0.004766473988439307,0.0881090909090909,0.2227742239709134,0.004700257312398255,0.019235875754521674,0.009267605633802816
1705768152,12.022661361030552,1.5397557788491865,0.18422697529055573,0.20707043756670254,5.081975159042714,10.754547415730347,0.41578026671513274,0.30825163210223994,1.5629983545131971,0.8421592967858789,0.00015879051920811432,0.3144264879779268,5.21837922876773,1.013499483026021,1.1816709233565736,192282624,69554176,4976640,430501888,94121984,320479232,36356096,3198976,260857856,88002560,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,0,32481.51305485617,0,,1046124.1112721751,9,5,5,4,8,18,7,4,3,11,1,3,6,13,7,9.067,3.933,24.067,1.733,1.733,1.667,17.533,0.01682900374178672,0.0030924855491329477,0.03253846153846154,0.05894798362520004,0.0027499999999999994,0.008165394199023214,0.005211267605633802,0.027983436394240613,0.004766473988439307,0.08690298507462689,0.21232209839972482,0.00467,0.019058117123795414,0.009267605633802816
1705768153,12.022661361030552,1.5397557788491865,0.18017856743270158,0.20707043756670254,5.081975159042714,10.754547415730347,0.41578026671513274,0.30825163210223994,1.5629983545131971,0.8421592967858789,0.00019137824775374967,0.3144264879779268,5.110594323779731,1.013499483026021,1.1816709233565736,192282624,69554176,5042176,430501888,94121984,320479232,36356096,3198976,260857856,88002560,4485120,2863104,287416320,5582848,35082240,1697976.839544,0,856105.5955653497,0,32481.51305485617,0,,1046124.1112721751,9,5,5,4,8,18,7,4,3,11,1,3,6,13,7,9.067,3.933,24.067,1.733,1.733,1.667,17.533,0.016782501533173996,0.0030924855491329477,0.03253846153846154,0.05733188081898677,0.0027499999999999994,0.008148906578699076,0.005211267605633802,0.027747226978336918,0.004766473988439307,0.08690298507462689,0.20221502141672237,0.00467,0.018852546616052755,0.009267605633802816
1705768154,12.022661361030552,1.4196852118405405,0.18017856743270158,0.16719271056572407,5.081975159042714,8.882753474697102,0.4183491094781419,0.30825163210223994,1.5629983545131971,0.8421592967858789,0.00019137824775374967,0.3144264879779268,5.002809418791731,1.013499483026021,1.1816709233565736,192282624,69554176,5042176,430501888,94121984,320479232,36356096,3198976,260857856,88002560,4485120,2863104,287416320,5582848,35082240,1704637.3365041618,0,905517.4990658861,0,32481.51305485617,0,,1046124.1112721751,9,5,5,4,8,18,7,4,3,11,1,3,6,13,7,9.067,3.933,24.067,1.733,1.733,1.667,17.533,0.016733448318686152,0.0030924855491329477,0.03253846153846154,0.05576628579146104,0.0027499999999999994,0.008114163003880064,0.005211267605633802,0.027460124626246904,0.004766473988439307,0.08690298507462689,0.19243618420518485,0.00467,0.01852764364491874,0.009267605633802816
