time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705743089,12.949319633435149,1.5526930402472916,0.17815693397178342,0.18915707627373254,5.931453273883621,14.145580360417629,0.44078614056931864,0.07801113025043065,1.5940047263624235,0.9483365333165485,0.00011528028933092774,0.3489013141493645,8.170254773184745,1.1181411991209111,1.2267958047945202,199081984,69484544,4956160,430284800,100028416,309592064,35962880,2879488,253288448,89022464,4689920,3002368,293519360,5484544,35012608,1777700.0655696755,0,,826551.0282941909,0,90245.82166126341,,1288767.1232876712,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.6,1.8,15.467,0.01784419725571338,0.0030833333333333333,0.03459824893652195,0.046129429177963914,0.0023916351339710895,0.00817180933708933,0.005311788480985823,0.0354955703820062,0.00475,0.08839196653224018,0.23355113223580826,0.004712186404608432,0.027143796684235735,0.009282631176316085
1705743090,12.949319633435149,1.5903593816136903,0.17815693397178342,0.2235069975302824,5.931453273883621,14.145580360417629,0.44078614056931864,0.07801113025043065,1.198368376132917,0.9483365333165485,0.00011528028933092774,0.3489013141493645,8.170254773184745,1.1181411991209111,1.2717763720294069,199081984,69533696,4956160,430284800,100028416,309592064,35962880,2879488,254234624,89022464,4689920,3002368,293519360,5484544,35012608,1750250.9422933508,0,,826551.0282941909,34467.86440865878,90245.82166126341,,1078447.5978799798,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,1.8,13.067,0.01779099958751643,0.0030833333333333333,0.03463667610047993,0.04608445232558563,0.0025569841899580562,0.008162778404422425,0.005358908228259336,0.03493755228787036,0.00475,0.08851426537673157,0.23066498788948986,0.004747120031955804,0.026017429260297667,0.00928271017147012
1705743091,12.949319633435149,1.5903593816136903,0.17815693397178342,0.2235069975302824,5.931453273883621,14.145580360417629,0.44078614056931864,0.07801113025043065,1.224682575528687,0.796788403890342,0.00011528028933092774,0.3367706617243274,8.170254773184745,1.1522286166965678,1.2717763720294069,199081984,69533696,4956160,430284800,100028416,309592064,35962880,2879488,254234624,89022464,4689920,3002368,293519360,5484544,35012608,1750250.9422933508,0,,826551.0282941909,35224.72204514168,75824.16333553659,,1078447.5978799798,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,1.8,13.067,0.01773841603418932,0.0030833333333333333,0.03468593385331824,0.04604136963970609,0.002553351825097797,0.008161715178014752,0.005380024301543974,0.0344894775242839,0.00475,0.08863554202934924,0.22788885383093957,0.004742668669542277,0.02624724590583766,0.009285629615812255
1705743092,10.998874923290217,1.5903593816136903,0.17815693397178342,0.2235069975302824,5.931453273883621,14.145580360417629,0.43611502949474207,0.07801113025043065,1.250996774924457,0.7809827950017328,0.00011528028933092774,0.3367706617243274,8.170254773184745,1.1522286166965678,1.1713547981498948,199081984,69533696,4956160,430284800,100028416,309592064,35962880,2879488,254234624,89022464,4689920,3002368,293519360,5484544,35041280,1750250.9422933508,0,,1011131.0592459604,35981.579681624586,74320.06630784887,,1149580.1338183123,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,1.8,13.067,0.017686436022729325,0.0030833333333333333,0.03473500523506823,0.04600006393088992,0.0025498577965892572,0.00815241244002356,0.005381614311292382,0.0340661417964257,0.00475,0.08875580925220616,0.22521655784919634,0.00473838683449182,0.02504310288965402,0.009254530560919023
1705743093,10.998874923290217,1.5903593816136903,0.17815693397178342,0.2235069975302824,5.931453273883621,14.145580360417629,0.43611502949474207,0.07801113025043065,1.277310974320227,0.8878296106336758,0.00011528028933092774,0.3254893518365184,8.170254773184745,1.1522286166965678,1.1713547981498948,199081984,69533696,4956160,430284800,100028416,309592064,35962880,2879488,254234624,89100288,4689920,3002368,293519360,5484544,35041280,1750250.9422933508,0,,1011131.0592459604,36738.437318107484,56128.261848364426,,1149580.1338183123,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,0.933,13.067,0.017635049221457748,0.0030833333333333333,0.03478227805150183,0.04596042748149504,0.0025464943494241652,0.008123487623060147,0.005377187772530395,0.03362404817133687,0.00475,0.08901481580766164,0.22264238098540692,0.004734265023256837,0.024979483064460645,0.009247337465725007
1705743094,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,5.931453273883621,12.048537365264494,0.43611502949474207,0.07801113025043065,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,8.170254773184745,1.1522286166965678,1.1713547981498948,199081984,69533696,4956160,430284800,100028416,309592064,35962880,2879488,254234624,89100288,4689920,3002368,293519360,5484544,35041280,1750250.9422933508,0,,1011131.0592459604,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,0.933,13.067,0.01758424553317385,0.0030833333333333333,0.034717761720652704,0.045922361107683156,0.0025432542976128463,0.008113918369967358,0.005373463069924152,0.03316192166551877,0.00475,0.0888952511432636,0.22016101667754992,0.004730294429606242,0.024756529677539156,0.009247573382953504
1705743095,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,5.691492521291061,11.812777692590869,0.3667436654697785,0.07801113025043065,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,8.170254773184745,1.152228616696568,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,309592064,35962880,2879488,254234624,89100288,4689920,3002368,293519360,5484544,35041280,1750250.9422933508,0,,850293.8120885697,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,15,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,0.933,13.067,0.017534015088540498,0.0030833333333333333,0.03467514124293786,0.04588577333073188,0.0025401309729351064,0.00810471307957999,0.0053697731561151,0.032678369068482954,0.00475,0.08886597938144332,0.21776753424603662,0.0047264668818210965,0.024540051902862913,0.009247807096710348
1705743096,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,5.691492521291061,11.651432593431869,0.35947508164486613,0.07801113025043065,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,4.6141818087019955,1.1403668859938538,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,310665216,35962880,2879488,254234624,89100288,4689920,3002368,293519360,5505024,35041280,1750250.9422933508,0,,833441.6277678037,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,13,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,0.933,13.067,0.017484348239692516,0.0030833333333333333,0.03467514124293786,0.045850579643072466,0.002537118179132067,0.008095851374654777,0.005366117545976691,0.03217186491380454,0.00475,0.08886597938144332,0.21545734619147203,0.004722774786557956,0.024329771655639768,0.009248038637722744
1705743097,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,5.691492521291061,11.651432593431869,0.3522064978199538,0.07801113025043065,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,4.6141818087019955,1.1403668859938538,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,310665216,35962880,2879488,254234624,89100288,4689920,3002368,293519360,5505024,35041280,1750250.9422933508,0,,816589.4434470378,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,13,5,3,3,11,1,3,6,10,6,8.467,4.8,25.067,0.933,1.067,0.933,13.067,0.017435212385740497,0.0030833333333333333,0.03467514124293786,0.045816701856656664,0.002534210150876734,0.008087314371232553,0.0053624957633606985,0.03164719555645237,0.00475,0.08886597938144332,0.2132261788481932,0.004719211078568463,0.024125426548912362,0.009248268036149228
1705743098,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,5.691492521291061,7.792296272610991,0.4156203551591956,0.07801113025043065,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,4.6141818087019955,1.1403668859938538,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,310665216,36040704,2879488,254234624,89100288,4689920,3002368,293519360,5505024,35041280,1750250.9422933508,0,,793053.273879371,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,13,5,3,3,11,1,3,6,10,6,8.467,4.8,24.533,0.933,1.067,0.933,13.067,0.017371954734800108,0.0030833333333333333,0.03425792507204611,0.045757919398414545,0.002527932553499362,0.008070643431165586,0.005356876266280488,0.030907033539117966,0.00475,0.08794407894736841,0.20920130260783132,0.004709525041360449,0.02365528239868407,0.009244839387294779
1705743099,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,3.138330633460076,7.792296272610991,0.4156203551591956,0.07801113025043065,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,3.667988309041286,1.1403668859938538,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,310665216,36040704,2879488,254234624,89100288,4689920,3002368,293584896,5505024,35041280,1750250.9422933508,0,,793053.273879371,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,13,5,3,3,11,1,3,6,10,6,8.467,4.8,24.533,0.933,1.067,0.933,13.067,0.01731849678774109,0.0030833333333333333,0.03425792507204611,0.04555711632422944,0.002502719817483479,0.008035885236100064,0.005335282120436718,0.03031852583440138,0.00475,0.08794407894736841,0.1949926869692082,0.00466570152831347,0.022594948627081727,0.009215861796592584
1705743100,10.998874923290217,1.5903593816136903,0.18985169099981516,0.2235069975302824,3.2230542076045627,7.792296272610991,0.4156203551591956,0.08032058541684815,1.5788519637462057,0.8878296106336758,0.00011528028933092774,0.3254893518365184,3.667988309041286,1.1403668859938538,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,310665216,36040704,3010560,254234624,89100288,4689920,3002368,293584896,5505024,35041280,1750250.9422933508,0,,793053.273879371,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,13,5,3,3,11,1,3,6,10,6,8.533,4.8,24.533,0.933,1.067,0.933,13.067,0.01673593983120459,0.0030833333333333333,0.03425792507204611,0.045221463837894944,0.002459191011937949,0.00798417661924088,0.005307421798494917,0.02494690381247816,0.00475,0.08794407894736841,0.1710707404100252,0.0045888575520651185,0.02097470328759779,0.009201823147033715
1705743101,10.998874923290217,1.466867046607854,0.18985169099981516,0.2235069975302824,3.3077777817490492,7.792296272610991,0.4156203551591956,0.08032058541684815,1.5788519637462057,0.8878296106336758,0.0002192425370718229,0.3254893518365184,3.667988309041286,1.1403668859938538,1.1713547981498948,199081984,69533696,4956160,430284800,104148992,310665216,36040704,3010560,254234624,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,793053.273879371,45411.4581889742,56128.261848364426,,1149580.1338183123,10,5,4,3,8,13,5,3,3,11,1,3,6,10,6,8.533,4.8,24.533,0.933,1.067,0.933,13.067,0.016689797982465386,0.0030833333333333333,0.03425792507204611,0.04486972418681983,0.0024288229226856173,0.007927695859736707,0.005297017173432601,0.024922018762906034,0.00475,0.08794407894736841,0.14592171586919303,0.004545693626167115,0.019608389497616726,0.009200053388378255
1705743102,10.998874923290217,1.466867046607854,0.17868090386396607,0.2235069975302824,3.392501355893536,7.792296272610991,0.4156203551591956,0.08032058541684815,1.5788519637462057,0.8710388499973301,0.00017000000000000812,0.3254893518365184,3.667988309041286,1.1403668859938538,1.1713547981498948,199081984,69533696,5042176,430284800,104148992,310665216,36040704,3010560,254234624,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,793053.273879371,45411.4581889742,0,,1149580.1338183123,10,5,5,3,8,13,5,3,3,11,1,3,6,10,6,8.533,4.8,24.533,0.933,1.067,0.933,13.067,0.016644115767458608,0.0030833333333333333,0.03425792507204611,0.044530011907389075,0.0024074654193694746,0.007873110946186148,0.005296703296703296,0.024895877668390833,0.00475,0.08794407894736841,0.12156515543542551,0.004524701993551071,0.018735270636580804,0.0092
1705743103,10.998874923290217,1.466867046607854,0.17868090386396607,0.2235069975302824,3.4772249300380227,7.792296272610991,0.4156203551591956,0.061900015883652224,1.5788519637462057,0.8710388499973301,0.00017000000000000812,0.3254893518365184,3.667988309041286,0.9932411207377009,1.1713547981498948,199081984,69533696,5042176,430284800,104148992,310665216,36040704,3010560,254234624,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,793053.273879371,45411.4581889742,0,,1149580.1338183123,10,5,5,3,8,13,5,3,3,11,1,3,6,10,6,8.533,4,24.533,0.933,1.067,0.933,13.067,0.01659746237818542,0.003076086956521739,0.03425792507204611,0.044201720474154486,0.00239338680510679,0.007845654932078507,0.005296703296703296,0.024870882998120628,0.004736956521739131,0.08794407894736841,0.09973521116531293,0.0045221209142695794,0.018235122506116728,0.0092
1705743104,10.998874923290217,1.466867046607854,0.17868090386396607,0.18963761631842269,3.5619485041825096,7.792296272610991,0.4156203551591956,0.06313728621183165,1.7016936700817948,0.8710388499973301,0.00010707868399862469,0.3254893518365184,3.667988309041286,0.9932411207377009,1.1713547981498948,199081984,69533696,5042176,430284800,104148992,310665216,36040704,3010560,254525440,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,793053.273879371,32531.173060122306,0,,1149580.1338183123,10,5,5,3,8,13,5,3,3,11,1,3,6,10,6,8.933,3.533,23.867,2.667,1.933,1.8,17.867,0.01598283918506738,0.0031040462427745666,0.03323076923076923,0.04244862061847811,0.002333662649385058,0.0076124357766612985,0.005099531615925059,0.024253483603537532,0.00478728323699422,0.08735593220338983,0.12181818181818181,0.004466732529877011,0.009936125317730554,0.009085480093676816
1705743105,7.247918584546258,1.466867046607854,0.17189429605621145,0.18591249969291798,3.6466720783269957,7.792296272610991,0.4156203551591956,0.07423621969076513,1.7016936700817948,0.8710388499973301,0.000109523179569774,0.3254893518365184,3.667988309041286,0.9932411207377009,1.1713547981498948,199630848,69533696,5042176,430284800,104148992,310665216,36040704,3010560,254525440,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,793053.273879371,32531.173060122306,0,,1149580.1338183123,10,5,5,3,8,13,5,3,3,11,1,3,6,10,6,8.933,3.533,23.867,2.667,2.667,1.8,22.333,0.015945940577881044,0.0031040462427745666,0.03323076923076923,0.042138964670394616,0.00247945205479452,0.007587563267311328,0.004990196078431373,0.024220312359466215,0.00478728323699422,0.08735593220338983,0.12181818181818181,0.004495890410958904,0.009893675548401882,0.009017326732673268
1705743106,8.561825900354556,1.466867046607854,0.17189429605621145,0.18128284627545538,3.731395652471483,7.792296272610991,0.4156203551591956,0.07423621969076513,1.7016936700817948,0.8710388499973301,0.00011196767514092333,0.3254893518365184,3.667988309041286,0.9932411207377009,1.1713547981498948,199630848,69533696,5042176,430284800,104148992,310665216,36040704,3010560,254525440,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,793053.273879371,32531.173060122306,0,,1149580.1338183123,10,5,5,3,8,13,5,3,3,11,1,3,6,10,6,8.933,3.533,23.867,2.667,2.667,1.8,22.333,0.01591638488757309,0.0031040462427745666,0.03323076923076923,0.04186055104585639,0.00247945205479452,0.007563064222927395,0.004990196078431373,0.02420482091348084,0.00478728323699422,0.08735593220338983,0.12181818181818181,0.004495890410958904,0.0098518631695929,0.009017326732673268
1705743107,8.561825900354556,1.466867046607854,0.17189429605621145,0.2136646222761811,3.8161192266159687,7.792296272610991,0.40122866498594584,0.07423621969076513,1.7016936700817948,0.8710388499973301,0.00011441217071207261,0.3254893518365184,2.995144677362298,0.9932411207377009,0.632451295745331,199630848,69533696,5042176,430542848,104148992,310665216,36040704,3010560,254525440,89100288,4689920,3002368,293584896,5505024,35041280,1716126.6817602206,0,,830855.7187979948,32531.173060122306,0,,830256.2270319755,10,5,5,4,8,13,5,3,3,11,1,3,6,10,6,8.933,3.533,23.867,2.667,2.667,1.8,22.333,0.015892302789903952,0.0031040462427745666,0.03323076923076923,0.041712664027093005,0.00247945205479452,0.007538930294728526,0.004990196078431373,0.024202712768189676,0.00478728323699422,0.08735593220338983,0.12181818181818181,0.004495890410958904,0.00981067393248692,0.009017326732673268
1705743108,8.561825900354556,1.466867046607854,0.17189429605621145,0.2136646222761811,3.900842800760456,7.792296272610991,0.40122866498594584,0.07423621969076513,1.7016936700817948,0.8710388499973301,0.00011685666628322195,0.3254893518365184,3.59455104069403,0.9932411207377009,0.7458733926886429,199630848,69533696,5042176,430542848,104148992,310665216,36040704,3010560,254525440,89100288,4689920,3002368,293584896,5505024,35065856,1716126.6817602206,0,,830855.7187979948,32531.173060122306,0,,825569.522850942,10,5,5,4,8,13,5,3,3,11,1,3,6,10,6,8.933,3.533,23.867,2.667,2.667,2.667,22.333,0.01586809266192084,0.0031040462427745666,0.03323076923076923,0.041567348740106,0.00247945205479452,0.007489853058619088,0.004990196078431373,0.024200593415133007,0.00478728323699422,0.08735593220338983,0.12181818181818181,0.004495890410958904,0.009739912485591858,0.009017326732673268
