time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705757832,1.5184403324356235,6.713967890813074,0.17972071907744333,0.14727691204086196,4.447266948266404,1.8968179373874596,0.35905025599562307,0.3141194255480657,0.34349147341711667,0.870044961432179,0.00016802524919960418,0.3250352028481129,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430739456,107020288,332443648,46149632,4734976,275972096,94425088,4546560,2842624,306376704,8273920,59551744,2665930.3380537257,0,779571.4578556545,164053.10758377425,24169.469522629377,0,32646.988495974914,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,2.267,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.002761904761904762,0.0030898876404494378,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.00459047619047619,0.004761797752808989,0.004950649350649351
1705757833,1.5184403324356235,6.245898275145504,0.17972071907744333,0.14357476626855922,4.447266948266404,1.8968179373874596,0.3661835394492309,0.3141194255480657,0.34349147341711667,0.870044961432179,0.00016802524919960418,0.3250352028481129,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430739456,107020288,332443648,46149632,4734976,275972096,94425088,4546560,2842624,306376704,8273920,59551744,2755777.223607647,0,795059.2735259334,165472.1048122953,24169.469522629377,0,32646.988495974914,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,2.267,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.002761904761904762,0.0030898876404494378,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.00459047619047619,0.004761797752808989,0.004950649350649351
1705757834,1.5184403324356235,6.245898275145504,0.17972071907744333,0.13987262049625648,4.447266948266404,1.8968179373874596,0.4279970072164696,0.3141194255480657,0.34349147341711667,0.870044961432179,0.00016802524919960418,0.3250352028481129,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430739456,107020288,332443648,46149632,4734976,275972096,94425088,4546560,2842624,306376704,8273920,59551744,2755777.223607647,0,929268.9402167356,166891.10204081633,24169.469522629377,0,32646.988495974914,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,2.267,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.002761904761904762,0.0030898876404494378,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.00459047619047619,0.004761797752808989,0.004950649350649351
1705757835,1.5184403324356235,6.245898275145504,0.17972071907744333,0.1361704747239537,4.447266948266404,1.8968179373874596,0.4279970072164696,0.3141194255480657,0.34349147341711667,0.8590962898801967,0.00016802524919960418,0.3290751412107,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430739456,107020288,332443648,46149632,4734976,275972096,94425088,4546560,2977792,306376704,8273920,59551744,2755777.223607647,0,929268.9402167356,168310.09926933737,24169.469522629377,0,23369.65824157015,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,2.267,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.002761904761904762,0.0030898876404494386,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.00459047619047619,0.0047617977528089895,0.004950649350649351
1705757836,1.5184403324356235,6.245898275145504,0.17972071907744333,0.21877561790835157,4.447266948266404,1.8968179373874596,0.4279970072164696,0.3141194255480657,0.34349147341711667,0.8739248718217199,0.00016802524919960418,0.3290751412107,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430743552,107020288,332443648,46149632,4734976,275972096,94437376,4546560,2977792,306376704,8273920,59551744,2755777.223607647,0,929268.9402167356,169729.0964978584,24169.469522629377,0,23369.65824157015,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,2.267,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.002761904761904762,0.0030898876404494386,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.00459047619047619,0.0047617977528089895,0.004950649350649351
1705757837,1.5184403324356235,6.245898275145504,0.17972071907744333,0.21877561790835157,4.447266948266404,1.8968179373874596,0.4279970072164696,0.4447445320112519,0.3216788194778393,0.8739248718217199,0.00016802524919960418,0.3290751412107,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430743552,107020288,332443648,46149632,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2755777.223607647,0,929268.9402167356,225133.70996782667,15760.817284568173,0,23369.65824157015,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,2.267,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.002761904761904762,0.0030898876404494386,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.00459047619047619,0.0047617977528089895,0.004950649350649351
1705757838,1.5184403324356235,5.361270882775729,0.17972071907744333,0.21877561790835157,4.447266948266404,1.8968179373874596,0.4279970072164696,0.4447445320112519,0.3216788194778393,0.8739248718217199,0.00016802524919960418,0.3290751412107,0.37780670979059205,0.8013833504624754,1.0499724319789001,211345408,94310400,6283264,430743552,107020288,332443648,46149632,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2365467.3095040172,0,929268.9402167356,227350.2256068164,15760.817284568173,0,23369.65824157015,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,1.933,2.2,19.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.0026486486486486482,0.0030898876404494386,0.003194805194805195,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.004572972972972974,0.0047617977528089895,0.004950649350649351
1705757839,1.4485735659839645,5.25717257818997,0.17972071907744333,0.2222562508570689,4.447266948266404,1.6258100745832265,0.4279970072164696,0.4447445320112519,0.3216788194778393,0.8739248718217199,0.00016802524919960418,0.3290751412107,0.37780670979059205,0.8013833504624754,1.0499724319789001,211337216,94310400,6283264,430743552,107020288,332443648,46149632,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2319537.6891105566,0,929268.9402167356,229566.74124580616,15760.817284568173,0,23369.65824157015,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,1.933,2.2,17.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.0026486486486486482,0.0030898876404494386,0.0032008253094910595,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.004572972972972974,0.0047617977528089895,0.0049614855570839075
1705757840,1.4485735659839645,5.153074273604212,0.17972071907744333,0.2222562508570689,4.447266948266404,1.5941964422934354,0.4279970072164696,0.444744532011252,0.3216788194778393,0.8739248718217199,0,0.3290751412107,0.350771200964237,0.6333934948436756,1.0499724319789001,211337216,94310400,6283264,430743552,107020288,332443648,46149632,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2273608.0687170955,0,929268.9402167356,231783.2568847959,15760.817284568173,0,23369.65824157015,1698688.721083543,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,1.933,2.2,17.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.0026486486486486482,0.0030898876404494386,0.0032008253094910595,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.004572972972972974,0.0047617977528089895,0.0049614855570839075
1705757841,1.4485735659839645,5.048975969018454,0.17972071907744333,0.2222562508570689,4.447266948266404,1.3346785640679144,0.4279970072164696,0.444744532011252,0.3216788194778393,0.8739248718217199,0,0.3290751412107,0.350771200964237,0.64652143334534,1.0893348706492825,211337216,94310400,6283264,430743552,107020288,332443648,46149632,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2227678.4483236354,0,929268.9402167356,233999.77252378565,15760.817284568173,0,23369.65824157015,1992361.4614109679,10,6,6,4,8,16,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,1.933,2.2,17.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.0026486486486486482,0.0030898876404494386,0.0032008253094910595,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.004572972972972974,0.0047617977528089895,0.0049614855570839075
1705757842,1.4485735659839645,4.9448776644326955,0.18499751768648356,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3216788194778393,0.8739248718217199,0,0.3290751412107,0.350771200964237,0.6596493718470043,1.0893348706492825,211337216,94310400,6283264,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2181748.8279301743,0,840893.5096244396,175119.18481075444,15760.817284568173,0,23369.65824157015,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,7.867,4.067,23.933,2.333,1.933,1.933,17.4,0,0,0.01946601941747573,0.003010989010989011,0.031168407310704964,0.0375,0.0026486486486486482,0.003119047619047619,0.0032008253094910595,0.04173913043478261,0.00461978021978022,0.07900000000000001,0.0475,0.004572972972972974,0.0048142857142857145,0.0049614855570839075
1705757843,1.4485735659839645,4.840779359846938,0.18499751768648356,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3216788194778393,0.8739248718217199,0,0.3377599311630488,0.350771200964237,0.6727773103486686,1.0893348706492825,211337216,94310400,6283264,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2135819.207536714,0,840893.5096244396,176762.40092781023,15760.817284568173,0,35244.51455614513,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.133,4.267,24.8,1.667,1.667,1.667,16,0,0,0.019366028708133975,0.003011049723756906,0.030791139240506332,0.0375,0.0026,0.0031,0.003189679218967922,0.04146276595744681,0.004619889502762432,0.07762396694214876,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757844,1.4485735659839645,4.7366810552611796,0.18499751768648356,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3216788194778393,0.8739248718217199,0,0.3377599311630488,0.350771200964237,0.7876763100998604,1.0893348706492825,211337216,94310400,6283264,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2089889.5871432535,0,840893.5096244396,178405.61704486606,15760.817284568173,0,35244.51455614513,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.133,4.267,24.8,1.667,1.667,1.667,16,0,0,0.019366028708133975,0.003011049723756906,0.030791139240506332,0.0375,0.0026,0.0031,0.003189679218967922,0.04146276595744681,0.004619889502762432,0.07762396694214876,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757845,1.4485735659839645,4.581500399468171,0.18499751768648356,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3065897713633139,0.8739248718217199,0,0.3377599311630488,0.350771200964237,0.6624456227478588,1.0893348706492825,211337216,94310400,6283264,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8273920,59551744,2469593.766898648,0,840893.5096244396,180048.83316192188,23981.966685207415,0,35244.51455614513,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.133,4.267,24.8,1.667,1.667,1.667,16,0,0,0.019366028708133975,0.003011049723756906,0.030791139240506332,0.0375,0.0026,0.0031,0.003189679218967922,0.04146276595744681,0.004619889502762432,0.07762396694214876,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757846,1.4485735659839645,4.478165666246825,0.18499751768648356,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3065897713633139,0.8739248718217199,0,0.3377599311630488,0.350771200964237,0.7750420566794596,1.0893348706492825,211337216,94310400,6283264,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8290304,59551744,2413892.622990161,0,840893.5096244396,181692.04927897765,23981.966685207415,0,35244.51455614513,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.867,4.267,24.867,1.667,1.667,1.667,16,0,0,0.019366197183098594,0.003011049723756906,0.030357142857142864,0.0375,0.0026,0.0031,0.003189679218967922,0.04125,0.004619889502762432,0.07654506437768242,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757847,1.4485735659839645,4.37483093302548,0.1818476739748103,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3065897713633139,0.8739248718217199,0,0.3407449720851031,0.30943422675785437,0.7750420566794596,1.0893348706492825,211337216,94310400,6270976,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8290304,59551744,2358191.4790816735,0,840893.5096244396,183335.26539603347,23981.966685207415,0,26487.89635920761,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.867,4,24.867,1.667,1.667,1.667,16,0,0,0.019366197183098594,0.0030108695652173913,0.030357142857142864,0.0375,0.0026,0.0031,0.003189679218967922,0.04125,0.004619565217391305,0.07654506437768242,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757848,1.4485735659839645,4.271496199804135,0.1818476739748103,0.2222562508570689,4.526789184863297,1.3534576220743268,0.4265981090142002,0.3486378257731751,0.3065897713633139,0.8739248718217199,0,0.3407449720851031,0.30943422675785437,0.7750420566794596,1.0893348706492825,211337216,94310400,6270976,430743552,107020288,332345344,46161920,4734976,275968000,94437376,4546560,2977792,306376704,8290304,59551744,2302490.3351731864,0,840893.5096244396,184978.48151308927,23981.966685207415,0,26487.89635920761,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.867,4,24.867,1.667,1.667,1.667,16,0,0,0.019366197183098594,0.0030108695652173913,0.030357142857142864,0.0375,0.0026,0.0031,0.003189679218967922,0.04125,0.004619565217391305,0.07654506437768242,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757849,1.3916465447855682,4.16816146658279,0.1818476739748103,0.2222562508570689,4.7882228294205875,1.3534576220743268,0.4098663821571921,0.3486378257731751,0.3065897713633139,0.8535225818043033,0,0.3407449720851031,0.30943422675785437,0.7750420566794596,1.0893348706492825,211337216,94310400,6270976,430743552,109281280,332345344,46161920,4734976,275968000,94429184,4546560,2977792,306376704,8290304,59551744,2246789.191264699,0,561865.5692729767,186621.69763014506,23981.966685207415,0,26487.89635920761,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.867,4,24.867,1.667,1.667,1.667,16,0,0,0.019366197183098594,0.0030108695652173913,0.030357142857142864,0.0375,0.0026,0.0031,0.003189679218967922,0.04125,0.004619565217391305,0.07654506437768242,0.0475,0.004520000000000001,0.004780000000000001,0.00494142259414226
1705757850,1.3916465447855682,4.0648267333614445,0.1818476739748103,0.22225625085706893,4.7882228294205875,1.3534576220743268,0.4098663821571921,0.3486378257731751,0.3065897713633139,0.8535225818043033,0,0.3407449720851031,0.30943422675785437,0.7750420566794596,1.0893348706492825,211337216,94310400,6270976,430743552,109281280,332345344,46161920,4734976,275968000,94429184,4546560,2977792,306376704,8290304,59551744,2191088.0473562116,0,561865.5692729767,188264.9137472009,23981.966685207415,0,26487.89635920761,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.867,4,24.867,1.667,1.667,1.667,16,0,0,0.019366197183098594,0.0030108695652173913,0.030357142857142864,0.0375,0.0026000000000000007,0.0031,0.003189679218967922,0.04125,0.004619565217391305,0.07654506437768242,0.0475,0.004520000000000001,0.00478,0.00494142259414226
1705757851,1.3916465447855682,6.3533544121875005,0.1818476739748103,0.22225625085706893,4.7882228294205875,1.3534576220743268,0.4098663821571921,0.3486378257731751,0.3567069109075812,0.8535225818043033,0,0.3407449720851031,0.30943422675785437,0.7750420566794596,1.0893348706492825,211337216,94400512,6270976,430743552,109281280,332345344,46161920,4734976,275972096,94429184,4546560,2977792,306376704,8290304,59551744,2378246.622592699,0,561865.5692729767,189908.12986425668,51157.36885928393,0,26487.89635920761,1992361.4614109679,10,6,6,4,8,15,5,7,3,11,1,3,6,17,9,8.867,4,24.867,1.667,1.667,1.667,16,0,0,0.019366197183098594,0.0030108695652173913,0.030357142857142864,0.0375,0.0026000000000000007,0.0031,0.003189679218967922,0.04125,0.004619565217391305,0.07654506437768242,0.0475,0.004520000000000001,0.00478,0.00494142259414226
