time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705718584,0.7588055418342354,2.99544279689837,0.5352773539825303,35.28892002628487,0.32326362069986253,6.616883862169859,0.7884516302676172,3.4394304041538635,3.2583736456167225,0.3036922384195779,0.2842193141736085,114008064,43823104,12345344,44081152,43978752,17903616,45522944,11309056,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,26.733,1.267,83.2,1.133,15.065,14.467,1.133,153.6,20.6,8.934,0,0,0,0,0.00302089552238806,0.003248046875,0.12068965517241378,0.004335200746965452,0.003,0.06801366436136908,0.003449999999999999,0.002408793601364595,0.007788827700202882,0.0029626168224299062,0.004637611940298508,0.0055509259259259305,0.22413793103448273,0.050270270270270215,0.0046,0.21870603218787465,0.007277777777777776,0.0045549678623763995,0.01088693360345308,0.004652336448598131
1705718585,0.7588055418342354,2.99544279689837,0.5352773539825303,34.328557682305515,0.32326362069986253,6.481343362929409,0.7884516302676172,4.301953248394225,3.2583736456167225,0.3036922384195779,0.2842193141736085,114008064,43823104,12345344,44081152,43978752,17903616,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,26.733,1.267,83.2,1.133,15.065,14.467,1.133,153.6,20.6,8.934,0,0,0,0,0.00302089552238806,0.003248046875,0.12068965517241378,0.004335200746965452,0.003,0.06801366436136908,0.003449999999999999,0.002408793601364595,0.007788827700202882,0.0029626168224299062,0.004637611940298508,0.0055509259259259305,0.22413793103448273,0.050270270270270215,0.0046,0.21870603218787465,0.007277777777777776,0.0045549678623763995,0.01088693360345308,0.004652336448598131
1705718586,0.7588055418342354,2.99544279689837,0.5352773539825303,34.328557682305515,0.32326362069986253,8.393688278232206,0.7829466808367267,4.301953248394225,3.2583736456167225,0.3036922384195779,0.28507177961717073,114008064,43823104,12345344,44081152,43978752,17317888,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,26.733,1.267,83.2,1.133,15.065,14.467,1.133,153.6,20.6,8.933,0,0,0,0,0.00302089552238806,0.003248046875,0.12068965517241378,0.004335200746965452,0.003,0.06801366436136908,0.003449999999999999,0.002408793601364595,0.007788827700202882,0.002953890489913545,0.004637611940298508,0.0055509259259259305,0.22413793103448273,0.050270270270270215,0.0046,0.21870603218787465,0.007277777777777776,0.0045549678623763995,0.01088693360345308,0.004636887608069165
1705718587,0.7588055418342354,2.99544279689837,0.5352773539825303,34.328557682305515,0.3238740045062194,8.393688278232206,0.7829466808367267,4.301953248394225,3.2583736456167225,0.30112391386475773,0.28507177961717073,114008064,43823104,12345344,44081152,43978752,17317888,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,26.733,1.267,83.2,1.133,15.065,14.467,1.133,153.6,20.6,8.933,0,0,0,0,0.00302089552238806,0.003248046875,0.12068965517241378,0.004335200746965452,0.003,0.06801366436136908,0.003449999999999999,0.002408793601364595,0.007788827700202882,0.002953890489913545,0.004637611940298508,0.0055509259259259305,0.22413793103448273,0.050270270270270215,0.0046,0.21870603218787465,0.007277777777777776,0.0045549678623763995,0.01088693360345308,0.004636887608069165
1705718588,0.7588055418342354,2.99544279689837,0.5352773539825303,34.328557682305515,0.3238740045062194,8.393688278232206,0.7829466808367267,4.27574388362353,3.2583736456167225,0.30112391386475773,0.28507177961717073,114008064,43823104,12345344,44081152,43978752,17317888,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,162.467,20.6,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153845,0.003040816326530613,0.06801366436136908,0.0032222222222222222,0.002355784989128952,0.007788827700202882,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.005,0.0045412586696126946,0.01088693360345308,0.004647126436781609
1705718589,0.7588055418342354,2.9954427968983697,0.5109219700341258,34.328557682305515,0.3238740045062194,8.393688278232206,0.7829466808367267,4.27574388362353,3.2583736456167225,0.30112391386475773,0.28507177961717073,114008064,43823104,12341248,44081152,43978752,17317888,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,162.467,20.6,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153845,0.003040816326530613,0.06801366436136908,0.0032222222222222222,0.002355784989128952,0.007788827700202882,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.005,0.0045412586696126946,0.01088693360345308,0.004647126436781609
1705718590,0.7588055418342354,2.9954427968983697,0.5109219700341258,34.328557682305515,0.3238740045062194,8.461687917425396,0.7829466808367267,4.27574388362353,3.2583736456167225,0.30112391386475773,0.28507177961717073,114008064,43823104,12341248,44081152,43978752,17317888,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,162.467,20.6,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153846,0.003040816326530613,0.06801366436136908,0.0031777777777777776,0.002355784989128952,0.007788827700202882,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.00492,0.0045412586696126946,0.01088693360345308,0.004647126436781609
1705718591,0.7588055418342354,2.9954427968983697,0.5109219700341258,34.278252249218696,0.3238740045062194,8.461687917425396,0.7829466808367267,4.27574388362353,3.2583736456167225,0.30112391386475773,0.24047229969606432,114008064,43823104,12341248,44396544,43978752,17317888,45522944,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,162.467,20.6,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153846,0.003040816326530613,0.06801366436136908,0.0031777777777777776,0.002355784989128952,0.007788827700202882,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.00492,0.0045412586696126946,0.01088693360345308,0.004647126436781609
1705718592,0.7588055418342354,2.9954427968983697,0.5109219700341258,34.278252249218696,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,3.2583736456167225,0.29742040998382835,0.23572110336911148,114008064,43823104,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,162.467,20.6,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153846,0.003040816326530613,0.06801366436136908,0.0031777777777777776,0.002355784989128952,0.007788827700202882,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.00492,0.0045412586696126946,0.01088693360345308,0.004647126436781609
1705718593,0.7588055418342354,2.9954427968983697,0.5109219700341258,34.278252249218696,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,3.2583736456167225,0.29742040998382835,0.23096990704215867,114008064,43823104,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9461760,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,163,21.133,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153846,0.003040816326530613,0.06801366436136908,0.0031777777777777776,0.002354812563323202,0.0077735368956743,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.00492,0.004538399189463019,0.010068181818181829,0.004647126436781609
1705718594,0.7588055418342354,2.9954427968983697,0.5109219700341258,34.278252249218696,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,3.2583736456167225,0.29742040998382835,0.3083715959467866,114008064,43823104,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9089024,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.667,27.665,1.333,83.2,1.2,15.065,14.467,1.2,163,21.133,9.067,0,0,0,0,0.00302089552238806,0.0032228666036516274,0.1225,0.004346153846153846,0.003040816326530613,0.06801366436136908,0.0031777777777777776,0.002354812563323202,0.0077735368956743,0.0029597701149425286,0.004637611940298508,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.00492,0.004538399189463019,0.010068181818181829,0.004647126436781609
1705718595,0.7588055418342354,3.0039259578131685,0.4803287095203296,34.278252249218696,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,3.2583736456167225,0.29742040998382835,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9089024,38538.79989650225,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,14.867,27.665,1.333,83.2,1.2,15.065,14.467,1.2,163,21.133,9.067,0,0,0,0,0.003017725258493353,0.0032228666036516274,0.1225,0.004346153846153846,0.003040816326530613,0.06801366436136908,0.0031777777777777776,0.002354812563323202,0.0077735368956743,0.0029597701149425286,0.004636632200886262,0.005015559495828345,0.2245,0.05004531722054376,0.004673469387755103,0.21870603218787465,0.00492,0.004538399189463019,0.010068181818181829,0.004647126436781609
1705718596,0.6404129071695489,3.0039259578131685,0.4803287095203296,34.278252249218696,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,2.153865000000002,0.29742040998382835,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9089024,32525.78364265048,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,81.2,1.2,15.065,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004287557603686636,0.003040816326530613,0.06717027605142113,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002947214076246335,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.051224188790560427,0.004673469387755103,0.21853891843852666,0.00492,0.0045265637692932575,0.009945911949685535,0.004626979472140763
1705718597,0.6277661481389782,3.0465025027572947,0.4803287095203296,34.278252249218696,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,2.153865000000002,0.29742040998382835,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9089024,31883.47031104211,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,81.2,1.2,15.065,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004287557603686636,0.003040816326530613,0.06717027605142113,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002947214076246335,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.051224188790560427,0.004673469387755103,0.21853891843852666,0.00492,0.0045265637692932575,0.009945911949685535,0.004626979472140763
1705718598,0.6729102777685942,3.0465025027572947,0.4803287095203296,33.81865352751311,0.3238740045062194,8.461687917425396,0.8159525028926872,4.27574388362353,2.153865000000002,0.25715795229789673,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,45993984,2965504,9089024,0,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,77.467,1.2,12.535,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004285452881976212,0.003040816326530613,0.06593484419263455,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002947214076246335,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.05158430232558132,0.004673469387755103,0.2171967213114754,0.00492,0.0045265637692932575,0.009945911949685535,0.004626979472140763
1705718599,0.6592036393926586,3.0465025027572947,0.4803287095203296,33.81865352751311,0.3238740045062194,8.461687917425396,0.8417253851936037,4.27574388362353,3.1415127206050886,0.2973821989529364,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,46002176,2965504,9089024,0,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,77.467,1.2,12.535,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004285452881976212,0.003040816326530613,0.06593484419263455,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002947214076246335,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.05158430232558132,0.004673469387755103,0.2171967213114754,0.00492,0.0045265637692932575,0.009945911949685535,0.004626979472140763
1705718600,0.6454970010167229,3.0465025027572947,0.4803287095203296,33.81865352751311,0.3238740045062194,8.461687917425396,0.8417253851936037,4.339712606139771,3.1415127206050886,0.2973821989529364,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,46002176,2965504,9089024,0,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,77.467,1.2,12.535,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004285452881976212,0.003040816326530613,0.06593484419263455,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002947214076246335,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.05158430232558132,0.004673469387755103,0.2171967213114754,0.00492,0.0045265637692932575,0.009945911949685535,0.004626979472140763
1705718601,0.6317903626407873,3.0465025027572947,0.4803287095203296,33.81865352751311,0.3238740045062194,8.51362347993157,0.8417253851936037,4.339712606139771,3.1415127206050886,0.2973821989529364,0.3083715959467866,114008064,43757568,12341248,44396544,43978752,17317888,44986368,10719232,46002176,2965504,9089024,0,0,0,0,0,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,77.467,1.2,12.535,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004285452881976212,0.003040816326530613,0.06593484419263455,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002940472618928567,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.05158430232558132,0.004673469387755103,0.2171967213114754,0.00492,0.0045265637692932575,0.009945911949685535,0.004626188491997352
1705718602,0.6180837242648514,3.0465025027572947,0.4651341218305505,33.81865352751311,0.3251622744385314,8.51362347993157,0.8417253851936037,4.14968321226795,3.1415127206050886,0.2973821989529364,0.3083715959467866,114008064,43757568,12345344,44396544,43978752,17317888,44986368,10862592,46002176,2965504,9089024,0,0,0,0,123970.94430992736,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,25.665,1.133,77.467,1.067,12.535,12.667,1.2,150.6,19.467,7.733,0,0,0,0,0.003017341040462428,0.003189039027414551,0.11388888888888887,0.004285452881976212,0.0030400000000000006,0.06593484419263455,0.0031777777777777776,0.0023468724614134854,0.007742138364779875,0.002940472618928567,0.004635838150289017,0.004940270249346191,0.22277777777777777,0.05158430232558132,0.004672000000000001,0.21719672131147547,0.00492,0.0045265637692932575,0.009945911949685535,0.004626188491997352
1705718603,0.6043770858889157,3.0465025027572947,0.4651341218305505,33.81865352751311,0.31629696410598773,8.51362347993157,0.8417253851936037,4.14968321226795,3.1415127206050886,0.2973821989529364,0.31265635904870154,114008064,43757568,12345344,44396544,43982848,17317888,44986368,10862592,46002176,2965504,9089024,0,0,0,0,123970.94430992736,0,0,4,5,9,4,3,59,3,4,4,4,2,15.267,24.068,1,76.933,0.933,12.535,12.667,1.067,138,19.467,7.467,0,0,0,0,0.003017341040462428,0.0031895734597156395,0.12068965517241378,0.004284931506849315,0.0030392156862745095,0.06593484419263455,0.003173913043478261,0.0023259966777408633,0.007742138364779875,0.002935099882414925,0.004635838150289017,0.004941232227488152,0.22413793103448273,0.051213450292397614,0.004670588235294118,0.21719672131147547,0.004913043478260869,0.004524335548172756,0.009945911949685535,0.00461533762492308
