time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705818706,35.67365065622467,3.971399692937578,0.4986743789818231,0.21623931623931933,4.144440626127604,1.1463049206446645,0.4148951067085019,0.0906098594303341,0.8390385349268149,0.6050729452841953,0,0.29563615690733336,0.33926686635289105,0.8537349338439238,1.0383603174937333,216707072,81788928,6307840,431177728,110981120,335527936,41328640,4472832,271089664,95191040,4538368,2887680,298627072,8126464,46276608,0,1624564.9948822928,,0,1083401.1876669347,110041.36399923968,0,0,1586761.2691327871,13,8,6,4,9,17,7,5,3,11,1,3,6,17,8,7.732,4.067,24.533,1.999,1.999,1.866,18.263,0,0,0.015523515235346608,0.0030204081632653063,0.0289794921875,0.03066470336858973,0.0019684277699523753,0.0030599884422267977,0.00330722095868773,0.02625111455977589,0.004636734693877552,0.05713740458015269,0.04613294067371795,0.0044436817174793196,0.004707979196008235,0.0063407909818160154
1705818707,11.391699664940399,3.971399692937578,0.5091667124515369,0.21623931623931933,4.144440626127604,1.2981285408135135,0.4148951067085019,0.0906098594303341,0.7864152093904496,0.6175459114882675,0,0.29563615690733336,0.3629679880446702,0.8537349338439238,1.0383603174937333,216707072,81788928,6307840,431177728,110981120,335527936,41328640,4472832,271093760,95191040,4538368,2887680,298631168,8126464,46276608,0,1624564.9948822928,,0,1083401.1876669347,80280.49391319496,0,0,1586761.2691327871,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.732,4.067,24.533,1.999,2.132,1.866,18.263,0,0,0.015523515235346608,0.0030204081632653063,0.0289794921875,0.03066470336858973,0.0018567813815161096,0.0030599884422267977,0.00330722095868773,0.02625111455977589,0.004636734693877552,0.05713740458015269,0.04613294067371795,0.004422146272366998,0.004707979196008235,0.0063407909818160154
1705818708,11.391699664940399,3.971399692937578,0.5196590459212508,0.21623931623931933,3.431532036645936,1.2981285408135135,0.35834605615054055,0.0906098594303341,0.7864152093904496,0.7483779722443318,0,0.29563615690733336,0.3629679880446703,0.8537349338439238,1.0301320718775768,216707072,81788928,6307840,431177728,110981120,335527936,41328640,4472832,271093760,95191040,4538368,2887680,298631168,8126464,46276608,0,1624564.9948822928,,0,935736.6152356748,80280.49391319496,0,0,1664512.0325100007,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.732,4.067,24.533,1.999,2.132,2.199,18.263,0,0,0.015523515235346608,0.0030204081632653063,0.0289794921875,0.03066470336858973,0.0018567813815161096,0.003063146343756534,0.00330722095868773,0.02625111455977589,0.004636734693877552,0.05713740458015269,0.04613294067371795,0.004422146272366998,0.004713663418761761,0.0063407909818160154
1705818709,11.391699664940399,3.971399692937578,0.6295400081828286,0.21623931623931933,4.0118064008019285,1.2981285408135135,0.3514311377053989,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.29563615690733336,0.3629679880446703,0.8537349338439238,1.0301320718775768,216707072,81788928,6307840,431177728,110981120,335527936,41328640,4472832,271093760,95191040,4538368,2887680,298631168,8126464,46276608,0,1624564.9948822928,,0,917679.9287745594,80280.49391319498,0,0,1664512.0325100007,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.801,4.067,26.333,2.068,2.201,2.268,18.47,0,0,0.015352292181635953,0.0030204081632653063,0.028106508875739643,0.03073739612753542,0.001787058490934474,0.003087919988902544,0.003285734173675283,0.025785091952855135,0.004636734693877552,0.052393162393162426,0.046475382480930603,0.004357411698186894,0.004758255980024579,0.006061478941591613
1705818710,11.391699664940399,3.971399692937578,0.6295400081828286,0.21623931623931933,4.0118064008019285,1.2981285408135135,0.34451621926025716,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.29563615690733336,0.3629679880446703,0.8537349338439238,1.0301320718775768,216707072,81788928,6307840,431177728,110981120,335527936,41328640,4472832,271093760,95191040,4538368,2887680,298631168,8126464,46276608,0,1624564.9948822928,,0,899623.2423134437,80280.49391319498,0,0,1664512.0325100007,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.801,4.067,26.333,2.068,2.201,2.268,18.47,0,0,0.015352292181635953,0.0030204081632653063,0.028106508875739643,0.03073739612753542,0.001787058490934474,0.003087919988902544,0.003285734173675283,0.025785091952855135,0.004636734693877552,0.052393162393162426,0.046475382480930603,0.004357411698186894,0.004758255980024579,0.006061478941591613
1705818711,11.391699664940399,3.971399692937578,0.6295400081828286,0.21623931623931933,4.0118064008019285,1.2981285408135135,0.3994808378699928,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.29563615690733336,0.3629679880446703,0.8537349338439238,1.0301320718775768,216707072,81788928,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2887680,298631168,8126464,46276608,0,1624564.9948822928,,0,937722.1761545949,80280.49391319498,0,0,1664512.0325100007,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.801,4.067,26.333,2.068,2.201,2.268,18.47,0,0,0.015352292181635953,0.0030204081632653063,0.028106508875739643,0.03073739612753542,0.001787058490934474,0.003087919988902544,0.003285734173675283,0.025785091952855135,0.004636734693877552,0.052393162393162426,0.046475382480930603,0.004357411698186894,0.004758255980024579,0.006061478941591613
1705818712,11.391699664940399,3.971399692937578,0.6295400081828286,0.21623931623931933,4.0118064008019285,1.2981285408135135,0.3994808378699928,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.3029658035463003,0.3629679880446703,0.8537349338439238,1.0301320718775768,216707072,81788928,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8126464,46276608,0,1624564.9948822928,,0,937722.1761545949,80280.49391319498,0,0,1664512.0325100007,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.801,4.067,26.333,2.068,2.201,2.268,18.47,0,0,0.015352292181635953,0.0030204081632653063,0.028106508875739643,0.03073739612753542,0.001787058490934474,0.003087919988902544,0.003285734173675283,0.025785091952855135,0.004636734693877552,0.052393162393162426,0.046475382480930603,0.004357411698186894,0.004758255980024579,0.006061478941591613
1705818713,11.391699664940399,3.971399692937578,0.6295400081828286,0.15683273937408074,4.0118064008019285,1.2981285408135135,0.3994808378699928,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.3029658035463003,0.3629679880446703,0.8537349338439238,0.855928154089146,216707072,81788928,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8126464,46276608,0,1624564.9948822928,,0,937722.1761545949,80280.49391319498,0,0,1383029.1768789552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,7.801,4.067,26.333,2.068,2.201,2.268,18.47,0,0,0.015352292181635953,0.0030204081632653063,0.028106508875739643,0.03073739612753542,0.001787058490934474,0.003087919988902544,0.003285734173675283,0.025785091952855135,0.004636734693877552,0.052393162393162426,0.046475382480930603,0.004357411698186894,0.004758255980024579,0.006061478941591613
1705818714,11.391699664940399,3.971399692937578,0.6295400081828286,0.13314750000000153,4.0118064008019285,1.2981285408135135,0.3994808378699928,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.3029658035463003,0.3629679880446703,0.8382437928082197,1.0282170169205733,216707072,81788928,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,1624564.9948822928,,0,937722.1761545949,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.267,26.8,2.001,2.201,2.268,18.604,0,0,0.014968485161447102,0.003020512820512821,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.003311817481902946,0.02429369606915595,0.0046369230769230775,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006328911259455591
1705818715,11.391699664940399,3.971399692937578,0.6295400081828286,0.17324625085951714,4.0118064008019285,1.2981285408135135,0.4045001844337855,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.3029658035463003,0.3629679880446702,0.8382437928082197,1.0282170169205733,216707072,81788928,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,1624564.9948822928,,0,1057617.1154555513,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.267,26.8,2.001,2.201,2.268,18.604,0,0,0.014968485161447102,0.003020512820512821,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.003311817481902946,0.02429369606915595,0.0046369230769230775,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006328911259455591
1705818716,9.492608399964295,3.910255653200873,0.6295400081828286,0.1768651352830319,4.0118064008019285,1.2981285408135135,0.4045001844337855,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.29855266385673934,0.38409340414800786,0.8382437928082197,1.0282170169205733,216707072,81838080,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2112806.9748862414,,0,1057617.1154555513,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.267,26.8,2.001,2.201,2.268,18.604,0,0,0.014968485161447102,0.003020512820512821,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.003311817481902946,0.02429369606915595,0.0046369230769230775,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006328911259455591
1705818717,7.729519228904097,3.910255653200873,0.6295400081828286,0.18048401970654662,4.0118064008019285,1.2981285408135135,0.4045001844337855,0.0906098594303341,0.7864152093904498,0.7483779722443318,0,0.29855266385673934,0.38409340414800786,0.8382437928082197,1.0282170169205733,216772608,81838080,6307840,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2112806.9748862414,,0,1057617.1154555513,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.267,26.8,2.001,2.201,2.268,18.604,0,0,0.014968485161447102,0.003020512820512821,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.003311817481902946,0.02429369606915595,0.0046369230769230775,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006328911259455591
1705818718,7.729519228904097,3.7625477707006105,0.49485924112607066,0.18410290413006136,4.0118064008019285,1.2981285408135135,0.4045001844337855,0.08700531394210557,0.7864152093904498,0.7483779722443318,0,0.29855266385673934,0.38409340414800786,0.8289798954299807,1.0282170169205733,216772608,81838080,6311936,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.933,26.8,2.001,2.201,2.268,18.937,0,0,0.014968485161447102,0.003010152284263959,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.0033384805681214292,0.02429369606915595,0.004618274111675127,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006584915283605933
1705818719,7.729519228904097,3.7625477707006105,0.49485924112607066,0.18772178855357607,4.0118064008019285,1.2981285408135135,0.4045001844337855,0.08700531394210557,0.7864152093904498,0.6161364663072073,0,0.29855266385673934,0.38409340414800786,0.8289798954299807,1.0282170169205733,216772608,81838080,6311936,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.933,26.8,2.001,2.201,2.268,18.937,0,0,0.014968485161447102,0.003010152284263959,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.0033384805681214292,0.02429369606915595,0.004618274111675127,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006584915283605933
1705818720,7.729519228904097,3.7625477707006105,0.49485924112607066,0.2171330654108843,4.0118064008019285,1.3950487827118099,0.4045001844337855,0.08698168017616958,0.7864152093904498,0.6036635001031352,0,0.29855266385673934,0.38409340414800786,0.8289798954299807,1.0282170169205733,216772608,81838080,6311936,431177728,110981120,335527936,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,80280.49391319498,0,0,1570293.651271552,13,8,6,4,9,22,7,5,3,11,1,3,6,17,8,8.135,4.933,26.8,2.001,2.201,2.268,18.937,0,0,0.014968485161447102,0.003010152284263959,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.0033384805681214292,0.02429369606915595,0.004618274111675127,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006584915283605933
1705818721,7.729519228904097,3.7625477707006105,0.49485924112607066,0.2171330654108843,3.4465763106489433,1.265958132737321,0.4045001844337855,0.08698168017616958,0.9772869781157848,0.591190533899063,0,0.29855266385673934,0.38409340414800786,0.8289798954299807,1.0282170169205733,216772608,81838080,6311936,431177728,110981120,335585280,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,63572.86978115783,0,0,1570293.651271552,13,8,6,4,9,17,7,5,3,11,1,3,6,17,8,8.735,4.933,26.8,2.001,2.201,2.268,18.937,0,0,0.014819021949089425,0.003010152284263959,0.027569860279441125,0.03165285636038806,0.001787058490934474,0.003087919988902544,0.0033384805681214292,0.023879466386551623,0.004618274111675127,0.04994510978043914,0.04697574366312699,0.004357411698186894,0.004758255980024579,0.006584915283605933
1705818722,7.729519228904097,3.7625477707006105,0.49485924112607066,0.2171330654108843,3.3797128706355775,1.265958132737321,0.4045001844337855,0.08698168017616958,0.9772869781157848,0.5787175676949907,0.00011197638316282987,0.29855266385673934,0.38409340414800786,0.8289798954299807,1.0282170169205733,216772608,81838080,6311936,431177728,110981120,335585280,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,63572.86978115783,0,0,1570293.651271552,13,8,6,4,9,17,7,5,3,11,1,3,6,17,8,8.735,4.933,26.8,2.001,1.935,2.268,18.937,0,0,0.014819021949089425,0.003010152284263959,0.027569860279441125,0.03165285636038806,0.0017798412004881503,0.003087919988902544,0.0033384805681214292,0.023879466386551623,0.004618274111675127,0.04994510978043914,0.04697574366312699,0.004355968240097629,0.004758255980024579,0.006584915283605933
1705818723,7.729519228904097,3.7625477707006105,0.49485924112607066,0.2171330654108843,3.3128494306222125,1.265958132737321,0.4045001844337855,0.08698168017616958,0.9772869781157848,0.5662446014909185,0.00011197638316282987,0.29855266385673934,0.38409340414800786,0.8289798954299807,1.0282170169205733,216772608,81838080,6311936,431177728,110981120,335585280,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,63572.86978115783,0,0,1570293.651271552,13,8,6,4,9,17,7,5,3,11,1,3,6,17,8,8.735,4.933,26.8,2.001,1.935,1.935,18.937,0,0,0.014819021949089425,0.003010152284263959,0.027569860279441125,0.03165285636038806,0.0017798412004881503,0.0030888967908258517,0.0033384805681214292,0.023879466386551623,0.004618274111675127,0.04994510978043914,0.04697574366312699,0.004355968240097629,0.004760014223486532,0.006584915283605933
1705818724,7.729519228904097,3.7625477707006105,0.49485924112607066,0.2171330654108843,4.242644744805343,1.265958132737321,0.4045001844337855,0.08698168017616958,0.8177408069093075,0.5537716352868463,0.00011197638316282987,0.29855266385673934,0.38409340414800786,0.8289798954299807,0.82974521209887,216772608,81838080,6311936,431177728,100167680,335585280,41340928,4472832,271093760,95191040,4538368,2891776,298631168,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,53194.3339024264,0,0,1011262.6791436996,13,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.533,4.933,25.067,1.8,1.733,1.733,18.333,0,0,0.015019920318725101,0.003010152284263959,0.027418533604887982,0.03365384615384615,0.001690909090909091,0.003045454545454545,0.0033509272467903,0.023912350597609565,0.004618274111675127,0.05306722689075625,0.04765384615384616,0.004338181818181818,0.004681818181818182,0.006705882352941185
1705818725,1.2634803211790082,3.7625477707006105,0.49485924112607066,0.2171330654108843,4.242644744805343,1.265958132737321,0.4045001844337855,0.08698168017616958,0.765885864515998,0.5412986690827741,0.00011197638316282987,0.29855266385673934,0.3539475967378125,0.8289798954299807,1.0016440199974286,216772608,81838080,6311936,431177728,100167680,335585280,41340928,4472832,271089664,95191040,4538368,2891776,298627072,8122368,46346240,0,2310755.2320291176,,0,1057617.1154555513,72869.5961572674,0,0,1220766.5683886681,13,8,6,4,10,17,7,5,3,11,1,3,6,17,8,8.533,4.933,25.067,1.8,1.733,1.733,18.333,0,0,0.015019920318725101,0.003010152284263959,0.027418533604887982,0.03365384615384615,0.001690909090909091,0.003045454545454545,0.0033509272467903,0.023912350597609565,0.004618274111675127,0.05306722689075625,0.04765384615384616,0.004338181818181818,0.004681818181818182,0.006705882352941185
