time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_diskio,carts-db_diskio,catalogue-db_diskio,orders_diskio,orders-db_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705731136,1.6148030109240479,4.458682457924589,0.17570718213850595,0.15010939214212077,4.485530835923468,1.1747408753745694,0.44461957636304955,0.07231437116904622,0.5188260580965349,0.9331263049863731,0,0.3274288026513541,0.5258729327827055,0.7864740170593961,0.8765814100868826,221577216,82522112,6139904,430563328,108761088,331141120,42176512,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,612005.9766208653,51787.46404526346,0,0,921767.2399113802,18,13,6,4,7,16,7,5,3,11,1,3,6,16,8,8.333,4.2,25.4,1.533,1.333,1.267,15.4,0,0,0.017961538461538466,0.0030952380952380953,0.029466501240694793,0.03779761904761905,0.0027066666666666667,0.003233766233766234,0.0033081481481481486,0.040339506172839525,0.004771428571428571,0.07424390243902441,0.04803571428571429,0.004541333333333334,0.005222222222222229,0.006254807692307698
1705731137,1.6148030109240479,4.458682457924589,0.17570718213850595,0.20364062713953296,4.485530835923468,1.1747408753745694,0.44461957636304955,0.08779034599564522,0.5188260580965349,0.942475715129065,0,0.3274288026513541,0.5258729327827055,0.7864740170593961,0.8764955637331688,221577216,82522112,6139904,430559232,108761088,331141120,42176512,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,612005.9766208653,51787.46404526346,0,0,921676.9683683058,18,13,6,4,7,16,7,5,3,11,1,3,6,16,8,8.333,4.2,25.4,1.533,1.333,1.267,15.4,0,0,0.017961538461538466,0.0030952380952380953,0.029466501240694793,0.03779761904761905,0.0027066666666666667,0.003233766233766234,0.0033081481481481486,0.040339506172839525,0.004771428571428571,0.07424390243902441,0.04803571428571429,0.004541333333333334,0.005222222222222229,0.006254807692307698
1705731138,1.6148030109240479,4.458682457924589,0.14884960723537638,0.20364062713953296,4.485530835923468,1.1747408753745694,0.44461957636304955,0.08779034599564522,0.5188260580965349,0.942475715129065,0,0.3274288026513541,0.5258729327827055,0.7864740170593961,0.859326292990456,221577216,82522112,6139904,430559232,108761088,331141120,42176512,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,612005.9766208653,51787.46404526346,0,0,903622.6597533958,18,13,6,4,7,16,7,5,3,11,1,3,6,16,8,8.333,3.467,25.4,1.533,1.333,1.267,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029466501240694793,0.03779761904761905,0.0027066666666666667,0.003233766233766234,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07424390243902441,0.04803571428571429,0.004541333333333334,0.005222222222222229,0.006020408163265307
1705731139,1.6148030109240479,4.458682457924589,0.14592115419973462,0.20267009965193525,4.485530835923468,1.6223188787013836,0.44461957636304955,0.08779034599564522,0.47005435004699986,0.942475715129065,0,0.3274288026513541,0.5258729327827055,0.7864740170593961,0.8421570222477434,221577216,82522112,6139904,430559232,108761088,331317248,42176512,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,612005.9766208653,58583.62960238651,0,0,885568.3511384857,18,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.333,3.467,22.933,1.533,1.333,1.933,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029551122194513717,0.03779761904761905,0.0027066666666666667,0.003282051282051282,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07431372549019609,0.04803571428571429,0.004541333333333334,0.006166666666666666,0.006020408163265307
1705731140,1.6148030109240479,4.458682457924588,0.14299270116409285,0.20267009965193525,4.485530835923468,1.6223188787013836,0.45932298223527995,0.08779034599564522,0.47005435004699986,0.9424757151290653,0,0.3246730099536571,0.5258729327827055,0.7864740170593961,0.8249877515050307,221577216,82522112,6139904,430559232,108761088,331317248,42074112,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,900345.7026956817,58583.62960238651,0,0,867514.0425235758,18,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.333,3.467,22.933,1.533,1.333,1.933,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029551122194513717,0.03779761904761905,0.0027066666666666667,0.003282051282051282,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07431372549019609,0.04803571428571429,0.004541333333333334,0.006166666666666666,0.006020408163265307
1705731141,1.6148030109240479,4.458682457924588,0.16341741513472546,0.20267009965193525,4.485530835923468,1.6223188787013836,0.45932298223527995,0.08779034599564522,0.47005435004699986,0.9424757151290653,0,0.3246730099536571,0.5258729327827055,0.7864740170593961,0.8078184807623181,221577216,82522112,6127616,430559232,108761088,331317248,42074112,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,900345.7026956817,58583.62960238651,0,0,849459.7339086658,18,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.333,3.467,22.933,1.533,1.867,1.933,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029551122194513717,0.03779761904761905,0.002464788732394366,0.003282051282051282,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07431372549019609,0.04803571428571429,0.004492957746478874,0.006166666666666666,0.006020408163265307
1705731142,1.6148030109240479,4.458682457924588,0.16341741513472546,0.20267009965193525,4.485530835923468,1.6223188787013836,0.45932298223527995,0.08779034599564522,0.47005435004699986,0.9424757151290653,0,0.3246730099536571,0.4893135984894832,0.7864740170593961,0.7906492100196054,221577216,82522112,6127616,430559232,108761088,331317248,42074112,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,900345.7026956817,58583.62960238651,0,0,831405.4252937562,18,13,6,4,7,17,7,5,3,11,1,3,6,16,8,8.333,3.467,22.933,1.533,1.867,1.933,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029551122194513717,0.03779761904761905,0.002464788732394366,0.003282051282051282,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07431372549019609,0.04803571428571429,0.004492957746478874,0.006166666666666666,0.006020408163265307
1705731143,1.627882794698213,4.458682457924588,0.16341741513472546,0.20267009965193525,4.530732519838303,1.6223188787013836,0.45932298223527995,0.08779034599564522,0.47005435004699986,0.9424757151290653,0,0.3246730099536571,0.5864989119440844,0.7864740170593961,0.7734799392768927,221577216,82522112,6127616,430559232,100003840,331317248,42074112,4423680,247873536,97099776,4644864,2846720,302673920,8007680,46710784,0,2606948.5909254947,0,,900345.7026956817,58583.62960238651,0,0,813351.1166788461,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.333,3.467,22.933,1.533,1.867,1.933,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029551122194513717,0.03779761904761905,0.002464788732394366,0.003282051282051282,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07431372549019609,0.04803571428571429,0.004492957746478874,0.006166666666666666,0.006020408163265307
1705731144,1.627882794698213,4.458682457924588,0.16341741513472546,0.20267009965193525,4.530732519838303,1.6223188787013836,0.45932298223527995,0.08779034599564522,0.47005435004699986,0.9424757151290653,0,0.3301033618070972,0.5864989119440844,0.7332379448720511,0.7563106685341799,221577216,82522112,6127616,430559232,100003840,331317248,42074112,4423680,247873536,97099776,4644864,2977792,302673920,8007680,46710784,0,2606948.5909254947,0,,900345.7026956817,58583.62960238651,0,0,795296.8080639363,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.333,3.467,22.933,1.533,1.867,1.933,18.6,0,0,0.017961538461538466,0.0030975609756097562,0.029551122194513717,0.03779761904761905,0.002464788732394366,0.003282051282051282,0.003287390029325513,0.040339506172839525,0.004775609756097561,0.07431372549019609,0.04803571428571429,0.004492957746478874,0.006166666666666666,0.006020408163265307
1705731145,1.627882794698213,4.458682457924588,0.16341741513472546,0.20267009965193525,4.530732519838303,1.786204220228024,0.45932298223527995,0.08779034599564522,0.47005435004699986,0.9424757151290653,0,0.3301033618070972,0.5864989119440844,0.617135826617769,0.7391413977914673,221577216,82522112,6127616,430559232,100003840,331317248,42074112,4423680,247873536,97099776,4644864,2977792,302673920,8007680,46710784,0,2606948.5909254947,0,,900345.7026956817,58583.62960238651,0,0,777242.4994490262,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.933,3.467,22.933,2.133,2.467,2.533,20.4,0,0,0.017657068062827228,0.0030975609756097562,0.029551122194513717,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032660944206008586,0.04021604938271606,0.004775609756097561,0.07431372549019609,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005741935483870968
1705731146,1.6432704510744283,4.405727268309261,0.16341741513472546,0.20267009965193525,4.530732519838303,1.786204220228024,0.45932298223527995,0.09895866079849089,0.47005435004699986,0.9424757151290653,0,0.3301033618070972,0.5864989119440844,0.6049151942032349,0.7219721270487546,221470720,82554880,6127616,430559232,100003840,331317248,42074112,4452352,247873536,97099776,4644864,2977792,302673920,8007680,46710784,0,2279204.9375516353,0,,900345.7026956817,58583.62960238651,0,0,759188.1908341163,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.933,3.467,22.933,2.133,2.467,2.533,20.4,0,0,0.017657068062827228,0.0030975609756097562,0.029551122194513717,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032660944206008586,0.04021604938271606,0.004775609756097561,0.07431372549019609,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005741935483870968
1705731147,1.6432704510744283,4.405727268309261,0.16341741513472546,0.20267009965193525,4.530732519838303,1.786204220228024,0.45932298223527995,0.09895866079849089,0.47005435004699986,0.9424757151290653,0,0.3301033618070972,0.5864989119440844,0.5926945617887006,0.7048028563060418,221470720,82554880,6127616,430559232,100003840,331317248,42074112,4452352,247873536,97099776,4644864,2977792,302673920,8007680,46710784,0,2279204.9375516353,0,,900345.7026956817,58583.62960238651,0,0,741133.8822192063,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.467,3.467,22.933,2.133,2.467,2.533,20.4,0,0,0.017107329842931937,0.0030975609756097562,0.029551122194513717,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032660944206008586,0.03904929577464789,0.004775609756097561,0.07431372549019609,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005741935483870968
1705731148,1.6432704510744283,4.405727268309261,0.16341741513472546,0.20267009965193525,4.530732519838303,1.786204220228024,0.45932298223527995,0.09895866079849089,0.47005435004699986,0.9424757151290653,0.00011591200552431299,0.3301033618070972,0.5864989119440844,0.5804739293741664,0.6876335855633292,221470720,82554880,6127616,430559232,100003840,331317248,42074112,4452352,247873536,97099776,4644864,2977792,302673920,8007680,46710784,0,2279204.9375516353,0,,900345.7026956817,58583.62960238651,0,0,723079.5736042965,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.467,3.467,22.933,2.133,2.467,2.533,20.4,0,0,0.017107329842931937,0.0030975609756097562,0.029551122194513717,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032660944206008586,0.03904929577464789,0.004775609756097561,0.07431372549019609,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005741935483870968
1705731149,1.6432704510744283,4.405727268309261,0.16341741513472546,0.20267009965193525,4.530732519838303,1.786204220228024,0.45932298223527995,0.09895866079849089,0.47005435004699986,0.9347311929196753,0.00011591200552431299,0.3301033618070972,0.5864989119440844,0.5682532969596322,0.6704643148206165,221470720,82554880,6127616,430559232,100003840,331317248,42074112,4452352,247873536,97091584,4644864,2977792,302673920,8007680,46710784,0,2279204.9375516353,0,,900345.7026956817,58583.62960238651,0,0,705025.2649893865,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,8.467,3.467,22.933,2.133,2.467,2.533,20.4,0,0,0.017107329842931937,0.0030975609756097562,0.029551122194513717,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032660944206008586,0.03904929577464789,0.004775609756097561,0.07431372549019609,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005741935483870968
1705731150,1.6432704510744283,4.405727268309261,0.16341741513472546,0.20267009965193525,3.573211636007097,1.786204220228024,0.382828363934275,0.09895866079849089,0.49666841770576764,0.9347311929196753,0.00011591200552431299,0.3301033618070972,0.5864989119440844,0.556032664545098,0.6532950440779038,221470720,82554880,6127616,430559232,100003840,331317248,42074112,4452352,247873536,97091584,4644864,2977792,302673920,8007680,46710784,0,2279204.9375516353,0,,826619.4963780614,33973.845005391355,0,0,686970.9563744767,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,7.933,3.533,22.733,2.533,2.467,2.533,21.2,0,0,0.0171608040201005,0.0030718562874251496,0.029637592137592136,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032659123055162657,0.03888888888888888,0.00472934131736527,0.07374371859296482,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005739361702127665
1705731151,1.6432704510744283,4.405727268309261,0.17292492979357885,0.20267009965193525,3.6512038140275505,1.786204220228024,0.45804509391953696,0.09895866079849089,0.49666841770576764,0.9347311929196753,0.00011591200552431299,0.3301033618070972,0.5322846117498852,0.543812032130564,0.636125773335191,221470720,82554880,6127616,430559232,100003840,331317248,42074112,4452352,247873536,97091584,4644864,2977792,302669824,8007680,46710784,0,2279204.9375516353,0,,989030.7002414626,33973.845005391355,0,0,668916.6477595665,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,7.933,3.533,22.733,2.533,2.467,2.533,21.2,0,0,0.0171608040201005,0.0030718562874251496,0.029637592137592136,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032659123055162657,0.03888888888888888,0.00472934131736527,0.07374371859296482,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005739361702127665
1705731152,1.6432704510744283,4.405727268309261,0.17292492979357885,0.20267009965193525,3.7291959920480053,1.6329762315472094,0.45804509391953696,0.09895866079849089,0.49666841770576764,0.9347311929196753,0.00011591200552431299,0.3301033618070972,0.5322846117498852,0.8271479625672394,1.0746392794006174,221470720,82554880,6127616,430559232,100003840,331325440,42074112,4452352,247873536,97091584,4644864,2977792,302669824,7999488,46858240,0,2279204.9375516353,0,0,989030.7002414626,33973.845005391355,0,0,1386136.880208772,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,7.933,3.533,22.733,2.533,2.467,2.533,21.2,0,0,0.0171608040201005,0.0030718562874251496,0.029637592137592136,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032659123055162657,0.03888888888888888,0.00472934131736527,0.07374371859296482,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005739361702127665
1705731153,1.6432704510744283,4.405727268309261,0.17292492979357885,0.20267009965193525,3.807188170068459,1.6329762315472094,0.45804509391953696,0.09895866079849089,0.49666841770576764,0.9347311929196753,0.00011591200552431299,0.3301033618070972,0.5322846117498852,0.8271479625672394,1.0705063730165565,221470720,82554880,6127616,430559232,100003840,331325440,42074112,4452352,247873536,97091584,4644864,2977792,302669824,7999488,46858240,0,2279204.9375516353,0,0,989030.7002414626,33973.845005391355,0,0,1562681.0023411082,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,7.933,4.133,22.733,2.533,2.467,2.533,18.267,0,0,0.0171608040201005,0.0030714285714285717,0.029637592137592136,0.038081395348837206,0.002493333333333333,0.0032962962962962963,0.0032559109874826147,0.03888888888888888,0.004728571428571428,0.07374371859296482,0.04854651162790698,0.004498666666666666,0.006687500000000003,0.005592391304347831
1705731154,1.6432704510744283,4.405727268309261,0.17292492979357885,0.20267009965193525,3.8851803480889124,1.6329762315472094,0.45804509391953696,0.09895866079849087,0.45442251533621614,0.9347311929196753,0.00011591200552431299,0.3301033618070972,0.5322846117498852,0.8271479625672394,1.0705063730165565,221470720,82554880,6127616,430559232,100003840,331325440,42074112,4452352,247877632,97091584,4644864,2977792,302669824,7999488,46858240,0,2279204.9375516353,0,0,989030.7002414626,24083.25657056622,0,0,1562681.0023411082,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,7.933,4.133,23.533,2.533,2.467,2.267,18.267,0,0,0.0171608040201005,0.0030714285714285717,0.02984756097560975,0.038081395348837206,0.002493333333333333,0.0033333333333333335,0.0032559109874826147,0.03888888888888888,0.004728571428571428,0.07387499999999998,0.04854651162790698,0.004498666666666666,0.007166666666666674,0.005592391304347831
1705731155,1.6432704510744283,4.405727268309261,0.17292492979357885,0.19516659571997966,4.679530681227236,1.6329762315472094,0.45804509391953696,0.09439943342776139,0.45442251533621614,0.9347311929196753,0.00011591200552431299,0.34278673279603256,0.5322846117498852,0.8271479625672394,1.0705063730165565,221470720,82554880,6127616,430559232,100003840,331325440,42074112,4452352,247877632,97091584,4644864,2977792,302669824,7999488,46858240,0,2279204.9375516353,0,0,989030.7002414626,24083.25657056622,0,0,1562681.0023411082,18,13,6,4,8,17,7,5,3,11,1,3,6,16,8,7.933,4.133,23.533,2.533,2.467,2.267,18.267,0,0,0.0171608040201005,0.0030714285714285717,0.02984756097560975,0.038081395348837206,0.002493333333333333,0.0033333333333333335,0.0032559109874826147,0.03888888888888888,0.004728571428571428,0.07387499999999998,0.04854651162790698,0.004498666666666666,0.007166666666666674,0.005592391304347831
