time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,front-end_error,orders_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705825736,1.279627276577718,3.1494790676108866,0.1630194820510409,0.19654055141879742,4.438881818770072,1.506278366111968,0.49175492574404006,13.989829184459982,0.3893521086007774,0.8103366183146856,0.00013285629381285823,0.26065446382317403,0.4379354675546415,1.2476055898467298,1.1939133205863728,206999552,81063936,6152192,430608384,99180544,331698176,40714240,4558848,252690432,93229056,4767744,2883584,305745920,8400896,46534656,2094042.0393388285,0,1114821.6081888643,0,29628.915197839564,0,0,,1783896.324622902,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,23.667,2,2,1.867,18.933,0,0,0.014585020242914979,0.0030227272727272724,0.030032822757111596,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004573560767590619,0.023791497975708502,0.0046409090909090905,0.07115853658536583,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.008906849315068494
1705825737,1.279627276577718,3.0833177108138177,0.1630194820510409,0.19654055141879742,4.438881818770072,1.506278366111968,0.49175492574404006,13.989829184459982,0.3893521086007774,0.8103366183146856,0.00013011322767448585,0.25905186988571305,0.4379354675546415,1.2476055898467298,1.1540908826212801,206999552,81063936,6152192,430608384,99180544,331698176,40714240,4558848,252690432,93229056,4767744,2883584,305745920,8400896,46555136,2050052.331981334,0,1114821.6081888643,0,29628.915197839564,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,23.667,2,2,1.867,18.933,0,0,0.014585020242914979,0.0030227272727272724,0.030032822757111596,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004573560767590619,0.023791497975708502,0.0046409090909090905,0.07115853658536583,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.008906849315068494
1705825738,1.279627276577718,3.0171563540167483,0.1630194820510409,0.19654055141879742,4.438881818770072,1.506278366111968,0.49175492574404006,13.989829184459982,1.520041624068929,0.8103366183146856,0.00012737016153611347,0.25905186988571305,0.4379354675546415,1.2932073280866982,1.1540908826212801,206999552,81063936,6152192,430608384,99180544,331698176,40714240,4558848,253513728,93229056,4767744,2883584,305745920,8400896,46555136,2006062.6246238388,0,1114821.6081888643,0,52344.09230319848,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,23.667,2,2,1.867,18.933,0,0,0.014585020242914979,0.0030227272727272724,0.030032822757111596,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004573560767590619,0.023791497975708502,0.0046409090909090905,0.07115853658536583,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.008906849315068494
1705825739,1.279627276577718,2.9509949972196785,0.1630194820510409,0.19654055141879742,4.438881818770072,1.506278366111968,0.49175492574404006,13.989829184459982,1.520041624068929,0.8103366183146856,0.00009859232075368077,0.2590518698857131,0.4379354675546415,1.2932073280866982,1.1540908826212801,206999552,81063936,6152192,430608384,99180544,331698176,40714240,4558848,253513728,93229056,4767744,2883584,305745920,8400896,46555136,1962072.917266344,0,1114821.6081888643,0,52344.09230319848,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,23.667,2,2,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.030032822757111596,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.07115853658536583,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.00891891891891892
1705825740,1.279627276577718,2.8848336404226096,0.13865984311366952,0.19654055141879742,3.3251870264837646,1.506278366111968,0.49175492574404006,13.989829184459982,1.520041624068929,0.8103366183146856,0.00009859232075368077,0.2590518698857131,0.4379354675546415,1.2932073280866982,1.1540908826212801,206999552,81063936,6152192,430608384,98816000,331698176,40714240,4558848,253513728,93229056,4767744,2883584,305745920,8400896,46555136,1918083.2099088493,0,1114821.6081888643,0,52344.09230319848,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,23.667,2,2,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.030032822757111596,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.07115853658536583,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.00891891891891892
1705825741,1.279627276577718,2.8186722836255402,0.1646036348922684,0.19654055141879742,3.3950610227675275,1.506278366111968,0.49175492574404006,13.989829184459982,1.520041624068929,0.8281572685901658,0.00009859232075368077,0.2590518698857131,0.4379354675546415,1.2932073280866982,1.1540908826212801,206999552,81063936,6139904,430608384,98816000,331698176,40714240,4558848,253513728,93229056,4767744,2883584,305745920,8400896,46555136,1874093.5025513542,0,1114821.6081888643,0,52344.09230319848,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,23.667,2,2,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.030032822757111596,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.07115853658536583,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.00891891891891892
1705825742,1.279627276577718,2.7525109268284713,0.1682307457523643,0.19654055141879742,3.46493501905129,1.2771064809211774,0.45709405646074336,9.543946538093364,1.520041624068929,0.8281572685901658,0.00009859232075368077,0.2590518698857131,0.4379354675546415,1.2932073280866982,1.1540908826212801,206999552,81063936,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305745920,8400896,46555136,1830103.7951938596,0,841100.0441399429,0,52344.09230319848,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,25,2,2,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.029585152838427945,0.020652173913043477,0.0014999999999999992,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.06835443037974685,0.048999999999999995,0.004766666666666666,0.004751578947368421,0.00891891891891892
1705825743,1.279627276577718,3.902597699130576,0.1682307457523643,0.19654055141879742,3.534809015335052,1.2520018414859777,0.45709405646074336,9.543946538093364,1.7091621084086235,0.8281572685901658,0.00009859232075368077,0.2590518698857131,0.3069461116579756,1.2932073280866982,1.1540908826212801,206999552,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305745920,8400896,46555136,2115085.6239571446,0,841100.0441399429,0,63855.86229976069,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,25,2,1.4,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.029585152838427945,0.020652173913043477,0.0013478260869565215,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.06835443037974685,0.048999999999999995,0.00468695652173913,0.004751578947368421,0.00891891891891892
1705825744,1.279627276577718,3.902597699130576,0.1682307457523643,0.19654055141879742,3.6046830116188135,1.2268972020507782,0.45709405646074336,9.543946538093364,1.7455050930082712,0.8281572685901658,0,0.2590518698857131,0.31322775277736764,1.2932073280866982,1.1540908826212801,206999552,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305745920,8400896,46555136,2115085.6239571446,0,841100.0441399429,0,65213.669501745884,0,0,,1590154.7062134831,10,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,25,2,1.4,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.029585152838427945,0.020652173913043477,0.0013478260869565215,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.06835443037974685,0.048999999999999995,0.00468695652173913,0.004751578947368421,0.00891891891891892
1705825745,1.2008909952606563,3.902597699130576,0.1682307457523643,0.19654055141879742,4.192439777025726,1.201792562615579,0.45709405646074336,9.543946538093364,1.7818480776079189,0.8281572685901658,0,0.2590518698857131,0.31950939389675975,1.2932073280866982,0.9141387421602785,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305745920,8400896,46555136,2115085.6239571446,0,841100.0441399429,0,66571.47670373107,0,0,,903399.9163763067,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.667,4.267,25,2,1.4,1.867,16,0,0,0.014585020242914979,0.003032967032967033,0.029585152838427945,0.020652173913043477,0.0013478260869565215,0.0030842105263157896,0.004578947368421053,0.023791497975708502,0.004659340659340659,0.06835443037974685,0.048999999999999995,0.00468695652173913,0.004751578947368421,0.00891891891891892
1705825746,1.2008909952606563,3.692834353261143,0.1682307457523643,0.16228279386348646,4.192439777025726,0.9767575000000053,0.45709405646074336,0.07340050243200201,1.818191062207566,0.8281572685901658,0,0.2590518698857131,0.31911993214735745,1.2932073280866982,0.933175169147925,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305745920,8400896,46555136,1403253.3082274178,0,841100.0441399429,0,67929.28390571626,0,0,,922212.7133354452,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.867,4.067,24.933,1.467,1.4,1.867,14.333,0,0,0.014500000000000002,0.003021276595744681,0.029139433551198256,0.019718309859154928,0.0013478260869565215,0.0030842105263157896,0.004563714902807776,0.023800000000000005,0.004638297872340425,0.06636942675159231,0.04235294117647059,0.00468695652173913,0.004751578947368421,0.008914565826330533
1705825747,0.9760820698866426,3.692834353261143,0.1682307457523643,0.165674035755166,4.192439777025726,1.1688633206531118,0.45709405646074336,0.07340050243200201,1.8545340468072138,0.8281572685901658,0,0.2590518698857131,0.4245522883042251,1.2932073280866982,0.9522115961355715,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305782784,8400896,46555136,1403253.3082274178,0,841100.0441399429,0,69287.09110770145,0,0,,941025.5102945835,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.867,4.067,24.933,1.467,1.4,1.867,14.333,0,0,0.014500000000000002,0.003021276595744681,0.029139433551198256,0.019718309859154928,0.0013478260869565215,0.0030842105263157896,0.004563714902807776,0.023800000000000005,0.004638297872340425,0.06636942675159231,0.04235294117647059,0.00468695652173913,0.004751578947368421,0.008914565826330533
1705825748,1.1434553461843817,3.692834353261143,0.1682307457523643,0.16906527764684554,4.192439777025726,1.1430937347309675,0.45709405646074336,0.07340050243200201,1.890877031406861,0.8281572685901658,0,0.2590518698857131,0.4245522883042251,1.2932073280866982,1.1421856192587896,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305782784,8400896,46555136,1403253.3082274178,0,841100.0441399429,0,70644.89830968661,0,0,,1128767.8175483053,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.733,4.067,24.933,1.467,1.4,1.8,14.333,0,0,0.014532608695652175,0.003021276595744681,0.029139433551198256,0.019718309859154928,0.0013478260869565215,0.003091954022988506,0.004563714902807776,0.023845652173913046,0.004638297872340425,0.06636942675159231,0.04235294117647059,0.00468695652173913,0.00476551724137931,0.008914565826330533
1705825749,1.1434553461843817,3.692834353261143,0.1682307457523643,0.17245651953852503,4.192439777025726,1.117324148808823,0.45709405646074336,0.07340050243200201,2.180579075978851,0.8281572685901658,0,0.2590518698857131,0.4245522883042251,1.1101047484338524,1.1421856192587896,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2883584,305782784,8400896,46555136,1403253.3082274178,0,841100.0441399429,0,81468.43211911121,0,0,,1128767.8175483053,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.733,4.067,24.933,1.467,1.4,1.8,14.333,0,0,0.014532608695652175,0.003021276595744681,0.029139433551198256,0.019718309859154928,0.0013478260869565215,0.003091954022988506,0.004563714902807776,0.023845652173913046,0.004638297872340425,0.06636942675159231,0.04235294117647059,0.00468695652173913,0.00476551724137931,0.008914565826330533
1705825750,1.1434553461843817,3.692834353261143,0.1682307457523643,0.20347451350077192,4.192439777025726,1.0915545628866783,0.45060117340629996,0.07340050243200201,1.9224227420393554,0.8281572685901658,0,0.25669078219422964,0.4245522883042251,0.9416374999999989,1.1421856192587896,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253513728,93229056,4767744,2879488,305782784,8400896,46555136,1403253.3082274178,0,840558.8150174959,0,71823.47496100978,0,0,,1128767.8175483053,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,7.733,4.067,24.933,1.467,1.4,1.8,14.333,0,0,0.014532608695652175,0.003021276595744681,0.029139433551198256,0.019718309859154928,0.0013478260869565215,0.003091954022988506,0.004563714902807776,0.023845652173913046,0.004638297872340425,0.06636942675159231,0.04235294117647059,0.00468695652173913,0.00476551724137931,0.008914565826330533
1705825751,1.1434553461843817,3.692834353261143,0.1682307457523643,0.20347451350077192,4.192439777025726,1.065784976964534,0.45060117340629996,0.07340050243200201,1.6742839607201327,0.6984103294075159,0,0.20797673262972488,0.4245522883042251,0.9416374999999989,1.1421856192587896,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253517824,93229056,4767744,2879488,305782784,8400896,46555136,1403253.3082274178,0,840558.8150174959,0,58657.937806873975,0,0,,1128767.8175483053,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,8.133,4.067,24.933,1.867,1.8,2.2,15.533,0,0,0.014323144104803493,0.003021276595744681,0.029139433551198256,0.019018987341772153,0.0014230769230769232,0.0030659340659340657,0.004533898305084745,0.023755458515283844,0.004638297872340425,0.06636942675159231,0.03515625,0.004469230769230769,0.004718681318681318,0.008869444444444445
1705825752,1.1434553461843817,3.692834353261143,0.16876505678559084,0.1719342682872064,4.192439777025726,1.0400153910423893,0.45060117340629996,0.07340050243200201,1.6742839607201327,0.542922499999996,0,0.2121595236001147,0.4245522883042251,0.9416374999999989,1.1421856192587896,207278080,81125376,6139904,430608384,98816000,331698176,40734720,4554752,253517824,93229056,4767744,2879488,305782784,8400896,46555136,1403253.3082274178,0,840558.8150174959,0,58657.937806873975,0,0,,1128767.8175483053,11,6,6,4,8,17,9,7,3,11,1,3,6,21,10,8.133,4.067,24.933,1.867,1.8,2.2,15.533,0,0,0.014323144104803493,0.003021276595744681,0.029139433551198256,0.019018987341772153,0.0014230769230769232,0.0030659340659340657,0.004533898305084745,0.023755458515283844,0.004638297872340425,0.06636942675159231,0.03515625,0.004469230769230769,0.004718681318681318,0.008869444444444445
1705825753,1.143455346184382,3.692834353261143,0.16876505678559084,0.16854302639552687,4.2284732923636925,1.0142458051202448,0.45060117340629996,0.07340050243200201,1.6742839607201327,0.542922499999996,0,0.2163423145705046,0.4245522883042251,0.9416374999999989,1.1421856192587896,207278080,81125376,6139904,430608384,99463168,331698176,40734720,4554752,253517824,93229056,4767744,2879488,305782784,8400896,46555136,1403253.3082274178,0,840558.8150174959,0,58657.937806873975,0,0,,1128767.8175483053,11,6,6,4,7,17,9,7,3,11,1,3,6,21,10,8.133,4.067,24.933,1.867,1.8,2.2,15.533,0,0,0.014323144104803493,0.003021276595744681,0.029139433551198256,0.019018987341772153,0.0014230769230769232,0.0030659340659340657,0.004533898305084745,0.023755458515283844,0.004638297872340425,0.06636942675159231,0.03515625,0.004469230769230769,0.004718681318681318,0.008869444444444445
1705825754,1.143455346184382,3.692834353261143,0.16876505678559084,0.16515178450384735,4.2284732923636925,0.9884762191981002,0.45060117340629996,0.07340050243200201,1.6742839607201327,0.8170192780784522,0,0.25096745822339184,0.4245522883042251,1.2739530896221283,0.9581890342096925,207278080,81125376,6139904,430608384,99463168,331698176,40734720,4554752,253517824,93224960,4767744,2879488,305782784,8400896,46555136,1403253.3082274178,0,840558.8150174959,0,58657.937806873975,0,0,0,946932.7285397529,11,6,6,4,7,17,9,7,3,11,1,3,6,21,10,8.133,3.6,24.933,1.867,1.8,2.2,19,0,0,0.014323144104803493,0.003022346368715084,0.029139433551198256,0.019018987341772153,0.0014230769230769232,0.0030659340659340657,0.004536842105263158,0.023755458515283844,0.004640223463687152,0.06636942675159231,0.03515625,0.004469230769230769,0.004718681318681318,0.00887052341597796
1705825755,1.143455346184382,3.692834353261143,0.1648609317674073,0.18843254376930887,4.2284732923636925,1.3629944720322296,0.45060117340629996,0.07340050243200201,1.6742839607201327,0.8170192780784522,0,0.25096745822339184,0.4245522883042251,1.2739530896221283,0.939152607222046,207278080,81125376,6139904,430608384,99463168,331952128,40734720,4554752,253517824,93224960,4767744,2879488,305782784,8400896,46555136,1403253.3082274178,0,840558.8150174959,0,58657.937806873975,0,0,0,928119.9315806145,11,6,6,4,7,16,9,7,3,11,1,3,6,21,10,8.133,3.6,24.933,1.867,1.8,2.2,19,0,0,0.014323144104803493,0.003022346368715084,0.029139433551198256,0.019018987341772153,0.0014230769230769232,0.0030659340659340657,0.004536842105263158,0.023755458515283844,0.004640223463687152,0.06636942675159231,0.03515625,0.004469230769230769,0.004718681318681318,0.00887052341597796
