time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705346521,0.7073904123188247,1.75564054493191,0.3531334763930332,18.642818307316514,0.30325438437895763,6.52999276320712,0.6685792967385166,2.859686845896637,9.407086312361516,0.2734875703516011,0.2644761904761974,107507712,50876416,11218944,41754624,43560960,15425536,37806080,10403840,45277184,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.133,24.867,1.4,74.733,1.667,12.467,12.4,1.667,135.2,18.267,7.667,0,0,0,,0.0029776714513556615,0.0031673469387755106,0.3125,0.06028579513299378,0.003,0.21448467966573814,0.003869565217391304,0.0016725958866036683,0.009073033707865169,0.0029931972789115644,0.004615948963317384,0.004901224489795918,0.9083333333333334,0.09819185059422753,0.0046,0.6955223880597016,0.008722222222222221,0.0043443023902167855,0.08960820895522388,0.0046530612244897965
1705346522,0.7073904123188247,1.75564054493191,0.4260073800845267,18.642818307316514,0.30325438437895763,6.52999276320712,0.6685792967385166,2.859686845896637,9.219031718076304,0.2734875703516011,0.2644761904761974,107507712,50876416,11231232,41754624,43560960,15425536,37806080,10403840,45277184,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.133,24.867,1.4,74.733,1.667,12.467,12.4,1.667,141.267,18.267,7.667,0,0,0,,0.0029776714513556615,0.0031673469387755106,0.3125,0.06028579513299378,0.003,0.21448467966573814,0.003869565217391304,0.0015716704288939053,0.009073033707865169,0.0029931972789115644,0.004615948963317384,0.004901224489795918,0.9083333333333334,0.09819185059422753,0.0046,0.6955223880597016,0.008722222222222221,0.004325169300225735,0.08960820895522388,0.0046530612244897965
1705346523,0.7073904123188247,1.75564054493191,0.43547831482479255,18.642818307316514,0.30325438437895763,6.52999276320712,0.6685792967385166,2.859686845896637,8.498129664598487,0.2734875703516011,0.2644761904761974,107507712,50876416,11231232,41754624,43560960,15425536,37806080,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.133,24.867,1.4,74.733,1.667,12.467,12.4,1.667,141.267,18.267,7.667,0,0,0,,0.0029776714513556615,0.0031673469387755106,0.3125,0.06028579513299378,0.003,0.21448467966573814,0.003869565217391304,0.0015716704288939053,0.009073033707865169,0.0029931972789115644,0.004615948963317384,0.004901224489795918,0.9083333333333334,0.09819185059422753,0.0046,0.6955223880597016,0.008722222222222221,0.004325169300225735,0.08960820895522388,0.0046530612244897965
1705346524,0.7073904123188247,1.75564054493191,0.44494924956505844,18.642818307316514,0.30325438437895763,6.5084764922814395,0.6685792967385166,2.859686845896637,8.498129664598487,0.2734875703516011,0.2644761904761974,107507712,50876416,11231232,41754624,43560960,15736832,37806080,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,25.2,1.667,77.933,1.667,12.467,12.933,1.667,142.867,18.667,8.4,0,0,0,,0.002980830670926517,0.0031771369721936144,0.3203125,0.06393510815307821,0.003,0.20929752066115703,0.003869565217391304,0.0015773659084526818,0.00831043956043956,0.003,0.004621725239616614,0.004918846549948506,0.9083333333333334,0.1234487951807227,0.0046,0.7386986301369861,0.008722222222222221,0.004323560797528784,0.08208823529411763,0.004642244224422442
1705346525,0.7073904123188247,1.75564054493191,0.4544201843053242,18.642818307316514,0.30325438437895763,6.5084764922814395,0.6685792967385166,2.859686845896637,8.498129664598487,0.2734875703516011,0.2644761904761974,107507712,50876416,11231232,41754624,43560960,15736832,37806080,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,25.2,1.667,77.933,1.667,12.733,12.933,1.667,142.867,18.667,8.4,0,0,0,,0.002980830670926517,0.0031771369721936144,0.3203125,0.06393510815307821,0.003,0.20269541778975741,0.003869565217391304,0.0015773659084526818,0.00831043956043956,0.003,0.004621725239616614,0.004918846549948506,0.9083333333333334,0.1234487951807227,0.0046,0.7627450980392152,0.008722222222222221,0.004323560797528784,0.08208823529411763,0.004642244224422442
1705346526,0.7073904123188247,1.75564054493191,0.46389111904559,18.642818307316514,0.30325438437895763,6.5084764922814395,0.7821575862817315,2.859686845896637,8.498129664598487,0.2734875703516011,0.2644761904761974,107507712,50876416,11231232,41754624,43560960,15736832,37990400,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.733,1.667,77.933,1.667,12.733,12.933,1.667,142.867,18.667,8.4,0,0,0,,0.002980830670926517,0.003175226586102719,0.3203125,0.06393510815307821,0.003,0.20269541778975741,0.003869565217391304,0.0015773659084526818,0.00831043956043956,0.003,0.004621725239616614,0.004915407854984895,0.9083333333333334,0.1234487951807227,0.0046,0.7627450980392152,0.008722222222222221,0.004323560797528784,0.08208823529411763,0.004642244224422442
1705346527,0.7073904123188247,1.7041249378507186,0.5682560844159493,18.642818307316514,0.30325438437895763,6.5084764922814395,0.7821575862817315,2.859686845896637,3.5173668860684715,0.2734875703516011,0.2644761904761974,107507712,50831360,11231232,41754624,43560960,15736832,37990400,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.733,1.667,77.933,1.667,12.733,12.933,1.667,142.867,18.667,8.4,0,0,0,,0.002980830670926517,0.003175226586102719,0.3203125,0.06393510815307821,0.003,0.20269541778975741,0.003869565217391304,0.0015773659084526818,0.00831043956043956,0.003,0.004621725239616614,0.004915407854984895,0.9083333333333334,0.1234487951807227,0.0046,0.7627450980392152,0.008722222222222221,0.004323560797528784,0.08208823529411763,0.004642244224422442
1705346528,0.7073904123188247,1.7041249378507186,0.5682560844159493,18.642818307316514,0.30325438437895763,6.5084764922814395,0.7821575862817315,2.859686845896637,4.100862690500425,0.27345792181678347,0.2644761904761974,107507712,50831360,11231232,41754624,43560960,15736832,37990400,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,1.333,141.667,18.667,7.733,0,0,0,,0.002980830670926517,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004,0.0015841252096143092,0.00831043956043956,0.003,0.004621725239616614,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008769230769230769,0.004324874231414197,0.08208823529411763,0.004639875389408099
1705346529,0.7073904123188247,1.7041249378507186,0.5682560844159493,18.642818307316514,0.3153209334666048,6.5084764922814395,0.7821575862817315,2.859686845896637,4.100862690500425,0.27345792181678347,0.22294461269841856,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,3117056,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,0.867,141.667,18.667,7.733,0,0,0,,0.002980830670926517,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015841252096143097,0.00831043956043956,0.003,0.004621725239616614,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004324874231414197,0.08208823529411763,0.004639875389408099
1705346530,0.7073904123188247,1.7041249378507186,0.5682560844159493,18.642818307316514,0.3153209334666048,6.531068899683436,0.7821575862817315,2.859686845896637,4.100862690500425,0.27237541214272254,0.16483750000000796,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9019392,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,0.867,141.667,18.667,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015841252096143097,0.00831043956043956,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004324874231414197,0.08208823529411763,0.004639875389408099
1705346531,0.7073904123188247,1.3646091848507125,0.5682560844159493,18.642818307316514,0.3153209334666048,6.531068899683436,0.7821575862817315,2.859686845896637,4.100862690500425,0.27237541214272254,0.21670531143902688,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,0.867,141.667,18.667,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015841252096143097,0.00831043956043956,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004324874231414197,0.08208823529411763,0.004639875389408099
1705346532,0.7073904123188247,1.393676045739278,0.5682560844159493,18.642818307316514,0.3153209334666048,6.531068899683436,0.7821575862817315,2.859686845896637,4.100862690500425,0.27237541214272254,0.25475511009025764,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,54216.94720818903,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,0.867,141.667,18.667,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015841252096143097,0.00831043956043956,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004324874231414197,0.08208823529411763,0.004639875389408099
1705346533,0.3820950000000068,1.4227429066278436,0.5682560844159493,18.642818307316514,0.3153209334666048,6.531068899683436,0.7821575862817315,2.859686845896637,4.100862690500425,0.27237541214272254,0.25475511009025764,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,61440.00000000001,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,0.867,141.667,18.667,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015841252096143097,0.00831043956043956,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004324874231414197,0.08208823529411763,0.004639875389408099
1705346534,0.3820950000000068,1.7440116533139376,0.5682560844159493,18.83703810438667,0.3153209334666048,6.531068899683436,0.7821575862817315,2.859686845896637,4.100862690500425,0.27237541214272254,0.25475511009025764,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,61440.00000000001,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,1.333,12.733,12.933,0.867,140.8,17.8,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015773659084526816,0.007737138263665594,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004323560797528784,0.05474683544303801,0.004639875389408099
1705346535,0.3820950000000068,1.7440116533139376,0.5682560844159493,18.83703810438667,0.3153209334666048,6.531068899683436,0.7821575862817315,2.859686845896637,4.100862690500425,0.27237541214272254,0.25475511009025764,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,61440.00000000001,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,0.867,12.733,12.933,0.867,140.8,17.8,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015773659084526816,0.007737138263665594,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004323560797528784,0.05474683544303801,0.004639875389408099
1705346536,0.3820950000000068,1.7440116533139376,0.5682560844159493,18.83703810438667,0.3153209334666048,6.531068899683436,0.7821575862817315,2.329441327858111,4.100862690500425,0.27237541214272254,0.25475511009025764,107507712,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,61440.00000000001,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,0.867,12.733,12.933,0.867,140.8,17.8,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015773659084526816,0.007737138263665594,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004323560797528784,0.05474683544303801,0.004639875389408099
1705346537,0.5723703041145033,1.7440116533139376,0.5682560844159493,18.83703810438667,0.3153209334666048,6.531068899683436,0.7821575862817315,2.2817798804265004,4.100862690500425,0.27237541214272254,0.25475511009025764,107511808,50831360,11231232,41754624,43552768,15736832,37990400,10403840,45281280,2981888,9023488,91592.12880143113,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,0.867,12.733,12.933,0.867,133.667,17.8,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015736871823828341,0.007737138263665594,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004322868435911914,0.05474683544303801,0.004639875389408099
1705346538,0.5723703041145033,1.7440116533139376,0.4872379429373793,18.684580381075165,0.3153209334666048,6.531068899683436,0.7821575862817315,2.23411843299489,3.635742781674077,0.27237541214272254,0.25475511009025764,107511808,50831360,11227136,42086400,43552768,15736832,37990400,10403840,45301760,2981888,9023488,91592.12880143113,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.267,24.067,1.333,76.4,0.867,12.733,12.933,0.867,133.667,17.8,7.733,0,0,0,,0.002984051036682615,0.003174257425742574,0.32954545454545453,0.06409165751920966,0.003,0.20269541778975741,0.004090909090909092,0.0015736871823828341,0.007737138263665594,0.003,0.004627432216905901,0.004913663366336633,0.9166666666666665,0.12431343283582089,0.0046,0.7627450980392152,0.008794117647058826,0.004322868435911914,0.05474683544303801,0.004639875389408099
1705346539,0.5723703041145033,1.7440116533139376,0.4872379429373793,18.684580381075165,0.3153209334666048,6.584809364430052,0.6897457989542664,2.27291187406981,3.635742781674077,0.27237541214272254,0.25475511009025764,107511808,50831360,11227136,42086400,43552768,15781888,37990400,10403840,45301760,2981888,9023488,91592.12880143113,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.133,24.2,0.733,75.867,0.867,12.733,12.667,0.867,130.467,17.133,7.4,0,0,0,,0.0029808612440191387,0.003188305252725471,0.31521739130434784,0.0630047194546408,0.003,0.19640151515151516,0.004090909090909092,0.0015851063829787234,0.00748193641618497,0.00295679012345679,0.004621690590111642,0.004938949454905848,0.8166666666666671,0.09862087047718929,0.0046,0.7349673202614381,0.008794117647058826,0.004323292273236283,0.009802745664739885,0.004620987654320988
1705346540,0.5723703041145033,1.7440116533139376,0.4872379429373793,18.684580381075165,0.3153209334666048,6.584809364430052,0.5851274999999845,2.799498557169209,3.635742781674077,0.27237541214272254,0.25475511009025764,107511808,50831360,11227136,42086400,43552768,15781888,37990400,10563584,45301760,2981888,9023488,91592.12880143113,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.133,24.2,0.733,75.867,0.867,12.4,12.667,0.867,130.467,17.133,7.4,0,0,0,,0.0029808612440191387,0.003188305252725471,0.31521739130434784,0.0630047194546408,0.003,0.19229368932038834,0.004090909090909092,0.0015851063829787234,0.00748193641618497,0.00295679012345679,0.004621690590111642,0.004938949454905848,0.8166666666666671,0.09862087047718929,0.0046,0.7254716981132074,0.008794117647058826,0.004323292273236283,0.009802745664739885,0.004620987654320988
1705346541,0.5723703041145033,1.7440116533139376,0.4872379429373793,18.684580381075165,0.3153209334666048,6.584809364430052,0.5851274999999845,2.799498557169209,3.635742781674077,0.27237541214272254,0.25475511009025764,107511808,50831360,11227136,42086400,43552768,15781888,37990400,10563584,45301760,2981888,9023488,91592.12880143113,0,0,0,0,4,4,9,3,3,30,4,4,4,4,3,14.133,24,0.733,75.867,0.867,12.4,12.667,0.867,130.467,17.133,7.4,0,0,0,,0.0029808612440191387,0.0031658536585365857,0.31521739130434784,0.0630047194546408,0.003,0.19229368932038834,0.004090909090909092,0.0015851063829787234,0.00748193641618497,0.00295679012345679,0.004621690590111642,0.004898536585365853,0.8166666666666671,0.09862087047718929,0.0046,0.7254716981132074,0.008794117647058826,0.004323292273236283,0.009802745664739885,0.004620987654320988
