time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,istio-init_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,cartservice_diskio,currencyservice_diskio,emailservice_diskio,frontend_diskio,paymentservice_diskio,productcatalogservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,istio-init_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705655603,4.195536087866108,6.071688937253613,0.26221147758015306,21.136915335464767,0.2769897222458169,3.589663939227027,0.6125462962962963,1.4019689891717995,1.0956396978052771,0.14941214608110046,0.11630217483491852,89112576,35192832,8286208,30273536,43053056,12644352,2666496,28893184,8749056,41709568,2875392,7196672,139246.86192468618,31928.154683686877,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,84.333,11.333,4.667,,0.133,0.006535818583234819,0.003495589430692089,0.14482975749343957,0.005228266558023065,0.00309256687957049,0.0980477188923433,0.007198153424827508,0.0018707208009626868,0.007509412975629193,0.0030475645004677285,0.009464937140019324,0.00942006875037631,0.2289659514986879,0.07243175865676017,0.004766620383226883,0.23725178389748947,0.00997140179295492,0.0044015996622800944,0.009603536091373929,0.004741388924343255
1705655604,4.195536087866108,6.013888562590548,0.26221147758015306,21.497638796306777,0.2769897222458169,3.6593388539570224,0.6125462962962963,1.4259732655263053,1.0956396978052771,0.23170883685800603,0.11630217483491852,89112576,34398208,8286208,30273536,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7196672,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,84.333,11.333,4.667,,0.133,0.006535684422543952,0.0034944366620549574,0.14464141174052136,0.005227250544880811,0.0030897961627106463,0.0979873337555415,0.007185744495209769,0.001871789108112369,0.007509502687301691,0.003046075664880922,0.009464350636943234,0.00940898211020835,0.22892828234810425,0.07244709736160625,0.004761633092879164,0.23724320135504254,0.00995292077314204,0.004401692328780297,0.009603616525286537,0.004738632660822696
1705655605,4.195536087866108,6.013888562590548,0.26221147758015306,21.6434076505206,0.2769897222458169,3.729013768687018,0.6125462962962963,1.440256581270352,1.0956396978052771,0.23170883685800603,0.13740885820663978,89112576,34398208,8286208,30273536,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,84.333,11.333,4.667,,0.133,0.006535557002455743,0.003493345236444608,0.14446250297496024,0.005226284374824985,0.0030871864919061872,0.09793009389349598,0.007193633627155869,0.0018728047038605328,0.007509588045744612,0.0030446772056714555,0.009463793601397225,0.009398450309330448,0.22889250059499205,0.07246165595839715,0.0047569356854311375,0.2372350555889031,0.009909365715910539,0.004401780423017643,0.009603693056169834,0.0047360437100089185
1705655606,4.195536087866108,6.013888562590548,0.26221147758015306,21.6434076505206,0.2769897222458169,3.798688683417014,0.6125462962962963,1.440256581270352,1.0956396978052771,0.23170883685800603,0.13740885820663978,89112576,34398208,8286208,30273536,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,84.333,11.333,4.667,,0.133,0.006535435827419443,0.0034923103843334897,0.14429233927633106,0.005225364467900048,0.0030847242226552576,0.09787575980228443,0.007183338254483804,0.00187377139553267,0.0075096693603109,0.0030433611361088977,0.009463263867008746,0.009388432713500549,0.2288584678552662,0.07247549248431653,0.0047525036007794634,0.237227314084292,0.009893858404213774,0.0044018642752450265,0.009603765961384245,0.00473360728616337
1705655607,4.195536087866108,6.013888562590548,0.26221147758015306,27.37602630378592,0.2769897222458169,3.86836359814701,0.6125462962962963,1.440256581270352,1.0956396978052771,0.23170883685800603,0.13740885820663978,89112576,34398208,8286208,35426304,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,84.333,11.333,4.667,,0.133,0.006535320449297788,0.003491327818155087,0.144130294752663,0.00522448757897241,0.003082397209481172,0.09782411569278876,0.007173614905221828,0.0018746926324058482,0.007509746911720398,0.003042120383604526,0.009462759474680216,0.009378892561777154,0.22882605895053262,0.0724886593588545,0.00474831497706611,0.2372199474756004,0.00987921269758957,0.00440194418465771,0.009603835492618258,0.004731310295887111
1705655608,4.195536087866108,6.013888562590548,0.26221147758015306,27.37602630378592,0.2769897222458169,3.938038512877006,0.6125462962962963,1.440256581270352,1.0956396978052771,0.23170883685800603,0.13740885820663978,89112576,34398208,8286208,35426304,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,95.667,12.8,4.667,,0,0.006535210461828912,0.003490393672926208,0.14397580184777417,0.005223650759481217,0.003080194605576198,0.09777496662640645,0.007164417194496751,0.001593403195263795,0.007512225492415666,0.0030409486625616006,0.00946227864837849,0.009369796515752047,0.22879516036955483,0.07250120404745254,0.004744350290037157,0.23721292917414288,0.009865358729243438,0.004344789565977334,0.009595660704852464,0.00472914110273005
1705655609,4.195536087866108,6.013888562590548,0.26221147758015306,27.37602630378592,0.2769897222458169,4.007713427607003,0.6125462962962963,1.440256581270352,1.0956396978052771,0.23170883685800603,0.13740885820663978,89112576,34398208,8286208,35426304,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,10.733,18.533,0.667,65.267,0.6,9.933,9.467,0.533,95.667,12.8,4.667,,0,0.006535105495846786,0.003489504455436597,0.1438283446996004,0.005222851324315409,0.0030781066937436543,0.09772813605611072,0.007155703620524788,0.0015943987945552952,0.007512284427970446,0.003039840367873832,0.009461819774240286,0.009361114270302583,0.2287656689399201,0.07251316963323984,0.0047405920487385775,0.23720623504749266,0.00985223398749002,0.004344900903517765,0.009595720131536865,0.004727089330025933
1705655610,4.195536087866108,6.013888562590548,0.26221147758015306,27.37602630378592,0.2769897222458169,4.077388342336999,0.6125462962962963,1.440256581270352,1.0054625000000001,0.23170883685800603,0.13740885820663976,89112576,34398208,8286208,35426304,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,12.933,18.533,0.667,65.267,0.6,9.933,9.467,0.533,95.667,12.8,4.667,,0,0.005723921313511792,0.003488657000597572,0.14368745338572686,0.005222086823032998,0.0030761247430789924,0.09768346370747681,0.0071474369385155865,0.0015953507994280716,0.007512340825021866,0.0030387904852631734,0.009288786532916772,0.009352818216285821,0.22873749067714536,0.07252459531137694,0.004737024537542186,0.23719984314224857,0.00983978237270171,0.00434500736590873,0.009595776998563715,0.0047251456949017655
1705655611,4.195536087866108,6.013888562590548,0.26221147758015306,27.37602630378592,0.2769897222458169,4.1470632570669945,0.6125462962962963,1.440256581270352,1.0054625000000001,0.23170883685800603,0.13740885820663976,89112576,34398208,8286208,35426304,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,139246.86192468618,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,19.533,0.467,69.933,0.6,9.933,10.667,0.533,101.8,13.867,4.467,,0,0.005597326088377261,0.0033964161690070156,0.13673683001801928,0.005413833848382154,0.003074240886931129,0.09661005077604523,0.007139583628499279,0.001825793867334416,0.007536154239654911,0.0030373052215060883,0.009221869310702182,0.008309283692263211,0.22734736600360386,0.07387411631059686,0.004733633596476033,0.23802210595165846,0.009827953395727942,0.004383455247430898,0.009629781968505025,0.004721705581886694
1705655612,4.531470901520286,6.013888562590548,0.26221147758015306,27.37602630378592,0.2769897222458169,4.180494883799758,0.7279464385552944,1.7462775217239508,1.0054625000000001,0.24375360785068315,0.13740885820663976,90959872,34398208,8286208,35426304,43053056,12644352,2666496,28893184,8749056,41709568,2895872,7327744,134854.2655175753,24057.32409256431,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,19.533,0.467,69.933,0.6,9.933,10.667,0.533,101.8,13.867,4.467,,0,0.005597346709426308,0.0033958216703543313,0.13667408288922234,0.00541325167044373,0.0030724480185466926,0.0965625594420374,0.007132113441039442,0.001826613077711969,0.007536216677272174,0.0030363681734010793,0.009221511388866049,0.008301411018232535,0.22733481657784446,0.07388299312931218,0.004730406433384047,0.23801293647534272,0.009816701493629511,0.0043835518472926955,0.009629852019333612,0.004719966217788205
1705655613,4.531470901520286,6.22078295085734,0.24574665990191105,27.37602630378592,0.2769897222458169,4.180494883799758,0.7279464385552944,1.9113797348011587,1.0054625000000001,0.24375360785068315,0.13740885820663976,90959872,34398208,8523776,35426304,43053056,12644352,2666496,28893184,8876032,41709568,2895872,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,19.533,0.467,74.133,0.6,11.133,10.667,0.533,101.8,13.867,4.467,,0,0.005597366467183712,0.0033952531138352836,0.136614242873509,0.005605141172016151,0.0030707397014784594,0.09439687606813625,0.007124999007849892,0.0018273985084344797,0.007536276577401084,0.003035477046166354,0.00922116845127875,0.008293866587806648,0.22732284857470184,0.07499911205276096,0.0047273314626612275,0.23914070067304724,0.00980598544317361,0.004383644463916368,0.009629919223270065,0.00471831209276412
1705655614,4.531470901520286,6.22078295085734,0.24574665990191105,27.37602630378592,0.2751592025125366,4.180494883799758,0.7279464385552944,1.9521146655283155,1.9938847006651887,0.24375360785068315,0.17277109800362975,90959872,34398208,8523776,35426304,43057152,12644352,2666496,28893184,8876032,42098688,2895872,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,19.533,0.467,74.133,0.6,11.133,10.667,0.533,101.8,13.867,4.467,,0,0.0055973854147499755,0.0033947088376527264,0.13655711251255537,0.005604926453092224,0.003069110092377157,0.09435521229253968,0.007118215506748638,0.001828152206622175,0.007536334091647708,0.0030346285449463378,0.00922083957626896,0.008286630291504149,0.22731142250251105,0.07500751869177073,0.004724398166278883,0.23913374146402464,0.009795767856173782,0.004383733338694768,0.009629983750406239,0.004716737090849351
1705655615,4.531470901520286,5.428462948415816,0.24574665990191105,25.589501149133238,0.2751592025125366,4.735622859340284,0.7279464385552944,1.9928495962554718,1.9938847006651887,0.24375360785068315,0.17277109800362975,90959872,35057664,8523776,35426304,43057152,12644352,2666496,28893184,8876032,42098688,2895872,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.467,0.467,74.133,0.6,11.133,10.667,0.533,101.8,13.867,4.467,,0,0.0055974036009581955,0.0033313188237175427,0.13650251183460535,0.005604720237582095,0.0030675538742146865,0.09431526056775544,0.007111740372303751,0.0018288760572573648,0.007536389359776693,0.0030338196827336965,0.009220523916235221,0.00741086073370357,0.2273005023669211,0.07501558324467761,0.004721596973586435,0.23912706505078035,0.00978601474365288,0.004383818693901732,0.009630045757548722,0.004715235667511776
1705655616,4.531470901520286,5.428462948415816,0.24574665990191105,26.188299577792197,0.23524597397047387,5.295629797804671,0.7279464385552944,2.033584526982629,1.9938847006651887,0.25198719759013455,0.17277109800362975,90959872,35057664,8523776,35426304,43057152,12972032,2666496,28893184,8876032,42098688,2899968,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.467,0.467,74.133,0.6,11.133,10.667,0.533,101.8,13.867,5,,0,0.0055974210707943,0.003330790582735023,0.1364502764606733,0.005604522030158743,0.003066066198330727,0.09427691749073669,0.00710555304506293,0.0018295717989250048,0.007536442510845242,0.0029703908745397235,0.009220220690351742,0.007401843539294325,0.22729005529213464,0.07502332617555928,0.0047189191569953085,0.23912065453895875,0.009776695138122363,0.004383900734548168,0.009630105389491056,0.004693626718391829
1705655617,4.531470901520286,5.428462948415816,0.24574665990191105,26.78709800645115,0.24009678982128974,5.398581551082739,0.7279464385552944,2.074319457709785,1.9938847006651887,0.25198719759013455,0.17277109800362975,90959872,35057664,8523776,35426304,43057152,12972032,2666496,28893184,8876032,42098688,2899968,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.467,0.467,74.133,0.6,11.133,10.667,0.533,101.8,13.867,5,,0,0.0055974378657685986,0.0033302836430348496,0.13640025595164673,0.0056043313732330406,0.0030646426339718588,0.09424008782110621,0.007099634753494843,0.0018302410377544671,0.007536493664209222,0.0029696913267084194,0.009219929178119505,0.007393171168628924,0.22728005119032935,0.07503076634815133,0.0047163567411493456,0.23911449435363233,0.009767780765133453,0.004383979650026056,0.009630162780142537,0.004692253781533706
1705655618,4.531470901520286,5.428462948415816,0.24574665990191105,27.3858964351101,0.2449476056721056,5.501533304360806,0.7414349828058516,2.115054388436942,1.9938847006651887,0.25198719759013455,0.17277109800362975,90959872,35057664,8523776,35426304,43057152,12972032,2666496,29315072,8876032,42098688,2899968,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.6,0.533,74.2,0.667,11.133,10.667,0.6,101.8,13.867,5.133,,0,0.005597454024245075,0.003326307752519485,0.13635231236128098,0.005607815615286053,0.003063279124216921,0.09420468369128972,0.006962751838550528,0.0018306234724288267,0.007536542930417927,0.0029744790313121117,0.00921964871365061,0.007310937408011463,0.2272704624722562,0.07508702934668199,0.004713902423590458,0.2391085701129615,0.009748374944217085,0.004384007261449946,0.009630218053532083,0.004701169414826694
1705655619,4.531470901520286,5.428462948415816,0.24574665990191105,27.503752056901636,0.24979842152292148,5.604485057638874,0.7414349828058516,2.1557893191640987,1.9938847006651887,0.25198719759013455,0.17277109800362975,90959872,35057664,8523776,36433920,43057152,12972032,2666496,29315072,8876032,42098688,2899968,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.6,0.533,74.2,0.667,11.133,10.667,0.6,101.8,13.867,5.133,,0,0.00559746958173394,0.0033258331637367852,0.13630631896577228,0.005607649843573449,0.0030619719473651595,0.09417062390662648,0.006956994031848529,0.0018312433716667269,0.0075365904120115864,0.0029738371326779732,0.009219378680590324,0.007302671001435825,0.22726126379315445,0.07509403314632783,0.004711549505257287,0.23910286851609805,0.00973981922787131,0.0043840803039610745,0.009630271324702962,0.004699909596518362
1705655620,4.531470901520286,5.428462948415816,0.24100265877257904,28.097541906788326,0.291048951048951,5.707436810916941,0.7414349828058516,2.1965242498912554,1.9938847006651887,0.25198719759013455,0.17277109800362975,90959872,35057664,8523776,36433920,43057152,12972032,2666496,29315072,8876032,42098688,2899968,7327744,134854.2655175753,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.6,0.533,74.2,0.667,11.133,10.667,0.8,101.8,13.867,5.133,,0,0.005597484571152152,0.0033253766239442475,0.13626215914527187,0.0056074900424797295,0.0030607176830132164,0.0941378333237216,0.006682127648788401,0.0018318409342993876,0.007536636204233775,0.002973222097216051,0.009219118507595441,0.00729470355906216,0.22725243182905439,0.07510077819794189,0.004709291829423789,0.239097377243495,0.009701426036702827,0.004384150714557794,0.009630322700512095,0.004698702501045657
1705655621,4.148327963335429,5.428462948415816,0.24100265877257904,28.691331756675016,0.291048951048951,5.8103885641950095,0.7414349828058516,2.2372591806184117,1.9938847006651887,0.25198719759013455,0.17277109800362975,90959872,35057664,8523776,36433920,43057152,12972032,2666496,29315072,8876032,42098688,2899968,7327744,42034.416928556464,0,0,0,0,0,0,0,,4,4,9,3,3,18,0,3,3,4,4,2,14.667,21.6,0.533,74.2,0.667,11.133,10.667,0.8,101.8,13.867,5.133,,0,0.0055974990230558816,0.0033249371227290245,0.1362197253965547,0.0056073358951443985,0.00305951318216985,0.09410624229702248,0.006676023551624765,0.0018324173462314097,0.00753668039566909,0.002972632273171247,0.009218867664299015,0.007287019150381366,0.22724394507931092,0.07510727858022473,0.004707123727905731,0.23909208486804787,0.009692950909271589,0.004384218632974831,0.009630372280345469,0.004697544886601851
