time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts-db_diskio,catalogue_diskio,catalogue-db_diskio,orders-db_diskio,payment_diskio,queue-master_diskio,rabbitmq_diskio,session-db_diskio,user_diskio,user-db_diskio,carts_socket,carts-db_socket,catalogue_socket,catalogue-db_socket,front-end_socket,orders_socket,orders-db_socket,payment_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,session-db_socket,shipping_socket,user_socket,user-db_socket,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,payment_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,shipping_latency-90,user_latency-90
1705655524,1.353838789458065,47.42714776632187,0.1415095768035981,0.18709004045796254,3.634122462226392,0.8436957319489312,0.323634922667694,0.07204910633687839,0.2594945693085426,0.8795181295441639,0,0.16970786945087782,0.18181963763619444,0.7098223258431281,1.0548263888887635,223739904,158388224,6520832,432435200,94691328,330190848,140394496,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,538404.5365901882,0,44047.74706957738,0,0,0,3271111.1111111115,48,28,7,4,39,25,6,7,3,11,1,3,5,28,13,6.533,3.667,20.267,2.133,2.2,2.267,19,0,0,0,0,0,0,2.1911764705882355,0.0030547945205479455,0.04430555555555556,0.8709677419354839,0.0028644067796610166,0.003,0.0034502617801047118,7.19,0.004698630136986302,3.9034090909090917,2.5625000000000004,0.004952542372881355,0.0046,0.007279069767441861
1705655525,1.3270087698506354,47.42714776632187,0.14440232571390546,0.18709004045796254,3.634122462226392,0.9843385742996249,0.31732881067287005,0.07204910633687839,0.2594945693085426,0.8924443684319322,0,0.17375171031276637,0.17800826475447062,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140394496,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,527913.5819111555,0,44047.74706957738,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,6.533,3.667,20.267,2.133,2.2,2.267,19,0,0,0,0,0,0,2.1911764705882355,0.0030547945205479455,0.04430555555555556,0.8709677419354839,0.0028644067796610166,0.003,0.0034502617801047118,7.19,0.004698630136986302,3.9034090909090917,2.5625000000000004,0.004952542372881355,0.0046,0.007279069767441861
1705655526,1.3270087698506354,47.42714776632187,0.14440232571390546,0.18709004045796254,3.6778458106098184,0.9843385742996249,0.3110226986780461,0.07204910633687839,0.2594945693085426,0.8924443684319322,0,0.17779555117465495,0.17419689187274678,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140394496,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,517422.6272321228,0,44047.74706957738,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,6.533,3.667,20.267,2.133,2.2,2.267,19,0,0,0,0,0,0,2.1911764705882355,0.0030547945205479455,0.04430555555555556,0.8709677419354839,0.0028644067796610166,0.003,0.0034502617801047118,7.19,0.004698630136986302,3.9034090909090917,2.5625000000000004,0.004952542372881355,0.0046,0.007279069767441861
1705655527,1.3270087698506354,47.42714776632187,0.14440232571390546,0.18709004045796254,3.6778458106098184,0.9843385742996249,0.3047165866832222,0.07204910633687839,0.2594945693085426,0.8924443684319322,0.0001284764207980627,0.18183939203654356,0.17038551899102297,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140394496,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,506931.67255309015,0,44047.74706957738,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,6.533,3.667,20.267,2.133,1.8,2.267,19,0,0,0,0,0,0,2.1911764705882355,0.0030547945205479455,0.04430555555555556,0.8709677419354839,0.0028666666666666667,0.003,0.0034502617801047118,7.19,0.004698630136986302,3.9034090909090917,2.5625000000000004,0.004946666666666667,0.0046,0.007279069767441861
1705655528,1.3270087698506354,47.42714776632187,0.14440232571390546,0.1858002004677631,3.6778458106098184,0.9843385742996249,0.2984104746883982,0.07204910633687839,0.2594945693085426,0.8924443684319322,0.0001284764207980627,0.18588323289843212,0.16657414610929913,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140394496,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,496440.7178740575,0,44047.74706957738,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,5.933,3.667,20.267,1.533,1.2,1.667,16,0,0,0,0,0,0,2.2740963855421685,0.0030547945205479455,0.04430555555555556,0.903846153846154,0.0028571428571428567,0.003,0.0034448398576512455,7.229999999999998,0.004698630136986302,3.9034090909090917,3.318181818181819,0.004971428571428572,0.004600000000000001,0.007252000000000002
1705655529,1.3270087698506354,47.42714776632187,0.14440232571390546,0.1858002004677631,3.6778458106098184,0.9843385742996249,0.39880044585197083,0.07015575280523745,0.2752086883683385,0.8924443684319322,0.0001284764207980627,0.18992707376032067,0.1627627732275753,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140414976,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,804401.9037172025,0,23661.939285404813,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,5.933,3.667,20.267,1.533,1.2,1.667,16,0,0,0,0,0,0,2.2740963855421685,0.0030547945205479455,0.04430555555555556,0.903846153846154,0.0028571428571428567,0.003,0.0034448398576512455,7.229999999999998,0.004698630136986302,3.9034090909090917,3.318181818181819,0.004971428571428572,0.004600000000000001,0.007252000000000002
1705655530,1.3270087698506354,47.42714776632187,0.14440232571390546,0.1858002004677631,3.6778458106098184,0.9843385742996249,0.39880044585197083,0.07015575280523745,0.2752086883683385,0.8924443684319322,0.0001284764207980627,0.19397091462220925,0.15895140034585145,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140414976,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,804401.9037172025,0,23661.939285404813,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,5.933,3.667,20.267,1.533,1.2,1.667,16,0,0,0,0,0,0,2.2740963855421685,0.0030547945205479455,0.04430555555555556,0.903846153846154,0.0028571428571428567,0.003,0.0034448398576512455,7.229999999999998,0.004698630136986302,3.9034090909090917,3.318181818181819,0.004971428571428572,0.004600000000000001,0.007252000000000002
1705655531,1.3270087698506354,47.42714776632187,0.14440232571390546,0.1906631989597046,3.6778458106098184,0.9843385742996249,0.39880044585197083,0.07015575280523745,0.2752086883683385,0.8924443684319322,0.0001284764207980627,0.1980147554840978,0.1551400274641276,0.7098223258431281,1.0548263888887635,223711232,158388224,6520832,432435200,94691328,330190848,140414976,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3195075.1586448257,0,0,804401.9037172025,0,23661.939285404813,0,0,0,3271111.1111111115,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,5.933,3.667,20.267,1.533,1.2,1.667,16,0,0,0,0,0,0,2.2740963855421685,0.0030547945205479455,0.04430555555555556,0.903846153846154,0.0028571428571428567,0.003,0.0034448398576512455,7.229999999999998,0.004698630136986302,3.9034090909090917,3.318181818181819,0.004971428571428572,0.004600000000000001,0.007252000000000002
1705655532,1.3270087698506354,47.94381648479684,0.14440232571390546,0.1906631989597046,3.6778458106098184,0.9843385742996249,0.39880044585197083,0.07015575280523745,0.2752086883683385,0.8924443684319322,0.0001284764207980627,0.2020585963459864,0.1513286545824038,0.7098223258431281,0.9513656554198641,223711232,158416896,6520832,432435200,94691328,330190848,140414976,4481024,268181504,97202176,4575232,2891776,306503680,8634368,259858432,3134335.323587949,0,0,804401.9037172025,0,23661.939285404813,0,0,0,864543.3638912516,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,5.933,3.667,20.267,1.533,1.2,1.667,16,0,0,0,0,0,0,2.2740963855421685,0.0030547945205479455,0.04430555555555556,0.903846153846154,0.0028571428571428567,0.003,0.0034448398576512455,7.229999999999998,0.004698630136986302,3.9034090909090917,3.318181818181819,0.004971428571428572,0.004600000000000001,0.007252000000000002
1705655533,1.3270087698506354,38.26611519752646,0.14440232571390546,0.1906631989597046,3.6778458106098184,0.9843385742996249,0.40189300943271977,0.07015575280523745,0.2921969291880011,0.7200874385292605,0.0001284764207980627,0.24263045171331446,0.14751728170068,0.5741182031866392,0.9275263643977488,223711232,158416896,6520832,432435200,94691328,330190848,140414976,4481024,268189696,97202176,4575232,2891776,306503680,8622080,259956736,2032486.7035321076,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,39,25,6,7,3,11,1,3,5,28,13,5.933,3.667,20.267,1.533,1.2,1.133,16,0,0,0,0,0,0,2.5806451612903234,0.0030547945205479455,0.04430555555555556,0.903846153846154,0.0028571428571428567,0.003,0.0034448398576512455,7.481481481481482,0.004698630136986302,3.9034090909090917,3.318181818181819,0.004971428571428572,0.0046,0.007252000000000002
1705655534,1.3270087698506354,39.050481925635474,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9843385742996249,0.40189300943271977,0.07015575280523745,0.2921969291880011,0.7361636896126964,0.00018864260548727665,0.24263045171331446,0.23626542249873764,0.5857656110193618,0.9275263643977488,223711232,158416896,6520832,432435200,95207424,330190848,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2074147.97323104,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,37,25,6,7,3,11,1,3,6,28,13,6.533,3.2,20.2,1.133,1.2,1.133,14.733,0,0,0,0,0,0,2.858910891089109,0.003056338028169014,0.04371508379888269,0.9431818181818181,0.002857142857142857,0.003,0.00340072202166065,7.622807017543859,0.004701408450704225,4.144329896907221,3.520833333333333,0.004971428571428572,0.0046,0.007004504504504505
1705655535,1.3329303824932983,39.834848653744494,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9843385742996249,0.40189300943271977,0.07015575280523745,0.2921969291880011,0.7522399406961323,0.00018864260548727665,0.24263045171331446,0.23626542249873764,0.5974130188520841,0.9275263643977488,223711232,158416896,6520832,432435200,95207424,330190848,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2115809.2429299722,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,37,25,6,7,3,11,1,3,6,28,13,6.533,3.2,20.2,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.003056338028169014,0.04371508379888269,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.004701408450704225,4.144329896907221,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655536,1.3329303824932983,40.61921538185351,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9843385742996249,0.40189300943271977,0.07015575280523745,0.2921969291880011,0.7180530536757359,0.00018864260548727665,0.24263045171331446,0.23626542249873764,0.6988444699633476,0.9275263643977488,223711232,158416896,6520832,432435200,95207424,330190848,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2157470.5126289045,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,37,25,6,7,3,11,1,3,6,28,13,6.533,3.2,20.2,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.003056338028169014,0.04371508379888269,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.004701408450704225,4.144329896907221,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655537,1.3329303824932983,47.06200368654096,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9843385742996249,0.40189300943271977,0.07015575280523745,0.2921969291880011,0.7332633029671927,0.00018864260548727665,0.24263045171331446,0.23626542249873764,0.6988444699633476,0.9275263643977488,223711232,158416896,6520832,432435200,95207424,330190848,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2499676.181935934,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,37,25,6,7,3,11,1,3,6,28,13,6.533,3.2,20.2,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.0030567375886524817,0.04371508379888269,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.0047021276595744675,4.144329896907221,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655538,1.3329303824932983,47.06200368654096,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9322186506289795,0.40189300943271977,0.07015575280523745,0.2921969291880011,0.7484735522586492,0.00018864260548727665,0.2032313101959341,0.23626542249873764,0.6988444699633476,0.927526364397749,223711232,158416896,6520832,432435200,95207424,330289152,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2499676.181935934,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,37,23,6,7,3,11,1,3,6,28,13,6.533,3.2,19.533,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.0030567375886524817,0.04216216216216217,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.0047021276595744675,4.122549019607846,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655539,1.3329303824932983,47.06200368654096,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9322186506289795,0.40189300943271977,0.06793971631206357,0.2921969291880011,0.7636838015501062,0.00018864260548727665,0.19918746933404557,0.23626542249873764,0.6988444699633476,0.927526364397749,223711232,158416896,6520832,432435200,95207424,330289152,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2499676.181935934,0,0,838006.6330705947,0,15644.335803223592,0,0,0,923731.1797933804,49,28,7,4,37,23,6,7,3,11,1,3,6,28,13,6.533,3.2,19.533,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.0030567375886524817,0.04216216216216217,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.0047021276595744675,4.122549019607846,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655540,1.3329303824932983,47.06200368654096,0.15111937422936209,0.1906631989597046,3.7217063185102774,0.9290950045259209,0.40189300943271977,0.06793971631206357,0.23901607179729212,0.7788940508415629,0.00018864260548727665,0.19514362847215694,0.23626542249873764,0.6988444699633476,0.927526364397749,223711232,158416896,6520832,432435200,95207424,330289152,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2499676.181935934,0,0,838006.6330705947,0,20536.800782065224,0,0,0,923731.1797933804,49,28,7,4,37,23,6,7,3,11,1,3,6,28,13,6.533,3.2,19.533,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.0030567375886524817,0.04216216216216217,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.0047021276595744675,4.122549019607846,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655541,1.3196013010175804,47.06200368654096,0.15111937422936209,0.1906631989597046,2.9329651967303034,0.9290950045259209,0.40189300943271977,0.06793971631206357,0.244252284053308,0.9126149574874047,0.00018864260548727665,0.19109978761026838,0.23626542249873764,0.6988444699633476,0.927526364397749,223727616,158416896,6520832,432435200,95207424,330289152,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2499676.181935934,0,0,838006.6330705947,0,20986.70796674026,0,0,0,923731.1797933804,52,28,7,4,37,23,6,7,3,11,1,3,6,28,13,6.533,3.2,19.533,1.133,1.2,1.133,12,0,0,0,0,0,0,2.858910891089109,0.0030567375886524817,0.04216216216216217,0.9431818181818181,0.002857142857142857,0.003,0.0034111111111111113,7.622807017543859,0.0047021276595744675,4.122549019607846,3.520833333333333,0.004971428571428572,0.0046,0.007067567567567572
1705655542,1.3196013010175804,47.06200368654096,0.15111937422936209,0.1906631989597046,2.9992016158275376,0.9290950045259208,0.40189300943271977,0.06793971631206357,0.24948849630932385,0.9126149574874047,0.00018864260548727665,0.1870559467483798,0.23626542249873764,0.6988444699633476,0.927526364397749,223727616,158416896,6520832,432435200,95207424,330289152,140414976,4481024,268189696,97202176,4575232,2891776,306507776,8622080,259956736,2499676.181935934,0,0,838006.6330705947,0,21436.6151514153,0,0,0,923731.1797933804,52,28,7,4,37,23,6,7,3,11,1,3,6,28,13,6.533,3.2,19.533,1.133,1.4,1.133,12,0,0,0,0,0,0,2.858910891089109,0.0030567375886524817,0.04216216216216217,0.9431818181818181,0.0028620689655172414,0.003,0.0034111111111111113,7.622807017543859,0.0047021276595744675,4.122549019607846,3.520833333333333,0.0048482758620689665,0.0046,0.007067567567567572
